tier	score	gold	filler	novel	en	fr
A	0.785	0	0	1	prev	brève
A	0.785	0	0	1	patty	pari
A	0.785	0	0	1	pattie	pari
A	0.785	0	0	1	pally	pâlit
A	0.785	0	0	1	masque	masques
A	0.785	0	0	1	flam	flamme
A	0.785	0	0	1	cutch	catch
A	0.785	0	0	1	butty	barrie
A	0.785	0	0	1	telly	delhi
A	0.785	0	0	1	cutty	carie
A	0.785	0	0	1	catty	carie
A	0.785	0	0	1	pc	pisser
A	0.785	0	0	1	greek	crique
A	0.785	0	0	1	gary	guéri
A	0.785	0	0	1	barry	barrie
A	0.785	0	0	1	danny	déni
A	0.785	0	0	1	greg	grec
A	0.785	0	0	1	bt	bitter
A	0.784	0	0	1	excluded	exclu
A	0.784	0	0	1	apex	apex
A	0.784	0	0	1	prospects	prospects
A	0.784	0	0	1	transformed	transforme
A	0.783	0	1	1	digest	d geste
A	0.782	0	0	1	vestry	veste
A	0.781	0	0	1	vs	vice
A	0.781	0	0	1	lb	elbe
A	0.781	0	0	1	tutu	tours
A	0.781	0	0	1	spectacular	spectacle
A	0.781	0	0	1	clean	cligne
A	0.781	0	0	1	float	flot
A	0.781	0	0	1	cleaner	cligne
A	0.781	0	0	1	naughty	nord
A	0.781	0	0	1	perceive	psy
A	0.781	0	0	1	post	potes
A	0.781	0	0	1	extension	externe
A	0.781	0	0	1	twice	toit
A	0.781	0	0	1	forget	faites
A	0.781	0	0	1	pure	pierre
A	0.781	0	0	1	asset	cette
A	0.781	0	0	1	routes	race
A	0.781	0	0	1	shelf	chef
A	0.781	0	0	1	curry	cries
A	0.781	0	0	1	leaks	x
A	0.781	0	0	1	courier	cries
A	0.781	0	0	1	exclusive	exclusive
A	0.781	0	0	1	chuck	tchèque
A	0.781	0	0	1	sucked	secte
A	0.781	0	0	1	rust	reste
A	0.781	0	0	1	lust	lest
A	0.781	0	0	1	close	clos
A	0.781	0	0	1	closer	clos
A	0.781	0	0	1	poster	potes
A	0.781	0	0	1	club	club
A	0.781	0	0	1	rights	race
A	0.781	0	0	1	writes	race
A	0.781	0	0	1	fights	face
A	0.781	0	0	1	doses	doses
A	0.781	0	0	1	voiced	vote
A	0.781	0	0	1	glove	glaive
A	0.781	0	0	1	lorry	lors
A	0.781	0	0	1	talky	toc
A	0.781	0	0	1	talkie	toc
A	0.781	0	0	1	kauri	corps
A	0.781	0	0	1	corrie	corps
A	0.781	0	0	1	bally	bol
A	0.781	0	0	1	testis	tester
A	0.781	0	0	1	testes	tester
A	0.781	0	0	1	leeks	x
A	0.781	0	0	1	seesaw	six
A	0.781	0	0	1	wreaked	rite
A	0.781	0	0	1	settee	cette
A	0.781	0	0	1	rishi	riches
A	0.781	0	0	1	reeked	rite
A	0.781	0	0	1	mealy	mille
A	0.781	0	0	1	mealie	mille
A	0.781	0	0	1	derry	der
A	0.781	0	0	1	decked	dette
A	0.781	0	0	1	cheep	type
A	0.781	0	0	1	bleat	bit
A	0.781	0	0	1	cleat	quitte
A	0.781	0	0	1	netty	nerf
A	0.781	0	0	1	flume	flou
A	0.781	0	0	1	bloop	loupe
A	0.781	0	0	1	bc	ici
A	0.781	0	0	1	kelly	quel
A	0.781	0	0	1	pr	pires
A	0.781	0	0	1	bs	baisse
A	0.781	0	0	1	tl	tels
A	0.781	0	0	1	cr	sire
A	0.781	0	0	1	ricky	requis
A	0.781	0	0	1	dm	dîme
A	0.781	0	0	1	cl	celle
A	0.781	0	0	1	kerry	cries
B	0.779	0	0	1	treasury	tricherie
B	0.779	0	1	1	landlord	les lord
B	0.779	0	0	1	blade	blé
B	0.779	0	0	1	prayed	pré
B	0.779	0	0	1	parade	pré
B	0.779	0	0	1	codes	cause
B	0.778	0	0	1	fortune	fortune
B	0.778	0	0	1	dvd	diviser
B	0.777	0	0	1	diet	date
B	0.777	0	0	1	bias	basse
B	0.777	0	0	1	dial	dalle
B	0.777	0	0	1	specialty	pêcheries
B	0.777	0	0	1	towel	tales
B	0.777	0	0	1	cohen	cône
B	0.776	0	0	1	church	tchatche
B	0.775	0	0	1	kiwi	kiwi
B	0.775	0	0	1	senator	seigneur
B	0.775	0	0	1	pros	pro
B	0.775	0	0	1	flows	flot
B	0.775	0	0	1	expert	expo
B	0.775	0	0	1	stories	cerise
B	0.775	0	0	1	praise	pré
B	0.775	0	0	1	grows	gros
B	0.775	0	0	1	browser	bras
B	0.775	0	0	1	beware	blair
B	0.775	0	0	1	fighters	phase
B	0.775	0	0	1	roses	roses
B	0.775	0	0	1	poses	pause
B	0.775	0	1	1	increase	un crisse
B	0.775	0	0	1	sorta	sort
B	0.775	0	0	1	meaty	mûri
B	0.775	0	0	1	walter	volts
B	0.775	0	0	1	lloyd	lord
B	0.775	0	0	1	ps	pièce
B	0.775	0	0	1	walt	volts
B	0.775	0	0	1	reuters	rose
B	0.774	0	0	1	screamed	scribe
B	0.774	0	0	1	stretching	stretching
B	0.774	0	0	1	ll	aisselles
B	0.774	0	0	1	discount	discount
B	0.773	0	1	1	onset	en cette
B	0.773	0	0	1	textbook	textes
B	0.773	0	0	1	whiskey	ski
B	0.773	0	0	1	terrace	terre
B	0.773	0	0	1	logo	logo
B	0.773	0	0	1	outlets	athlète
B	0.773	0	0	1	merit	maire
B	0.773	0	0	1	sticky	ski
B	0.773	0	0	1	polo	polo
B	0.773	0	0	1	solo	solo
B	0.773	0	0	1	couture	cour
B	0.773	0	0	1	rennet	reines
B	0.773	0	0	1	menace	mène
B	0.773	0	0	1	exon	exempt
B	0.773	0	0	1	remit	rime
B	0.773	0	0	1	bennett	benne
B	0.773	0	0	1	venice	veine
B	0.773	0	0	1	boris	bord
B	0.772	0	0	1	many	mini
B	0.772	0	0	1	left	lift
B	0.772	0	0	1	bread	bride
B	0.772	0	0	1	bred	bride
B	0.772	0	0	1	binary	batterie
B	0.772	0	0	1	desk	disque
B	0.772	0	0	1	expenses	expose
B	0.772	0	0	1	fenny	finie
B	0.772	0	0	1	rex	rixe
B	0.771	0	0	1	monetary	métairie
B	0.771	0	0	1	suspected	spectre
B	0.771	0	0	1	fluid	flou
B	0.771	0	0	1	oral	orale
B	0.771	0	0	1	screams	scribe
B	0.771	0	0	1	bellied	belle
B	0.771	0	0	1	fifa	fifa
B	0.77	0	0	1	berry	mairie
B	0.77	0	0	1	bury	mairie
B	0.77	0	0	1	moody	maudit
B	0.77	0	0	1	sushi	souci
B	0.77	0	0	1	pastor	piste
B	0.77	0	0	1	feast	piste
B	0.77	0	0	1	source	source
B	0.77	0	0	1	pork	parcs
B	0.77	0	0	1	tossed	test
B	0.77	0	0	1	last	liste
B	0.77	0	0	1	past	piste
B	0.77	0	0	1	funny	finie
B	0.77	0	0	1	passed	piste
B	0.77	0	0	1	duty	nourri
B	0.77	0	0	1	stuck	stock
B	0.77	0	0	1	threat	traite
B	0.77	0	0	1	elite	élite
B	0.77	0	0	1	gulf	golf
B	0.77	0	0	1	derby	débit
B	0.77	0	0	1	stack	stick
B	0.77	0	0	1	cloth	cloche
B	0.77	0	0	1	sacked	secte
B	0.77	0	0	1	vector	vexe
B	0.77	0	0	1	laughed	lift
B	0.77	0	0	1	laughter	lift
B	0.77	0	0	1	dilly	délit
B	0.77	0	0	1	gran	graines
B	0.77	0	0	1	blued	blouse
B	0.77	0	0	1	nelly	delhi
B	0.77	0	0	1	floss	flotte
B	0.77	0	0	1	jan	gin
B	0.77	0	0	1	murphy	méfie
B	0.77	0	0	1	bernie	boni
B	0.77	0	0	1	betty	mairie
B	0.769	0	0	1	around	rade
B	0.769	0	1	1	temporary	on prairie
B	0.769	0	0	1	lined	lad
B	0.769	0	0	1	flown	flot
B	0.769	0	0	1	crane	crée
B	0.769	0	0	1	treats	tri
B	0.769	0	0	1	found	fade
B	0.769	0	0	1	founder	fade
B	0.769	0	0	1	point	pote
B	0.769	0	0	1	mount	mate
B	0.769	0	0	1	fines	phase
B	0.769	0	0	1	pint	pâte
B	0.769	0	0	1	events	veine
B	0.769	0	0	1	cents	saine
B	0.769	0	0	1	belts	belle
B	0.769	0	0	1	pesty	pays
B	0.769	0	0	1	teeny	finie
B	0.769	0	0	1	straws	rose
B	0.768	0	0	1	poorly	plie
B	0.768	0	0	1	centered	saine
B	0.768	0	0	1	rented	reines
B	0.768	0	0	1	risky	ski
B	0.768	0	0	1	despair	pair
B	0.768	0	0	1	forward	for
B	0.768	0	0	1	sheriff	chef
B	0.768	0	0	1	censored	saine
B	0.768	0	0	1	bellies	belle
B	0.768	0	0	1	pennies	peine
B	0.767	0	0	1	racist	résiste
B	0.767	0	0	1	senate	saine
B	0.767	0	0	1	meatus	mirent
B	0.766	0	0	1	pleaded	plie
B	0.766	0	0	1	rendered	reines
B	0.766	0	0	1	issue	chou
B	0.766	0	1	1	hell	elle
B	0.766	0	0	1	hair	air
B	0.766	0	0	1	horror	or
B	0.766	0	1	1	heal	il
B	0.766	0	1	1	heel	il
B	0.766	0	0	1	hare	air
B	0.765	0	0	1	senses	saine
B	0.765	0	0	1	centers	saine
B	0.765	0	0	1	sensors	saine
B	0.765	0	0	1	street	site
B	0.765	0	0	1	quarter	corps
B	0.765	0	0	1	district	district
B	0.765	0	0	1	cellular	cellules
B	0.765	0	0	1	flaws	flotte
B	0.765	0	0	1	secret	sic
B	0.765	0	0	1	courses	cause
B	0.765	0	0	1	censors	saine
B	0.765	0	0	1	censers	saine
B	0.765	0	0	1	redden	reines
B	0.765	0	0	1	centres	saine
B	0.764	0	0	1	softly	soft
B	0.764	0	0	1	quantity	connerie
B	0.764	0	0	1	extended	externe
B	0.764	0	0	1	defect	affect
B	0.764	0	0	1	manifest	manifeste
B	0.764	0	0	1	superior	soupir
B	0.764	0	0	1	award	horde
B	0.764	0	0	1	military	métairie
B	0.764	0	0	1	mexican	mexicaine
B	0.763	0	0	1	sorted	sort
B	0.763	0	0	1	lenders	laine
B	0.763	0	0	1	vendors	veine
B	0.763	0	0	1	pleased	plie
B	0.763	0	0	1	skinny	ski
B	0.763	0	0	1	copy	copie
B	0.763	0	0	1	formerly	former
B	0.763	0	0	1	calories	crise
B	0.763	0	0	1	cigarette	secrète
B	0.763	0	0	1	fields	file
B	0.763	0	0	1	sends	saine
B	0.763	0	0	1	kali	colis
B	0.763	0	0	1	ochrey	écris
B	0.762	0	0	1	settle	celle
B	0.762	0	0	1	extract	extraits
B	0.762	0	0	1	moral	mole
B	0.762	0	0	1	coral	col
B	0.762	0	0	1	ordinary	ordinaire
B	0.762	0	0	1	orcas	orques
B	0.762	0	0	1	beetle	bile
B	0.762	0	0	1	minas	mine
B	0.761	0	1	1	entry	un tri
B	0.761	0	0	1	walker	oc
B	0.761	0	0	1	wed	aides
B	0.761	0	0	1	yet	êtes
B	0.761	0	0	1	yes	s
B	0.761	0	0	1	wet	êtes
B	0.761	0	1	1	yell	elle
B	0.761	0	0	1	queue	coup
B	0.761	0	0	1	cue	coup
B	0.761	0	0	1	prince	prince
B	0.761	0	1	1	entity	un tri
B	0.761	0	0	1	when	n
B	0.761	0	1	1	well	elle
B	0.761	0	0	1	where	air
B	0.761	0	0	1	few	fou
B	0.761	0	0	1	week	hic
B	0.761	0	0	1	water	or
B	0.761	0	0	1	war	or
B	0.761	0	0	1	view	vous
B	0.761	0	0	1	wear	air
B	0.761	0	0	1	weak	hic
B	0.761	0	1	1	wheel	il
B	0.761	0	0	1	fewer	fou
B	0.761	0	0	1	weaker	hic
B	0.761	0	0	1	viewer	vous
B	0.761	0	1	1	wheeler	il
B	0.761	0	0	1	yep	hep
B	0.761	0	0	1	porters	pause
B	0.76	0	0	1	chute	chou
B	0.76	0	0	1	shoot	chou
B	0.76	0	0	1	lenses	laine
B	0.76	0	0	1	treaty	tuerie
B	0.76	0	0	1	grain	graines
B	0.76	0	0	1	taste	test
B	0.76	0	0	1	guess	gay
B	0.76	0	0	1	ten	n
B	0.76	0	0	1	feet	fi
B	0.76	0	0	1	sheet	chie
B	0.76	0	0	1	boot	bout
B	0.76	0	0	1	feat	fi
B	0.76	0	0	1	toss	os
B	0.76	0	0	1	vet	vais
B	0.76	0	0	1	niece	ni
B	0.76	0	0	1	paste	peste
B	0.76	0	0	1	players	plaise
B	0.76	0	0	1	sold	solde
B	0.76	0	0	1	train	traîne
B	0.76	0	0	1	plays	plaise
B	0.76	0	0	1	plane	plaine
B	0.76	0	0	1	grace	grèce
B	0.76	0	0	1	plain	plaine
B	0.76	0	0	1	brave	brève
B	0.76	0	0	1	phrase	fraises
B	0.76	0	0	1	trainer	traîne
B	0.76	0	0	1	freight	fret
B	0.76	0	0	1	terrain	traîne
B	0.76	0	0	1	stoke	stock
B	0.76	0	0	1	coated	corde
B	0.76	0	0	1	trait	traite
B	0.76	0	0	1	probe	probe
B	0.76	0	0	1	enter	n
B	0.76	0	0	1	tool	houle
B	0.76	0	0	1	sauce	os
B	0.76	0	0	1	prayers	prêts
B	0.76	0	1	1	else	elle
B	0.76	0	0	1	effort	f
B	0.76	0	0	1	loose	loup
B	0.76	0	0	1	pursue	pou
B	0.76	0	0	1	neat	ni
B	0.76	0	0	1	chew	chou
B	0.76	0	0	1	recovery	rêverie
B	0.76	0	0	1	spray	spray
B	0.76	0	0	1	ester	êtes
B	0.76	0	0	1	tedder	aides
B	0.76	0	0	1	rete	raie
B	0.76	0	0	1	ted	aides
B	0.76	0	0	1	des	dès
B	0.76	0	0	1	pete	pi
B	0.76	0	0	1	sri	ri
B	0.759	0	0	1	forensic	fresque
B	0.759	0	0	1	properties	apprise
B	0.758	0	0	1	ethnicity	s ri
B	0.758	0	0	1	stake	stick
B	0.758	0	0	1	tribe	trappe
B	0.758	0	0	1	steak	stick
B	0.758	0	0	1	grand	grande
B	0.758	0	1	1	unfair	un faire
B	0.758	0	1	1	antique	en tic
B	0.758	0	0	1	flavor	fleuve
B	0.758	0	0	1	tends	thèse
B	0.758	0	0	1	frame	frime
B	0.758	0	0	1	reverend	riveraines
B	0.758	0	0	1	preppy	pipi
B	0.758	0	0	1	france	france
B	0.758	0	0	1	grande	grande
B	0.758	0	0	1	gp	hippie
B	0.757	0	0	1	distract	district
B	0.757	0	1	1	exclusion	est clown
B	0.757	0	0	1	festival	festival
B	0.757	0	0	1	fallen	folles
B	0.757	0	0	1	caution	coche
B	0.757	0	0	1	lead	lie
B	0.757	0	0	1	leader	lie
B	0.757	0	0	1	food	fou
B	0.757	0	0	1	bed	baie
B	0.757	0	0	1	deep	hip
B	0.757	0	0	1	deeper	hip
B	0.757	0	0	1	med	mais
B	0.757	0	0	1	aired	air
B	0.757	0	1	1	dell	elle
B	0.757	0	0	1	territorial	territoriale
B	0.757	0	0	1	dead	dès
B	0.757	0	0	1	fed	fait
B	0.757	0	0	1	drew	roue
B	0.757	0	0	1	deed	dit
B	0.757	0	0	1	foreign	for
B	0.757	0	1	1	dealer	il
B	0.757	0	0	1	need	ni
B	0.757	0	0	1	end	n
B	0.757	0	1	1	deal	il
B	0.757	0	0	1	feed	fi
B	0.757	0	0	1	mood	mou
B	0.757	0	0	1	rude	roue
B	0.757	0	0	1	eleven	lève
B	0.757	0	1	1	elder	elle
B	0.757	0	0	1	den	n
B	0.757	0	0	1	deaf	f
B	0.757	0	0	1	bedder	baie
B	0.757	0	0	1	feeder	fi
B	0.757	0	0	1	beckon	bec
B	0.757	0	0	1	rede	raie
B	0.757	0	0	1	deader	dès
B	0.757	0	0	1	ruder	roue
B	0.757	0	0	1	lieder	lie
B	0.757	0	0	1	canoed	coude
B	0.757	0	0	1	kneader	ni
B	0.757	0	0	1	korean	cries
B	0.757	0	1	1	del	elle
B	0.757	0	0	1	lauren	lors
B	0.757	0	0	1	def	f
B	0.757	0	0	1	dem	aimes
B	0.757	0	0	1	jew	joue
B	0.756	0	0	1	preview	privée
B	0.756	0	0	1	exception	excepte
B	0.756	0	0	1	precede	préside
B	0.756	0	0	1	designed	design
B	0.756	0	0	1	nebraska	nebraska
B	0.755	0	0	1	treasurer	très
B	0.755	0	0	1	boundary	batterie
B	0.755	0	0	1	sleeve	slave
B	0.755	0	0	1	amen	mène
B	0.755	0	0	1	newly	roulis
B	0.755	0	0	1	fierce	force
B	0.755	0	0	1	belong	bloc
B	0.755	0	0	1	peach	patch
B	0.755	0	0	1	groove	groupe
B	0.755	0	0	1	formats	former
B	0.755	0	1	1	unless	en laisse
B	0.755	0	0	1	hardy	hardi
B	0.755	0	0	1	groom	groupe
B	0.755	0	0	1	brood	bride
B	0.755	0	0	1	brewed	bride
B	0.755	0	0	1	raki	requis
B	0.755	0	0	1	pecked	pacte
B	0.755	0	0	1	brill	brûle
B	0.755	0	0	1	clem	clame
B	0.755	0	0	1	leafy	libye
B	0.755	0	0	1	katie	cries
B	0.755	0	0	1	tory	tuerie
B	0.753	0	0	1	previous	privée
B	0.753	0	1	1	keys	qui
B	0.753	0	0	1	errors	aise
B	0.753	0	0	1	lose	loup
B	0.753	0	0	1	rare	air
B	0.753	0	0	1	crew	coup
B	0.753	0	0	1	grew	goût
B	0.753	0	0	1	fees	fi
B	0.753	0	0	1	rep	hep
B	0.753	0	0	1	shooter	chou
B	0.753	0	0	1	loser	loup
B	0.753	0	0	1	ref	f
B	0.753	0	1	1	reel	il
B	0.753	0	0	1	perfect	affect
B	0.753	0	0	1	segment	segment
B	0.753	0	0	1	four	faut
B	0.753	0	0	1	bore	beau
B	0.753	0	0	1	tore	taux
B	0.753	0	0	1	fez	fait
B	0.753	0	0	1	shoes	chou
B	0.753	0	0	1	roof	ouf
B	0.753	0	0	1	shore	chauds
B	0.753	0	0	1	knees	ni
B	0.753	0	0	1	gore	go
B	0.753	0	0	1	renew	nous
B	0.753	0	0	1	rooter	roue
B	0.753	0	0	1	neater	ni
B	0.753	0	1	1	liverpool	les poule
B	0.753	0	0	1	marie	mi
B	0.752	0	0	1	pasta	pas te
B	0.752	0	0	1	training	training
B	0.752	0	0	1	expired	expo
B	0.752	0	0	1	believe	clive
B	0.752	0	0	1	believer	clive
B	0.752	0	0	1	buildings	buildings
B	0.752	0	0	1	jumping	jumping
B	0.752	0	0	1	leaky	libye
B	0.751	0	0	1	propose	reposent
B	0.751	0	0	1	plots	place
B	0.751	0	1	1	redressed	et reste
B	0.751	0	0	1	tardy	hardi
B	0.751	0	0	1	marcel	parcelle
B	0.75	0	0	1	lethal	lille
B	0.75	0	0	1	trout	trente
B	0.75	0	0	1	technology	technologie
B	0.75	0	0	1	object	abject
B	0.75	0	0	1	psycho	sacco
B	0.749	0	1	1	suggest	on geste
B	0.749	0	0	1	exists	existent
B	0.749	0	0	1	transport	transporte
B	0.749	0	0	1	meatball	but bol
B	0.748	0	0	1	possess	peser
B	0.748	0	0	1	excluding	exclu
B	0.748	0	0	1	recipe	répit
B	0.748	0	0	1	roles	roses
B	0.748	0	0	1	rolls	roses
B	0.748	0	0	1	pleasant	plaisait
B	0.748	0	0	1	block	bloc
B	0.748	0	0	1	prepare	primaire
B	0.748	0	0	1	stock	stock
B	0.748	0	0	1	golf	golf
B	0.748	0	0	1	parole	pro
B	0.748	0	0	1	stop	stop
B	0.748	0	0	1	job	job
B	0.748	0	0	1	claim	clé
B	0.748	0	0	1	shoulder	chaude
B	0.748	0	0	1	files	phase
B	0.748	0	0	1	poems	pause
B	0.748	0	0	1	polls	pause
B	0.748	0	0	1	pipes	passent
B	0.748	0	0	1	poles	pause
B	0.748	0	0	1	memo	même
B	0.748	0	0	1	ghetto	guerre
B	0.748	0	0	1	soaked	saute
B	0.748	0	0	1	cleaning	clinique
B	0.748	0	0	1	meaning	mine
B	0.748	0	0	1	risks	rixe
B	0.748	0	0	1	prof	prof
B	0.748	0	0	1	lobby	libye
B	0.748	0	0	1	elbow	elbe
B	0.748	0	0	1	commie	commit
B	0.748	0	0	1	larder	lord
B	0.748	0	0	1	kami	commit
B	0.748	0	0	1	penning	peine
B	0.748	0	0	1	chock	tchèque
B	0.748	0	0	1	choc	tchèque
B	0.748	0	0	1	craig	crée
B	0.748	0	0	1	blake	blé
B	0.748	0	1	1	leslie	les lie
B	0.748	0	0	1	powell	pale
B	0.747	0	0	1	decreased	décrite
B	0.747	0	0	1	experts	expo
B	0.747	0	0	1	terrible	thermale
B	0.747	0	0	1	connects	connecte
B	0.747	0	0	1	party	pari
B	0.747	0	0	1	starter	star
B	0.747	0	0	1	pottery	pari
B	0.747	0	0	1	accepts	excepte
B	0.747	0	0	1	rm	harem
B	0.747	0	0	1	global	global
B	0.747	0	0	1	tarty	tarit
B	0.747	0	0	1	clark	claque
B	0.747	0	0	1	clarke	claque
B	0.747	0	1	1	gdp	d hippie
B	0.746	0	1	1	deadly	d lie
B	0.746	0	0	1	seating	sire
B	0.746	0	0	1	setting	cernes
B	0.746	0	0	1	betting	berne
B	0.746	0	0	1	meeting	mirent
B	0.746	0	0	1	cured	corde
B	0.746	0	0	1	pressing	presque
B	0.746	0	0	1	expects	espèce
B	0.746	0	0	1	tried	trahi
B	0.746	0	0	1	restrict	strict
B	0.746	0	0	1	tasks	taxe
B	0.746	0	0	1	grasp	grappe
B	0.746	0	0	1	accepted	excepte
B	0.746	0	0	1	feeling	file
B	0.746	0	0	1	calling	col
B	0.746	0	0	1	beauty	pourri
B	0.746	0	0	1	falling	folles
B	0.746	0	0	1	worried	arides
B	0.746	0	0	1	offering	offres
B	0.746	0	0	1	ruling	roule
B	0.746	0	0	1	getting	guerre
B	0.746	0	0	1	selling	celle
B	0.746	0	0	1	sharing	chair
B	0.746	0	0	1	caring	caire
B	0.746	0	0	1	beings	bise
B	0.746	0	0	1	cooling	coule
B	0.746	0	0	1	foolish	foule
B	0.746	0	0	1	skiing	ski
B	0.746	0	0	1	tearing	terre
B	0.746	0	0	1	meting	mirent
B	0.746	0	0	1	resell	réel
B	0.746	0	0	1	busty	bâti
B	0.746	0	0	1	belling	belle
B	0.746	0	0	1	stelae	delhi
B	0.746	0	0	1	bawling	bol
B	0.746	0	0	1	balling	bol
B	0.746	0	0	1	reaming	rime
B	0.746	0	0	1	begging	bègue
B	0.746	0	0	1	masks	max
B	0.745	0	0	1	chest	geste
B	0.745	0	0	1	clutch	cloches
B	0.745	0	0	1	detour	dit or
B	0.744	0	0	1	seen	si
B	0.744	0	0	1	scene	si
B	0.744	0	0	1	noon	nous
B	0.744	0	1	1	keen	qui
B	0.744	0	0	1	tune	tout
B	0.744	0	0	1	lunar	loup
B	0.744	0	0	1	never	ève
B	0.744	0	0	1	measure	mais
B	0.744	0	0	1	soon	sou
B	0.744	0	0	1	moon	mou
B	0.744	0	0	1	sooner	sou
B	0.744	0	0	1	varied	verrez
B	0.744	0	0	1	seizure	si
B	0.744	0	0	1	vaccines	vaccine
B	0.744	0	0	1	secede	cessé
B	0.744	0	0	1	george	georges
B	0.744	0	0	1	badly	bali
B	0.743	0	0	1	sheaf	chie
B	0.743	0	0	1	shelters	chaise
B	0.743	0	0	1	venture	veine
B	0.743	0	0	1	lecture	lèche
B	0.743	0	0	1	elected	laide
B	0.743	0	0	1	raped	rapt
B	0.743	0	0	1	takes	taxe
B	0.743	0	1	1	fell	elle
B	0.743	0	0	1	flee	lie
B	0.743	0	0	1	offs	os
B	0.743	0	0	1	place	place
B	0.743	0	0	1	plate	plate
B	0.743	0	0	1	stayed	stade
B	0.743	0	0	1	slave	slave
B	0.743	0	0	1	fried	phrase
B	0.743	0	0	1	blows	blouse
B	0.743	0	0	1	libraries	librairie
B	0.743	0	0	1	careers	crise
B	0.743	0	0	1	offered	ode
B	0.743	0	1	1	angry	en gris
B	0.743	0	0	1	wherever	rêve
B	0.743	0	0	1	menu	mène
B	0.743	0	0	1	venue	veine
B	0.743	0	0	1	leaf	lie
B	0.743	0	0	1	skate	skate
B	0.743	0	0	1	speaks	x
B	0.743	0	0	1	cheeks	x
B	0.743	0	0	1	makes	max
B	0.743	0	1	1	feller	elle
B	0.743	0	0	1	ramie	remit
B	0.743	0	0	1	scrip	skip
B	0.743	0	0	1	cecal	seigle
B	0.743	0	0	1	redraw	rideau
B	0.743	0	0	1	bros	bronze
B	0.743	0	0	1	bailey	bali
B	0.741	0	0	1	controller	contrôle
B	0.741	0	0	1	resist	reste
B	0.741	0	0	1	control	contrôle
B	0.741	0	0	1	regret	crête
B	0.741	0	0	1	breast	peste
B	0.741	0	0	1	brooks	boxe
B	0.741	0	0	1	brewery	pourri
B	0.741	0	0	1	resort	sortes
B	0.741	0	0	1	extent	excite
B	0.741	0	0	1	varies	verrez
B	0.741	0	0	1	expecting	s pectine
B	0.741	0	0	1	misery	mais ri
B	0.741	0	0	1	perceived	psy
B	0.741	0	0	1	existence	existence
B	0.74	0	1	1	interest	et reste
B	0.74	0	0	1	legal	ligue
B	0.74	0	0	1	pot	pâte
B	0.74	0	0	1	got	gâte
B	0.74	0	0	1	top	tape
B	0.74	0	0	1	far	far
B	0.74	0	0	1	black	bloc
B	0.74	0	0	1	car	car
B	0.74	0	0	1	bar	barre
B	0.74	0	0	1	pop	pape
B	0.74	0	0	1	arm	arme
B	0.74	0	0	1	dollar	dalle
B	0.74	0	0	1	lock	lac
B	0.74	0	0	1	vol	val
B	0.74	0	0	1	cop	cap
B	0.74	0	0	1	con	cane
B	0.74	0	0	1	copper	cap
B	0.74	0	0	1	khan	cane
B	0.74	0	0	1	arc	arc
B	0.74	0	0	1	par	par
B	0.74	0	0	1	potter	par
B	0.74	0	0	1	doll	dalle
B	0.74	0	0	1	dot	date
B	0.74	0	0	1	armor	arme
B	0.74	0	0	1	clash	cloche
B	0.74	0	0	1	locker	lac
B	0.74	0	0	1	opt	apte
B	0.74	0	0	1	ark	arc
B	0.74	0	0	1	lot	latte
B	0.74	0	0	1	schwa	choix
B	0.74	0	0	1	people	pipe
B	0.74	0	0	1	extracted	extraits
B	0.74	0	0	1	shop	chape
B	0.74	0	0	1	rob	rab
B	0.74	0	0	1	cock	cac
B	0.74	0	0	1	knot	nattes
B	0.74	0	0	1	coss	casse
B	0.74	0	0	1	mosh	mâche
B	0.74	0	0	1	motte	mate
B	0.74	0	0	1	bock	bac
B	0.74	0	0	1	tosh	tâche
B	0.74	0	0	1	dog	dague
B	0.74	0	0	1	knock	nac
B	0.74	0	0	1	vegan	vine
B	0.74	0	0	1	mix	max
B	0.74	0	0	1	rotter	rare
B	0.74	0	0	1	laddie	lundi
B	0.74	0	0	1	cotter	car
B	0.74	0	0	1	cottar	car
B	0.74	0	0	1	shekel	chèque
B	0.74	0	0	1	los	lasse
B	0.74	0	0	1	pm	poème
B	0.74	0	0	1	oct	actes
B	0.74	0	0	1	ali	allie
B	0.74	0	0	1	las	lasse
B	0.74	0	0	1	com	came
B	0.74	0	0	1	von	vannes
B	0.74	0	0	1	lucy	souci
B	0.74	0	0	1	cos	casse
B	0.74	0	0	1	mitch	matchs
B	0.74	0	0	1	mon	man
B	0.739	0	0	1	excuse	excuse
B	0.738	0	0	1	settlers	cette
B	0.738	0	0	1	beaches	bit
B	0.738	0	0	1	members	même
B	0.738	0	0	1	forty	for
B	0.738	0	0	1	ceremony	serbie
B	0.738	0	0	1	stripped	strict
B	0.738	0	0	1	schemes	ski
B	0.738	0	0	1	hotel	hôtel
B	0.738	0	0	1	critic	crique
B	0.738	0	0	1	pennis	peine
B	0.738	0	0	1	ferrule	foule
B	0.738	0	0	1	sortie	sort
B	0.738	0	0	1	bangladesh	bangladesh
B	0.738	0	0	1	jenny	déni
B	0.737	0	0	1	forecast	forte
B	0.737	0	0	1	their	air
B	0.737	0	0	1	there	air
B	0.737	0	0	1	then	n
B	0.737	0	0	1	neither	ni
B	0.737	0	0	1	leather	lès
B	0.737	0	0	1	feather	fait
B	0.737	0	0	1	bitcoin	but conne
B	0.737	0	0	1	easiest	isis
B	0.737	0	0	1	luther	loup
B	0.736	0	0	1	candy	caddie
B	0.736	0	0	1	printer	prête
