tier	score	en	fr	en_ipa	fr_ipa
B	0.763	dream	déprime	dɹiːm	depʁim
B	0.763	glad	glandes	ɡlæd	ɡlɑ̃d
B	0.763	glad	glande	ɡlæd	ɡlɑ̃d
B	0.763	professor	presses	pɹəfɛsɚ	pʁɛs
B	0.763	professor	pressent	pɹəfɛsɚ	pʁɛs
B	0.763	professor	presse	pɹəfɛsɚ	pʁɛs
B	0.763	parties	prises	pɑːɹɾiz	pʁiz
B	0.763	parties	prise	pɑːɹɾiz	pʁiz
B	0.763	block	bloquent	blɑːk	blok
B	0.763	block	bloque	blɑːk	blok
B	0.763	score	scolaires	skoːɹ	skolɛʁ
B	0.763	score	scolaire	skoːɹ	skolɛʁ
B	0.763	improve	prouvent	ɪmpɹuːv	pʁuv
B	0.763	improve	prouve	ɪmpɹuːv	pʁuv
B	0.763	copy	copies	kɑːpi	kopi
B	0.763	copy	copie	kɑːpi	kopi
B	0.763	request	restes	ɹᵻkwɛst	ʁɛst
B	0.763	request	restent	ɹᵻkwɛst	ʁɛst
B	0.763	request	reste	ɹᵻkwɛst	ʁɛst
B	0.763	likes	latex	laɪks	latɛks
B	0.763	plenty	pleines	plɛnti	plɛn
B	0.763	plenty	pleine	plɛnti	plɛn
B	0.763	plenty	plaines	plɛnti	plɛn
B	0.763	forest	fortes	fɔːɹɪst	fɔʁt
B	0.763	forest	forte	fɔːɹɪst	fɔʁt
B	0.763	supreme	primes	suːpɹiːm	pʁim
B	0.763	supreme	prime	suːpɹiːm	pʁim
B	0.763	trees	maîtrise	tɹiːz	mɛtʁiz
B	0.763	testing	tests	tɛstɪŋ	tɛst
B	0.763	testing	teste	tɛstɪŋ	tɛst
B	0.763	testing	test	tɛstɪŋ	tɛst
B	0.763	crisis	crasse	kɹaɪsɪs	kʁas
B	0.763	medium	midi	miːdiəm	midi
B	0.763	parent	pertes	pɛɹənt	pɛʁt
B	0.763	parent	perte	pɛɹənt	pɛʁt
B	0.763	sleeping	slip	sliːpɪŋ	slip
B	0.763	prepare	prières	pɹɪpɛɹ	pʁiɛʁ
B	0.763	prepare	prière	pɹɪpɛɹ	pʁiɛʁ
B	0.763	format	fortes	fɔːɹmæt	fɔʁt
B	0.763	format	forte	fɔːɹmæt	fɔʁt
B	0.763	format	formes	fɔːɹmæt	fɔʁm
B	0.763	shortly	short	ʃɔːɹtli	ʃɔʁt
B	0.763	moral	mortels	mɔːɹəl	mɔʁtɛl
B	0.763	moral	mortelles	mɔːɹəl	mɔʁtɛl
B	0.763	moral	mortelle	mɔːɹəl	mɔʁtɛl
B	0.763	checking	tchèques	tʃɛkɪŋ	tʃɛk
B	0.763	checking	tchèque	tʃɛkɪŋ	tʃɛk
B	0.763	trash	tranches	tɹæʃ	tʁɑ̃ʃ
B	0.763	trash	tranche	tɹæʃ	tʁɑ̃ʃ
B	0.763	boost	bouddhistes	buːst	budist
B	0.763	boost	bouddhiste	buːst	budist
B	0.763	buddy	bandits	bʌdi	bɑ̃di
B	0.763	buddy	bandit	bʌdi	bɑ̃di
B	0.763	crap	crampes	kɹæp	kʁɑ̃p
B	0.763	resort	ressortent	ɹᵻzɔːɹt	ʁəsɔʁt
B	0.763	settle	cervelle	sɛɾəl	sɛʁvɛl
B	0.763	glory	coloris	ɡloːɹi	koloʁi
B	0.763	glory	calories	ɡloːɹi	kaloʁi
B	0.763	scoring	scores	skoːɹɪŋ	skoʁ
B	0.763	exit	existent	ɛɡzɪt	ɛɡzist
B	0.763	exit	existe	ɛɡzɪt	ɛɡzist
B	0.763	crossing	crosse	kɹɔsɪŋ	kʁɔs
B	0.763	crossing	cross	kɹɔsɪŋ	kʁɔs
B	0.763	fleet	flippe	fliːt	flip
B	0.763	precious	prêche	pɹɛʃəs	pʁɛʃ
B	0.763	precious	presses	pɹɛʃəs	pʁɛs
B	0.763	precious	pressent	pɹɛʃəs	pʁɛs
B	0.763	proven	prouvent	pɹuːvən	pʁuv
B	0.763	proven	prouve	pɹuːvən	pʁuv
B	0.763	invest	vestes	ɪnvɛst	vɛst
B	0.763	invest	veste	ɪnvɛst	vɛst
B	0.763	trends	treize	tɹɛndz	tʁɛz
B	0.763	trends	traînent	tɹɛndz	tʁɛn
B	0.763	trends	traîne	tɹɛndz	tʁɛn
B	0.763	praise	précises	pɹeɪz	pʁesiz
B	0.763	praise	précisent	pɹeɪz	pʁesiz
B	0.763	praise	précise	pɹeɪz	pʁesiz
B	0.763	collective	collectives	kəlɛktɪv	kɔlɛktiv
B	0.763	cm	systèmes	siːɛm	sistɛm
B	0.763	cm	système	siːɛm	sistɛm
B	0.763	addressed	restes	ɐdɹɛst	ʁɛst
B	0.763	addressed	restent	ɐdɹɛst	ʁɛst
B	0.763	addressed	reste	ɐdɹɛst	ʁɛst
B	0.763	formerly	formes	fɔːɹmɚli	fɔʁm
B	0.763	formerly	forment	fɔːɹmɚli	fɔʁm
B	0.763	formerly	forme	fɔːɹmɚli	fɔʁm
B	0.763	blessed	blessés	blɛst	blɛse
B	0.763	brush	branches	bɹʌʃ	bʁɑ̃ʃ
B	0.763	stealing	styles	stiːlɪŋ	stil
B	0.763	stealing	style	stiːlɪŋ	stil
B	0.763	creatures	crises	kɹiːtʃɚz	kʁiz
B	0.763	creatures	crise	kɹiːtʃɚz	kʁiz
B	0.763	forming	formes	fɔːɹmɪŋ	fɔʁm
B	0.763	forming	forment	fɔːɹmɪŋ	fɔʁm
B	0.763	forming	forme	fɔːɹmɪŋ	fɔʁm
B	0.763	phoenix	fixes	fiːnɪks	fiks
B	0.763	phoenix	fixent	fiːnɪks	fiks
B	0.763	phoenix	fixe	fiːnɪks	fiks
B	0.763	veteran	verne	vɛɾɚɹən	vɛʁn
B	0.763	dressing	dressent	dɹɛsɪŋ	dʁɛs
B	0.763	dressing	dresse	dɹɛsɪŋ	dʁɛs
B	0.763	parade	préside	pɚɹeɪd	pʁezid
B	0.763	parade	précèdent	pɚɹeɪd	pʁesɛd
B	0.763	parade	précède	pɚɹeɪd	pʁesɛd
B	0.763	rocky	requis	ɹɑːki	ʁəki
B	0.763	inform	formes	ɪnfɔːɹm	fɔʁm
B	0.763	inform	forment	ɪnfɔːɹm	fɔʁm
B	0.763	torture	tortues	tɔːɹtʃɚ	tɔʁty
B	0.763	torture	tortue	tɔːɹtʃɚ	tɔʁty
B	0.763	depressed	restes	dᵻpɹɛst	ʁɛst
B	0.763	depressed	restent	dᵻpɹɛst	ʁɛst
B	0.763	depressed	reste	dᵻpɹɛst	ʁɛst
B	0.763	bend	baignade	bɛnd	bɛnjad
B	0.763	breach	brioche	bɹiːtʃ	bʁiɔʃ
B	0.763	prayers	prairies	pɹɛɹz	pʁɛʁi
B	0.763	prayers	prairie	pɹɛɹz	pʁɛʁi
B	0.763	restoration	resterai	ɹɛstɚɹeɪʃən	ʁɛstʁe
B	0.763	breeding	bride	bɹiːdɪŋ	bʁid
B	0.763	freak	fabriques	fɹiːk	fabʁik
B	0.763	freak	fabriquent	fɹiːk	fabʁik
B	0.763	pressing	presses	pɹɛsɪŋ	pʁɛs
B	0.763	pressing	pressent	pɹɛsɪŋ	pʁɛs
B	0.763	pressing	presse	pɹɛsɪŋ	pʁɛs
B	0.763	batteries	brise	bæɾɚɹiz	bʁiz
B	0.763	blessing	blesse	blɛsɪŋ	blɛs
B	0.763	proves	prouvant	pɹuːvz	pʁuvɑ̃
B	0.763	freezing	frise	fɹiːzɪŋ	fʁiz
B	0.763	median	midi	miːdiːən	midi
B	0.763	floors	florence	floːɹz	floʁɑ̃s
B	0.763	freaking	fric	fɹiːkɪŋ	fʁik
B	0.763	calories	crises	kælɚɹiz	kʁiz
B	0.763	calories	crise	kælɚɹiz	kʁiz
B	0.763	elect	lectures	ᵻlɛkt	lɛktyʁ
B	0.763	elect	lecture	ᵻlɛkt	lɛktyʁ
B	0.763	elect	lecteurs	ᵻlɛkt	lɛktœʁ
B	0.763	ordering	ordres	ɔːɹdɚɹɪŋ	ɔʁdʁ
B	0.763	ordering	ordre	ɔːɹdɚɹɪŋ	ɔʁdʁ
B	0.763	proving	prouvent	pɹuːvɪŋ	pʁuv
B	0.763	proving	prouve	pɹuːvɪŋ	pʁuv
B	0.763	vector	vecteurs	vɛktɚ	vɛktœʁ
B	0.763	vector	vecteur	vɛktɚ	vɛktœʁ
B	0.763	sequel	cycles	siːkwəl	sikl
B	0.763	sequel	cycle	siːkwəl	sikl
B	0.763	stepping	step	stɛpɪŋ	stɛp
B	0.763	explosive	explosent	ɛksploʊsɪv	ɛksploz
B	0.763	deceased	assistent	dᵻsiːst	asist
B	0.763	investor	vestes	ɪnvɛstɚ	vɛst
B	0.763	investor	veste	ɪnvɛstɚ	vɛst
B	0.763	preview	prive	pɹiːvjuː	pʁiv
B	0.763	impress	presses	ɪmpɹɛs	pʁɛs
B	0.763	impress	pressent	ɪmpɹɛs	pʁɛs
B	0.763	impress	presse	ɪmpɹɛs	pʁɛs
B	0.763	texture	tex	tɛkstʃɚ	tɛks
B	0.763	paste	péquiste	peɪst	pekist
B	0.763	resting	restes	ɹɛstɪŋ	ʁɛst
B	0.763	resting	restent	ɹɛstɪŋ	ʁɛst
B	0.763	resting	reste	ɹɛstɪŋ	ʁɛst
B	0.763	metric	mètres	mɛtɹɪk	mɛtʁ
B	0.763	metric	mètre	mɛtɹɪk	mɛtʁ
B	0.763	metric	mettre	mɛtɹɪk	mɛtʁ
B	0.763	seniors	signaux	siːnjɚz	sinjo
B	0.763	glen	gluten	ɡlɛn	ɡlytɛn
B	0.763	processor	presses	pɹɑːsɛsɚ	pʁɛs
B	0.763	pros	propose	pɹoʊz	pʁopɔz
B	0.763	referee	chefferie	ɹɛfɚɹiː	ʃɛfʁi
B	0.763	strips	stresse	stɹɪps	stʁɛs
B	0.763	galleries	grises	ɡælɚɹiz	ɡʁiz
B	0.763	galleries	grise	ɡælɚɹiz	ɡʁiz
B	0.763	possessed	peste	pəzɛst	pɛst
B	0.763	possessed	pesait	pəzɛst	pəzɛ
B	0.763	premise	presses	pɹɛmɪs	pʁɛs
B	0.763	premise	pressent	pɹɛmɪs	pʁɛs
B	0.763	premise	presse	pɹɛmɪs	pʁɛs
B	0.763	remedy	redis	ɹɛmədi	ʁədi
B	0.763	melody	ledit	mɛlədi	lədi
B	0.763	newborn	bornes	nuːbɔːɹn	bɔʁn
B	0.763	newborn	borne	nuːbɔːɹn	bɔʁn
B	0.763	parody	redis	pæɹədi	ʁədi
B	0.763	scar	scores	skɑːɹ	skoʁ
B	0.763	exceeded	excite	ɛksiːdᵻd	ɛksit
B	0.763	insect	sectes	ɪnsɛkt	sɛkt
B	0.763	norms	normaux	nɔːɹmz	nɔʁmo
B	0.763	stud	stands	stʌd	stɑ̃d
B	0.763	torch	tortues	tɔːɹtʃ	tɔʁty
B	0.763	torch	tortue	tɔːɹtʃ	tɔʁty
B	0.763	vest	vestiges	vɛst	vɛstiʒ
B	0.763	prose	propose	pɹoʊz	pʁopɔz
B	0.763	steals	stylos	stiːlz	stilo
B	0.763	predator	prêtres	pɹɛdəɾɚ	pʁɛtʁ
B	0.763	predator	prêtre	pɹɛdəɾɚ	pʁɛtʁ
B	0.763	trench	traînent	tɹɛntʃ	tʁɛn
B	0.763	trench	traîne	tɹɛntʃ	tʁɛn
B	0.763	fisheries	frise	fɪʃɚɹiz	fʁiz
B	0.763	liberties	brise	lɪbɚɾiz	bʁiz
B	0.763	spreads	spray	spɹɛdz	spʁɛ
B	0.763	impaired	perdent	ɪmpɛɹd	pɛʁd
B	0.763	impaired	perde	ɪmpɛɹd	pɛʁd
B	0.763	manifest	manifestent	mænɪfɛst	manifɛst
B	0.763	manifest	manifeste	mænɪfɛst	manifɛst
B	0.763	prayed	préside	pɹeɪd	pʁezid
B	0.763	prayed	précèdent	pɹeɪd	pʁesɛd
B	0.763	prayed	précède	pɹeɪd	pʁesɛd
B	0.763	bonnie	béni	bɑːni	beni
B	0.763	skipped	script	skɪpt	skʁipt
B	0.763	suppress	presses	səpɹɛs	pʁɛs
B	0.763	suppress	pressent	səpɹɛs	pʁɛs
B	0.763	suppress	presse	səpɹɛs	pʁɛs
B	0.761	prince	princes	pɹɪns	pʁɛ̃s
B	0.761	expression	expressions	ɛkspɹɛʃən	ɛkspʁɛsjɔ̃
B	0.761	lesson	laissons	lɛsən	lɛsɔ̃
B	0.761	expense	experts	ɛkspɛns	ɛkspɛʁ
B	0.761	expense	expert	ɛkspɛns	ɛkspɛʁ
B	0.761	recipes	respirer	ɹɛsᵻpiːz	ʁɛspiʁe
B	0.76	electric	électriques	ᵻlɛktɹɪk	elɛktʁik
B	0.76	electric	électrique	ᵻlɛktɹɪk	elɛktʁik
B	0.76	restaurant	restreint	ɹɛstɹɑːnt	ʁɛstʁɛ̃
B	0.76	exists	existence	ɛɡzɪsts	ɛɡzistɑ̃s
B	0.76	extent	extraite	ɛkstɛnt	ɛkstʁɛt
B	0.76	extent	externes	ɛkstɛnt	ɛkstɛʁn
B	0.76	extent	externe	ɛkstɛnt	ɛkstɛʁn
B	0.76	ordinary	ordinaires	ɔːɹdɪnɛɹi	ɔʁdinɛʁ
B	0.76	ordinary	ordinaire	ɔːɹdɪnɛɹi	ɔʁdinɛʁ
B	0.76	terrorist	terroristes	tɛɹɚɹɪst	tɛʁoʁist
B	0.76	terrorist	terroriste	tɛɹɚɹɪst	tɛʁoʁist
B	0.76	expense	expresse	ɛkspɛns	ɛkspʁɛs
B	0.76	reflects	réflexes	ɹᵻflɛkts	ʁeflɛks
B	0.76	reflects	réflexe	ɹᵻflɛkts	ʁeflɛks
B	0.76	respected	respectent	ɹᵻspɛktᵻd	ʁɛspɛkt
B	0.76	respected	respecte	ɹᵻspɛktᵻd	ʁɛspɛkt
B	0.76	respected	respect	ɹᵻspɛktᵻd	ʁɛspɛkt
B	0.76	exports	exporte	ɛkspoːɹts	ɛkspɔʁt
B	0.76	respects	respectent	ɹᵻspɛkts	ʁɛspɛkt
B	0.76	respects	respecte	ɹᵻspɛkts	ʁɛspɛkt
B	0.76	respects	respect	ɹᵻspɛkts	ʁɛspɛkt
B	0.76	selective	sélective	sᵻlɛktɪv	selɛktiv
B	0.76	fortress	forteresse	fɔːɹtɹəs	fɔʁtəʁɛs
B	0.76	directive	directives	dᵻɹɛktɪv	diʁɛktiv
B	0.759	said	succèdent	sɛd	syksɛd
B	0.759	meet	marmite	miːt	maʁmit
B	0.759	success	cessent	səksɛs	sɛs
B	0.759	success	cesse	səksɛs	sɛs
B	0.759	bought	boycott	bɔːt	bɔjkɔt
B	0.759	core	corrompre	koːɹ	koʁɔ̃pʁ
B	0.759	mention	mènent	mɛnʃən	mɛn
B	0.759	mention	mène	mɛnʃən	mɛn
B	0.759	mention	men	mɛnʃən	mɛn
B	0.759	properly	plis	pɹɑːpɚli	pli
B	0.759	properly	plie	pɹɑːpɚli	pli
B	0.759	properly	pli	pɹɑːpɚli	pli
B	0.759	meat	marmite	miːt	maʁmit
B	0.759	treasury	tri	tɹɛʒɚɹi	tʁi
B	0.759	briefly	bris	bɹiːfli	bʁi
B	0.759	briefly	brie	bɹiːfli	bʁi
B	0.759	fever	fictive	fiːvɚ	fiktiv
B	0.759	pension	peines	pɛnʃən	pɛn
B	0.759	pension	peine	pɛnʃən	pɛn
B	0.759	gravity	gris	ɡɹævᵻɾi	ɡʁi
B	0.759	decrease	dix	diːkɹiːs	dis
B	0.759	sunset	sets	sʌnsɛt	sɛt
B	0.759	sunset	set	sʌnsɛt	sɛt
B	0.759	sunset	sept	sʌnsɛt	sɛt
B	0.759	successor	cessent	səksɛsɚ	sɛs
B	0.759	successor	cesse	səksɛsɚ	sɛs
B	0.759	trinity	tri	tɹɪnᵻɾi	tʁi
B	0.759	cellular	sels	sɛljʊlɚ	sɛl
B	0.759	cellular	selles	sɛljʊlɚ	sɛl
B	0.759	cellular	selle	sɛljʊlɚ	sɛl
B	0.758	post	postes	poʊst	pɔst
B	0.758	post	poste	poʊst	pɔst
B	0.758	close	closes	kloʊs	kloz
B	0.758	close	clauses	kloʊs	kloz
B	0.758	close	clause	kloʊs	kloz
B	0.758	players	plaisent	pleɪɚz	plɛz
B	0.758	players	plaise	pleɪɚz	plɛz
B	0.758	played	plaide	pleɪd	plɛd
B	0.758	break	briques	bɹeɪk	bʁik
B	0.758	break	brique	bɹeɪk	bʁik
B	0.758	break	brick	bɹeɪk	bʁik
B	0.758	takes	tex	teɪks	tɛks
B	0.758	sold	soldes	soʊld	sɔld
B	0.758	sold	solde	soʊld	sɔld
B	0.758	train	traînent	tɹeɪn	tʁɛn
B	0.758	train	traîne	tɹeɪn	tʁɛn
B	0.758	plays	plaisent	pleɪz	plɛz
B	0.758	plays	plaise	pleɪz	plɛz
B	0.758	waste	ouest	weɪst	wɛst
B	0.758	closer	closes	kloʊsɚ	kloz
B	0.758	closer	clauses	kloʊsɚ	kloz
B	0.758	closer	clause	kloʊsɚ	kloz
B	0.758	taste	tests	teɪst	tɛst
B	0.758	taste	teste	teɪst	tɛst
B	0.758	taste	test	teɪst	tɛst
B	0.758	plane	pleines	pleɪn	plɛn
B	0.758	plane	pleine	pleɪn	plɛn
B	0.758	plane	plaines	pleɪn	plɛn
B	0.758	folks	fox	foʊks	fɔks
B	0.758	grace	graisses	ɡɹeɪs	ɡʁɛs
B	0.758	grace	graisse	ɡɹeɪs	ɡʁɛs
B	0.758	tries	traces	tɹaɪz	tʁas
B	0.758	tries	trace	tɹaɪz	tʁas
B	0.758	plain	pleines	pleɪn	plɛn
B	0.758	plain	pleine	pleɪn	plɛn
B	0.758	plain	plaines	pleɪn	plɛn
B	0.758	brave	brèves	bɹeɪv	bʁɛv
B	0.758	brave	brève	bɹeɪv	bʁɛv
B	0.758	grave	grèves	ɡɹeɪv	ɡʁɛv
B	0.758	grave	grève	ɡɹeɪv	ɡʁɛv
B	0.758	phrase	frise	fɹeɪz	fʁiz
B	0.758	phrase	fraises	fɹeɪz	fʁɛz
B	0.758	phrase	fraise	fɹeɪz	fʁɛz
B	0.758	poster	postes	poʊstɚ	pɔst
B	0.758	poster	poste	poʊstɚ	pɔst
B	0.758	grain	graines	ɡɹeɪn	ɡʁɛn
B	0.758	grain	graine	ɡɹeɪn	ɡʁɛn
B	0.758	grows	grosses	ɡɹoʊz	ɡʁos
B	0.758	grows	grosse	ɡɹoʊz	ɡʁos
B	0.758	tribe	trappes	tɹaɪb	tʁap
B	0.758	tribe	trappe	tɹaɪb	tʁap
B	0.758	closure	cloches	kloʊʒɚ	kloʃ
B	0.758	trainer	traînent	tɹeɪnɚ	tʁɛn
B	0.758	trainer	traîne	tɹeɪnɚ	tʁɛn
B	0.758	flame	flemme	fleɪm	flɛm
B	0.758	flavor	fleuves	fleɪvɚ	fløv
B	0.758	flavor	fleuve	fleɪvɚ	fløv
B	0.758	freight	frites	fɹeɪt	fʁit
B	0.758	freight	frite	fɹeɪt	fʁit
B	0.758	freight	fret	fɹeɪt	fʁɛt
B	0.758	waist	ouest	weɪst	wɛst
B	0.758	brake	briques	bɹeɪk	bʁik
B	0.758	brake	brique	bɹeɪk	bʁik
B	0.758	brake	brick	bɹeɪk	bʁik
B	0.758	float	flottes	floʊt	flɔt
B	0.758	float	flotte	floʊt	flɔt
B	0.758	terrain	traînent	tɚɹeɪn	tʁɛn
B	0.758	terrain	traîne	tɚɹeɪn	tʁɛn
B	0.758	cries	crasse	kɹaɪz	kʁas
B	0.758	paste	pistes	peɪst	pist
B	0.758	paste	piste	peɪst	pist
B	0.758	browser	brasse	bɹaʊzɚ	bʁas
B	0.758	pros	prose	pɹoʊz	pʁɔz
B	0.758	stoke	stocks	stoʊk	stɔk
B	0.758	stoke	stock	stoʊk	stɔk
B	0.758	grape	grippe	ɡɹeɪp	ɡʁip
B	0.758	coated	cordes	koʊɾᵻd	kɔʁd
B	0.758	coated	corde	koʊɾᵻd	kɔʁd
B	0.758	trait	traites	tɹeɪt	tʁɛt
B	0.758	trait	traitent	tɹeɪt	tʁɛt
B	0.758	trait	traite	tɹeɪt	tʁɛt
B	0.756	friend	freiner	fɹɛnd	fʁɛne
B	0.756	trend	traînée	tɹɛnd	tʁɛne
B	0.756	explosion	explosent	ɛksploʊʒən	ɛksploz
B	0.756	proceed	préside	pɹəsiːd	pʁezid
B	0.756	prospect	aspects	pɹɑːspɛkt	aspɛkt
B	0.756	prospect	aspect	pɹɑːspɛkt	aspɛkt
B	0.756	cigarette	secrètes	sɪɡɚɹɛt	səkʁɛt
B	0.756	cigarette	secrète	sɪɡɚɹɛt	səkʁɛt
B	0.756	corners	cornet	kɔːɹnɚz	kɔʁnɛ
B	0.756	dresses	dressée	dɹɛsᵻz	dʁɛse
B	0.756	speeds	spider	spiːdz	spide
B	0.756	pledge	plaidé	plɛdʒ	plɛde
B	0.756	pledge	plaider	plɛdʒ	plɛde
B	0.756	pressures	prêcher	pɹɛʃɚz	pʁɛʃe
B	0.756	territorial	territoriales	tɛɹɪtoːɹɪəl	tɛʁitoʁjal
B	0.756	territorial	territoriale	tɛɹɪtoːɹɪəl	tɛʁitoʁjal
B	0.756	despair	espèrent	dᵻspɛɹ	ɛspɛʁ
B	0.756	despair	espère	dᵻspɛɹ	ɛspɛʁ
B	0.756	predator	prêteur	pɹɛdəɾɚ	pʁɛtœʁ
B	0.755	black	bloquent	blæk	blok
B	0.755	black	bloque	blæk	blok
B	0.755	looks	luxe	lʊks	lyks
B	0.755	looks	lux	lʊks	lyks
B	0.755	club	clubs	klʌb	klœb
B	0.755	stand	stands	stænd	stɑ̃d
B	0.755	blood	blondes	blʌd	blɔ̃d
B	0.755	blood	blonde	blʌd	blɔ̃d
B	0.755	cross	crasse	kɹɔs	kʁas
B	0.755	grand	grandes	ɡɹænd	ɡʁɑ̃d
B	0.755	grand	grande	ɡɹænd	ɡʁɑ̃d
B	0.755	plant	plantes	plænt	plɑ̃t
B	0.755	plant	plante	plænt	plɑ̃t
B	0.755	horse	corses	hɔːɹs	kɔʁs
B	0.755	horse	corse	hɔːɹs	kɔʁs
B	0.755	stick	stocks	stɪk	stɔk
B	0.755	stick	stock	stɪk	stɔk
B	0.755	festival	festivals	fɛstɪvəl	fɛstival
B	0.755	pieces	pistes	piːsᵻz	pist
B	0.755	pieces	piste	piːsᵻz	pist
B	0.755	domestic	domestiques	dəmɛstɪk	domɛstik
B	0.755	domestic	domestique	dəmɛstɪk	domɛstik
B	0.755	pure	pierres	pjʊɹ	pjɛʁ
B	0.755	pure	pierre	pjʊɹ	pjɛʁ
B	0.755	context	textes	kɑːntɛkst	tɛkst
B	0.755	talked	tact	tɔːkt	takt
B	0.755	talks	taxes	tɔːks	taks
B	0.755	flag	flingue	flæɡ	flɛ̃ɡ
B	0.755	broad	brosse	bɹɔːd	bʁɔs
B	0.755	lift	loft	lɪft	lɔft
B	0.755	temporary	prairies	tɛmpɚɹɛɹi	pʁɛʁi
B	0.755	temporary	prairie	tɛmpɚɹɛɹi	pʁɛʁi
B	0.755	trick	trucs	tɹɪk	tʁyk
B	0.755	trick	truck	tɹɪk	tʁyk
B	0.755	trick	truc	tɹɪk	tʁyk
B	0.755	belief	bluff	bᵻliːf	blœf
B	0.755	deeply	disciplines	diːpli	disiplin
B	0.755	deeply	discipline	diːpli	disiplin
B	0.755	mini	munis	mɪni	myni
B	0.755	mini	munie	mɪni	myni
B	0.755	mini	muni	mɪni	myni
B	0.755	crack	croque	kɹæk	kʁok
B	0.755	belong	blocs	bᵻlɔŋ	blɔk
B	0.755	belong	bloc	bᵻlɔŋ	blɔk
B	0.755	rally	relis	ɹæli	ʁəli
B	0.755	rally	relie	ɹæli	ʁəli
B	0.755	drag	drogues	dɹæɡ	dʁoɡ
B	0.755	drag	drogue	dɹæɡ	dʁoɡ
B	0.755	clip	clope	klɪp	klɔp
B	0.755	cruise	croûte	kɹuːz	kʁut
B	0.755	cruise	crises	kɹuːz	kʁiz
B	0.755	cruise	crise	kɹuːz	kʁiz
B	0.755	detective	détective	dɪtɛktɪv	detɛktiv
B	0.755	flip	flop	flɪp	flɔp
B	0.755	forty	fortiori	fɔːɹɾi	fɔʁtjoʁi
B	0.755	unfair	enfers	ʌnfɛɹ	ɑ̃fɛʁ
B	0.755	unfair	enfer	ʌnfɛɹ	ɑ̃fɛʁ
B	0.755	horn	cornes	hɔːɹn	kɔʁn
B	0.755	horn	corne	hɔːɹn	kɔʁn
B	0.755	beard	borde	bɪɹd	bɔʁd
B	0.755	cloth	close	klɔθ	klɔz
B	0.755	broader	brosse	bɹɔːdɚ	bʁɔs
B	0.755	clerk	clique	klɜːk	klik
B	0.755	leaked	dicte	liːkt	dikt
B	0.755	clan	clones	klæn	klon
B	0.755	clash	cloches	klæʃ	kloʃ
B	0.755	sleeve	slip	sliːv	slip
B	0.755	sleeve	slaves	sliːv	slav
B	0.755	fierce	forces	fɪɹs	fɔʁs
B	0.755	fierce	forcent	fɪɹs	fɔʁs
B	0.755	fierce	force	fɪɹs	fɔʁs
B	0.755	randy	rendit	ɹændi	ʁɑ̃di
B	0.755	crews	croûte	kɹuːz	kʁut
B	0.755	crews	crises	kɹuːz	kʁiz
B	0.755	crews	crise	kɹuːz	kʁiz
B	0.755	lacks	lynx	læks	lɛ̃ks
B	0.755	seated	sourde	siːɾᵻd	suʁd
B	0.755	stressful	stresse	stɹɛsfəl	stʁɛs
B	0.755	antique	antiques	æntiːk	ɑ̃tik
B	0.755	flaws	flottes	flɔːz	flɔt
B	0.755	flaws	flotte	flɔːz	flɔt
B	0.755	naughty	nourrit	nɔːɾi	nuʁi
B	0.755	naughty	nourris	nɔːɾi	nuʁi
B	0.755	despair	désespère	dᵻspɛɹ	dezɛspɛʁ
B	0.755	poured	perdent	poːɹd	pɛʁd
B	0.755	poured	perde	poːɹd	pɛʁd
B	0.755	peach	putsch	piːtʃ	putʃ
B	0.755	surrey	sourit	sʌɹi	suʁi
B	0.755	textbook	textes	tɛkstbʊk	tɛkst
B	0.755	textbook	texte	tɛkstbʊk	tɛkst
B	0.755	brook	briques	bɹʊk	bʁik
B	0.755	brook	brique	bɹʊk	bʁik
B	0.755	brook	brick	bɹʊk	bʁik
B	0.755	groove	groupes	ɡɹuːv	ɡʁup
B	0.755	groove	groupe	ɡɹuːv	ɡʁup
B	0.755	groove	group	ɡɹuːv	ɡʁup
B	0.755	flex	flexibles	flɛks	flɛksibl
B	0.755	steer	store	stɪɹ	stɔʁ
B	0.755	distract	districts	dɪstɹækt	distʁikt
B	0.755	distract	district	dɪstɹækt	distʁikt
B	0.755	sticker	stocks	stɪkɚ	stɔk
B	0.755	sticker	stock	stɪkɚ	stɔk
B	0.755	beware	boire	bᵻwɛɹ	bwaʁ
B	0.755	beware	bières	bᵻwɛɹ	bjɛʁ
B	0.755	beware	bière	bᵻwɛɹ	bjɛʁ
B	0.755	moody	midi	muːdi	midi
B	0.755	spear	sports	spɪɹ	spɔʁ
B	0.755	spear	sport	spɪɹ	spɔʁ
B	0.755	sensory	seigneurie	sɛnsɚɹi	sɛnjøʁi
B	0.755	stunned	stands	stʌnd	stɑ̃d
B	0.755	stunned	stand	stʌnd	stɑ̃d
B	0.755	borne	berne	boːɹn	bɛʁn
B	0.755	coward	caïd	kaʊɚd	kaid
B	0.754	extension	externes	ɛkstɛnʃən	ɛkstɛʁn
B	0.754	extension	externe	ɛkstɛnʃən	ɛkstɛʁn
B	0.754	exploring	explosent	ɛksploːɹɪŋ	ɛksploz
B	0.753	played	pléiade	pleɪd	plejad
B	0.753	perfect	affectent	pɜːfɛkt	afɛkt
B	0.753	perfect	affecte	pɜːfɛkt	afɛkt
B	0.753	success	sexes	səksɛs	sɛks
B	0.753	network	nettoie	nɛtwɜːk	nɛtwa
B	0.753	spent	sprint	spɛnt	spʁint
