en	fr	certifications	example_loop
prove	prouve	3	en:proof ~ fr:prouve ≈ en:prove ~ en:proves ≈ fr:prouvent ~ fr:prouver
proves	prouvent	3	en:proof ~ fr:prouve ≈ en:prove ~ en:proves ≈ fr:prouvent ~ fr:prouver
protects	prétexte	3	en:protected ~ en:protect ≈ fr:prétextes ~ fr:prétexte ≈ en:protects
protection	prétexte	3	en:protecting ~ en:protect ≈ fr:prétextes ~ fr:prétexte ≈ en:protection
rooted	route	3	en:road = fr:route ≈ en:rooted ~ en:roots ≈ fr:routes = en:roads
roll	rôles	3	en:role ≈ fr:roll ~ en:roll ≈ fr:rôles
roll	rôle	3	en:role ≈ fr:roll ~ en:roll ≈ fr:rôle
fruit	routes	3	en:routers ~ fr:routes ≈ en:fruit ~ en:fruits ≈ fr:route ~ en:routes
fruits	route	3	en:routers ~ fr:routes ≈ en:fruit ~ en:fruits ≈ fr:route ~ en:routes
sports	spots	3	en:rugby ~ en:sports ≈ fr:spots ~ fr:spot ≈ en:sport
sport	spot	3	en:rugby ~ en:sports ≈ fr:spots ~ fr:spot ≈ en:sport
sports	spot	3	en:rugby ~ en:sports ≈ fr:spot ~ fr:spots ≈ en:sport
sport	spots	3	en:rugby ~ en:sports ≈ fr:spot ~ fr:spots ≈ en:sport
seemed	cime	3	en:seem ≈ fr:cimes ~ fr:cime ≈ en:seemed
seems	cime	3	en:seem ≈ fr:cimes ~ fr:cime ≈ en:seems
setter	synthé	3	en:sets ~ en:set ≈ fr:sets ~ en:setter ≈ fr:synthé ~ fr:synthèse ≈ en:setters
setters	synthèse	3	en:sets ~ en:set ≈ fr:sets ~ en:setter ≈ fr:synthé ~ fr:synthèse ≈ en:setters
sexy	sexe	3	en:sext ~ en:sex ≈ fr:sexy ~ en:sexy ≈ fr:sexe
ski	skis	3	en:ski ≈ fr:skis ~ en:skiing ≈ fr:ski
ski	skie	3	en:ski ≈ fr:skie ~ en:skid ≈ fr:ski
skid	ski	3	en:ski ≈ fr:skie ~ en:skid ≈ fr:ski
sort	sortent	3	en:sort ≈ fr:sortent ~ en:sorted ≈ fr:sort
sorted	sort	3	en:sort ≈ fr:sortent ~ en:sorted ≈ fr:sort
stalk	stocke	3	en:stalk ≈ fr:stocke ~ fr:stock ≈ en:stalky
stalk	stockes	3	en:stalk ≈ fr:stockes ~ fr:stock ≈ en:stalky
stealing	style	3	en:steal ≈ fr:styles ~ fr:style ≈ en:stealing
steal	style	3	en:stealing ~ en:steal ≈ fr:style ~ fr:styles ≈ en:steals
steals	styles	3	en:stealing ~ en:steal ≈ fr:style ~ fr:styles ≈ en:steals
step	stops	3	en:stopped ~ fr:stops ≈ en:step ~ fr:step ≈ en:stop ~ en:stoppers
streaked	strict	3	en:streak ≈ fr:stricte ~ fr:strict ≈ en:streaked
streak	strictes	3	en:streaked ≈ fr:strict ~ fr:strictes ≈ en:streak
suggest	sait geste	3	en:suggest ≈ fr:sait geste ~ fr:on geste ≈ en:suggests = fr:suggère
technique	techniquement	3	en:technically ≈ fr:techniques lies ~ en:technique ≈ fr:techniquement
tel	telles	3	en:tel ≈ fr:telles ~ fr:telle ≈ en:tell ~ en:tells ≈ fr:tels
test	testés	3	en:testa ≈ fr:tester ~ en:testers ≈ fr:test ~ en:test ≈ fr:testés
transformed	transforme	3	en:transform = fr:transformer ≈ en:transformation ~ en:transformed ≈ fr:transforme
troops	troupes	3	en:troop ≈ fr:troupe ~ fr:troupes ≈ en:troops
troupe	troupes	3	en:troop ≈ fr:troupe ~ en:troupe ≈ fr:troupes = en:troops
accepts	excepte	2	en:accept = fr:acceptent ≈ en:except ~ fr:excepte ≈ en:accepts = fr:accepte
accept	acceptes	2	en:accepted ~ fr:acceptes ≈ en:accept ~ en:accepting ≈ fr:accepte
except	acceptes	2	en:accepting ~ en:accept ≈ fr:excepte ~ en:except ≈ fr:acceptes
according	écot in	2	en:according ≈ fr:écot in ~ fr:décris in ≈ en:decreasing ~ en:decrease ≈ fr:décrit ~ fr:thuja
decreasing	décris in	2	en:according ≈ fr:écot in ~ fr:décris in ≈ en:decreasing ~ en:decrease ≈ fr:décrit ~ fr:thuja
effect	affectent	2	en:affect ~ fr:affect ≈ en:affects = fr:affectent ≈ en:effect = fr:effets
bathroom	bat rhume	2	en:bathroom ≈ fr:bat rhume ~ fr:paient rhume ≈ en:bedroom ~ en:bed ≈ fr:baie ~ en:bagno
bedroom	paient rhume	2	en:bathroom ≈ fr:bat rhume ~ fr:paient rhume ≈ en:bedroom ~ en:bed ≈ fr:baie ~ en:bagno
bed	baie	2	en:bathroom ≈ fr:bat rhume ~ fr:paient rhume ≈ en:bedroom ~ en:bed ≈ fr:baie ~ en:bagno
beast	bit	2	en:beasts ~ en:beast ≈ fr:bit ~ en:bit ≈ fr:bêtes
bit	bêtes	2	en:beasts ~ en:beast ≈ fr:bit ~ en:bit ≈ fr:bêtes
bell	bel	2	en:bell ≈ fr:bel ~ fr:belize ≈ en:bellies ~ fr:bellis
belle	bel	2	en:belle ≈ fr:bel ~ fr:belize ≈ en:bellies ~ en:bellied ≈ fr:belle
bellied	belle	2	en:belle ≈ fr:bel ~ fr:belize ≈ en:bellies ~ en:bellied ≈ fr:belle
beat	bittent	2	en:bite ~ fr:bite ≈ en:beats ~ en:beat ≈ fr:bittent
explains	explosent	2	en:blast ~ fr:explosent ≈ en:explains ~ en:explained ≈ fr:explose
explained	explosent	2	en:blast ~ fr:explose ≈ en:explains ~ en:explained ≈ fr:explosent
blog	blagues	2	en:blogger ~ en:bloggers ≈ fr:blague ~ fr:blagues ≈ en:blog ~ en:blogspot
booty	boutis	2	en:booty ≈ fr:boutis ~ fr:bout ≈ en:boot ~ en:bootie
bawd	botes	2	en:bought ≈ fr:bottes ~ fr:botes ≈ en:bawd ~ fr:bah ≈ en:buy
bawd	bote	2	en:bought ≈ fr:bottes ~ fr:bote ≈ en:bawd ~ fr:bah ≈ en:buy
pose	pauses	2	en:break = fr:pause ≈ en:poses ~ en:pose ≈ fr:pauses = en:breaks
port	pote	2	en:buddy = fr:pote ≈ en:port ~ en:ports ≈ fr:potes = en:buddies
ports	potes	2	en:buddy = fr:pote ≈ en:port ~ en:ports ≈ fr:potes = en:buddies
ports	pote	2	en:buddy = fr:pote ≈ en:ports ~ en:port ≈ fr:potes = en:buddies
port	potes	2	en:buddy = fr:pote ≈ en:ports ~ en:port ≈ fr:potes = en:buddies
full	foule	2	en:bulk ~ fr:full ≈ en:fool ~ en:fools ≈ fr:foules ~ fr:foule ≈ en:full
cases	cause	2	en:case ~ en:cases ≈ fr:cause ~ en:causes ≈ fr:cons aise ~ en:cons ≈ fr:case
causes	cons aise	2	en:case ~ en:cases ≈ fr:cause ~ en:causes ≈ fr:cons aise ~ en:cons ≈ fr:case
cons	case	2	en:case ~ en:cases ≈ fr:cause ~ en:causes ≈ fr:cons aise ~ en:cons ≈ fr:case
causes	cause	2	en:caused ~ fr:cause ≈ en:causes ~ en:cause ≈ fr:causent
cause	causent	2	en:caused ~ fr:cause ≈ en:causes ~ en:cause ≈ fr:causent
cellular	cellules	2	en:cells ~ fr:cellules ≈ en:cellular ~ en:cell ≈ fr:celle ~ fr:cella
cell	celle	2	en:cells ~ fr:cellules ≈ en:cellular ~ en:cell ≈ fr:celle ~ fr:cella
checked	tchèque	2	en:check ≈ fr:tchèques ~ fr:tchèque ≈ en:checked
checks	tchèque	2	en:check ≈ fr:tchèques ~ fr:tchèque ≈ en:checks
cheque	tchèque	2	en:cheque ≈ fr:tchèque ~ fr:tchèques ≈ en:check = fr:chèque
city	séries	2	en:cherry = fr:cerise ≈ en:series ~ fr:séries ≈ en:city ~ en:cities ≈ fr:cerises
pool	poules	2	en:chicken = fr:poule ≈ en:pools ~ en:pool ≈ fr:poules = en:chickens
claire	clair	2	en:claire ≈ fr:clair = en:clear ≈ fr:clairs
clear	clairs	2	en:claire ≈ fr:clair = en:clear ≈ fr:clairs
classroom	clans rhume	2	en:classroom ≈ fr:clans rhume ~ fr:clans aise ≈ en:classes ~ fr:classe
clause	close	2	en:close ~ fr:close ≈ en:clause ~ fr:clause ≈ en:closes
closes	clause	2	en:close ~ fr:close ≈ en:clause ~ fr:clause ≈ en:closes
close	closes	2	en:closed ~ en:closes ≈ fr:close ~ en:close ≈ fr:closes
conclusion	on clown	2	en:clown ~ fr:on clown ≈ en:conclusion ~ en:conclude ≈ fr:clowns coudes ~ en:clowns
conclude	clowns coudes	2	en:clown ~ fr:on clown ≈ en:conclusion ~ en:conclude ≈ fr:clowns coudes ~ en:clowns
coaches	catch	2	en:coach ~ en:coaches ≈ fr:catch ~ en:catch ≈ fr:coach
coach	catch	2	en:coaches ~ fr:coach ≈ en:catch ~ fr:catch ≈ en:coach
controlling	contrôle	2	en:controlled ~ en:control ≈ fr:contrôles ~ fr:contrôle ≈ en:controlling
controlled	contrôle	2	en:controlling ~ en:control ≈ fr:contrôles ~ fr:contrôle ≈ en:controlled
cooed	coudes	2	en:cooed ≈ fr:coudes ~ fr:coude ≈ en:coot
coot	coude	2	en:cooed ≈ fr:coudes ~ fr:coude ≈ en:coot
policeman	police	2	en:cop ~ en:policeman ≈ fr:police ~ fr:polices ≈ en:police ~ en:polis
police	polices	2	en:cop ~ en:policeman ≈ fr:police ~ fr:polices ≈ en:police ~ en:polis
corn	corne	2	en:corn ≈ fr:corne ~ en:corny ≈ fr:corner ~ en:corner ≈ fr:cornes
corner	cornes	2	en:corn ≈ fr:corne ~ en:corny ≈ fr:corner ~ en:corner ≈ fr:cornes
corner	corne	2	en:corner ≈ fr:corne ~ en:corny ≈ fr:corner
correctly	corrects lies	2	en:correct ~ en:correctly ≈ fr:corrects lies ~ fr:exacts lies ≈ en:exactly ~ fr:exact
countries	khan treize	2	en:countries ≈ fr:khan treize ~ fr:khan tri ≈ en:country = fr:pays
country	khan tri	2	en:countries ≈ fr:khan treize ~ fr:khan tri ≈ en:country = fr:pays
coup	coupent	2	en:coups ~ en:coup ≈ fr:coupent ~ fr:coupant ≈ en:coupon = fr:coupons
coupon	coupant	2	en:coups ~ en:coup ≈ fr:coupent ~ fr:coupant ≈ en:coupon = fr:coupons
courts	cote	2	en:court ≈ fr:cotes ~ fr:cote ≈ en:courts
court	cote	2	en:court ≈ fr:cote ~ fr:cotes ≈ en:courts
crass	crasse	2	en:crass ≈ fr:crasse ~ en:cruck ≈ fr:crack ~ en:crack ≈ fr:craque ~ en:crepe
crying	crâne	2	en:cries ~ en:crying ≈ fr:crâne ~ fr:crânes ≈ en:cried ~ fr:crie
cried	crânes	2	en:cries ~ en:crying ≈ fr:crâne ~ fr:crânes ≈ en:cried ~ fr:crie
decreasing	décrit	2	en:decrease ~ en:decreased ≈ fr:décrite ~ fr:décrit ≈ en:decreasing
deed	dit	2	en:deed ≈ fr:dit ~ fr:cet ≈ en:set ~ fr:set ≈ en:asset ~ fr:propriétés
asset	set	2	en:deed ≈ fr:dit ~ fr:cet ≈ en:set ~ fr:set ≈ en:asset ~ fr:propriétés
destroys	dissent rose	2	en:destroys ≈ fr:dissent rose ~ fr:dissent rhodes ≈ en:destroyed ~ fr:détruite
destroyed	dissent rhodes	2	en:destroys ≈ fr:dissent rose ~ fr:dissent rhodes ≈ en:destroyed ~ fr:détruite
distract	districts	2	en:district ~ fr:districts ≈ en:distract ~ en:distracted ≈ fr:district
distracted	district	2	en:district ~ fr:districts ≈ en:distract ~ en:distracted ≈ fr:district
genes	jean	2	en:dj ~ fr:djinn ≈ en:jean ~ fr:jean ≈ en:genes ~ en:gene ≈ fr:djinns
draw	drogues	2	en:drugs ~ fr:drogues ≈ en:draw ~ en:drawing ≈ fr:drogue
drawing	drogue	2	en:drugs ~ fr:drogues ≈ en:draw ~ en:drawing ≈ fr:drogue
drum	drame	2	en:drums ~ en:drummer ≈ fr:drames ~ fr:drame ≈ en:drum = fr:batterie
dried	drap ode	2	en:drying ~ en:dried ≈ fr:drap ode ~ fr:drap ≈ en:dry
dry	drap	2	en:drying ~ en:dried ≈ fr:drap ode ~ fr:drap ≈ en:dry
effect	affecte	2	en:effects ~ en:effect ≈ fr:affecte ~ en:affect ≈ fr:affect
affect	affect	2	en:effects ~ en:effect ≈ fr:affecte ~ en:affect ≈ fr:affect
examination	examen échine	2	en:examination ≈ fr:examen échine ~ fr:examen ≈ en:examined
examined	examen	2	en:examination ≈ fr:examen échine ~ fr:examen ≈ en:examined
exception	excepté	2	en:exceptions ~ en:exception ≈ fr:excepté ~ en:except ≈ fr:excepte
except	excepte	2	en:exceptions ~ en:exception ≈ fr:excepté ~ en:except ≈ fr:excepte
exclude	exclues	2	en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclues ≈ en:exclude
exclusion	exclus haine	2	en:exclusion ≈ fr:exclus haine ~ en:exclude ≈ fr:exclus
exists	existent	2	en:exist = fr:existent ≈ en:exists ~ en:existence ≈ fr:existence
expenses	expertises	2	en:expertise ~ fr:expertises ≈ en:expenses ~ en:expense ≈ fr:experts ~ en:expert
expense	experts	2	en:expertise ~ fr:expertises ≈ en:expenses ~ en:expense ≈ fr:experts ~ en:expert
explanations	exploser	2	en:explanation ~ en:explain ≈ fr:explosent ~ fr:exploser ≈ en:explanations
explore	explose	2	en:explode ~ fr:explose ≈ en:explore ~ en:explored ≈ fr:explosent ~ fr:exploser
explored	explosent	2	en:explode ~ fr:explose ≈ en:explore ~ en:explored ≈ fr:explosent ~ fr:exploser
exploring	explore	2	en:exploration ~ en:exploring ≈ fr:explore ~ fr:explorent ≈ en:explored
explored	explorent	2	en:exploration ~ en:exploring ≈ fr:explore ~ fr:explorent ≈ en:explored
expert	exporte	2	en:exports ~ fr:exporte ≈ en:expert ~ fr:experte ≈ en:export ~ fr:exportés
export	experte	2	en:exports ~ fr:exporte ≈ en:expert ~ fr:experte ≈ en:export ~ fr:exportés
expressing	exprès in	2	en:expressing ≈ fr:exprès in ~ fr:exprès ≈ en:expressed
extensions	externe	2	en:extension ~ en:extensions ≈ fr:externe ~ fr:externes ≈ en:extend
fall	folles	2	en:fall ≈ fr:folles ~ fr:folle ≈ en:falls
falling	folles	2	en:falls ~ en:falling ≈ fr:folles ~ fr:folle ≈ en:fall ~ en:fallen
duty	nourris	2	en:fed = fr:nourris ≈ en:duty ~ en:duties ≈ fr:nourri
duties	nourri	2	en:fed = fr:nourris ≈ en:duty ~ en:duties ≈ fr:nourri
fee	fie	2	en:fi ~ fr:fie ≈ en:fee ~ en:fees ≈ fr:fi
fees	fi	2	en:fi ~ fr:fie ≈ en:fee ~ en:fees ≈ fr:fi
floored	flotte	2	en:fleet = fr:flotte ≈ en:floored ~ en:floor ≈ fr:flottes = en:fleets
floor	flottes	2	en:fleet = fr:flotte ≈ en:floored ~ en:floor ≈ fr:flottes = en:fleets
order	horde	2	en:flock ~ fr:horde ≈ en:order ~ fr:ordre ≈ en:ordering ~ en:ordered ≈ fr:hordes
ordered	hordes	2	en:flock ~ fr:horde ≈ en:order ~ fr:ordre ≈ en:ordering ~ en:ordered ≈ fr:hordes
flooding	flot in	2	en:flood ~ en:flooding ≈ fr:flot in ~ fr:flot ≈ en:flooded
flooded	flot	2	en:flood ~ en:flooding ≈ fr:flot in ~ fr:flot ≈ en:flooded
flues	flouze	2	en:flues ≈ fr:flouze ~ fr:flou ≈ en:flume
flume	flou	2	en:flues ≈ fr:flouze ~ fr:flou ≈ en:flume
footballer	fait bolée	2	en:footballer ≈ fr:fait bolée ~ fr:fait bol ≈ en:football
football	fait bol	2	en:footballer ≈ fr:fait bolée ~ fr:fait bol ≈ en:football
forces	faux aise	2	en:forces ≈ fr:faux aise ~ fr:fausse ≈ en:force
friendship	freinent chipe	2	en:friendship ≈ fr:freinent chipe ~ fr:freinent chips ≈ en:friendships
friendships	freinent chips	2	en:friendship ≈ fr:freinent chipe ~ fr:freinent chips ≈ en:friendships
sexy	sexes	2	en:gender ~ fr:sexes ≈ en:sexy ~ fr:sexy ≈ en:sex ~ fr:sexe
gene	gin	2	en:gene ≈ fr:gin ~ fr:gin dôme ≈ en:genome ~ fr:gènes
genes	gin	2	en:gin ~ fr:gins ≈ en:gene ~ en:genes ≈ fr:gin
grape	grippe	2	en:grippe ~ fr:grippe ≈ en:grape ~ fr:grappes ≈ en:grasp ~ en:gripping
group	groupes	2	en:group ≈ fr:groupes ~ en:groups ≈ fr:groupe
installed	haines solde	2	en:installed ≈ fr:haines solde ~ fr:haines taule ≈ en:install
install	haines taule	2	en:installed ≈ fr:haines solde ~ fr:haines taule ≈ en:install
jinn	gin	2	en:jinn ≈ fr:gin ~ en:gin ≈ fr:jean ~ en:jean ≈ fr:djinns
kindness	cannes noces	2	en:kindness ≈ fr:cannes noces ~ fr:cannes lis ≈ en:kindly = fr:gentiment
kindly	cannes lis	2	en:kindness ≈ fr:cannes noces ~ fr:cannes lis ≈ en:kindly = fr:gentiment
league	ligues	2	en:league ≈ fr:ligues = en:leagues ≈ fr:ligue
leagues	ligue	2	en:league ≈ fr:ligues = en:leagues ≈ fr:ligue
leg	legs	2	en:leg ≈ fr:legs ~ en:kaki ≈ fr:kaki ~ fr:noga
kaki	kaki	2	en:leg ≈ fr:legs ~ en:kaki ≈ fr:kaki ~ fr:noga
letters	laid aise	2	en:letters ≈ fr:laid aise ~ fr:laid in ≈ en:letting ~ en:let ≈ fr:lettres
let	lettres	2	en:letters ≈ fr:laid aise ~ fr:laid in ≈ en:letting ~ en:let ≈ fr:lettres
lift	lift	2	en:lifted ~ en:lift ≈ fr:lift ~ en:lifting ≈ fr:lifting
lifting	lifting	2	en:lifted ~ en:lift ≈ fr:lift ~ en:lifting ≈ fr:lifting
mark	marques	2	en:marks = fr:marques ≈ en:mark = fr:marque ≈ en:marked ~ en:marking
mask	masque	2	en:masks ~ en:mask ≈ fr:masque ~ en:masque ≈ fr:masques
masque	masques	2	en:masks ~ en:mask ≈ fr:masque ~ en:masque ≈ fr:masques
masque	masque	2	en:masque ≈ fr:masque = en:mask ≈ fr:masques ~ en:masques
mask	masques	2	en:masque ≈ fr:masque = en:mask ≈ fr:masques ~ en:masques
matched	matchs	2	en:matches ~ fr:matchs ≈ en:matched ~ en:match ≈ fr:matches
match	matches	2	en:matches ~ fr:matchs ≈ en:matched ~ en:match ≈ fr:matches
max	max	2	en:maxed ~ fr:max ≈ en:max = fr:maximum ≈ en:maximum
maximum	maximum	2	en:maxed ~ fr:max ≈ en:max = fr:maximum ≈ en:maximum
meme	mimes	2	en:meme ≈ fr:mimes ~ fr:mime ≈ en:memes
memes	mime	2	en:meme ≈ fr:mimes ~ fr:mime ≈ en:memes
knives	naïve	2	en:naive ~ fr:naïve ≈ en:knives ~ en:knife ≈ fr:naïfs
net	nets	2	en:net ≈ fr:nets ~ en:nets ≈ fr:net
nets	net	2	en:net ≈ fr:nets ~ en:nets ≈ fr:net
offset	offset	2	en:offset ≈ fr:offset ~ en:strips ≈ fr:strip ~ en:strip
strips	strip	2	en:offset ≈ fr:offset ~ en:strips ≈ fr:strip ~ en:strip
oldest	elles est	2	en:oldest ≈ fr:elles est ~ fr:elles aise ≈ en:elders ~ en:elder
elders	elles aise	2	en:oldest ≈ fr:elles est ~ fr:elles aise ≈ en:elders ~ en:elder
caller	coller	2	en:paste = fr:coller ≈ en:caller ~ en:call ≈ fr:colle
pens	peine	2	en:penalty = fr:peine ≈ en:pens ~ en:pen ≈ fr:peines
pen	peines	2	en:penalty = fr:peine ≈ en:pens ~ en:pen ≈ fr:peines
picky	piquer	2	en:picked ~ en:pick ≈ fr:pique ~ fr:piquer ≈ en:picky ~ en:pickled
piece	pissent	2	en:pieced ≈ fr:pistent ~ fr:pissent ≈ en:piece
pieces	pis aise	2	en:pieces ≈ fr:pis aise ~ fr:pi ≈ en:pee = fr:pisse ≈ en:piece
pile	pâle	2	en:pile ≈ fr:pâle = en:pale ≈ fr:pl ~ en:pl ≈ fr:piles
pale	pl	2	en:pile ≈ fr:pâle = en:pale ≈ fr:pl ~ en:pl ≈ fr:piles
peek	piquent	2	en:piqued ~ fr:piquent ≈ en:peek ~ en:peeked ≈ fr:pique ~ en:piquet
peeked	pique	2	en:piqued ~ fr:piquent ≈ en:peek ~ en:peeked ≈ fr:pique ~ en:piquet
pease	pisse	2	en:piss ~ fr:pisse ≈ en:pease ~ en:peas ≈ fr:pisses
peas	pisses	2	en:piss ~ fr:pisse ≈ en:pease ~ en:peas ≈ fr:pisses
peas	pisse	2	en:piss ~ fr:pisse ≈ en:peas ~ en:pease ≈ fr:pisses
pease	pisses	2	en:piss ~ fr:pisse ≈ en:peas ~ en:pease ≈ fr:pisses
pissed	piste	2	en:piste ~ fr:piste ≈ en:pissed ~ fr:pisse ≈ en:piece ~ en:pieced ≈ fr:pistent
plants	place	2	en:place ~ fr:place ≈ en:plants ~ fr:plantes ≈ en:plot ~ en:plots ≈ fr:places
plot	plantes	2	en:place ~ fr:place ≈ en:plants ~ fr:plantes ≈ en:plot ~ en:plots ≈ fr:places
plea	plis	2	en:plea ≈ fr:plis ~ fr:plisse ≈ en:pleas
pleaded	plie	2	en:plead ~ en:pleaded ≈ fr:plie ~ fr:plisse ≈ en:pleat
pools	poules	2	en:pooch ~ fr:poules ≈ en:pools ~ en:pool ≈ fr:poule
pool	poule	2	en:pooch ~ fr:poules ≈ en:pools ~ en:pool ≈ fr:poule
pope	pop	2	en:pops = fr:pop ≈ en:pope = fr:pape ≈ en:pop
porters	pot aise	2	en:porters ≈ fr:pot aise ~ fr:potes ≈ en:porter
porter	potes	2	en:porters ≈ fr:pot aise ~ fr:potes ≈ en:porter
possess	paix ace	2	en:possess ≈ fr:paix ace ~ fr:paix est ≈ en:possessed ~ en:possesses
possession	paix échine	2	en:possession ≈ fr:paix échine ~ fr:paix est ≈ en:possessed ~ en:possesses
post	postes	2	en:posts = fr:postes ≈ en:post = fr:poste ≈ en:posted
posted	poste	2	en:posts = fr:postes ≈ en:post = fr:poste ≈ en:posted
pp	pipi	2	en:pp ≈ fr:pipi = en:pee ≈ fr:pis
pee	pis	2	en:pp ≈ fr:pipi = en:pee ≈ fr:pis
prayers	prêts	2	en:prayer ~ en:prayers ≈ fr:prêts ~ fr:prêt ≈ en:prep ~ fr:pré ≈ en:pray
prey	pré	2	en:predator ≈ fr:prêt tes ~ fr:prêt ≈ en:prep ~ fr:pré ≈ en:prey
prey	prés	2	en:predator ≈ fr:prêt tes ~ fr:prêt ≈ en:prep ~ fr:prés ≈ en:prey
prayed	pré	2	en:prep ~ fr:pré ≈ en:prayed ~ en:pray ≈ fr:prés
pressies	presse	2	en:presses ≈ fr:précise ~ fr:précis ≈ en:pressie ~ en:pressies ≈ fr:presse
professor	professe	2	en:professors ~ en:professor ≈ fr:professe ~ en:prof ≈ fr:prof ~ fr:profs
prof	prof	2	en:professors ~ en:professor ≈ fr:professe ~ en:prof ≈ fr:prof ~ fr:profs
proposals	proposent	2	en:proposal ~ fr:proposes ≈ en:propose ~ fr:proposent ≈ en:proposals
proposal	proposent	2	en:proposals ~ fr:proposes ≈ en:propose ~ fr:proposent ≈ en:proposal
prospects	prospects	2	en:prospect ~ fr:prospects ≈ en:prospects = fr:perspectives ≈ en:perspective ~ fr:perspective
perspective	perspectives	2	en:prospect ~ fr:prospects ≈ en:prospects = fr:perspectives ≈ en:perspective ~ fr:perspective
protects	protectrice	2	en:protective = fr:protectrice ≈ en:protects ~ en:protecting ≈ fr:protection
protecting	protection	2	en:protective = fr:protectrice ≈ en:protects ~ en:protecting ≈ fr:protection
protector	prêt excès	2	en:protector ≈ fr:prêt excès ~ fr:prêt excède ≈ en:protection ~ fr:schutz
protection	prêt excède	2	en:protector ≈ fr:prêt excès ~ fr:prêt excède ≈ en:protection ~ fr:schutz
proven	prouvant	2	en:proved ~ en:proves ≈ fr:prouve ~ fr:prouvant ≈ en:proven
quid	quid	2	en:quid ≈ fr:quid ~ en:quiche ≈ fr:quiche
court	quote	2	en:quote ~ fr:quote ≈ en:court ~ en:courts ≈ fr:cotes = en:quotes
courts	quote	2	en:quote ~ fr:quote ≈ en:courts ~ en:court ≈ fr:cotes = en:quotes
rale	réel	2	en:rails ~ en:rale ≈ fr:réel ~ fr:réelle ≈ en:rail
rail	réelle	2	en:rails ~ en:rale ≈ fr:réel ~ fr:réelle ≈ en:rail
red	raid	2	en:red ≈ fr:raid ~ fr:raids ≈ en:reds = fr:rouges
reds	raids	2	en:red ≈ fr:raid ~ fr:raids ≈ en:reds = fr:rouges
redden	reines	2	en:rendered ≈ fr:reines aide ~ fr:reines ≈ en:redden ~ fr:rendus
retailer	rient ailé	2	en:retail ~ en:retailer ≈ fr:rient ailé ~ fr:rient hélas ≈ en:retailers
retailers	rient hélas	2	en:retail ~ en:retailer ≈ fr:rient ailé ~ fr:rient hélas ≈ en:retailers
read	rides	2	en:ride ~ fr:rides ≈ en:read ~ en:reads ≈ fr:ride
reads	ride	2	en:ride ~ fr:rides ≈ en:read ~ en:reads ≈ fr:ride
rolled	rôles	2	en:roll ~ fr:roll ≈ en:role ~ fr:rôles ≈ en:rolled ~ fr:rolle
ruler	roule	2	en:ruler ≈ fr:roule ~ fr:roulé ≈ en:rule ~ fr:règle
rule	roulé	2	en:ruler ≈ fr:roule ~ fr:roulé ≈ en:rule ~ fr:règle
scene	seines	2	en:scene ≈ fr:seines ~ fr:seine ≈ en:scenes
scenes	seine	2	en:scene ≈ fr:seines ~ fr:seine ≈ en:scenes
scored	scores	2	en:score ~ fr:scores ≈ en:scored ~ fr:score ≈ en:scores
score	scores	2	en:scored ~ en:score ≈ fr:scores ~ en:scores ≈ fr:score
secondary	déconnent ri	2	en:secondary ≈ fr:déconnent ri ~ fr:déconnent lis ≈ en:secondly ~ en:secondment
secondly	déconnent lis	2	en:secondary ≈ fr:déconnent ri ~ fr:déconnent lis ≈ en:secondly ~ en:secondment
senses	sain six	2	en:senses ≈ fr:sain six ~ fr:six ≈ en:scenes ~ fr:scènes ≈ en:sense = fr:sens
scenes	six	2	en:senses ≈ fr:sain six ~ fr:six ≈ en:scenes ~ fr:scènes ≈ en:sense = fr:sens
sense	scènes	2	en:senses ≈ fr:sain six ~ fr:six ≈ en:scenes ~ fr:scènes ≈ en:sense = fr:sens
sharply	chie pli	2	en:sheered ~ en:sharply ≈ fr:chie pli ~ fr:chie ≈ en:sheer
sheer	chie	2	en:sheered ~ en:sharply ≈ fr:chie pli ~ fr:chie ≈ en:sheer
shekel	chèque	2	en:sheik = fr:cheik ≈ en:check = fr:chèque ≈ en:shekel ~ en:sheol
sketch	sketchs	2	en:sketch ≈ fr:sketchs ~ en:sketches ≈ fr:sketch
sketches	sketch	2	en:sketch ≈ fr:sketchs ~ en:sketches ≈ fr:sketch
sketch	scotch	2	en:sketches ~ en:sketch ≈ fr:scotch ~ en:scotch ≈ fr:sketch
scotch	sketch	2	en:sketches ~ en:sketch ≈ fr:scotch ~ en:scotch ≈ fr:sketch
ski	skies	2	en:skies ~ fr:skies ≈ en:ski ~ en:skiing ≈ fr:ski ~ fr:skien
slave	slaves	2	en:slavery ~ fr:slaves ≈ en:slave ~ fr:slave ≈ en:slaves
slaves	slave	2	en:slavery ~ fr:slaves ≈ en:slave ~ fr:slave ≈ en:slaves
stalky	stocker	2	en:stalky ≈ fr:stocker ~ fr:stockent ≈ en:stalk
sticker	steak	2	en:steak ~ fr:steak ≈ en:sticker ~ en:stickers ≈ fr:stick ~ en:stick ≈ fr:steaks
stickers	stick	2	en:steak ~ fr:steak ≈ en:sticker ~ en:stickers ≈ fr:stick ~ en:stick ≈ fr:steaks
stick	steaks	2	en:steak ~ fr:steak ≈ en:sticker ~ en:stickers ≈ fr:stick ~ en:stick ≈ fr:steaks
