tier	score	coverage	max_sub	en	fr_phrase	en_ipa
S	0.983	1.0	0.1	retrieve	rient rive	ɹɪtɹiːv
S	0.983	1.0	0.12	surrender	serein des	səɹɛndɐ
S	0.98	1.0	0.1	butcher	bout chez	bʊtʃɐ
S	0.98	1.0	0.12	costly	cassent lis	kɒstli
S	0.98	1.0	0.12	culture	calent chez	kʌltʃɐ
S	0.98	1.0	0.1	fourteen	faut in	fɔːtiːn
S	0.98	1.0	0.12	lastly	lancent lis	lɑːstli
S	0.98	1.0	0.12	lenses	laines aise	lɛnzɪz
S	0.98	1.0	0.12	mental	mènent elle	mɛntəl
S	0.98	1.0	0.12	plenty	plain tee	plɛnti
S	0.98	1.0	0.12	possessed	paix est	pəzɛst
S	0.98	1.0	0.12	reaches	rient chaise	ɹiːtʃɪz
S	0.98	1.0	0.1	resource	ries os	ɹɪzɔːs
S	0.98	1.0	0.1	richer	rient chez	ɹɪtʃɐ
S	0.98	1.0	0.12	settlers	sait lès	sɛtləz
S	0.98	1.0	0.1	shortly	chaud lis	ʃɔːtli
S	0.98	1.0	0.1	torture	tôt chez	tɔːtʃɐ
S	0.98	1.0	0.12	treason	tries haine	tɹiːzən
S	0.98	1.0	0.12	treated	trient aide	tɹiːtɪd
S	0.98	1.0	0.12	treaties	trient aise	tɹiːtɪz
S	0.979	1.0	0.15	footballer	fait bolée	fʊtbɔːlɐ
S	0.978	1.0	0.12	fortunately	faut chenet lis	fɔːtʃənətli
S	0.976	1.0	0.12	butler	bat les	bʌtlɐ
S	0.976	1.0	0.12	center	sain tes	sɛntɐ
S	0.976	1.0	0.12	diesel	dis elle	diːzəl
S	0.976	1.0	0.12	eastern	hissent haine	iːstən
S	0.976	1.0	0.12	friendships	freinent chips	fɹɛndʃɪps
S	0.976	1.0	0.12	letters	laid aise	lɛtəz
S	0.976	1.0	0.12	losers	loues aise	luːzəz
S	0.976	1.0	0.12	loses	loues aise	luːzɪz
S	0.976	1.0	0.12	metal	met elle	mɛtəl
S	0.976	1.0	0.12	pitcher	paient chez	pɪtʃɐ
S	0.976	1.0	0.12	possess	paix ace	pəzɛs
S	0.976	1.0	0.12	render	rhin des	ɹɛndɐ
S	0.976	1.0	0.12	season	scies haine	siːzən
S	0.976	1.0	0.12	seated	scient aide	siːtɪd
S	0.976	1.0	0.12	sensor	sain ses	sɛnsɐ
S	0.976	1.0	0.12	settle	sait elle	sɛtəl
S	0.976	1.0	0.12	setup	sait happe	sɛtʌp
S	0.976	1.0	0.12	teacher	dit chez	tiːtʃɐ
S	0.976	1.0	0.12	tender	tain des	tɛndɐ
S	0.976	1.0	0.12	vendor	vin des	vɛndɐ
S	0.975	1.0	0.15	football	fait bol	fʊtbɔːl
S	0.973	1.0	0.12	friendship	freinent chipe	fɹɛndʃɪp
S	0.97	1.0	0.12	passport	pas pote	pɑːspɔːt
S	0.97	1.0	0.12	question	coincent chaîne	kwɛstʃən
S	0.97	1.0	0.12	secretary	secret ri	sɛkɹətɹi
S	0.969	1.0	0.12	crystal	crissent elle	kɹɪstəl
S	0.969	1.0	0.12	disagree	dis aigri	dɪsɐɡɹiː
S	0.969	1.0	0.12	distress	dis tresses	dɪstɹɛs
S	0.969	1.0	0.12	dynasty	dîners tee	dɪnɐsti
S	0.969	1.0	0.12	exotic	exact hic	ɛɡzɒtɪk
S	0.967	1.0	0.12	fantastic	fanent aztèques	fɑːntæstɪk
S	0.966	1.0	0.12	central	sain troll	sɛntɹəl
S	0.966	1.0	0.12	clusters	classent aise	klʌstəz
S	0.966	1.0	0.12	customer	cassent aimé	kʌstəmɐ
S	0.966	1.0	0.24	gesture	jet chez	dʒɛstʃɐ
S	0.966	1.0	0.12	orchestra	hoquets trait	ɔːkɛstɹɐ
S	0.966	1.0	0.12	planted	planent aide	plæntɪd
S	0.966	1.0	0.12	printed	prennent aide	pɹɪntɪd
S	0.966	1.0	0.12	semester	sommets tes	səmɛstɐ
S	0.966	1.0	0.12	sensory	sain serez	sɛnsəɹi
S	0.966	1.0	0.12	softball	savent bol	sɒftbɔːl
S	0.966	1.0	0.12	suggest	sait geste	sədʒɛst
S	0.966	1.0	0.12	trusted	tracent aide	tɹʌstɪd
S	0.966	1.0	0.12	trustees	tracent hisse	tɹʌstiːz
S	0.964	1.0	0.12	desperately	dès paierait lis	dɛspəɹətli
S	0.964	1.0	0.12	faster	fats tes	fɑːstɐ
S	0.964	1.0	0.12	master	mas tes	mɑːstɐ
S	0.964	1.0	0.12	partly	bat lis	pɑːtli
S	0.964	1.0	0.12	partner	bat né	pɑːtnɐ
S	0.964	1.0	0.12	pasta	pas tes	pɑːstɐ
S	0.964	1.0	0.12	pastor	pas tes	pɑːstɐ
S	0.964	1.0	0.15	preaching	prient chine	pɹiːtʃɪŋ
S	0.964	0.9	0.24	presidency	près don ci	pɹɛzɪdənsi
S	0.963	1.0	0.12	fortress	faut rosse	fɔːtɹəs
S	0.963	1.0	0.12	pistol	pissent elle	pɪstəl
S	0.963	1.0	0.12	prison	pris haine	pɹɪzən
S	0.963	1.0	0.12	result	ries halte	ɹɪzʌlt
S	0.963	1.0	0.12	senses	sain six	sɛnsɪz
S	0.963	1.0	0.12	settling	sait ligne	sɛtlɪŋ
S	0.962	1.0	0.15	dementia	demain chez	dɪmɛnʃɐ
S	0.962	1.0	0.12	prejudice	prêt jouent hisse	pɹɛdʒuːdɪs
S	0.96	1.0	0.12	census	sain cesse	sɛnsəs
S	0.96	1.0	0.12	centers	sain thèse	sɛntəz
S	0.96	1.0	0.12	cluster	clés tes	klʌstɐ
S	0.96	1.0	0.24	confess	con fesses	kənfɛs
S	0.96	1.0	0.24	contractor	con tracter	kəntɹæktɐ
S	0.96	1.0	0.12	credited	crédit aide	kɹɛdɪtɪd
S	0.96	1.0	0.12	creditors	crédit aise	kɹɛdɪtəz
S	0.96	1.0	0.12	custom	cassent homme	kʌstəm
S	0.96	1.0	0.12	decorative	décret ive	dɛkɹətɪv
S	0.96	1.0	0.12	edited	aidait aide	ɛdɪtɪd
S	0.96	1.0	0.12	feedback	fient bac	fiːdbæk
S	0.96	1.0	0.24	firstly	foncent lis	fɜːstli
S	0.96	1.0	0.12	freedom	frit homme	fɹiːdəm
S	0.96	1.0	0.12	greeted	crient aide	ɡɹiːtɪd
S	0.96	1.0	0.12	instructor	haines tracter	ɪnstɹʌktɐ
S	0.96	1.0	0.12	itself	êtes elfes	ɪtsɛlf
S	0.96	1.0	0.12	legion	lient gêne	liːdʒən
S	0.96	1.0	0.12	listed	laissent aide	lɪstɪd
S	0.96	1.0	0.12	matches	mat chaise	mætʃɪz
S	0.96	1.0	0.12	mattress	mat rosse	mætɹəs
S	0.96	1.0	0.12	medicine	met scène	mɛdsən
S	0.96	1.0	0.12	mention	main chaîne	mɛnʃən
S	0.96	1.0	0.12	metric	met reg	mɛtɹɪk
S	0.96	1.0	0.12	monster	mânes tes	mɒnstɐ
S	0.96	1.0	0.12	obsessed	aubes est	ɒbsɛst
S	0.96	1.0	0.12	panties	pan thèse	pɑːntɪz
S	0.96	1.0	0.12	peaceful	pis folle	piːsfəl
S	0.96	1.0	0.12	pencil	peines elle	pɛnsəl
S	0.96	1.0	0.24	petrol	paient rôle	pɛtɹəl
S	0.96	1.0	0.12	pleaded	plient aide	pliːdɪd
S	0.96	1.0	0.12	protesters	prêtais thèse	pɹətɛstəz
S	0.96	1.0	0.24	reasonably	ries anobli	ɹiːzənəbli
S	0.96	1.0	0.12	region	rient gêne	ɹiːdʒən
S	0.96	1.0	0.12	rental	rhin tel	ɹɛntəl
S	0.96	1.0	0.24	restored	rincent ode	ɹɪstɔːd
S	0.96	1.0	0.12	sensors	sain seize	sɛnsəz
S	0.96	1.0	0.12	shelters	gèlent aise	ʃɛltəz
S	0.96	1.0	0.12	sixty	secs tee	sɪksti
S	0.96	1.0	0.12	softly	savent lis	sɒftli
S	0.96	1.0	0.12	succeed	secs ides	səksiːd
S	0.96	1.0	0.12	success	secs ace	səksɛs
S	0.96	1.0	0.12	system	cessent homme	sɪstəm
S	0.96	1.0	0.12	teachers	dit chaise	tiːtʃəz
S	0.96	1.0	0.12	teaches	dit chaise	tiːtʃɪz
S	0.96	1.0	0.12	tension	tain chaîne	tɛnʃən
S	0.96	1.0	0.24	tightly	taillent lis	taɪtli
S	0.96	1.0	0.12	trustee	trots tee	tɹʌstiː
S	0.96	1.0	0.12	western	ouais tonnes	wɛstən
S	0.96	1.0	0.12	yourself	ions elfes	jɔːsɛlf
S	0.959	1.0	0.15	expressing	exprès in	ɛkspɹɛsɪŋ
S	0.959	1.0	0.25	preferably	prêt repli	pɹɛfɹəbli
S	0.958	1.0	0.12	distract	dis tracts	dɪstɹækt
S	0.958	1.0	0.12	domestic	demains tic	dəmɛstɪk
S	0.958	1.0	0.12	fortunate	faut chaînette	fɔːtʃənət
S	0.958	1.0	0.15	freezing	frits in	fɹiːzɪŋ
S	0.958	1.0	0.15	pleasing	plies in	pliːzɪŋ
S	0.958	1.0	0.15	reaching	rient chine	ɹiːtʃɪŋ
S	0.958	1.0	0.12	sensitive	sain sait ive	sɛnsɪtɪv
S	0.958	1.0	0.15	sweating	souhait in	swɛtɪŋ
S	0.958	1.0	0.15	treating	trient in	tɹiːtɪŋ
S	0.957	1.0	0.12	fastest	fats test	fɑːstəst
S	0.957	1.0	0.12	podcast	pot caste	pɒdkɑːst
S	0.956	1.0	0.12	destructive	dis traquent ive	dɪstɹʌktɪv
S	0.956	1.0	0.12	disease	dis hisse	dɪziːz
S	0.956	0.9	0.12	estimated	estimait aide	ɛstɪmeɪtɪd
S	0.956	1.0	0.12	lawsuit	lots août	lɔːsuːt
S	0.956	1.0	0.12	mature	met chaud	mətʃɔː
S	0.956	1.0	0.12	mentor	main taux	mɛntɔː
S	0.956	1.0	0.12	portal	pot elle	pɔːtəl
S	0.956	1.0	0.12	receive	ries ive	ɹɪsiːv
S	0.956	1.0	0.12	tennis	tain hisse	tɛnɪs
S	0.956	1.0	0.12	vista	vis tes	vɪstɐ
S	0.956	1.0	0.12	written	rient haine	ɹɪtən
S	0.955	1.0	0.15	busted	baissent aide	bʌstɪd
S	0.955	1.0	0.15	centered	saignent aide	sɛntəd
S	0.955	1.0	0.12	forensic	forain sec	fəɹɛnsɪk
S	0.955	1.0	0.12	inspector	haines becqueter	ɪnspɛktɐ
S	0.955	1.0	0.12	policeman	polis mène	pəliːsmən
S	0.955	1.0	0.12	practiced	braquent est	pɹæktɪst
S	0.955	1.0	0.12	predators	prêtait aise	pɹɛdətəz
S	0.955	1.0	0.24	register	raids ester	ɹɛdʒɪstɐ
S	0.955	1.0	0.15	shotgun	chaud gaine	ʃɒtɡʌn
S	0.955	1.0	0.15	sunset	saines êtes	sʌnsɛt
S	0.955	1.0	0.15	venture	feignent chez	vɛntʃɐ
S	0.954	1.0	0.12	basket	bas quitte	bɑːskɪt
S	0.954	1.0	0.12	diseases	dis isis	dɪziːzɪz
S	0.954	1.0	0.12	distracted	dis traquent aide	dɪstɹæktɪd
S	0.954	1.0	0.12	restart	ries tâte	ɹɪstɑːt
S	0.954	1.0	0.2	routinely	ruent inouï	ɹuːtiːnli
S	0.954	1.0	0.25	stressful	stressent elle	stɹɛsfəl
S	0.953	0.91	0.15	distributor	dissent rebuter	dɪstɹɪbjuːtɐ
S	0.953	0.91	0.12	respiratory	respirait ri	ɹɪspɪɹətəɹi
S	0.952	1.0	0.12	acoustic	égouts tic	ɐkuːstɪk
S	0.952	1.0	0.12	attended	étain dites	ɐtɛndɪd
S	0.952	1.0	0.12	attending	étain digne	ɐtɛndɪŋ
S	0.952	1.0	0.12	baseball	pays bol	beɪsbɔːl
S	0.952	1.0	0.12	battle	bat elle	bætəl
S	0.952	1.0	0.12	bottle	bat elle	bɒtəl
S	0.952	1.0	0.12	causes	cons aise	kɔːzɪz
S	0.952	0.9	0.24	celebrities	célèbrent hisse	səlɛbɹɪtiz
S	0.952	1.0	0.12	certain	sait haine	sɜːtən
S	0.952	1.0	0.12	committed	commit aide	kəmɪtɪd
S	0.952	1.0	0.12	committees	commit hisse	kəmɪtiz
S	0.952	1.0	0.12	dancer	tan ses	dɑːnsɐ
S	0.952	1.0	0.12	daughters	dont aise	dɔːtəz
S	0.952	1.0	0.24	deadly	dès lis	dɛdli
S	0.952	1.0	0.12	defender	divin des	dɪfɛndɐ
S	0.952	1.0	0.12	discussed	dis caste	dɪskʌst
S	0.952	1.0	0.12	dusty	des tee	dʌsti
S	0.952	1.0	0.12	fitted	fait aide	fɪtɪd
S	0.952	1.0	0.12	leaders	lient aise	liːdəz
S	0.952	1.0	0.12	lesson	laids haine	lɛsən
S	0.952	1.0	0.12	matters	mat aise	mætəz
S	0.952	1.0	0.12	medal	met elle	mɛdəl
S	0.952	1.0	0.12	monitored	manient aide	mɒnɪtəd
S	0.952	1.0	0.12	needed	nid aide	niːdɪd
S	0.952	1.0	0.12	needle	nid elle	niːdəl
S	0.952	1.0	0.12	onset	ânes êtes	ɒnsɛt
S	0.952	1.0	0.12	pieces	pis aise	piːsɪz
S	0.952	1.0	0.12	piton	paient haine	pɪtən
S	0.952	1.0	0.24	pizza	peut ses	piːtsɐ
S	0.952	1.0	0.12	practice	braquent hisse	pɹæktɪs
S	0.952	0.9	0.12	prosperity	près perdit	pɹəspɛɹɪti
S	0.952	1.0	0.12	purchased	paient schiste	pɜːtʃɪsd
S	0.952	1.0	0.12	pursuit	paix août	pəsuːt
S	0.952	1.0	0.12	rapidly	répit lis	ɹæpɪdli
S	0.952	1.0	0.12	readers	rient aise	ɹiːdəz
S	0.952	1.0	0.12	relative	relaient ive	ɹɛlətɪv
S	0.952	1.0	0.12	retrieved	rient rift	ɹɪtɹiːvd
S	0.952	1.0	0.12	richest	rient geste	ɹɪtʃəst
S	0.952	1.0	0.12	rooted	ruent aide	ɹuːtɪd
S	0.952	1.0	0.12	rotten	rat haine	ɹɒtən
S	0.952	1.0	0.12	shattered	chat aide	ʃætəd
S	0.952	1.0	0.12	shooters	jouent aise	ʃuːtəz
S	0.952	1.0	0.12	sister	ces tes	sɪstɐ
S	0.952	1.0	0.12	sorted	sont aide	sɔːtɪd
S	0.952	1.0	0.12	subtle	saut elle	sʌtəl
S	0.952	1.0	0.12	successor	secs essaie	səksɛsɐ
S	0.952	1.0	0.24	tinder	tain des	tɪndɐ
S	0.952	1.0	0.12	toddler	tôt les	tɒdlɐ
S	0.952	1.0	0.12	wizard	ouais aide	wɪzəd
S	0.951	1.0	0.24	century	saignent chérie	sɛntʃəɹi
S	0.951	1.0	0.25	respectful	respectent elle	ɹɪspɛktfəl
S	0.95	1.0	0.12	bastard	passent aide	bɑːstəd
S	0.95	1.0	0.12	glasses	glass aise	ɡlɑːsɪz
S	0.95	1.0	0.24	largely	lads lis	lɑːdʒli
S	0.95	1.0	0.15	letting	laid in	lɛtɪŋ
S	0.95	1.0	0.15	seating	scient in	siːtɪŋ
S	0.95	1.0	0.15	setting	sait in	sɛtɪŋ
S	0.95	1.0	0.25	sixteen	fixent in	sɪkstiːn
S	0.949	1.0	0.24	anatomy	hennit omis	ɐnætəmi
S	0.949	1.0	0.24	arrested	hérissent aide	ɐɹɛstɪd
S	0.949	1.0	0.12	classroom	clans rhume	klɑːsɹuːm
S	0.949	1.0	0.24	confessed	con veste	kənfɛst
S	0.949	1.0	0.24	defeated	défient aide	dɪfiːtɪd
S	0.949	1.0	0.24	deleted	délit aide	dɪliːtɪd
S	0.949	1.0	0.24	dentist	donnent est	dɛntɪst
S	0.949	1.0	0.12	dreadful	trait folle	dɹɛdfəl
S	0.949	1.0	0.12	federal	fait airelles	fɛdəɹəl
S	0.949	1.0	0.12	largest	lent geste	lɑːdʒəst
S	0.949	1.0	0.12	mistress	mais tresses	mɪstɹəs
S	0.949	1.0	0.12	monsters	mânes thèse	mɒnstəz
S	0.949	1.0	0.12	princes	prennes aise	pɹɪnsɪz
S	0.949	1.0	0.12	productive	prêt active	pɹədʌktɪv
S	0.949	1.0	0.24	references	refrain six	ɹɛfɹənsɪz
S	0.949	1.0	0.24	repeated	répit aide	ɹɪpiːtɪd
S	0.949	1.0	0.24	sketches	skient chaise	skɛtʃɪz
S	0.949	1.0	0.12	targeted	tanguait aide	tɑːɡɪtɪd
S	0.949	1.0	0.24	treasurer	trais aurez	tɹɛʒəɹɐ
S	0.948	1.0	0.24	branches	bradent chaise	bɹɑːntʃɪz
S	0.948	1.0	0.15	casting	cassent in	kɑːstɪŋ
S	0.948	0.9	0.12	cholesterol	collais troll	kəlɛstəɹɒl
S	0.948	1.0	0.24	constructive	cannes traquent ive	kənstɹʌktɪv
S	0.947	1.0	0.2	beaches	but chaise	biːtʃɪz
S	0.947	1.0	0.24	excluded	exclus aide	ɛkskluːdɪd
S	0.947	1.0	0.24	exclusion	exclus haine	ɛkskluːʒən
S	0.947	1.0	0.25	fracture	traquent chez	fɹæktʃɐ
S	0.947	1.0	0.15	penguin	pain gouine	pɛŋɡwɪn
S	0.947	1.0	0.15	planting	planent in	plæntɪŋ
S	0.947	1.0	0.25	platform	plat sommes	plætfɔːm
S	0.947	1.0	0.12	potentially	potin joli	pətɛnʃəli
S	0.947	1.0	0.15	printing	prennent in	pɹɪntɪŋ
S	0.947	1.0	0.24	protected	prêt excède	pɹətɛktɪd
S	0.947	1.0	0.12	suspended	ces peinent aide	səspɛndɪd
S	0.947	1.0	0.12	suspension	ces pain chaîne	səspɛnʃən
S	0.947	1.0	0.15	switching	souhait chine	swɪtʃɪŋ
S	0.947	1.0	0.15	trusting	tracent in	tɹʌstɪŋ
S	0.946	1.0	0.12	artistic	attisent hic	ɑːtɪstɪk
S	0.946	1.0	0.24	centuries	saignent cerise	sɛntʃəɹɪz
S	0.946	0.9	0.12	legendary	laid gênent ri	lɛdʒəndəɹi
S	0.945	1.0	0.15	addresses	adrets aise	ɐdɹɛsɪz
S	0.945	1.0	0.15	amended	amènent aide	ɐmɛndɪd
S	0.945	0.91	0.15	frustrated	frais trait aide	fɹʌstɹeɪtɪd
S	0.945	1.0	0.12	mortality	mot alité	mɔːtælɪti
S	0.945	1.0	0.12	promises	promis aise	pɹɒmɪsɪz
S	0.945	1.0	0.15	releases	relis aise	ɹɪliːsɪz
S	0.945	1.0	0.15	ventures	feignent chaise	vɛntʃəz
S	0.944	1.0	0.12	bending	ben digne	bɛndɪŋ
S	0.944	1.0	0.12	beside	bis aède	bɪsaɪd
S	0.944	1.0	0.12	classic	clés hic	klæsɪk
S	0.944	1.0	0.24	clinic	clin hic	klɪnɪk
S	0.944	1.0	0.15	contested	cognent esthète	kəntɛstɪd
S	0.944	1.0	0.12	credit	créent êtes	kɹɛdɪt
S	0.944	1.0	0.12	dances	tan six	dɑːnsɪz
S	0.944	1.0	0.12	digit	dit jette	dɪdʒɪt
S	0.944	1.0	0.12	disorder	dis ondées	dɪsɔːdɐ
S	0.944	1.0	0.12	fifteen	vivent in	fɪftiːn
S	0.944	1.0	0.12	honesty	anis tee	ɒnɪsti
S	0.944	1.0	0.12	install	haines taule	ɪnstɔːl
S	0.944	1.0	0.12	lending	lin digne	lɛndɪŋ
S	0.944	1.0	0.12	pending	pain digne	pɛndɪŋ
S	0.944	1.0	0.12	pixel	pics elle	pɪksəl
S	0.944	1.0	0.12	preserve	pris ève	pɹɪsɜːv
S	0.944	1.0	0.12	resist	ries est	ɹɪsɪst
S	0.944	1.0	0.12	sending	sain digne	sɛndɪŋ
S	0.944	1.0	0.12	tended	tain dites	tɛndɪd
S	0.944	1.0	0.24	tortured	tôt chaude	tɔːtʃəd
S	0.944	1.0	0.12	wrestling	raies ligne	ɹɛslɪŋ
S	0.943	1.0	0.24	chemistry	commis tri	kɛmɪstɹi
S	0.943	1.0	0.24	detected	dit excède	dɪtɛktɪd
S	0.943	1.0	0.24	existed	exit aide	ɛɡzɪstɪd
S	0.943	1.0	0.24	industry	in haussent ri	ɪndʌstɹi
S	0.943	1.0	0.24	prisoners	prison aise	pɹɪzənəz
S	0.943	1.0	0.12	successes	secs incise	səksɛsɪz
S	0.943	1.0	0.24	transmit	traînes mythe	tɹænsmɪt
S	0.942	0.9	0.12	exercises	excès assise	ɛksəsaɪzɪz
S	0.942	0.9	0.24	prestigious	pressent jazz	pɹɛstɪdʒəs
S	0.942	1.0	0.24	restricted	ries trinquent aide	ɹɪstɹɪktɪd
S	0.941	1.0	0.25	preferences	prêt rhin six	pɹɛfɹənsɪz
S	0.941	1.0	0.15	restoring	ries taurine	ɹɪstɔːɹɪŋ
S	0.94	1.0	0.12	bedroom	paient rhume	bɛdɹuːm
S	0.94	1.0	0.12	broadly	prompt lis	bɹɔːdli
S	0.94	1.0	0.12	classes	clans aise	klɑːsɪz
S	0.94	1.0	0.24	condemn	con thème	kəndɛm
S	0.94	1.0	0.24	conductor	con dictée	kəndʌktɐ
S	0.94	1.0	0.12	dancers	tan seize	dɑːnsəz
S	0.94	1.0	0.12	dresses	drains aise	dɹɛsɪz
S	0.94	1.0	0.24	duchess	dit chaise	dʌtʃɛs
S	0.94	1.0	0.24	eldest	elles est	ɛldəst
S	0.94	1.0	0.24	endless	haines laisse	ɛndləs
S	0.94	1.0	0.24	engine	haines gêne	ɛndʒɪn
S	0.94	1.0	0.12	flooded	flot aide	flʌdɪd
S	0.94	1.0	0.12	funded	fanent aide	fʌndɪd
S	0.94	1.0	0.24	gladly	glass lis	ɡlædli
S	0.94	1.0	0.24	gorgeous	godes os	ɡɔːdʒəs
S	0.94	1.0	0.24	lecture	liguent chez	lɛktʃɐ
S	0.94	1.0	0.12	legit	laid jette	lədʒɪt
S	0.94	1.0	0.12	lenders	lin dos	lɛndəz
S	0.94	1.0	0.12	modest	mot est	mɒdəst
S	0.94	1.0	0.24	mysteries	mais cerise	mɪstəɹiz
S	0.94	1.0	0.24	network	nid wok	nɛtwɜːk
S	0.94	1.0	0.24	offender	afin des	əfɛndɐ
S	0.94	1.0	0.12	parcel	pas elle	pɑːsəl
S	0.94	1.0	0.12	passes	pas aise	pɑːsɪz
S	0.94	1.0	0.24	printer	brin tes	pɹɪntɐ
S	0.94	1.0	0.12	professors	brevets aise	pɹəfɛsəz
S	0.94	1.0	0.24	protector	prêt excès	pɹətɛktɐ
S	0.94	1.0	0.24	rendered	reines aide	ɹɛndəd
S	0.94	1.0	0.12	rented	rhin tête	ɹɛntɪd
S	0.94	0.9	0.12	residential	raies tain gel	ɹɛzɪdɛnʃəl
S	0.94	1.0	0.24	scattered	skient aide	skætəd
S	0.94	1.0	0.24	senator	sain été	sɛnətɐ
S	0.94	1.0	0.24	settled	sait halte	sɛtəld
S	0.94	1.0	0.24	seventeen	siphonnent in	sɛvəntiːn
S	0.94	1.0	0.24	tested	cessent aide	tɛstɪd
S	0.94	1.0	0.24	title	taillent elle	taɪtəl
S	0.94	1.0	0.24	transmitted	traînes met aide	tɹænsmɪtɪd
S	0.94	1.0	0.24	treasures	trais aise	tɹɛʒəz
S	0.94	1.0	0.24	twenty	soin tee	twɛnti
S	0.94	1.0	0.12	vendors	vin dos	vɛndəz
S	0.939	0.9	0.12	communities	communient hisse	kəmjuːnɪtiz
S	0.939	1.0	0.24	controversy	cognent revêtit	kɒntɹəvɜːsi
S	0.939	1.0	0.15	decreasing	décris in	diːkɹiːsɪŋ
S	0.939	1.0	0.25	verified	verrait aède	vɛɹɪfaɪd
S	0.938	1.0	0.25	briefly	prient lis	bɹiːfli
S	0.938	1.0	0.15	costing	cassent in	kɒstɪŋ
S	0.938	1.0	0.12	disgusting	dis casting	dɪsɡʌstɪŋ
S	0.938	1.0	0.15	editing	aidait in	ɛdɪtɪŋ
S	0.938	0.91	0.2	exclusively	exclus flux	ɛkskluːsɪvli
S	0.938	1.0	0.15	greeting	crient in	ɡɹiːtɪŋ
S	0.938	1.0	0.15	teaching	dit chine	tiːtʃɪŋ
S	0.937	1.0	0.24	aesthetic	hissent éthique	iːsθɛtɪk
S	0.937	1.0	0.12	policies	polis aise	pɒlɪsɪz
S	0.936	1.0	0.24	perspective	paix piquent ive	pəspɛktɪv
S	0.936	1.0	0.24	suspected	ces pectine	səspɛktɪd
S	0.935	1.0	0.12	assaulted	isolent aide	ɐsɒltɪd
S	0.935	1.0	0.24	bridges	brides aise	bɹɪdʒɪz
S	0.935	1.0	0.24	colonies	colin aise	kɒlənɪz
S	0.935	1.0	0.12	density	tain cité	dɛnsɪti
S	0.935	1.0	0.24	dismissed	dis must	dɪsmɪst
S	0.935	1.0	0.24	foreigners	forain aise	fɒɹənəz
S	0.935	1.0	0.24	monthly	mènent lis	mʌnθli
S	0.935	1.0	0.12	origin	aurait gêne	ɒɹɪdʒɪn
S	0.935	1.0	0.24	receptor	ries opté	ɹɪsɛptɐ
S	0.935	1.0	0.24	withdrawal	ouais drôle	wɪðdɹɔːl
S	0.934	1.0	0.24	conclusion	con clous haine	kənkluːʒən
S	0.934	0.91	0.24	frustrating	pressent rétine	fɹʌstɹeɪtɪŋ
S	0.934	1.0	0.24	sovereignty	savarin tee	sɒvəɹɪnti
S	0.934	1.0	0.24	suggested	cèdes esthète	sədʒɛstɪd
S	0.933	1.0	0.15	committing	commit in	kəmɪtɪŋ
S	0.933	1.0	0.24	excluding	exclus in	ɛkskluːdɪŋ
S	0.932	1.0	0.12	academy	égaient omis	ɐkædəmi
S	0.932	1.0	0.24	affected	évoquent aide	ɐfɛktɪd
S	0.932	1.0	0.24	certainty	sait ensi	sɜːtənti
S	0.932	1.0	0.24	concealed	con tilde	kənsiːld
S	0.932	1.0	0.24	concept	cannes opte	kɒnsɛpt
S	0.932	1.0	0.24	conclude	con claude	kənkluːd
S	0.932	1.0	0.24	exodus	excès os	ɛksədəs
S	0.932	1.0	0.12	forces	faux aise	fɔːsɪz
S	0.932	1.0	0.12	granted	cran tête	ɡɹɑːntɪd
S	0.932	1.0	0.24	indeed	in ides	ɪndiːd
S	0.932	1.0	0.24	installed	haines solde	ɪnstɔːld
S	0.932	1.0	0.24	interest	aident reste	ɪntɹəst
S	0.932	1.0	0.24	internet	aident honnête	ɪntənɛt
S	0.932	1.0	0.24	lectures	liguent chaise	lɛktʃəz
S	0.932	1.0	0.24	northwest	nœud ouest	nɔːθwɛst
S	0.932	1.0	0.24	penalty	pain haleter	pɛnəlti
S	0.932	1.0	0.24	personnel	pinson elle	pɜːsənɛl
S	0.932	1.0	0.24	product	pros acte	pɹɒdʌkt
S	0.932	1.0	0.24	quantum	quad homme	kwɒntəm
S	0.932	1.0	0.12	remedies	remet hisse	ɹɛmədiz
S	0.932	1.0	0.24	reporters	répond aise	ɹɪpɔːtəz
S	0.932	0.9	0.24	separated	séparait aide	sɛpəɹeɪtɪd
S	0.931	1.0	0.24	bathroom	bat rhume	bɑːθɹuːm
S	0.931	1.0	0.24	cardboard	cas botte	kɑːdbɔːd
S	0.931	1.0	0.12	partners	bat noces	pɑːtnəz
S	0.93	1.0	0.25	defeat	dit hit	dɪfiːt
S	0.93	1.0	0.12	defended	divin dites	dɪfɛndɪd
S	0.93	1.0	0.12	defending	divin digne	dɪfɛndɪŋ
S	0.93	1.0	0.24	extraordinary	extrait ignorer	ɛkstɹɔːdɪnəɹi
S	0.93	1.0	0.12	preceded	pris édite	pɹɪsiːdɪd
S	0.93	0.9	0.12	proximity	braques midi	pɹɒksɪmɪti
S	0.93	1.0	0.15	requested	recoins tête	ɹɪkwɛstɪd
S	0.93	1.0	0.24	spreading	sprays in	spɹɛdɪŋ
S	0.93	1.0	0.24	transported	traînes petite	tɹænspɔːtɪd
S	0.93	1.0	0.15	whichever	huit cheveux	wɪtʃɛvɐ
S	0.929	1.0	0.12	borders	bond aise	bɔːdəz
S	0.929	1.0	0.12	cartoon	gand un	kɑːtuːn
S	0.929	1.0	0.24	edges	aides aise	ɛdʒɪz
