a	b	hops	quality	subchain
fr:rient ailé	fr:histoires	4	0.944	~ fr:rient ailé ≈ en:retailer fr:store ≈ en:story ~ fr:histoires
en:retailer	en:story	2	0.944	≈ en:retailer ~ fr:store ≈ en:story
en:retailer	fr:histoires	3	0.944	≈ en:retailer ~ fr:store ≈ en:story fr:histoires
fr:store	fr:histoires	2	0.944	~ fr:store ≈ en:story ~ fr:histoires
en:revival	fr:cannes elle	2	0.944	en:revival ≈ fr:rivas elle ~ fr:cannes elle
en:revival	en:council	3	0.944	en:revival ≈ fr:rivas elle ~ fr:cannes elle ≈ en:council
en:revival	fr:conseil	4	0.944	en:revival ≈ fr:rivas elle ~ fr:cannes elle ≈ en:council = fr:conseil
fr:rivas elle	en:council	2	0.944	≈ fr:rivas elle fr:cannes elle ≈ en:council
fr:rivas elle	fr:conseil	3	0.944	≈ fr:rivas elle fr:cannes elle ≈ en:council = fr:conseil
fr:cannes elle	fr:conseil	2	0.944	~ fr:cannes elle ≈ en:council fr:conseil
en:route	fr:route	3	0.944	~ en:route ≈ fr:routes ~ en:routes fr:route
en:routeing	fr:route	4	0.944	≈ en:routeing ~ en:route fr:routes ~ en:routes ≈ fr:route
en:routine	fr:route	6	0.944	en:routine ~ fr:routine ≈ en:routeing ~ en:route ≈ fr:routes ~ en:routes ≈ fr:route
fr:routine	fr:route	5	0.944	~ fr:routine en:routeing ~ en:route ≈ fr:routes ~ en:routes ≈ fr:route
en:routine	en:routeing	2	0.944	en:routine ~ fr:routine ≈ en:routeing
en:routine	en:routes	5	0.944	en:routine ~ fr:routine ≈ en:routeing ~ en:route ≈ fr:routes ~ en:routes
fr:routine	en:routes	4	0.944	~ fr:routine en:routeing ~ en:route ≈ fr:routes ~ en:routes
en:routeing	fr:routes	2	0.944	≈ en:routeing ~ en:route fr:routes
en:routeing	en:routes	3	0.944	≈ en:routeing ~ en:route fr:routes ~ en:routes
en:sells	fr:tome	3	0.944	en:sells ~ en:sell ≈ fr:selle ~ fr:tome
en:seamy	fr:commentateur	6	0.944	en:seamy ≈ fr:chimie ~ en:chemistry ≈ fr:commis tri ~ fr:commun tri ≈ en:commentary ~ fr:commentateur
en:sells	en:storm	4	0.944	en:sells ~ en:sell ≈ fr:selle ~ fr:tome ≈ en:storm
en:sells	fr:storm	5	0.944	en:sells ~ en:sell ≈ fr:selle ~ fr:tome ≈ en:storm ~ fr:storm
en:sells	fr:selle	2	0.944	en:sells ~ en:sell ≈ fr:selle
en:settled	en:wrestling	4	0.944	en:settled ~ en:settling ≈ fr:sait ligne ~ fr:raies ligne ≈ en:wrestling
en:settled	en:wrestle	5	0.944	en:settled ~ en:settling ≈ fr:sait ligne ~ fr:raies ligne ≈ en:wrestling ~ en:wrestle
en:settled	fr:recèle	6	0.944	en:settled ~ en:settling ≈ fr:sait ligne ~ fr:raies ligne ≈ en:wrestling ~ en:wrestle ≈ fr:recèle
en:software	fr:connaitre	2	0.944	en:software ≈ fr:savent ouais ~ fr:connaitre
en:sort	en:sorted	2	0.944	en:sort ≈ fr:sortent ~ en:sorted
en:sort	fr:devait aide	4	0.944	en:sort ≈ fr:sortent ~ en:sorted ≈ fr:sont aide ~ fr:devait aide
en:sort	en:devoted	5	0.944	en:sort ≈ fr:sortent ~ en:sorted ≈ fr:sont aide ~ fr:devait aide ≈ en:devoted
en:sort	fr:dévouée	6	0.944	en:sort ≈ fr:sortent ~ en:sorted ≈ fr:sont aide ~ fr:devait aide ≈ en:devoted = fr:dévouée
fr:sortent	fr:devait aide	3	0.944	≈ fr:sortent en:sorted ≈ fr:sont aide ~ fr:devait aide
fr:sortent	en:devoted	4	0.944	≈ fr:sortent en:sorted ≈ fr:sont aide ~ fr:devait aide ≈ en:devoted
fr:sortent	fr:dévouée	5	0.944	≈ fr:sortent en:sorted ≈ fr:sont aide ~ fr:devait aide ≈ en:devoted = fr:dévouée
en:sorted	fr:devait aide	2	0.944	~ en:sorted ≈ fr:sont aide fr:devait aide
en:sorted	en:devoted	3	0.944	~ en:sorted ≈ fr:sont aide fr:devait aide ≈ en:devoted
en:sorted	fr:dévouée	4	0.944	~ en:sorted ≈ fr:sont aide fr:devait aide ≈ en:devoted = fr:dévouée
fr:sont aide	en:devoted	2	0.944	≈ fr:sont aide ~ fr:devait aide ≈ en:devoted
fr:sont aide	fr:dévouée	3	0.944	≈ fr:sont aide ~ fr:devait aide ≈ en:devoted fr:dévouée
en:sort	fr:dévoués	6	0.944	en:sort ≈ fr:sortent ~ en:sorted ≈ fr:sont aide ~ fr:devait aide ≈ en:devoted = fr:dévoués
fr:sortent	fr:dévoués	5	0.944	≈ fr:sortent en:sorted ≈ fr:sont aide ~ fr:devait aide ≈ en:devoted = fr:dévoués
en:sorted	fr:dévoués	4	0.944	~ en:sorted ≈ fr:sont aide fr:devait aide ≈ en:devoted = fr:dévoués
fr:sont aide	fr:dévoués	3	0.944	≈ fr:sont aide ~ fr:devait aide ≈ en:devoted fr:dévoués
en:sort	fr:dévoué	6	0.944	en:sort ≈ fr:sortent ~ en:sorted ≈ fr:sont aide ~ fr:devait aide ≈ en:devoted = fr:dévoué
fr:sortent	fr:dévoué	5	0.944	≈ fr:sortent en:sorted ≈ fr:sont aide ~ fr:devait aide ≈ en:devoted = fr:dévoué
en:sorted	fr:dévoué	4	0.944	~ en:sorted ≈ fr:sont aide fr:devait aide ≈ en:devoted = fr:dévoué
fr:sont aide	fr:dévoué	3	0.944	≈ fr:sont aide ~ fr:devait aide ≈ en:devoted fr:dévoué
fr:devait aide	fr:dévoué	2	0.944	~ fr:devait aide ≈ en:devoted = fr:dévoué
en:wrestler	fr:raies ligne	2	0.944	en:wrestler ~ en:wrestling ≈ fr:raies ligne
en:temperature	fr:tain prêt chaise	2	0.944	en:temperature ~ en:temperatures ≈ fr:tain prêt chaise
en:temperature	fr:con taie	3	0.944	en:temperature ~ en:temperatures ≈ fr:tain prêt chaise ~ fr:con taie
en:temperature	en:conte	4	0.944	en:temperature ~ en:temperatures ≈ fr:tain prêt chaise ~ fr:con taie ≈ en:conte
en:temperature	fr:conte	5	0.944	en:temperature ~ en:temperatures ≈ fr:tain prêt chaise ~ fr:con taie ≈ en:conte ~ fr:conte
en:temperatures	fr:con taie	2	0.944	~ en:temperatures fr:tain prêt chaise ~ fr:con taie
en:temperatures	en:conte	3	0.944	~ en:temperatures fr:tain prêt chaise ~ fr:con taie ≈ en:conte
en:temperatures	fr:conte	4	0.944	~ en:temperatures fr:tain prêt chaise ~ fr:con taie ≈ en:conte ~ fr:conte
fr:tain prêt chaise	en:conte	2	0.944	≈ fr:tain prêt chaise ~ fr:con taie en:conte
fr:tain prêt chaise	fr:conte	3	0.944	≈ fr:tain prêt chaise ~ fr:con taie en:conte ~ fr:conte
en:terror	fr:terre	2	0.944	~ en:terror ≈ fr:terres ~ fr:terre
en:terrorism	fr:terres	2	0.944	≈ en:terrorism ~ en:terror ≈ fr:terres
en:terrorism	fr:terre	3	0.944	≈ en:terrorism ~ en:terror ≈ fr:terres fr:terre
en:tourism	fr:terre	6	0.944	en:tourism ≈ fr:tords homme ~ fr:terreurs homme ≈ en:terrorism ~ en:terror ≈ fr:terres ~ fr:terre
fr:tords homme	fr:terre	5	0.944	≈ fr:tords homme fr:terreurs homme ≈ en:terrorism ~ en:terror ≈ fr:terres ~ fr:terre
fr:terreurs homme	fr:terre	4	0.944	~ fr:terreurs homme ≈ en:terrorism en:terror ≈ fr:terres ~ fr:terre
en:tourism	fr:terres	5	0.944	en:tourism ≈ fr:tords homme ~ fr:terreurs homme ≈ en:terrorism ~ en:terror ≈ fr:terres
fr:tords homme	fr:terres	4	0.944	≈ fr:tords homme fr:terreurs homme ≈ en:terrorism ~ en:terror ≈ fr:terres
fr:terreurs homme	fr:terres	3	0.944	~ fr:terreurs homme ≈ en:terrorism en:terror ≈ fr:terres
en:transmitted	fr:plient aide	2	0.944	en:transmitted ≈ fr:traînes met aide ~ fr:plient aide
en:transmitted	en:pleaded	3	0.944	en:transmitted ≈ fr:traînes met aide ~ fr:plient aide ≈ en:pleaded
en:transmitted	en:plead	4	0.944	en:transmitted ≈ fr:traînes met aide ~ fr:plient aide ≈ en:pleaded ~ en:plead
en:transmitted	fr:plaide	5	0.944	en:transmitted ≈ fr:traînes met aide ~ fr:plient aide ≈ en:pleaded ~ en:plead ≈ fr:plaide
en:transmitted	fr:plaies	6	0.944	en:transmitted ≈ fr:traînes met aide ~ fr:plient aide ≈ en:pleaded ~ en:plead ≈ fr:plaide ~ fr:plaies
fr:traînes met aide	en:pleaded	2	0.944	≈ fr:traînes met aide fr:plient aide ≈ en:pleaded
fr:traînes met aide	en:plead	3	0.944	≈ fr:traînes met aide fr:plient aide ≈ en:pleaded ~ en:plead
fr:traînes met aide	fr:plaide	4	0.944	≈ fr:traînes met aide fr:plient aide ≈ en:pleaded ~ en:plead ≈ fr:plaide
fr:traînes met aide	fr:plaies	5	0.944	≈ fr:traînes met aide fr:plient aide ≈ en:pleaded ~ en:plead ≈ fr:plaide ~ fr:plaies
en:transmitted	fr:poilu	6	0.944	en:transmitted ≈ fr:traînes met aide ~ fr:plient aide ≈ en:pleaded ~ en:plead ≈ fr:plaide ~ fr:poilu
fr:traînes met aide	fr:poilu	5	0.944	≈ fr:traînes met aide fr:plient aide ≈ en:pleaded ~ en:plead ≈ fr:plaide ~ fr:poilu
en:anatomy	fr:omis	2	0.943	en:anatomy ≈ fr:hennit omis ~ fr:omis
en:boots	en:porting	2	0.943	en:boots = fr:bottines ≈ en:porting
en:boots	en:ported	3	0.943	en:boots = fr:bottines ≈ en:porting ~ en:ported
en:boots	fr:petite	4	0.943	en:boots = fr:bottines ≈ en:porting ~ en:ported ≈ fr:petite
en:boots	en:petite	5	0.943	en:boots = fr:bottines ≈ en:porting ~ en:ported ≈ fr:petite ~ en:petite
en:boots	fr:petites	6	0.943	en:boots = fr:bottines ≈ en:porting ~ en:ported ≈ fr:petite ~ en:petite ≈ fr:petites
fr:bottines	en:ported	2	0.943	= fr:bottines en:porting ~ en:ported
fr:bottines	fr:petite	3	0.943	= fr:bottines en:porting ~ en:ported ≈ fr:petite
fr:bottines	en:petite	4	0.943	= fr:bottines en:porting ~ en:ported ≈ fr:petite ~ en:petite
fr:bottines	fr:petites	5	0.943	= fr:bottines en:porting ~ en:ported ≈ fr:petite ~ en:petite ≈ fr:petites
en:bread	en:suspension	2	0.943	en:bread ~ fr:ces pain chaîne ≈ en:suspension
en:bread	fr:suspension	3	0.943	en:bread ~ fr:ces pain chaîne ≈ en:suspension ~ fr:suspension
fr:ces pain chaîne	fr:suspension	2	0.943	~ fr:ces pain chaîne en:suspension ~ fr:suspension
en:kissed	fr:quais aise	2	0.943	en:kissed ~ en:kisses ≈ fr:quais aise
en:kissed	fr:lient aise	3	0.943	en:kissed ~ en:kisses ≈ fr:quais aise ~ fr:lient aise
en:chest	fr:diy	6	0.943	en:chest ≈ fr:tests ~ fr:testes ≈ en:test ~ fr:test ≈ en:dissed ~ fr:diy
fr:tests	fr:diy	5	0.943	≈ fr:tests fr:testes ≈ en:test ~ fr:test ≈ en:dissed ~ fr:diy
fr:testes	fr:diy	4	0.943	~ fr:testes ≈ en:test fr:test ≈ en:dissed ~ fr:diy
en:clem	en:cluck	4	0.943	en:clem ~ en:clam ≈ fr:clame ~ fr:claque ≈ en:cluck
en:clem	fr:clous	5	0.943	en:clem ~ en:clam ≈ fr:clame ~ fr:claque ≈ en:cluck ~ fr:clous
en:clem	fr:clope	5	0.943	en:clem ~ en:clam ≈ fr:clame ~ fr:claque ≈ en:cluck ~ fr:clope
en:clam	fr:clope	4	0.943	~ en:clam fr:clame ~ fr:claque ≈ en:cluck ~ fr:clope
fr:clame	fr:clope	3	0.943	≈ fr:clame ~ fr:claque en:cluck ~ fr:clope
fr:claque	fr:clope	2	0.943	~ fr:claque ≈ en:cluck ~ fr:clope
en:clews	fr:indice	4	0.943	en:clews ≈ fr:cluses ~ fr:clous ≈ en:clue = fr:indice
en:clews	en:eddies	5	0.943	en:clews ≈ fr:cluses ~ fr:clous ≈ en:clue = fr:indice ≈ en:eddies
en:clews	fr:eddie	6	0.943	en:clews ≈ fr:cluses ~ fr:clous ≈ en:clue = fr:indice ≈ en:eddies ~ fr:eddie
fr:cluses	fr:indice	3	0.943	≈ fr:cluses fr:clous ≈ en:clue = fr:indice
fr:cluses	en:eddies	4	0.943	≈ fr:cluses fr:clous ≈ en:clue = fr:indice ≈ en:eddies
fr:cluses	fr:eddie	5	0.943	≈ fr:cluses fr:clous ≈ en:clue = fr:indice ≈ en:eddies ~ fr:eddie
fr:clous	en:eddies	3	0.943	~ fr:clous ≈ en:clue fr:indice ≈ en:eddies
fr:clous	fr:eddie	4	0.943	~ fr:clous ≈ en:clue fr:indice ≈ en:eddies ~ fr:eddie
en:clue	en:eddies	2	0.943	≈ en:clue = fr:indice ≈ en:eddies
en:clue	fr:eddie	3	0.943	≈ en:clue = fr:indice ≈ en:eddies fr:eddie
fr:indice	fr:eddie	2	0.943	= fr:indice ≈ en:eddies ~ fr:eddie
en:clothes	en:line	2	0.943	en:clothes ~ fr:lacs haines ≈ en:line
en:cloth	en:tissue	2	0.943	en:cloth = fr:tissu ≈ en:tissue
en:cloth	fr:tissus	3	0.943	en:cloth = fr:tissu ≈ en:tissue ~ fr:tissus
fr:tissu	fr:tissus	2	0.943	= fr:tissu en:tissue ~ fr:tissus
en:clothes	en:liner	4	0.943	en:clothes ~ fr:lacs haines ≈ en:line ~ fr:line ≈ en:liner
en:clothes	fr:liner	5	0.943	en:clothes ~ fr:lacs haines ≈ en:line ~ fr:line ≈ en:liner ~ fr:liner
en:truly	fr:trousses	2	0.943	en:truly ≈ fr:trous lies ~ fr:trousses
en:consumers	fr:soumises	2	0.943	en:consumers ≈ fr:con soumise ~ fr:soumises
en:cooper	en:coupe	2	0.943	en:cooper ≈ fr:coupe ~ en:coupe
en:cooper	fr:coupent	3	0.943	en:cooper ≈ fr:coupe ~ en:coupe ≈ fr:coupent
en:cooper	fr:coupant	4	0.943	en:cooper ≈ fr:coupe ~ en:coupe ≈ fr:coupent ~ fr:coupant
en:cooper	en:coupon	5	0.943	en:cooper ≈ fr:coupe ~ en:coupe ≈ fr:coupent ~ fr:coupant ≈ en:coupon
en:cooper	fr:coupon	6	0.943	en:cooper ≈ fr:coupe ~ en:coupe ≈ fr:coupent ~ fr:coupant ≈ en:coupon ~ fr:coupon
fr:coupe	en:coupon	4	0.943	≈ fr:coupe en:coupe ≈ fr:coupent ~ fr:coupant ≈ en:coupon
fr:coupe	fr:coupon	5	0.943	≈ fr:coupe en:coupe ≈ fr:coupent ~ fr:coupant ≈ en:coupon ~ fr:coupon
en:coupe	en:coupon	3	0.943	~ en:coupe ≈ fr:coupent fr:coupant ≈ en:coupon
en:coupe	fr:coupon	4	0.943	~ en:coupe ≈ fr:coupent fr:coupant ≈ en:coupon ~ fr:coupon
fr:coupent	en:coupon	2	0.943	≈ fr:coupent ~ fr:coupant ≈ en:coupon
fr:coupent	fr:coupon	3	0.943	≈ fr:coupent ~ fr:coupant ≈ en:coupon fr:coupon
fr:coupant	fr:coupon	2	0.943	~ fr:coupant ≈ en:coupon ~ fr:coupon
en:coup	en:coupon	5	0.943	en:coup ≈ fr:coupe ~ en:coupe ≈ fr:coupent ~ fr:coupant ≈ en:coupon
en:coup	fr:coupon	6	0.943	en:coup ≈ fr:coupe ~ en:coupe ≈ fr:coupent ~ fr:coupant ≈ en:coupon ~ fr:coupon
en:dances	en:sees	3	0.943	en:dances ≈ fr:tan six ~ fr:six ≈ en:sees
en:dances	en:seen	4	0.943	en:dances ≈ fr:tan six ~ fr:six ≈ en:sees ~ en:seen
en:dances	fr:hans	6	0.943	en:dances ≈ fr:tan six ~ fr:six ≈ en:sees ~ en:seen ≈ fr:seine ~ fr:hans
fr:tan six	en:sees	2	0.943	≈ fr:tan six fr:six ≈ en:sees
fr:tan six	en:seen	3	0.943	≈ fr:tan six fr:six ≈ en:sees ~ en:seen
fr:tan six	fr:hans	5	0.943	≈ fr:tan six fr:six ≈ en:sees ~ en:seen ≈ fr:seine ~ fr:hans
en:daughter	fr:voyelles	2	0.943	en:daughter ≈ fr:dors ~ fr:voyelles
en:deceive	fr:ries ive	2	0.943	en:deceive ≈ fr:dis ive ~ fr:ries ive
en:deceive	en:receive	3	0.943	en:deceive ≈ fr:dis ive ~ fr:ries ive ≈ en:receive
en:deceive	fr:reçois	4	0.943	en:deceive ≈ fr:dis ive ~ fr:ries ive ≈ en:receive = fr:reçois
fr:dis ive	en:receive	2	0.943	≈ fr:dis ive fr:ries ive ≈ en:receive
fr:dis ive	fr:reçois	3	0.943	≈ fr:dis ive fr:ries ive ≈ en:receive = fr:reçois
fr:ries ive	fr:reçois	2	0.943	~ fr:ries ive ≈ en:receive fr:reçois
en:deceive	fr:reçoivent	4	0.943	en:deceive ≈ fr:dis ive ~ fr:ries ive ≈ en:receive = fr:reçoivent
fr:dis ive	fr:reçoivent	3	0.943	≈ fr:dis ive fr:ries ive ≈ en:receive = fr:reçoivent
fr:ries ive	fr:reçoivent	2	0.943	~ fr:ries ive ≈ en:receive fr:reçoivent
en:deceive	fr:recevez	4	0.943	en:deceive ≈ fr:dis ive ~ fr:ries ive ≈ en:receive = fr:recevez
fr:dis ive	fr:recevez	3	0.943	≈ fr:dis ive fr:ries ive ≈ en:receive = fr:recevez
fr:ries ive	fr:recevez	2	0.943	~ fr:ries ive ≈ en:receive fr:recevez
en:poop	fr:crosse	6	0.943	en:poop = fr:crotte ≈ en:crossed ~ en:crosse ≈ fr:cross ~ en:cross ≈ fr:crosse
fr:crotte	fr:crosse	5	0.943	= fr:crotte en:crossed ~ en:crosse ≈ fr:cross ~ en:cross ≈ fr:crosse
en:doubt	fr:produites	3	0.943	en:doubt = fr:douter ≈ en:tooter ~ fr:produites
fr:douter	fr:produites	2	0.943	= fr:douter en:tooter ~ fr:produites
fr:troupes	en:troop	2	0.943	≈ fr:troupes fr:troupe ≈ en:troop
fr:troupes	en:troops	3	0.943	≈ fr:troupes fr:troupe ≈ en:troop ~ en:troops
fr:troupes	fr:trousse	4	0.943	≈ fr:troupes fr:troupe ≈ en:troop ~ en:troops ≈ fr:trousse
fr:troupes	fr:fourrés	5	0.943	≈ fr:troupes fr:troupe ≈ en:troop ~ en:troops ≈ fr:trousse ~ fr:fourrés
en:sex	fr:secte	4	0.943	≈ en:sex ~ fr:sexe en:sicks ~ en:sicked ≈ fr:secte
en:feel	fr:filer	2	0.943	~ en:feel ≈ fr:files ~ fr:filer
en:felt	fr:filer	3	0.943	≈ en:felt ~ en:feel ≈ fr:files fr:filer
en:floor	fr:terreur	5	0.943	en:floor = fr:sol ≈ en:soil = fr:terre ≈ en:terror ~ fr:terreur
en:floors	fr:terreur	5	0.943	en:floors = fr:sols ≈ en:soil = fr:terre ≈ en:terror ~ fr:terreur
fr:sols	fr:terreur	4	0.943	= fr:sols en:soil = fr:terre ≈ en:terror ~ fr:terreur
en:flume	fr:pain	6	0.943	en:flume ≈ fr:plume = en:pen ≈ fr:peine = en:penalty ≈ fr:pain haleter ~ fr:pain
en:fool	fr:tomber	6	0.943	en:fool ≈ fr:full ~ en:full ≈ fr:folles ~ fr:folle ≈ en:fall = fr:tomber
fr:full	fr:tomber	5	0.943	≈ fr:full en:full ≈ fr:folles ~ fr:folle ≈ en:fall = fr:tomber
en:full	fr:tomber	4	0.943	~ en:full ≈ fr:folles fr:folle ≈ en:fall = fr:tomber
fr:folles	fr:tomber	3	0.943	≈ fr:folles ~ fr:folle ≈ en:fall fr:tomber
en:genesis	en:genes	5	0.943	en:genesis ≈ fr:djinns hisse ~ fr:djinns ≈ en:jean ~ fr:jean ≈ en:genes
en:genesis	fr:gènes	6	0.943	en:genesis ≈ fr:djinns hisse ~ fr:djinns ≈ en:jean ~ fr:jean ≈ en:genes ~ fr:gènes
fr:djinns hisse	en:genes	4	0.943	≈ fr:djinns hisse fr:djinns ≈ en:jean ~ fr:jean ≈ en:genes
fr:djinns hisse	fr:gènes	5	0.943	≈ fr:djinns hisse fr:djinns ≈ en:jean ~ fr:jean ≈ en:genes ~ fr:gènes
fr:djinns	fr:gènes	4	0.943	~ fr:djinns ≈ en:jean fr:jean ≈ en:genes ~ fr:gènes
en:get your	fr:tensions	6	0.943	en:get your ≈ fr:question ~ en:question ≈ fr:coincent chaîne ~ fr:tain chaîne ≈ en:tension = fr:tensions
fr:question	fr:tensions	5	0.943	≈ fr:question en:question ≈ fr:coincent chaîne ~ fr:tain chaîne ≈ en:tension = fr:tensions
en:question	fr:tensions	4	0.943	~ en:question ≈ fr:coincent chaîne fr:tain chaîne ≈ en:tension = fr:tensions
fr:coincent chaîne	fr:tensions	3	0.943	≈ fr:coincent chaîne ~ fr:tain chaîne ≈ en:tension fr:tensions
fr:tain chaîne	fr:tensions	2	0.943	~ fr:tain chaîne ≈ en:tension = fr:tensions
en:inly	fr:inhérent	2	0.943	en:inly ≈ fr:inouï ~ fr:inhérent
en:it olla	fr:scies haine	4	0.943	en:it olla ≈ fr:installer ~ en:install ≈ fr:haines taule ~ fr:scies haine
en:it olla	en:season	5	0.943	en:it olla ≈ fr:installer ~ en:install ≈ fr:haines taule ~ fr:scies haine ≈ en:season
en:it olla	fr:saison	6	0.943	en:it olla ≈ fr:installer ~ en:install ≈ fr:haines taule ~ fr:scies haine ≈ en:season = fr:saison
fr:installer	fr:scies haine	3	0.943	≈ fr:installer en:install ≈ fr:haines taule ~ fr:scies haine
fr:installer	en:season	4	0.943	≈ fr:installer en:install ≈ fr:haines taule ~ fr:scies haine ≈ en:season
fr:installer	fr:saison	5	0.943	≈ fr:installer en:install ≈ fr:haines taule ~ fr:scies haine ≈ en:season = fr:saison
en:install	fr:scies haine	2	0.943	~ en:install ≈ fr:haines taule fr:scies haine
en:install	en:season	3	0.943	~ en:install ≈ fr:haines taule fr:scies haine ≈ en:season
en:install	fr:saison	4	0.943	~ en:install ≈ fr:haines taule fr:scies haine ≈ en:season = fr:saison
fr:haines taule	en:season	2	0.943	≈ fr:haines taule ~ fr:scies haine ≈ en:season
fr:haines taule	fr:saison	3	0.943	≈ fr:haines taule ~ fr:scies haine ≈ en:season fr:saison
fr:scies haine	fr:saison	2	0.943	~ fr:scies haine ≈ en:season = fr:saison
en:kissed	en:leaders	4	0.943	en:kissed ~ en:kisses ≈ fr:quais aise ~ fr:lient aise ≈ en:leaders
en:kissed	fr:leaders	5	0.943	en:kissed ~ en:kisses ≈ fr:quais aise ~ fr:lient aise ≈ en:leaders ~ fr:leaders
fr:lord	fr:lords	2	0.943	≈ fr:lord ~ en:lord fr:lords
en:lender	en:wander	3	0.943	~ en:lender fr:lin des ~ fr:van des ≈ en:wander
en:lender	fr:errer	4	0.943	~ en:lender fr:lin des ~ fr:van des ≈ en:wander = fr:errer
fr:lin des	en:wander	2	0.943	≈ fr:lin des ~ fr:van des en:wander
fr:lin des	fr:errer	3	0.943	≈ fr:lin des ~ fr:van des en:wander = fr:errer
fr:van des	fr:errer	2	0.943	~ fr:van des ≈ en:wander = fr:errer
en:lenders	en:wander	4	0.943	en:lenders ~ en:lender ≈ fr:lin des ~ fr:van des ≈ en:wander
en:lenders	fr:errer	5	0.943	en:lenders ~ en:lender ≈ fr:lin des ~ fr:van des ≈ en:wander = fr:errer
en:really	fr:relie	2	0.943	~ en:really ≈ fr:relis ~ fr:relie
en:really	fr:relis	2	0.943	~ en:really ≈ fr:relie ~ fr:relis
en:lobby	fr:toute	3	0.943	en:lobby = fr:hall ≈ en:all = fr:toute
en:lobby	en:toot	4	0.943	en:lobby = fr:hall ≈ en:all = fr:toute ≈ en:toot
en:lobby	en:toot were	5	0.943	en:lobby = fr:hall ≈ en:all = fr:toute ≈ en:toot ~ en:toot were
en:lobby	fr:toutefois	6	0.943	en:lobby = fr:hall ≈ en:all = fr:toute ≈ en:toot ~ en:toot were ≈ fr:toutefois
fr:hall	fr:toute	2	0.943	= fr:hall en:all = fr:toute
fr:hall	en:toot	3	0.943	= fr:hall en:all = fr:toute ≈ en:toot
fr:hall	en:toot were	4	0.943	= fr:hall en:all = fr:toute ≈ en:toot ~ en:toot were
fr:hall	fr:toutefois	5	0.943	= fr:hall en:all = fr:toute ≈ en:toot ~ en:toot were ≈ fr:toutefois
en:lording	en:lord	3	0.943	en:lording ~ en:lords ≈ fr:lord ~ en:lord
en:lording	fr:lords	4	0.943	en:lording ~ en:lords ≈ fr:lord ~ en:lord ≈ fr:lords
en:lords	fr:lords	3	0.943	~ en:lords fr:lord ~ en:lord ≈ fr:lords
en:meant	fr:mènent lis	2	0.943	~ en:meant ≈ fr:mènent ~ fr:mènent lis
en:mine	en:meant	3	0.943	en:mine ~ fr:mine ≈ en:mean ~ en:meant
en:mine	fr:mènent	4	0.943	en:mine ~ fr:mine ≈ en:mean ~ en:meant ≈ fr:mènent
fr:mine	en:meant	2	0.943	~ fr:mine en:mean ~ en:meant
fr:mine	fr:mènent	3	0.943	~ fr:mine en:mean ~ en:meant ≈ fr:mènent
en:many	fr:néant	2	0.943	en:many ≈ fr:mets nient ~ fr:néant
fr:mine	fr:mènent lis	4	0.943	~ fr:mine en:mean ~ en:meant ≈ fr:mènent ~ fr:mènent lis
en:mentally	fr:lient elle	3	0.943	en:mentally ~ en:mental ≈ fr:mènent elle ~ fr:lient elle
en:mentally	en:lethal	4	0.943	en:mentally ~ en:mental ≈ fr:mènent elle ~ fr:lient elle ≈ en:lethal
en:mentally	en:deadly	5	0.943	en:mentally ~ en:mental ≈ fr:mènent elle ~ fr:lient elle ≈ en:lethal ~ en:deadly
en:mentally	fr:dès lis	6	0.943	en:mentally ~ en:mental ≈ fr:mènent elle ~ fr:lient elle ≈ en:lethal ~ en:deadly ≈ fr:dès lis
en:met	fr:filer	6	0.943	en:met ≈ fr:mettes ~ fr:faîtes ≈ en:felt ~ en:feel ≈ fr:files ~ fr:filer
fr:mettes	fr:filer	5	0.943	≈ fr:mettes fr:faîtes ≈ en:felt ~ en:feel ≈ fr:files ~ fr:filer
fr:faîtes	fr:filer	4	0.943	~ fr:faîtes ≈ en:felt en:feel ≈ fr:files ~ fr:filer
en:mil	fr:mises	4	0.943	en:mil ~ fr:mil ≈ en:meal ~ en:meals ≈ fr:mises
en:mil	fr:estimées	5	0.943	en:mil ~ fr:mil ≈ en:meal ~ en:meals ≈ fr:mises ~ fr:estimées
fr:mil	fr:mises	3	0.943	~ fr:mil en:meal ~ en:meals ≈ fr:mises
fr:mil	fr:estimées	4	0.943	~ fr:mil en:meal ~ en:meals ≈ fr:mises ~ fr:estimées
en:meal	fr:mises	2	0.943	≈ en:meal ~ en:meals fr:mises
en:meal	fr:estimées	3	0.943	≈ en:meal ~ en:meals fr:mises ~ fr:estimées
en:meals	fr:estimées	2	0.943	~ en:meals ≈ fr:mises ~ fr:estimées
en:mil	fr:monté	5	0.943	en:mil ~ fr:mil ≈ en:meal ~ en:meals ≈ fr:mises ~ fr:monté
fr:mil	fr:monté	4	0.943	~ fr:mil en:meal ~ en:meals ≈ fr:mises ~ fr:monté
en:meal	fr:monté	3	0.943	≈ en:meal ~ en:meals fr:mises ~ fr:monté
en:meals	fr:monté	2	0.943	~ en:meals ≈ fr:mises ~ fr:monté
en:mine	fr:mènent lis	5	0.943	en:mine ~ fr:mine ≈ en:mean ~ en:meant ≈ fr:mènent ~ fr:mènent lis
en:moody	fr:raies lis	2	0.943	en:moody ≈ fr:mous dits ~ fr:raies lis
en:moody	en:redly	3	0.943	en:moody ≈ fr:mous dits ~ fr:raies lis ≈ en:redly
en:moody	fr:rosso	4	0.943	en:moody ≈ fr:mous dits ~ fr:raies lis ≈ en:redly ~ fr:rosso
