tier	score	en	fr	en_ipa	fr_ipa
B	0.668	bibliography	bibliographie	bɪblɪɑːɡɹəfi	bibliɔɡʁafi
B	0.667	demo	démo	dɛmoʊ	demo
B	0.667	festivals	festival	fɛstɪvəlz	fɛstival
B	0.667	café	cafés	kæfeɪ	kafe
B	0.667	detectives	détective	dɪtɛktɪvz	detɛktiv
B	0.666	squares	square	skwɛɹz	skwaʁ
B	0.665	public	publiques	pʌblɪk	pyblik
B	0.663	lamp	lampes	læmp	lɑ̃p
B	0.663	transparent	transparentes	tɹænspæɹənt	tʁɑ̃spaʁɑ̃t
B	0.663	frustration	frustrés	fɹʌstɹeɪʃən	fʁystʁe
B	0.663	ramp	rampe	ɹæmp	ʁɑ̃p
B	0.662	contact	contacts	kɑːntækt	kɔ̃takt
B	0.662	structural	structurelles	stɹʌktʃɚɹəl	stʁyktyʁɛl
B	0.662	compact	compacte	kəmpækt	kɔ̃pakt
B	0.662	dentist	dentistes	dɛntɪst	dɑ̃tist
B	0.661	accessible	accessibles	æksɛsəbəl	aksɛsibl
B	0.661	infantry	infanterie	ɪnfəntɹi	ɛ̃fɑ̃tʁi
B	0.66	sovereign	souveraine	sɑːvɚɹɪn	suvʁɛn
B	0.66	guru	gourou	ɡjʊɹɹuː	ɡuʁu
B	0.659	refreshing	rafraîchir	ɹᵻfɹɛʃɪŋ	ʁafʁɛʃiʁ
B	0.658	guardian	gardienne	ɡɑːɹdiən	ɡaʁdjɛn
B	0.658	cardiac	cardiaques	kɑːɹdiæk	kaʁdjak
B	0.657	photography	photographies	fətɑːɡɹəfi	fotoɡʁafi
B	0.657	professors	professeurs	pɹəfɛsɚz	pʁofɛsœʁ
B	0.655	pump	pompes	pʌmp	pɔ̃p
B	0.655	niche	niches	nɪtʃ	niʃ
B	0.655	prototype	prototypes	pɹoʊɾoʊtaɪp	pʁototip
B	0.655	cube	cubes	kjuːb	kyb
B	0.655	gases	gaz	ɡæsᵻz	ɡaz
B	0.655	verb	verbes	vɜːb	vɛʁb
B	0.654	productive	productives	pɹədʌktɪv	pʁodyktiv
B	0.653	nuclear	nucléaires	nuːklɪɹ	nykleɛʁ
B	0.653	dispute	disputes	dɪspjuːt	dispyt
B	0.653	portrait	portraits	poːɹtɹɪt	pɔʁtʁɛ
B	0.653	tragic	tragiques	tɹædʒɪk	tʁaʒik
B	0.653	unacceptable	inacceptables	ʌnɐksɛptəbəl	inaksɛptabl
B	0.653	baptist	baptiste	bæptɪst	batist
B	0.653	mistress	maîtresses	mɪstɹəs	mɛtʁɛs
B	0.653	symphony	symphonie	sɪmfəni	sɛ̃foni
B	0.653	disgrace	disgrâce	dɪsɡɹeɪs	dizɡʁaːs
B	0.653	tribune	tribunes	tɹɪbjuːn	tʁibyn
B	0.653	capsule	capsules	kæpsjuːl	kapsyl
B	0.652	throne	trône	θɹoʊn	tʁoːn
B	0.652	oval	ovale	oʊvəl	oval
B	0.651	democracy	démocraties	dᵻmɑːkɹəsi	demɔkʁasi
B	0.651	bacteria	bactéries	bæktɪɹiə	bakteʁi
B	0.65	fury	furie	fjʊɹɹi	fyʁi
B	0.649	guitar	guitares	ɡɪtɑːɹ	ɡitaʁ
B	0.649	telephone	téléphones	tɛlᵻfoʊn	telefon
B	0.649	harmony	harmonie	hɑːɹməni	aʁmoni
B	0.649	lottery	loterie	lɑːɾɚɹi	lotʁi
B	0.649	antenna	antennes	æntɛnə	ɑ̃tɛn
B	0.648	romantic	romantiques	ɹoʊmæntɪk	ʁomɑ̃tik
B	0.648	delay	délai	dᵻleɪ	dele
B	0.648	zones	zone	zoʊnz	zon
B	0.647	paragraph	paragraphes	pæɹəɡɹæf	paʁaɡʁaf
B	0.646	strategic	stratégiques	stɹətiːdʒɪk	stʁateʒik
B	0.645	company	compagnies	kʌmpəni	kɔ̃pani
B	0.644	criminal	criminelles	kɹɪmɪnəl	kʁiminɛl
B	0.644	atmosphere	atmosphère	ætməsfɪɹ	atmɔsfɛʁ
B	0.644	intellectual	intellectuels	ɪntəlɛktʃuːəl	ɛ̃tɛlɛktyɛl
B	0.644	socialist	socialistes	soʊʃəlɪst	sosjalist
B	0.644	activist	activistes	æktɪvɪst	aktivist
B	0.643	album	albums	ælbəm	albɔm
B	0.643	active	actives	æktɪv	aktiv
B	0.643	massive	massives	mæsɪv	masiv
B	0.643	limit	limites	lɪmɪt	limit
B	0.643	constant	constantes	kɑːnstənt	kɔ̃stɑ̃t
B	0.643	valid	valides	vælɪd	valid
B	0.642	electrical	électriques	ᵻlɛktɹɪkəl	elɛktʁik
B	0.642	patriot	patriote	peɪtɹɪət	patʁiɔt
B	0.641	perception	perceptions	pɚsɛpʃən	pɛʁsɛpsjɔ̃
B	0.64	social	sociales	soʊʃəl	sosjal
B	0.64	interview	interviews	ɪntɚvjuː	ɛ̃tɛʁvju
B	0.64	protagonist	protagonistes	pɹoʊɾɐɡənɪst	pʁotaɡonist
B	0.639	rebellion	rébellion	ɹᵻbɛliən	ʁebɛljɔ̃
B	0.639	disciplinary	disciplinaires	dɪsɪplɪnɛɹi	disiplinɛʁ
B	0.638	biography	biographies	baɪɑːɡɹəfi	bjɔɡʁafi
B	0.637	specific	spécifiques	spəsɪfɪk	spesifik
B	0.637	massage	massages	mɐsɑːʒ	masaʒ
B	0.637	prescribed	prescrits	pɹɪskɹaɪbd	pʁɛskʁi
B	0.637	entrepreneurs	entrepreneur	ɑːntɹɪpɹənʊɹz	ɑ̃tʁəpʁənœʁ
B	0.637	diplomat	diplomates	dɪpləmæt	diplomat
B	0.636	infected	infectés	ɪnfɛktᵻd	ɛ̃fɛkte
B	0.636	fragile	fragiles	fɹædʒəl	fʁaʒil
B	0.636	constructive	constructif	kənstɹʌktɪv	kɔ̃stʁyktif
B	0.635	fantastic	fantastiques	fæntæstɪk	fɑ̃tastik
B	0.634	stars	star	stɑːɹz	staʁ
B	0.634	guards	gardes	ɡɑːɹdz	ɡaʁd
B	0.634	specialist	spécialistes	spɛʃəlɪst	spesjalist
B	0.634	intact	intacte	ɪntækt	ɛ̃takt
B	0.633	doses	dose	doʊsᵻz	dɔz
B	0.632	protocol	protocoles	pɹoʊɾəkɑːl	pʁotokol
B	0.632	prescription	prescriptions	pɹɪskɹɪpʃən	pʁɛskʁipsjɔ̃
B	0.631	ethnic	ethniques	ɛθnɪk	ɛtnik
B	0.631	boulevard	boulevards	buːlɪvɑːɹd	bulvaʁ
B	0.628	drugs	drogues	dɹʌɡz	dʁoɡ
B	0.628	matches	matchs	mætʃᵻz	matʃ
B	0.628	philosophy	philosophie	fɪlɑːsəfi	filozofi
B	0.628	magazines	magazine	mæɡɐziːnz	maɡazin
B	0.628	probable	probables	pɹɑːbəbəl	pʁobabl
B	0.628	crystals	cristal	kɹɪstəlz	kʁistal
B	0.627	connection	connexions	kənɛkʃən	kɔnɛksjɔ̃
B	0.627	imagery	imagerie	ɪmɪdʒɹi	imaʒʁi
B	0.627	sandwiches	sandwichs	sændwɪtʃᵻz	sɑ̃dwitʃ
B	0.626	tropical	tropicales	tɹɑːpɪkəl	tʁopikal
B	0.626	telescope	télescope	tɛlᵻskoʊp	telɛskɔp
B	0.626	volcanic	volcaniques	vɑːlkænɪk	vɔlkanik
B	0.625	rocket	roquette	ɹɑːkɪt	ʁokɛt
B	0.625	coordinated	coordonnées	koʊɔːɹdɪneɪɾᵻd	kɔɔʁdɔne
B	0.624	arcade	arcades	ɑːɹkeɪd	aʁkad
B	0.622	sociology	sociologie	soʊsɪɑːlədʒi	sosjoloʒi
B	0.622	conception	conceptions	kənsɛpʃən	kɔ̃sɛpsjɔ̃
B	0.621	oriental	orientales	oːɹɪɛntəl	oʁjɑ̃tal
B	0.62	adorable	adorables	ɐdoːɹəbəl	adoʁabl
B	0.62	portraits	portrait	poːɹtɹɪts	pɔʁtʁɛ
