word	ipa
monitoring	mɑnɪɹɚɹɪŋ
occurs	əkɜz
passengers	pæsɪndʒɚz
photographs	foʊɹəɡɹæfz
principle	pɹɪnsɪpəl
producers	pɹədusɚz
progressive	pɹəɡɹɛsɪv
punishment	pʌnɪʃmənt
rally	ɹæli
rapidly	ɹæpɪdli
reader	ɹidɚ
representation	ɹɛpɹᵻzɛnteɪʃən
restaurants	ɹɛstɹɑnts
reveals	ɹᵻvilz
roots	ɹuts
samples	sæmpəlz
shops	ʃɑps
sum	sʌm
swing	swɪŋ
tail	teɪl
texts	tɛksts
twin	twɪn
upcoming	ʌpkʌmɪŋ
veterans	vɛɹɚɹənz
alert	ɐlɜt
arena	ɚɹinə
arguments	ɑɹɡjumənts
aug	ɔɡ
billy	bɪli
boom	bum
boots	buts
brave	bɹeɪv
claiming	kleɪmɪŋ
column	kɑlʌm
commit	kəmɪt
compensation	kɑmpənseɪʃən
composition	kɑmpəzɪʃən
computers	kəmpjuɹɚz
conservation	kɑnsɚveɪʃən
constitutional	kɑnstɪtuʃənəl
crossing	kɹɔsɪŋ
defending	dᵻfɛndɪŋ
density	dɛnsᵻɹi
di	di
difficulty	dɪfɪkʌlti
dropping	dɹɑpɪŋ
drops	dɹɑps
elementary	ɛlɪmɛntɚɹi
ethnic	ɛθnɪk
expenses	ɛkspɛnsᵻz
fleet	flit
foster	fɑstɚ
fuckin	fʌkɪn
fundamental	fʌndəmɛntəl
gen	dʒɛn
genius	dʒinɪəs
greatly	ɡɹeɪtli
guidance	ɡaɪdəns
hospitals	hɑspɪɹəlz
infection	ɪnfɛkʃən
instagram	ɪnstɐɡɹæm
intention	ɪntɛnʃən
iowa	aɪəwə
jokes	dʒoʊks
knee	ni
mechanical	mᵻkænɪkəl
nigeria	naɪdʒiəɹɪə
parks	pɑɹks
participation	pɑɹtɪsɪpeɪʃən
periods	piəɹɪədz
precious	pɹɛʃəs
pregnancy	pɹɛɡnənsi
premium	pɹimiəm
preparing	pɹɪpɛɹɪŋ
pretend	pɹɪtɛnd
priest	pɹist
prominent	pɹɑmɪnənt
proven	pɹuvən
radical	ɹædɪkəl
remembered	ɹᵻmɛmbɚd
requested	ɹᵻkwɛstᵻd
residential	ɹɛzᵻdɛnʃəl
reward	ɹᵻwɔɹd
rings	ɹɪŋz
robin	ɹɑbɪn
russell	ɹʌsəl
satellite	sæɹəlaɪt
shake	ʃeɪk
shore	ʃoɹ
spots	spɑts
stats	stæts
struggling	stɹʌɡlɪŋ
substantial	səbstænʃəl
teen	tin
temperatures	tɛmpɹɪtʃɚz
transmission	tɹænsmɪʃən
trap	tɹæp
uniform	junɪfɔɹm
wildlife	waɪldlaɪf
wooden	wʊdən
ads	ædz
aggressive	ɐɡɹɛsɪv
anne	æn
answered	ænsɚd
apparent	ɐpæɹənt
bang	bæŋ
blast	blæst
bones	boʊnz
brands	bɹændz
centuries	sɛntʃɚɹiz
communist	kɑmjunɪst
complaint	kəmpleɪnt
component	kəmpoʊnənt
connections	kənɛkʃənz
courage	kɜɹɪdʒ
cure	kjʊɹ
del	dɛl
desperate	dɛspɚɹət
diversity	daɪvɜsᵻɹi
duties	duɹiz
encouraged	ɛŋkɜɹɪdʒd
eve	iv
faculty	fækəlti
feedback	fidbæk
fighter	faɪɹɚ
frozen	fɹoʊzən
guards	ɡɑɹdz
hiding	haɪdɪŋ
humanity	hjumænᵻɹi
ian	iən
il	ɪl
innovation	ɪnəveɪʃən
instruments	ɪnstɹəmənts
invest	ɪnvɛst
jacket	dʒækɪt
justin	dʒʌstɪn
legislative	lɛdʒɪslətɪv
listing	lɪstɪŋ
manual	mænjuəl
mothers	mʌðɚz
murdered	mɜdɚd
nursing	nɜsɪŋ
occupied	ɑkjʊpaɪd
ongoing	ɑŋɡoʊɪŋ
operator	ɑpɚɹeɪɹɚ
painful	peɪnfəl
pound	paʊnd
preparation	pɹɛpɚɹeɪʃən
punch	pʌntʃ
purple	pɜpəl
railroad	ɹeɪlɹoʊd
registration	ɹɛdʒɪstɹeɪʃən
releases	ɹᵻlisᵻz
rick	ɹɪk
romance	ɹoʊmæns
submitted	səbmɪɹᵻd
sufficient	səfɪʃənt
survived	sɚvaɪvd
suspended	səspɛndᵻd
technologies	tɛknɑlədʒiz
tissue	tɪʃu
trailer	tɹeɪlɚ
trends	tɹɛndz
trials	tɹaɪəlz
ukraine	jukɹeɪn
underground	ʌndɚɡɹaʊnd
versus	vɜsᵻz
virtual	vɜtʃuəl
walks	wɔks
wounded	wundᵻd
ali	ɑli
amongst	ɐmʌŋst
announcement	ɐnaʊnsmənt
arranged	ɚɹeɪndʒd
arsenal	ɑɹsənəl
attending	ɐtɛndɪŋ
attracted	ɐtɹæktᵻd
biological	baɪəlɑdʒɪkəl
bite	baɪt
blocked	blɑkt
boards	boɹdz
burned	bɜnd
categories	kæɹɪɡɚɹiz
checks	tʃɛks
chip	tʃɪp
concerning	kənsɜnɪŋ
dare	dɛɹ
database	deɪɹəbeɪs
define	dᵻfaɪn
discrimination	dɪskɹɪmᵻneɪʃən
disorder	dɪsoɹdɚ
distributed	dɪstɹɪbjuɹᵻd
districts	dɪstɹɪkts
documentary	dɑkjumɛntɚɹi
domain	dəmeɪn
dynamic	daɪnæmɪk
edited	ɛdɪɹᵻd
engagement	ɛŋɡeɪdʒmənt
explore	ɛksploɹ
favour	feɪvɚ
fewer	fjuɚ
footage	fʊɹɪdʒ
giants	dʒaɪənts
grave	ɡɹeɪv
hamilton	hæməltən
implementation	ɪmplɪmənteɪʃən
indiana	ɪndiænə
investigate	ɪnvɛstᵻɡeɪt
jazz	dʒæz
jon	dʒɑn
jonathan	dʒɑnəθən
laboratory	læbɹətɔɹi
lawrence	lɔɹəns
lincoln	lɪŋkən
literary	lɪɹɚɹɛɹi
mask	mæsk
massachusetts	mæsɐtʃusɪts
midnight	mɪdnaɪt
minnesota	mɪnɪsoʊɹə
mouse	maʊs
oscar	ɑskɚ
packed	pækt
piano	piænoʊ
praise	pɹeɪz
presentation	pɹɛzənteɪʃən
psychology	saɪkɑlədʒi
relation	ɹᵻleɪʃən
restrictions	ɹᵻstɹɪkʃənz
rocket	ɹɑkɪt
ruin	ɹuɪn
saudi	saʊdi
sean	ʃɔn
sec	sɛk
secrets	sikɹᵻts
slave	sleɪv
stability	stəbɪlᵻɹi
steady	stɛdi
stones	stoʊnz
symbol	sɪmbəl
terminal	tɜmɪnəl
toilet	tɔɪlɪt
treaty	tɹiɹi
triple	tɹɪpəl
unlikely	ʌnlaɪkli
updates	ʌpdeɪts
vietnam	viətnɑm
viewed	vjud
affair	ɐfɛɹ
agenda	ɐdʒɛndə
bat	bæt
bow	boʊ
calendar	kæləndɚ
cape	keɪp
collective	kəlɛktɪv
conversations	kɑnvɚseɪʃənz
cooperation	koʊɑpɚɹeɪʃən
craft	kɹæft
darkness	dɑɹknəs
deeper	dipɚ
devil	dɛvəl
edit	ɛdɪt
enable	ɛneɪbəl
equity	ɛkwᵻɹi
estimates	ɛstᵻməts
failing	feɪlɪŋ
finishing	fɪnɪʃɪŋ
fortune	fɔɹtʃʊn
gates	ɡeɪts
goodbye	ɡʊdbaɪ
graham	ɡɹeɪəm
hardware	hɑɹdwɛɹ
hillary	hɪlɚɹi
hurts	hɜts
intellectual	ɪntəlɛktʃuəl
invite	ɪnvaɪt
involvement	ɪnvɑlvmənt
kentucky	kɛntʌki
madrid	mədɹɪd
mi	maɪ
nuts	nʌts
oregon	ɔɹɪɡən
partly	pɑɹtli
petition	pətɪʃən
phrase	fɹeɪz
physically	fɪzɪkli
protecting	pɹətɛktɪŋ
racial	ɹeɪʃəl
rated	ɹeɪɹᵻd
regime	ɹeɪʒim
rivers	ɹɪvɚz
rounds	ɹaʊndz
ruled	ɹuld
sa	sɑ
sauce	sɔs
seal	sil
separated	sɛpɚɹeɪɹᵻd
shield	ʃild
similarly	sɪmɪlɚli
slide	slaɪd
stem	stɛm
summit	sʌmɪt
talented	tæləntᵻd
throat	θɹoʊt
tiger	taɪɡɚ
touched	tʌtʃt
toy	tɔɪ
visits	vɪzɪts
warriors	wɔɹɪɚz
wisdom	wɪzdəm
accounting	ɐkaʊntɪŋ
alien	eɪliən
attacking	ɐtækɪŋ
awkward	ɔkwɚd
beast	bist
beef	bif
candy	kændi
carrier	kæɹiɚ
celebration	sɛləbɹeɪʃən
celebrity	səlɛbɹᵻɹi
certificate	sɚtɪfɪkət
cited	saɪɹᵻd
clay	kleɪ
coaching	koʊtʃɪŋ
colleagues	kɑliɡz
constructed	kənstɹʌktᵻd
dated	deɪɹᵻd
dec	dɛk
default	dᵻfɔlt
delhi	dɛli
derived	dᵻɹaɪvd
dialogue	daɪəlɑɡ
disabled	dɪseɪbəld
distinct	dɪstɪŋkt
drag	dɹæɡ
educated	ɛdʒukeɪɹᵻd
eligible	ɛlɪdʒəbəl
estimate	ɛstᵻmət
execution	ɛksɪkjuʃən
existed	ɛɡzɪstᵻd
fifty	fɪfti
followers	fɑloʊɚz
fool	ful
framework	fɹeɪmwɜk
franchise	fɹæntʃaɪz
funded	fʌndᵻd
furniture	fɜnɪtʃɚ
generations	dʒɛnɚɹeɪʃənz
guaranteed	ɡæɹəntid
integrated	ɪntᵻɡɹeɪɹᵻd
intelligent	ɪntɛlɪdʒənt
interaction	ɪntɚɹækʃən
jet	dʒɛt
journalists	dʒɜnəlɪsts
lifestyle	laɪfstaɪl
lighting	laɪɹɪŋ
lisa	lisə
loop	lup
mall	mɔl
mp	ɛmpi
overseas	oʊvɚsiz
performances	pɚfoɹmənsᵻz
philippines	fɪlᵻpinz
polish	pɑlɪʃ
recommendations	ɹɛkəmɛndeɪʃənz
recover	ɹᵻkʌvɚ
regarded	ɹᵻɡɑɹdᵻd
relax	ɹᵻlæks
reliable	ɹᵻlaɪəbəl
rely	ɹᵻlaɪ
remarkable	ɹᵻmɑɹkəbəl
responses	ɹᵻspɑnsᵻz
ruling	ɹulɪŋ
sacrifice	sækɹᵻfaɪs
se	si
sole	soʊl
stopping	stɑpɪŋ
strategies	stɹæɹədʒiz
succeed	səksid
tables	teɪbəlz
tale	teɪl
targets	tɑɹɡɪts
timing	taɪmɪŋ
ton	tʌn
volunteers	vɑləntɪɹz
witnesses	wɪtnəsᵻz
wore	woɹ
worship	wɜʃɪp
worthy	wɜði
acted	æktᵻd
alarm	ɐlɑɹm
bass	beɪs
bloody	blʌdi
breathing	bɹiðɪŋ
butt	bʌt
characteristics	kæɹɪktɚɹɪstɪks
cnn	siɛnɛn
collaboration	kəlæbɚɹeɪʃən
con	kɑn
consideration	kənsɪdɚɹeɪʃən
counts	kaʊnts
creates	kɹieɪts
crucial	kɹuʃəl
daughters	dɔɹɚz
dependent	dᵻpɛndənt
discussions	dɪskʌʃənz
drives	dɹaɪvz
dual	duəl
edinburgh	ɛdɪnbʌɹə
equipped	ɪkwɪpt
expanded	ɛkspændᵻd
experimental	ɛkspɛɹɪmɛntəl
feeding	fidɪŋ
filter	fɪltɚ
galaxy	ɡælɐksi
globe	ɡloʊb
grades	ɡɹeɪdz
greece	ɡɹis
gulf	ɡʌlf
highlights	haɪlaɪts
hoped	hoʊpt
intent	ɪntɛnt
involve	ɪnvɑlv
judgment	dʒʌdʒmənt
kennedy	kɛnədi
knight	naɪt
larry	læɹi
las	lɑs
lmao	ɛlmaʊ
logo	loʊɡoʊ
malaysia	məleɪʒə
mature	mətʃʊɹ
moore	mʊɹ
nazi	nɑtsi
netherlands	nɛðɜləndz
odds	ɑdz
peaceful	pisfəl
philip	fɪlɪp
photographer	fətɑɡɹəfɚ
pin	pɪn
prevention	pɹɪvɛnʃən
printing	pɹɪntɪŋ
promoting	pɹəmoʊɹɪŋ
publicly	pʌblɪkli
pump	pʌmp
repeated	ɹᵻpiɹᵻd
replied	ɹᵻplaɪd
requests	ɹᵻkwɛsts
revenge	ɹᵻvɛndʒ
satisfied	sæɹɪsfaɪd
seeds	sidz
signals	sɪɡnəlz
slip	slɪp
spaces	speɪsᵻz
spare	spɛɹ
specialist	spɛʃəlɪst
stocks	stɑks
stranger	stɹeɪndʒɚ
submit	səbmɪt
surprising	sɚpɹaɪzɪŋ
tap	tæp
thompson	tɑmpsən
threats	θɹɛts
tourism	tʊɹɹɪzəm
turkish	tɜkɪʃ
volunteer	vɑləntɪɹ
acceptable	ɐksɛptəbəl
allies	ælaɪz
attempting	ɐtɛmptɪŋ
auction	ɔkʃən
bonds	bɑndz
challenging	tʃæləndʒɪŋ
chaos	keɪɑs
churches	tʃɜtʃᵻz
cleveland	klivlənd
cm	siɛm
composed	kəmpoʊzd
concentration	kɑnsəntɹeɪʃən
copper	kɑpɚ
corp	koɹp
corps	kɔɹ
counting	kaʊntɪŋ
credits	kɹɛdɪts
dawn	dɔn
dispute	dɪspjut
earnings	ɜnɪŋz
editing	ɛdɪɹɪŋ
executed	ɛksᵻkjuɹᵻd
firing	faɪɚɹɪŋ
fits	fɪts
frequent	fɹikwənt
gardens	ɡɑɹdənz
gathered	ɡæðɚd
hilarious	hɪlɛɹiəs
huh	hʌ
ignored	ɪɡnoɹd
improvements	ɪmpɹuvmənts
investments	ɪnvɛstmənts
isis	aɪsɪs
margin	mɑɹdʒɪn
mars	mɑɹz
maryland	mɛɹɪlænd
mechanism	mɛkənɪzəm
moderate	mɑdɚɹət
murray	mɜɹeɪ
oklahoma	oʊklɐhoʊmə
opera	ɑpɚɹə
overcome	oʊvɚkʌm
parallel	pæɹəlɛl
passage	pæsɪdʒ
pit	pɪt
psychological	saɪkəlɑdʒɪkəl
publications	pʌblɪkeɪʃənz
quest	kwɛst
radiation	ɹeɪdɪeɪʃən
shocked	ʃɑkt
sized	saɪzd
stroke	stɹoʊk
stunning	stʌnɪŋ
tanks	tæŋks
tokyo	toʊkɪoʊ
topics	tɑpɪks
trains	tɹeɪnz
traveling	tɹævəlɪŋ
treating	tɹiɹɪŋ
tune	tun
utility	jutɪlᵻɹi
vessel	vɛsəl
weed	wid
wherever	wɛɹɛvɚ
acquisition	ɐkwɪsɪʃən
addressed	ɐdɹɛst
alabama	æləbæmə
alice	ælɪs
angels	eɪndʒəlz
anime	ænɪmeɪ
announce	ɐnaʊns
autumn	ɔɹʌm
backed	bækt
barry	bæɹi
bold	boʊld
borders	boɹdɚz
breathe	bɹið
cameron	kæmɚɹən
choosing	tʃuzɪŋ
classical	klæsɪkəl
classified	klæsᵻfaɪd
clip	klɪp
coaches	koʊtʃᵻz
coins	kɔɪnz
concepts	kɑnsɛpts
conspiracy	kənspɪɹəsi
controversy	kɑntɹəvɜsi
convince	kənvɪns
cooper	kupɚ
disappeared	dɪsɐpɪɹd
eh	eɪ
encounter	ɛŋkaʊntɚ
equality	ikwɔlᵻɹi
exam	ɛɡzæm
examination	ɛɡzæmᵻneɪʃən
fails	feɪlz
federation	fɛdɚɹeɪʃən
fi	faɪ
fiscal	fɪskəl
guardian	ɡɑɹdiən
hd	eɪtʃdi
homeless	hoʊmləs
instrument	ɪnstɹəmənt
intervention	ɪntɚvɛnʃən
jerry	dʒɛɹi
lover	lʌvɚ
mainstream	meɪnstɹim
menu	mɛnju
missouri	mɪzʊɹɹi
mounted	maʊntᵻd
mutual	mjutʃuəl
nope	noʊp
occasions	əkeɪʒənz
offense	əfɛns
oral	oɹəl
panic	pænɪk
pays	peɪz
peoples	pipəlz
pursue	pɚsu
realise	ɹiəlaɪz
refugees	ɹɛfjudʒiz
removing	ɹᵻmuvɪŋ
requirement	ɹᵻkwaɪɚmənt
responded	ɹᵻspɑndᵻd
rip	ɹɪp
ruined	ɹuɪnd
scope	skoʊp
segment	sɛɡmənt
spectrum	spɛktɹəm
stays	steɪz
ted	tɛd
terror	tɛɹɚ
uh	ʌ
va	vɑ
venture	vɛntʃɚ
virtually	vɜtʃuəli
waited	weɪɹᵻd
warren	wɔɹən
worn	woɹn
yea	jeɪ
ac	eɪsi
accompanied	ɐkʌmpənid
adams	ædəmz
aids	eɪdz
aimed	eɪmd
alpha	ælfə
approaches	ɐpɹoʊtʃᵻz
arguing	ɑɹɡjuɪŋ
arrangement	ɚɹeɪndʒmənt
beliefs	bᵻlifs
boats	boʊts
boundaries	baʊndɚɹiz
brick	bɹɪk
brooklyn	bɹʊklɪn
colleges	kɑlɪdʒᵻz
considerable	kənsɪdɚɹəbəl
conventional	kənvɛnʃənəl
danny	dæni
des	dɛs
designated	dɛzɪɡneɪɹᵻd
dvd	dividi
emperor	ɛmpɚɹɚ
employers	ɛmplɔɪɚz
enormous	ɪnoɹməs
errors	ɛɹɚz
focusing	foʊkəsɪŋ
forgive	fɚɡɪv
gains	ɡeɪnz
garage	ɡɚɹɑʒ
gathering	ɡæðɚɹɪŋ
guidelines	ɡaɪdlaɪnz
handled	hændəld
hosted	hoʊstᵻd
indians	ɪndiənz
indonesia	ɪndoʊniʒə
inquiry	ɪŋkwɚɹi
inspector	ɪnspɛktɚ
jumped	dʒʌmpt
khan	kɑn
li	laɪ
lion	laɪən
loaded	loʊdᵻd
lonely	loʊnli
maintaining	meɪnteɪnɪŋ
measured	mɛʒɚd
mercy	mɜsi
nevertheless	nɛvɚðəlɛs
newspapers	nuzpeɪpɚz
outer	aʊɹɚ
oxygen	ɑksɪdʒən
pipe	paɪp
pissed	pɪst
poem	poʊᵻm
powder	paʊdɚ
powered	paʊɚd
promises	pɹɑmɪsᵻz
quotes	kwoʊts
racism	ɹeɪsɪzəm
ratings	ɹeɪɹɪŋz
reads	ɹidz
recovered	ɹᵻkʌvɚd
refers	ɹᵻfɜz
roy	ɹɔɪ
rude	ɹud
screw	skɹu
seventh	sɛvənθ
shelter	ʃɛltɚ
signature	sɪɡnɪtʃɚ
sooner	sunɚ
spider	spaɪdɚ
stewart	stuɚt
strikes	stɹaɪks
suggesting	sədʒɛstɪŋ
suits	suts
toys	tɔɪz
tracking	tɹækɪŋ
tribute	tɹɪbjut
trigger	tɹɪɡɚ
vary	vɛɹi
venue	vɛnju
wages	weɪdʒᵻz
wells	wɛlz
wheels	wilz
ye	ji
abc	eɪbisi
abortion	ɐbɔɹʃən
accuracy	ækjʊɹəsi
albert	ælbɚt
applying	ɐplaɪɪŋ
artificial	ɑɹɹɪfɪʃəl
belongs	bᵻlɔŋz
beneath	bᵻniθ
bitcoin	bɪtkɔɪn
bullet	bʊlɪt
burns	bɜnz
carl	kɑɹl
celebrated	sɛləbɹeɪɹᵻd
consistently	kənsɪstəntli
conversion	kənvɜʒən
copyright	kɑpɪɹaɪt
counties	kaʊntiz
democrat	dɛməkɹæt
deposit	dᵻpɑzɪt
destination	dɛstɪneɪʃən
dirt	dɜt
diverse	daɪvɜs
divine	dᵻvaɪn
emails	imeɪlz
er	ɜ
exclusively	ɛksklusɪvli
export	ɛkspoɹt
fastest	fæstɪst
formerly	fɔɹmɚli
functional	fʌŋkʃənəl
gather	ɡæðɚ
grandfather	ɡɹændfɑðɚ
habit	hæbɪt
harvard	hɑɹvɚd
indicates	ɪndᵻkeɪts
isolated	aɪsəleɪɹᵻd
jealous	dʒɛləs
knocked	nɑkt
landed	lændᵻd
laughed	læft
laura	lɔɹə
lazy	leɪzi
mama	mɑmɐ
marshall	mɑɹʃəl
mitchell	mɪtʃəl
modified	mɑdᵻfaɪd
municipal	mjunɪsɪpəl
naval	neɪvəl
neighbors	neɪbɚz
nelson	nɛlsən
neutral	nutɹəl
noble	noʊbəl
oldest	oʊldɪst
pat	pæt
picks	pɪks
poland	poʊlənd
popularity	pɑpjʊlæɹᵻɹi
professionals	pɹəfɛʃənəlz
pussy	pʊsi
reactions	ɹɪækʃənz
relate	ɹᵻleɪt
robot	ɹoʊbɑt
sacred	seɪkɹɪd
securities	sᵻkjʊɹɹᵻɹiz
shoe	ʃu
speakers	spikɚz
springs	spɹɪŋz
spy	spaɪ
steven	stivən
suggestions	sədʒɛstʃənz
supplied	səplaɪd
susan	suzən
suspension	səspɛnʃən
terrorism	tɛɹɚɹɪzəm
terry	tɛɹi
toxic	tɑksɪk
treasury	tɹɛʒɚɹi
tunnel	tʌnəl
unions	juniənz
upgrade	ʌpɡɹeɪd
warrant	wɔɹənt
wider	waɪdɚ
wound	wund
aaron	ɛɹən
actively	æktɪvli
afghanistan	æfɡænɪstæn
ai	eɪaɪ
applies	ɐplaɪz
arrangements	ɚɹeɪndʒmənts
asset	æsɛt
assuming	ɐsumɪŋ
backing	bækɪŋ
baker	beɪkɚ
barcelona	bɑɹsɪloʊnə
blessed	blɛst
brazilian	bɹæzɪliən
brush	bɹʌʃ
burden	bɜdən
campbell	kæmbəl
carries	kæɹiz
casual	kæʒuəl
certified	sɜɹᵻfaɪd
charter	tʃɑɹɹɚ
chef	ʃɛf
civilian	sɪvɪliən
coalition	koʊəlɪʃən
cock	kɑk
complain	kəmpleɪn
complaints	kəmpleɪnts
controversial	kɑntɹəvɜʃəl
denver	dɛnvɚ
describing	dᵻskɹaɪbɪŋ
differently	dɪfɹəntli
directions	dᵻɹɛkʃənz
discipline	dɪsɪplɪn
discussing	dɪskʌsɪŋ
disgusting	dɪsɡʌstɪŋ
dj	didʒeɪ
dominant	dɑmɪnənt
earning	ɜnɪŋ
emma	ɛmə
essay	ɛseɪ
expense	ɛkspɛns
explaining	ɛkspleɪnɪŋ
furthermore	fɜðɚmoɹ
graphic	ɡɹæfɪk
greg	ɡɹɛɡ
healing	hilɪŋ
hiring	haɪɚɹɪŋ
hosts	hoʊsts
implemented	ɪmplɪməntᵻd
instantly	ɪnstəntli
invasion	ɪnveɪʒən
jacob	dʒeɪkəb
jumping	dʒʌmpɪŋ
laptop	læptɑp
legendary	lɛdʒəndɚɹi
leo	lioʊ
maker	meɪkɚ
margaret	mɑɹɡɹət
mario	mɑɹɹɪoʊ
opponents	əpoʊnənts
outdoor	aʊtdoɹ
palm	pɑm
parker	pɑɹkɚ
photograph	foʊɹəɡɹæf
pole	poʊl
pub	pʌb
quarters	kwɔɹɹɚz
queensland	kwinslənd
rangers	ɹeɪndʒɚz
ranks	ɹæŋks
reception	ɹᵻsɛpʃən
recipe	ɹɛsᵻpi
regulatory	ɹɛɡjʊlətoɹi
reviewed	ɹᵻvjud
rolls	ɹoʊlz
rubber	ɹʌbɚ
secured	sᵻkjʊɹd
serial	sɪɹiəl
settings	sɛɹɪŋz
shed	ʃɛd
snake	sneɪk
sponsored	spɑnsɚd
stealing	stilɪŋ
strict	stɹɪkt
subsequently	sʌbsᵻkwəntli
substance	sʌbstəns
suggestion	sədʒɛstʃən
switzerland	swɪtsɚlənd
syndrome	sɪndɹoʊm
tasks	tæsks
trips	tɹɪps
ultra	ʌltɹə
unexpected	ʌnɛkspɛktᵻd
usage	jusɪdʒ
utah	jutɔ
worlds	wɜldz
accidentally	æksɪdɛntəli
affordable	ɐfoɹdəbəl
amateur	æmətʃɚ
appeals	ɐpilz
argentina	ɑɹdʒəntinə
baltimore	bɔltɪmoɹ
batman	bætmæn
bearing	bɛɹɪŋ
beats	bits
bin	bɪn
biology	baɪɑlədʒi
bobby	bɑbi
briefly	bɹifli
canal	kənæl
cancelled	kænsəld
charlotte	ʃɑɹlət
cheaper	tʃipɚ
christopher	kɹɪstəfɚ
climb	klaɪm
com	kɑm
competing	kəmpiɹɪŋ
completion	kəmpliʃən
cruise	kɹuz
custody	kʌstədi
delete	dᵻlit
demonstrated	dɛmənstɹeɪɹᵻd
departure	dᵻpɑɹtʃɚ
developers	dɪvɛləpɚz
developments	dɪvɛləpmənts
dig	dɪɡ
eagles	iɡəlz
employer	ɛmplɔɪɚ
evans	ɛvənz
explosion	ɛksploʊʒən
fever	fivɚ
fluid	fluɪd
folk	foʊk
generate	dʒɛnɚɹeɪt
gop	ɡɑp
handsome	hændsʌm
ho	hoʊ
holidays	hɑlɪdeɪz
hotels	hoʊtɛlz
imagination	ɪmædʒᵻneɪʃən
integration	ɪntᵻɡɹeɪʃən
integrity	ɪntɛɡɹᵻɹi
interpretation	ɪntɜpɹɪteɪʃən
leaf	lif
legitimate	lədʒɪɹᵻmət
lightning	laɪtnɪŋ
loads	loʊdz
longest	lɔŋɡɪst
magical	mædʒɪkəl
mills	mɪlz
motivation	moʊɹɪveɪʃən
nasty	næsti
oliver	ɑlɪvɚ
outfit	aʊtfɪt
pension	pɛnʃən
permit	pɜmɪt
perry	pɛɹi
plates	pleɪts
pleasant	plɛzənt
portrait	poɹtɹɪt
productive	pɹədʌktɪv
reminds	ɹᵻmaɪndz
reserves	ɹɪzɜvz
ron	ɹɑn
safely	seɪfli
shirts	ʃɜts
shorter	ʃɔɹɹɚ
slight	slaɪt
socialist	soʊʃəlɪst
streaming	stɹimɪŋ
sue	su
targeted	tɑɹɡɪɹᵻd
tension	tɛnʃən
thailand	taɪlənd
theories	θiəɹiz
touching	tʌtʃɪŋ
transactions	tɹænsækʃənz
twist	twɪst
ugh	ʌɡ
unemployment	ʌnɛmplɔɪmənt
unity	junɪɹi
useless	jusləs
viewers	vjuɚz
winds	wɪndz
woke	woʊk
wtf	dʌbəljutiɛf
abilities	ɐbɪləɹiz
advocate	ædvəkeɪt
aims	eɪmz
arc	ɑɹk
backup	bækʌp
beaten	biʔn̩
bitter	bɪɹɚ
blown	bloʊn
branches	bɹæntʃᵻz
campaigns	kæmpeɪnz
chips	tʃɪps
cia	siaɪeɪ
clever	klɛvɚ
clinic	klɪnɪk
closest	kloʊsɪst
collections	kəlɛkʃənz
continuous	kəntɪnjuəs
converted	kənvɜɹᵻd
correctly	kɚɹɛktli
creator	kɹieɪɹɚ
creatures	kɹitʃɚz
criteria	kɹaɪtiəɹɪə
declined	dᵻklaɪnd
detective	dɪtɛktɪv
difficulties	dɪfɪkʌltiz
disability	dɪsɐbɪləɹi
dish	dɪʃ
douglas	dʌɡləz
du	du
duck	dʌk
egyptian	ɪdʒɪpʃən
ep	ɛp
evaluation	ɪvæljueɪʃən
excess	ɛksɛs
farming	fɑɹmɪŋ
fence	fɛns
fifa	fifə
fighters	faɪɹɚz
flights	flaɪts
forcing	foɹsɪŋ
forming	fɔɹmɪŋ
franklin	fɹæŋklɪn
fred	fɹɛd
gradually	ɡɹædʒuəli
gravity	ɡɹævᵻɹi
habits	hæbɪts
hawaii	həwaɪi
highlight	haɪlaɪt
holder	hoʊldɚ
hood	hʊd
hung	hʌŋ
identical	aɪdɛntɪkəl
imperial	ɪmpɪɹiəl
investigations	ɪnvɛstɪɡeɪʃənz
jose	hoʊseɪ
ken	kɛn
legally	liɡəli
lied	laɪd
listened	lɪsənd
males	meɪlz
manufacturer	mænjufæktʃɚɹɚ
meters	miɹɚz
nail	neɪl
nasa	næsɐ
negotiations	nᵻɡoʊʃɪeɪʃənz
nonsense	nɑnsəns
ontario	ɑntæɹɪoʊ
operational	ɑpɚɹeɪʃənəl
orleans	ɔɹliənz
owns	oʊnz
phoenix	finɪks
playoffs	pleɪɔfs
poet	poʊɪt
quoted	kwoʊɹᵻd
relating	ɹᵻleɪɹɪŋ
repeatedly	ɹᵻpiɹᵻdli
robinson	ɹɑbɪnsən
rolled	ɹoʊld
scientist	saɪəntɪst
sink	sɪŋk
skip	skɪp
slavery	sleɪvɚɹi
snap	snæp
sorts	sɔɹts
souls	soʊlz
stole	stoʊl
swedish	swidɪʃ
swim	swɪm
swiss	swɪs
tennessee	tɛnəsi
transaction	tɹænsækʃən
transformation	tɹænsfoɹmeɪʃən
veteran	vɛɹɚɹən
vulnerable	vʌlnɚɹəbəl
wealthy	wɛlθi
additionally	ɐdɪʃənəli
amy	eɪmi
attract	ɐtɹækt
barbara	bɑɹbɚɹə
beta	beɪɹə
blowing	bloʊɪŋ
bored	boɹd
bronze	bɹɑnz
bug	bʌɡ
caring	kɛɹɪŋ
catching	kætʃɪŋ
cave	keɪv
cheating	tʃiɹɪŋ
chronic	kɹɑnɪk
cleared	klɪɹd
