rank	en	fr	ladder	v5	v7	strict	loops	dual	cognate	sound	meaning
4	drummer	drames	LOOP4	A	A		4			0.831	0.281
4	drums	drame	LOOP4		A		4			0.816	0.301
4	duties	nourri	LOOP2		GOLD		2			0.741	0.484
4	duty	nourris	LOOP2	B_safe	GOLD		2			0.756	0.473
4	effect	affectent	LOOP2	A	GOLD		2			0.932	0.706
4	error	air	LOOP2		A		2			0.768	0.413
4	exactly	exacts lies	LOOP3	A	GOLD		3			0.951	0.526
4	examined	examen	LOOP2		GOLD		2			0.875	0.699
4	except	exception	LOOP3				3				
4	exception	excepte	LOOP7		GOLD		7			0.864	0.658
4	exceptions	excepté	LOOP5		GOLD		5			0.845	0.724
4	exclude	exclues	LOOP2	A	GOLD		2			0.878	0.985
4	exclude	exclus	LOOP3	A	GOLD		3			0.878	0.991
4	exhibitions	expose	LOOP6		GOLD		6			0.717	0.604
4	existence	existence	LOOP3		GOLD		3	DUAL-A	1	0.889	1.000
4	exists	existent	LOOP3		GOLD		3			0.922	0.685
4	exit	existent	LOOP3	B_safe	A		3			0.896	0.398
4	expense	experts	LOOP2	B_safe	A		2			0.855	0.339
4	expenses	expertises	LOOP2	B_safe	A		2			0.777	0.312
4	expert	exporte	LOOP2	A	A		2			0.884	0.252
4	explain	explosent	LOOP11	B_safe	A		11			0.819	0.373
4	explained	explose	LOOP7		A		7			0.807	0.354
4	explained	explosent	LOOP2	B_safe	A		2			0.825	0.386
4	explains	explose	LOOP4	A	A		4			0.827	0.346
4	explains	explosent	LOOP2	A	A		2			0.845	0.379
4	explanation	exploser	LOOP4		A		4			0.757	0.338
4	explanations	exploser	LOOP2		A		2			0.745	0.304
4	explore	exploration	LOOP2				2				
4	explore	explorent	LOOP2		GOLD		2			0.851	0.903
4	explore	explose	LOOP2	A	A		2			0.882	0.194
4	explored	explore	LOOP3	A	GOLD		3			0.838	0.911
4	explored	explosent	LOOP2	A	A		2			0.886	0.252
4	explorer	explorent	LOOP2		GOLD		2			0.851	0.906
4	exploring	explore	LOOP2	A	GOLD		2			0.783	0.893
4	export	experte	LOOP2	A	A		2			0.841	0.272
4	expose	exposées	LOOP3	A	GOLD		3			0.857	0.869
4	express	expressions	LOOP3	A	GOLD		3			0.706	0.693
4	expressing	expresse	LOOP3	A	GOLD		3			0.769	0.840
4	expressions	express	LOOP4		GOLD		4			0.861	0.693
4	extend	externes	LOOP4	B_safe	A		4			0.885	0.393
4	extended	axent haines aide	LOOP6	A	A		6			0.845	0.270
4	extending	axent haines in	LOOP6	A	A		6			0.707	0.211
4	extension	externe	LOOP2		A		2			0.817	0.394
4	extensions	externe	LOOP2		A		2			0.804	0.378
4	extensive	axent haines ive	LOOP4	A	A		4			0.932	0.297
4	extensively	axent haines flux	LOOP4	A	A		4			0.875	0.296
4	falling	folles	LOOP2		A		2			0.886	0.375
4	falls	folle	LOOP2	A	A		2			0.975	0.409
4	falls	folles	LOOP4	A	A		4			0.975	0.388
4	feel	fils	LOOP2				2				
4	feeling	file	LOOP4		A		4			0.886	0.249
4	feels	fil	LOOP2	A	GOLD		2			0.975	0.466
4	feels	file	LOOP4	A	A		4			0.975	0.259
4	feels	files	LOOP9	A	A		9			0.975	0.273
4	fees	fi	LOOP2		A		2			0.912	0.386
4	film	films	LOOP4	A	GOLD		4			0.981	0.950
4	films	film	LOOP4		GOLD		4			0.959	0.950
4	flew	flux	LOOP4				4				
4	flooded	flot	LOOP2		A		2			0.874	0.316
4	floor	flottes	LOOP2	A	A		2			0.865	0.338
4	flown	flow	LOOP4	B_safe	GOLD		4			0.740	0.467
4	flume	flou	LOOP2		GOLD		2			0.921	0.816
4	fool	full	LOOP3	B_safe	A		3			0.770	0.317
4	fools	foule	LOOP2	A	A		2			0.975	0.403
4	force	fausse	LOOP2		A		2			0.929	0.386
4	forced	fausse	LOOP5		A		5			0.908	0.446
4	foresee	foncé	LOOP6	A	GOLD		6			0.888	0.582
4	foresees	fonceuse	LOOP6	A	GOLD		6			0.884	0.500
4	founders	fanent aise	LOOP6	A	A		6			0.915	0.164
4	founding	fanent in	LOOP6	A	A		6			0.745	0.255
4	fruit	routes	LOOP3	A	A		3			0.854	0.127
4	fruits	route	LOOP3		A		3			0.837	0.144
4	full	foule	LOOP2		GOLD		2			0.979	0.558
4	genes	gin	LOOP2	A	A		2			0.977	0.263
4	genes	jean	LOOP2	A	A		2			0.748	0.285
4	genome	gin dôme	LOOP4	A	A		4			0.896	0.237
4	gin	jean	LOOP4	A	A		4			0.735	0.443
4	grab	grappe	LOOP3		A		3			0.810	0.344
4	grabs	grappe	LOOP3		A		3			0.796	0.360
4	grain	green	LOOP2	B_safe	A		2			0.821	0.246
4	grape	grippe	LOOP4	B_safe	A		4			0.730	0.030
4	grasp	grappes	LOOP10	B_safe	A		10			0.772	0.254
4	green	graines	LOOP2				2				
4	himself	aimes elfes	LOOP3	A	A		3			0.960	0.240
4	kindly	cannes lis	LOOP2	A	GOLD		2			0.924	0.541
4	kindness	cannes noces	LOOP2	A	A		2			0.909	0.297
4	knives	naïve	LOOP2		A		2			0.966	0.155
4	large	large	LOOP4		GOLD		4			0.856	1.000
4	lead	liquide	LOOP2	A			2				
4	leader	liquides	LOOP2	A	A		2			0.786	0.152
4	leagues	ligue	LOOP2		GOLD		2			0.975	0.690
4	let	laid	LOOP7		GOLD		7			0.979	0.762
4	let	lettres	LOOP2	A	GOLD		2			0.975	0.549
4	lift	lift	LOOP2		GOLD		2			0.981	1.000
4	lifting	lifting	LOOP2		GOLD		2			0.886	1.000
4	lording	lord	LOOP3		GOLD		3			0.772	0.847
4	lords	lord	LOOP3	A	GOLD		3			0.854	0.793
4	marked	marque	LOOP2		GOLD		2			0.845	0.625
4	masque	masques	LOOP2		GOLD		2			0.977	0.927
4	meets	mythes	LOOP4	A	A		4			0.669	0.247
4	memes	mime	LOOP2		GOLD		2			0.975	0.600
4	mostly	but lie	LOOP3		A		3			0.838	0.257
4	myself	mas elfes	LOOP7	A	A		7			0.943	0.328
4	nets	net	LOOP2	A	GOLD		2			0.975	0.552
4	northwestern	notais tonnes	LOOP2	A	A		2			0.748	0.405
4	oldest	elles est	LOOP2	A	A		2			0.723	0.260
4	ordered	horde	LOOP3	A	A		3			0.809	0.426
4	ordered	hordes	LOOP2	A	A		2			0.809	0.307
4	ordering	ordre	LOOP6		A		6			0.691	0.908
4	pack	pac	LOOP4		A		4			0.975	0.383
4	pair	perd	LOOP2				2				
4	pair	perds	LOOP2				2				
4	pairs	pères	LOOP2	A	A		2			0.881	0.406
4	pause	pose	LOOP8		A		8			1.000	0.316
4	peas	pisse	LOOP2	B_safe	GOLD		2			0.979	0.517
4	peas	pisses	LOOP2	B_safe	GOLD		2			0.979	0.556
4	pease	pisse	LOOP2	B_safe	A		2			0.979	0.394
4	pease	pisses	LOOP2	B_safe	A		2			0.979	0.440
4	peeked	pique	LOOP2		GOLD		2			0.975	0.580
4	peeve	pif	LOOP8		GOLD		8			0.979	0.738
4	pens	peine	LOOP2		A		2			0.975	0.348
4	pens	peines	LOOP2	A	A		2			0.975	0.226
4	pentagon	peinent gaine	LOOP2	A	A		2			0.921	0.379
4	petite	petite	LOOP6		GOLD		6			0.957	1.000
4	picky	piquer	LOOP2	A	GOLD		2			0.928	0.555
4	pile	pâle	LOOP2	A	GOLD		2			0.906	0.635
4	pissed	piste	LOOP2	A	GOLD		2			0.981	0.543
4	pleaded	plie	LOOP2		A		2			0.899	0.402
4	pleat	plisse	LOOP8	A	GOLD		8			0.961	0.627
4	police	polices	LOOP2	A	GOLD		2			0.945	0.988
4	policeman	police	LOOP2		GOLD		2			0.848	0.907
4	pools	poule	LOOP4	A	A		4			0.975	0.329
4	pools	poules	LOOP2	A	A		2			0.975	0.309
4	poor	pour	LOOP4		A		4			0.829	0.446
4	pope	pop	LOOP2		A		2			0.884	0.217
4	porter	potes	LOOP2	A	A		2			0.867	0.330
4	ports	pote	LOOP2	A	A		2			0.889	0.342
4	ports	potes	LOOP2	A	A		2			0.908	0.362
4	pose	pause	LOOP5		A		5			0.906	0.316
4	pose	pauses	LOOP2	A	A		2			0.906	0.309
4	poses	pause	LOOP3		A		3			0.881	0.298
4	possession	paix échine	LOOP2	A	A		2			0.864	0.253
4	post	postes	LOOP2	B_safe	GOLD		2			0.889	0.912
4	posted	poste	LOOP2		GOLD		2			0.867	0.900
4	pour	pauvre	LOOP2	A			2				
4	pray	pré	LOOP2	A	A		2			0.697	0.423
4	pray	prés	LOOP3	A	A		3			0.697	0.404
4	prayed	pré	LOOP3		A		3			0.681	0.370
4	prayers	prêts	LOOP2		A		2			0.724	0.435
4	predator	prêt tes	LOOP4	A	A		4			0.676	0.256
4	prefer	prêts	LOOP5		GOLD		5			0.738	0.591
4	premium	primes rimes	LOOP2	A	A		2			0.797	0.156
4	prep	prêt	LOOP6	A	GOLD		6			0.736	0.686
4	press	près	LOOP2				2				
4	press	prêt	LOOP3				3				
4	pressed	prête	LOOP3		GOLD		3			0.788	0.527
4	presses	presse	LOOP5		GOLD		5			0.824	0.941
4	pressies	presse	LOOP2		GOLD		2			0.747	0.863
4	previous	privilèges	LOOP4	B_safe	A		4			0.775	0.364
4	previously	privilégie	LOOP5	B_safe	A		5			0.800	0.350
4	prey	pré	LOOP2	A	A		2			0.697	0.462
4	prey	prés	LOOP2	A	A		2			0.697	0.515
4	prime	primes	LOOP4	B_safe	A		4			0.695	0.960
4	prof	prof	LOOP2		GOLD		2	DUAL-A	1	0.761	1.000
4	professor	professe	LOOP2		GOLD		2			0.905	0.621
4	properties	apprise	LOOP8		A		8			0.777	0.367
4	property	appris	LOOP8		A		8			0.744	0.353
4	proposal	proposent	LOOP2		GOLD		2			0.783	0.953
4	proposals	proposent	LOOP2		GOLD		2			0.768	0.897
4	proposed	proposent	LOOP4		GOLD		4			0.825	0.975
4	prospects	prospects	LOOP2		GOLD		2			0.831	1.000
4	protect	prétextes	LOOP6	B_safe	A		6			0.893	0.368
4	protection	prétexte	LOOP4		A		4			0.833	0.348
4	protects	protectrice	LOOP2	B_safe	GOLD		2			0.760	0.788
4	protects	prétexte	LOOP2		A		2			0.893	0.363
4	prove	prouvé	LOOP3				3				
4	quantities	quad dix	LOOP8	A	A		8			0.904	0.261
4	quantity	quad tee	LOOP8	A	A		8			0.670	0.198
4	quiche	quiche	LOOP2		GOLD		2			1.000	1.000
4	rail	réelle	LOOP2	A	A		2			0.829	0.231
4	reach	riche	LOOP6				6				
4	reached	riches	LOOP3		A		3			0.748	0.355
4	reaches	riches	LOOP3		A		3			0.748	0.354
4	reads	ride	LOOP2	A	A		2			0.807	0.394
4	reads	rides	LOOP10	A	A		10			0.807	0.363
4	recipe	respirer	LOOP6	A			6				
4	recipes	respire	LOOP6	A	A		6			0.836	0.158
4	redden	reines	LOOP2		A		2			0.689	0.561
4	reds	raids	LOOP2	A	A		2			0.807	0.260
4	registered	raids stade	LOOP4	A	A		4			0.825	0.277
4	regular	règle	LOOP2		GOLD		2			0.743	0.535
4	rendered	reines	LOOP4		A		4			0.792	0.285
4	rendering	reines ring	LOOP5	A	A		5			0.644	0.092
4	rent	reine	LOOP4				4				
4	rented	reines	LOOP2		A		2			0.792	0.277
4	renter	reines	LOOP2		A		2			0.807	0.277
4	rest	rester	LOOP2				2				
4	rest	restez	LOOP2				2				
4	rest	resté	LOOP2				2				
4	rested	reste	LOOP2		GOLD		2			0.824	0.758
4	resting	reste	LOOP4		GOLD		4			0.743	0.780
4	retailer	rient ailé	LOOP2	A	A		2			0.718	0.239
4	retailers	rient hélas	LOOP2	A	A		2			0.725	0.234
4	role	roll	LOOP8	B_safe	A		8			0.787	0.286
4	roll	rôle	LOOP3	A	A		3			0.721	0.374
4	roll	rôles	LOOP3	A	A		3			0.721	0.332
4	rolled	rôles	LOOP2		A		2			0.705	0.226
4	rooted	route	LOOP3		A		3			0.747	0.400
4	roots	route	LOOP8	A	A		8			0.807	0.334
4	routes	route	LOOP6	A	A		6			0.657	0.956
4	rule	roulé	LOOP2	A	A		2			0.678	0.657
4	ruler	roulé	LOOP2	A	A		2			0.678	0.678
4	sale	celle	LOOP2		A		2			0.884	0.229
4	salt	soldes	LOOP2	A	GOLD		2			0.993	0.455
4	scene	si	LOOP2		GOLD		2			0.912	0.610
4	scenes	seine	LOOP2	A	A		2			0.931	0.416
4	scored	scores	LOOP4		GOLD		4			0.867	0.906
4	scores	score	LOOP3	B_safe	GOLD		3			0.873	0.967
4	scotch	sketch	LOOP2	A	A		2			0.928	0.173
4	seats	site	LOOP2	A	A		2			0.975	0.238
4	secondary	déconnent ri	LOOP2	A	GOLD		2			0.854	0.452
4	secondly	déconnent lis	LOOP2	A	GOLD		2			0.905	0.475
4	seemed	cime	LOOP3		GOLD		3			0.975	0.661
4	seems	cime	LOOP3		GOLD		3			0.975	0.663
4	sell	cellule	LOOP11				11				
4	sell	sel	LOOP2				2				
4	seller	celle	LOOP2		A		2			1.000	0.307
4	selling	celle	LOOP3		A		3			0.886	0.222
4	sells	celle	LOOP4		A		4			0.975	0.195
4	sen	scène	LOOP2				2				
4	sets	cette	LOOP2	A	A		2			0.975	0.430
4	sets	set	LOOP4	A	GOLD		4			0.975	0.878
4	sex	sectes	LOOP12	B_safe	A		12			0.986	0.403
4	sex	sex	LOOP3				3				
4	sex	sexy	LOOP5	B_safe	GOLD		5			0.796	0.762
4	sext	secte	LOOP5		A		5			0.977	0.395
4	sexual	sexuelle	LOOP2		GOLD		2	DUAL-A	0	0.923	0.968
4	sexually	sexuelle	LOOP2		GOLD		2			0.880	0.928
4	sexy	sexe	LOOP3	A	GOLD		3			0.910	0.773
4	sexy	sexes	LOOP2	A	GOLD		2			0.910	0.751
4	sharply	chie pli	LOOP2	A	GOLD		2			0.885	0.530
4	sheer	chie	LOOP2	A	GOLD		2			0.887	0.582
4	sheik	chèque	LOOP3		A		3			0.884	0.318
4	shekel	chèque	LOOP2		A		2			0.886	0.264
4	shoot	chute	LOOP8				8				
4	shoots	shoots	LOOP3		GOLD		3			0.846	1.000
4	sketch	scotch	LOOP2	B_safe	A		2			0.804	0.173
4	skid	ski	LOOP3		GOLD		3			0.899	0.946
4	slaves	slave	LOOP2		GOLD		2			0.841	0.909
4	sort	sortir	LOOP2				2				
4	sorted	sort	LOOP4		GOLD		4			0.836	0.899
4	sortie	sort	LOOP4		GOLD		4			0.750	0.647
4	southwest	cent ouest	LOOP5	A	GOLD		5			0.914	0.748
4	sport	spot	LOOP3	B_safe	A		3			0.729	0.367
4	sport	spots	LOOP3	B_safe	A		3			0.717	0.316
4	sports	spot	LOOP3	B_safe	A		3			0.778	0.355
4	sports	spots	LOOP3	B_safe	A		3			0.790	0.317
4	spread	spray	LOOP4	A	A		4			0.763	0.394
4	stalky	stock	LOOP6		A		6			0.911	0.402
4	stand	stands	LOOP2	B_safe	GOLD		2			0.886	0.943
4	standing	standing	LOOP2		GOLD		2	DUAL-A	1	0.880	1.000
4	steak	stick	LOOP3		A		3			0.885	0.359
4	stealer	style	LOOP2		A		2			1.000	0.385
4	stealing	style	LOOP2		A		2			0.890	0.166
4	steals	style	LOOP4	A	A		4			0.977	0.229
4	steals	styles	LOOP4	A	A		4			0.977	0.238
4	step	stop	LOOP2	B_safe	GOLD		2			0.955	0.482
4	step	stops	LOOP3	B_safe	A		3			0.955	0.429
4	steppe	stop	LOOP2	B_safe	GOLD		2			0.955	0.469
4	steps	steppes	LOOP4		GOLD		4			0.977	0.523
4	stick	steak	LOOP3	B_safe	A		3			0.746	0.359
4	stick	steaks	LOOP2	B_safe	A		2			0.730	0.311
4	sticker	steak	LOOP2	B_safe	A		2			0.746	0.335
4	sticker	steaks	LOOP2	B_safe	A		2			0.730	0.295
4	stickers	stick	LOOP2		GOLD		2			0.959	0.736
4	stop	step	LOOP6	B_safe	GOLD		6			0.921	0.482
4	store	stores	LOOP6		GOLD		6			0.864	0.964
4	stores	store	LOOP6	B_safe	GOLD		6			0.873	0.964
4	streak	stricte	LOOP5	A	A		5			0.839	0.367
4	streak	strictes	LOOP3	A	A		3			0.839	0.342
4	stream	string	LOOP4	B_safe	A		4			0.735	0.408
4	stream	strip	LOOP8	A	A		8			0.801	0.303
4	streams	strip	LOOP2	B_safe	A		2			0.788	0.279
4	stressed	stress	LOOP4	B_safe	GOLD		4			0.851	0.951
4	stretching	stretching	LOOP6		GOLD		6			0.895	1.000
4	string	stream	LOOP2	A	A		2			0.792	0.408
4	strings	stream	LOOP2	B_safe	A		2			0.780	0.431
4	strip	stream	LOOP8	A	A		8			0.801	0.303
4	stripped	stream	LOOP2	B_safe	A		2			0.788	0.248
4	suggesting	et geste	LOOP2		GOLD		2			0.832	0.603
4	suggests	on geste	LOOP2		GOLD		2			0.888	0.575
4	sweat	souhait	LOOP2	A	A		2			0.825	0.301
4	talked	toc	LOOP2		GOLD		2			0.975	0.555
4	tape	type	LOOP4		A		4			0.879	0.199
4	technical	technique	LOOP2		GOLD		2	DUAL-A	0	0.870	0.759
4	technically	techniques lies	LOOP2	A	GOLD		2			0.958	0.523
4	technique	techniquement	LOOP2	A	GOLD		2			0.777	0.941
4	techniques	technique	LOOP5	A	GOLD		5			0.938	0.971
4	tell	tel	LOOP9				9				
4	tells	tels	LOOP10	A	A		10			0.975	0.373
4	test	testé	LOOP2				2				
4	testa	test	LOOP2		GOLD		2			0.910	0.898
4	testers	test	LOOP12		GOLD		12			0.977	0.937
4	testes	tester	LOOP3		GOLD		3			0.920	0.960
4	tests	test	LOOP3	A	GOLD		3			0.977	0.966
4	tests	teste	LOOP2	A	GOLD		2			0.977	0.970
4	textbooks	taxent box	LOOP2	A	A		2			0.728	0.215
4	texting	textes	LOOP4		GOLD		4			0.893	0.757
4	titi	tirer	LOOP2		GOLD		2			0.772	0.915
4	toss	torse	LOOP2	A	GOLD		2			0.929	0.497
4	tossed	test	LOOP2		A		2			0.955	0.236
4	traders	trait aise	LOOP6	A	A		6			0.780	0.123
4	trading	trait in	LOOP6	A	A		6			0.636	0.177
4	transform	transformé	LOOP4				4				
4	transformation	transformer	LOOP4		GOLD		4			0.745	0.579
4	treat	triste	LOOP2	A	A		2			0.788	0.421
4	tribe	trappes	LOOP6	B_safe	A		6			0.728	0.240
4	tribes	trappe	LOOP6		A		6			0.714	0.303
4	tried	traces	LOOP4	B_safe	A		4			0.701	0.365
4	tries	trace	LOOP4				4				
4	troops	troupe	LOOP2				2				
4	try	trahis	LOOP8	A	GOLD		8			0.816	0.538
4	trying	trahi	LOOP4		GOLD		4			0.746	0.537
4	type	tape	LOOP2	A	A		2			0.906	0.199
4	type	tapes	LOOP2	A	A		2			0.906	0.186
4	types	tape	LOOP4		A		4			0.881	0.237
4	widely	et lie	LOOP3		A		3			0.737	0.276
4	wrap	rap	LOOP4		A		4			0.798	0.193
4	writer	rares	LOOP2	A			2				
4	writers	rare	LOOP2		A		2			0.655	0.210
4	zippy	zipper	LOOP2	A	GOLD		2			0.928	0.934
5	abd	abd	DUAL-A					DUAL-A	1		
5	abdul	abdel	DUAL-A					DUAL-A	1		
5	abdul	abdul	DUAL-A					DUAL-A	1		
5	absence	absence	DUAL-A					DUAL-A	1		
5	absent	absente	DUAL-A					DUAL-A	1		
5	absent	absentes	DUAL-A					DUAL-A	1		
5	abstract	abstrait	DUAL-A					DUAL-A	1		
5	abstract	abstraite	DUAL-A					DUAL-A	1		
5	abstract	abstraits	DUAL-A					DUAL-A	1		
5	abu	abou	DUAL-A					DUAL-A	1		
5	academy	academy	DUAL-A					DUAL-A	1		
5	acc	acc	DUAL-A					DUAL-A	1		
5	accept	accepter	DUAL-A					DUAL-A	1		
5	accept	acceptez	DUAL-A					DUAL-A	1		
5	acceptable	acceptable	DUAL-A		GOLD			DUAL-A	1	0.882	1.000
5	acceptable	acceptables	DUAL-A	B_reservoir				DUAL-A	1		
5	acceptance	acceptation	DUAL-A					DUAL-A	1		
5	accepted	accepté	DUAL-A					DUAL-A	1		
5	accepted	acceptée	DUAL-A					DUAL-A	1		
5	accepted	acceptées	DUAL-A					DUAL-A	1		
5	accepted	acceptés	DUAL-A					DUAL-A	1		
5	accepting	acceptant	DUAL-A					DUAL-A	1		
5	accepting	acceptation	DUAL-A					DUAL-A	1		
5	accepting	accepter	DUAL-A					DUAL-A	0		
5	accepts	accepte	DUAL-A					DUAL-A	1		
5	access	accès	DUAL-A		GOLD			DUAL-A	0	0.911	0.976
5	accessible	accessibles	DUAL-A					DUAL-A	1		
5	accessories	accessoire	DUAL-A					DUAL-A	1		
5	accessories	accessoires	DUAL-A					DUAL-A	1		
5	acoustic	acoustique	DUAL-A	B_safe	GOLD			DUAL-A	1	0.934	0.965
5	acoustic	acoustiques	DUAL-A					DUAL-A	0		
5	act	act	DUAL-A					DUAL-A	1		
5	act	acte	DUAL-A					DUAL-A	1		
5	active	actives	DUAL-A	B_reservoir				DUAL-A	1		
5	activist	activiste	DUAL-A					DUAL-A	1		
5	actress	actrice	DUAL-A		GOLD			DUAL-A	0	0.806	0.974
5	adapt	adapt	DUAL-A					DUAL-A	1		
5	addressed	adressé	DUAL-A					DUAL-A	1		
5	addressed	adressée	DUAL-A					DUAL-A	1		
5	addresses	adresses	DUAL-A	B_reservoir				DUAL-A	1		
5	addressing	adressage	DUAL-A					DUAL-A	0		
5	admin	admin	DUAL-A					DUAL-A	1		
5	administrative	administratives	DUAL-A					DUAL-A	1		
5	administrator	administrateur	DUAL-A					DUAL-A	1		
5	adolf	adolf	DUAL-A					DUAL-A	1		
5	adolf	adolphe	DUAL-A					DUAL-A	0		
5	adopt	adoptent	DUAL-A					DUAL-A	1		
5	adrian	adrien	DUAL-A					DUAL-A	1		
5	adult	adulte	DUAL-A					DUAL-A	1		
5	adult	adultes	DUAL-A					DUAL-A	1		
5	advance	advance	DUAL-A					DUAL-A	1		
5	adventist	adventiste	DUAL-A					DUAL-A	1		
5	aero	aero	DUAL-A					DUAL-A	1		
5	aesthetic	esthétique	DUAL-A					DUAL-A	0		
5	aesthetic	esthétiques	DUAL-A					DUAL-A	0		
5	afb	afb	DUAL-A					DUAL-A	1		
5	afc	afc	DUAL-A					DUAL-A	1		
5	afd	afd	DUAL-A					DUAL-A	1		
5	affect	affecter	DUAL-A					DUAL-A	1		
5	affected	affecté	DUAL-A					DUAL-A	1		
5	affected	affectée	DUAL-A					DUAL-A	1		
5	affected	affectés	DUAL-A					DUAL-A	1		
5	affecting	affectant	DUAL-A					DUAL-A	1		
5	affects	affecte	DUAL-A					DUAL-A	1		
5	affects	affectent	DUAL-A	B_reservoir				DUAL-A	1		
5	afghan	afghane	DUAL-A					DUAL-A	1		
5	african	africaine	DUAL-A					DUAL-A	1		
5	african	africaines	DUAL-A					DUAL-A	1		
5	afro	afro	DUAL-A					DUAL-A	1		
5	against	against	DUAL-A					DUAL-A	1		
5	agf	agf	DUAL-A					DUAL-A	1		
5	aggressive	agressif	DUAL-A					DUAL-A	1		
5	aggressive	agressifs	DUAL-A					DUAL-A	0		
5	aggressive	agressives	DUAL-A					DUAL-A	1		
5	ahmed	ahmed	DUAL-A					DUAL-A	1		
5	aid	aide	DUAL-A					DUAL-A	1		
5	aid	aides	DUAL-A					DUAL-A	1		
5	airlines	airlines	DUAL-A					DUAL-A	1		
5	alarm	alarme	DUAL-A					DUAL-A	1		
5	alarm	alarmes	DUAL-A					DUAL-A	1		
5	albany	albany	DUAL-A					DUAL-A	1		
5	alex	alex	DUAL-A					DUAL-A	1		
5	alexa	alexa	DUAL-A					DUAL-A	1		
5	alexis	alexis	DUAL-A					DUAL-A	1		
5	alfred	alfred	DUAL-A					DUAL-A	1		
5	alfredo	alfredo	DUAL-A					DUAL-A	1		
5	algorithms	algorithmes	DUAL-A					DUAL-A	1		
5	ali	ali	DUAL-A					DUAL-A	1		
5	allegheny	allegheny	DUAL-A					DUAL-A	1		
5	allied	allied	DUAL-A					DUAL-A	1		
5	alpine	alpine	DUAL-A					DUAL-A	1		
5	alt	alt	DUAL-A					DUAL-A	1		
5	altitude	altitude	DUAL-A					DUAL-A	1		
5	alto	alto	DUAL-A					DUAL-A	1		
5	always	always	DUAL-A					DUAL-A	1		
5	amalgamated	amalgamated	DUAL-A					DUAL-A	1		
5	amiga	amiga	DUAL-A					DUAL-A	1		
5	amino	aminé	DUAL-A					DUAL-A	1		
5	amino	aminés	DUAL-A					DUAL-A	0		
5	amnesty	amnesty	DUAL-A					DUAL-A	1		
5	amnesty	amnistie	DUAL-A					DUAL-A	0		
5	amsterdam	amsterdam	DUAL-A					DUAL-A	1		
5	amtrak	amtrak	DUAL-A					DUAL-A	1		
5	amy	amy	DUAL-A					DUAL-A	1		
5	ancestral	ancestral	DUAL-A					DUAL-A	1		
5	ancestral	ancestrale	DUAL-A					DUAL-A	1		
5	ancestral	ancestrales	DUAL-A					DUAL-A	1		
5	ancestral	ancestraux	DUAL-A					DUAL-A	1		
5	andre	andré	DUAL-A					DUAL-A	1		
5	andrea	andrea	DUAL-A					DUAL-A	1		
5	andrew	andrew	DUAL-A					DUAL-A	1		
5	andrews	andrews	DUAL-A					DUAL-A	1		
5	android	android	DUAL-A					DUAL-A	1		
5	android	androïde	DUAL-A					DUAL-A	1		
5	andré	andré	DUAL-A					DUAL-A	1		
5	andrés	andrés	DUAL-A					DUAL-A	1		
5	anglo	anglo	DUAL-A					DUAL-A	1		
5	anhalt	anhalt	DUAL-A					DUAL-A	1		
5	ani	ani	DUAL-A					DUAL-A	1		
5	ann	ann	DUAL-A					DUAL-A	1		
5	ann	anne	DUAL-A					DUAL-A	1		
5	anne	anne	DUAL-A					DUAL-A	1		
5	annexed	annexé	DUAL-A					DUAL-A	1		
5	annexed	annexée	DUAL-A					DUAL-A	1		
5	annie	annie	DUAL-A					DUAL-A	1		
5	another	another	DUAL-A					DUAL-A	1		
5	antenna	antenne	DUAL-A					DUAL-A	1		
5	anthropology	anthropologie	DUAL-A					DUAL-A	1		
5	antigua	antigua	DUAL-A					DUAL-A	1		
5	antony	antony	DUAL-A					DUAL-A	1		
5	apartheid	apartheid	DUAL-A					DUAL-A	1		
5	apostolic	apostolique	DUAL-A					DUAL-A	1		
5	app	app	DUAL-A					DUAL-A	1		
5	approach	approche	DUAL-A					DUAL-A	1		
5	approve	approuver	DUAL-A					DUAL-A	1		
5	approved	approuvé	DUAL-A					DUAL-A	1		
5	approved	approuvée	DUAL-A					DUAL-A	1		
5	approved	approuvées	DUAL-A					DUAL-A	1		
5	approved	approuvés	DUAL-A					DUAL-A	0		
5	arbcom	arbcom	DUAL-A					DUAL-A	1		
5	arbitrary	arbitraire	DUAL-A		A			DUAL-A	1	0.667	0.986
5	arbitrary	arbitraires	DUAL-A	B_reservoir				DUAL-A	1		
5	arc	arc	DUAL-A		GOLD			DUAL-A	1	0.784	1.000
5	arcade	arcade	DUAL-A					DUAL-A	1		
5	arcade	arcades	DUAL-A	B_reservoir				DUAL-A	1		
5	archaic	archaïque	DUAL-A					DUAL-A	0		
5	archaic	archaïques	DUAL-A					DUAL-A	0		
5	archie	archie	DUAL-A					DUAL-A	1		
5	architect	architecte	DUAL-A		GOLD			DUAL-A	1	0.856	0.996
5	architect	architectes	DUAL-A					DUAL-A	1		
5	architects	architecte	DUAL-A					DUAL-A	1		
5	architects	architectes	DUAL-A					DUAL-A	1		
5	arlington	arlington	DUAL-A					DUAL-A	1		
5	arm	arm	DUAL-A					DUAL-A	1		
5	armament	armement	DUAL-A					DUAL-A	1		
5	armament	armements	DUAL-A					DUAL-A	1		
5	armenia	arménie	DUAL-A					DUAL-A	0		
5	armstrong	armstrong	DUAL-A					DUAL-A	1		
5	arnold	arnold	DUAL-A					DUAL-A	1		
5	arrest	arrestation	DUAL-A					DUAL-A	0		
5	arrest	arrestations	DUAL-A					DUAL-A	0		
