src	dst	quality	sound_edge_score	is_multiword_src	is_multiword_dst	chain
technique	technique	0.985	1.0	False	False	en:technique ≈ fr:techniques ~ fr:technique
terror	terra	0.992	1.0	False	False	en:terror ≈ fr:terre ~ fr:terra
terror	terrestre	0.988	1.0	False	False	en:terror ≈ fr:terre ~ fr:terrestre
toot	allen	0.994	1.0	False	False	en:toot ≈ fr:toutes ~ fr:allen
toot	toutou	0.987	1.0	False	False	en:toot ≈ fr:toute ~ fr:toutou
tree	tres	0.998	1.0	False	False	en:tree ≈ fr:tri ~ fr:tres
troupe	troupeaux	0.904	1.0	False	False	en:troupe ≈ fr:troupes ~ fr:troupeaux
troupe	bataillon	0.899	1.0	False	False	en:troupe ≈ fr:troupes ~ fr:bataillon
truce	fourrés	0.987	1.0	False	False	en:truce ≈ fr:trousse ~ fr:fourrés
truly	trous	0.974	1.0	False	False	en:truly ≈ fr:trous lies ~ fr:trous
tutor	tourner	0.984	1.0	False	False	en:tutor ≈ fr:tours ~ fr:tourner
tutor	tournée	0.982	1.0	False	False	en:tutor ≈ fr:tour ~ fr:tournée
tutor	tourne	0.98	1.0	False	False	en:tutor ≈ fr:tour ~ fr:tourne
vest	sait	0.991	1.0	False	False	en:vest ≈ fr:veste ~ fr:sait
vest	sais	0.989	1.0	False	False	en:vest ≈ fr:veste ~ fr:sais
vest	vêtue	0.969	1.0	False	False	en:vest ≈ fr:vestes ~ fr:vêtue
vex	vends	0.969	1.0	False	False	en:vex ≈ fr:vexent ~ fr:vends
vex	mûrs	0.968	1.0	False	False	en:vex ≈ fr:vexent ~ fr:mûrs
vex	veaux	0.961	1.0	False	False	en:vex ≈ fr:vexes ~ fr:veaux
we	sim	0.998	1.0	False	False	en:we ≈ fr:oui ~ fr:sim
wee	sim	0.998	1.0	False	False	en:wee ≈ fr:oui ~ fr:sim
wrest	rester	0.972	1.0	False	False	en:wrest ≈ fr:reste ~ fr:rester
zest	zèle	0.984	1.0	False	False	en:zest ≈ fr:zeste ~ fr:zèle
zest	jurassic	0.977	1.0	False	False	en:zest ≈ fr:zestes ~ fr:jurassic
zest	sylvestre	0.976	1.0	False	False	en:zest ≈ fr:zestes ~ fr:sylvestre
zoom	zoom	0.988	1.0	False	False	en:zoom ≈ fr:zoome ~ fr:zoom
zoom	zoo	0.977	1.0	False	False	en:zoom ≈ fr:zooment ~ fr:zoo
zoom	zoologique	0.974	1.0	False	False	en:zoom ≈ fr:zooment ~ fr:zoologique
carport	capot	0.988	0.988	False	False	en:carport ≈ fr:capote ~ fr:capot
cask	casques	0.974	0.985	False	False	en:cask ≈ fr:casque ~ fr:casques
larvae	lavande	0.955	0.985	False	False	en:larvae ≈ fr:lavis ~ fr:lavande
marks	maximum	0.964	0.985	False	False	en:marks ≈ fr:max ~ fr:maximum
marks	maximale	0.958	0.985	False	False	en:marks ≈ fr:max ~ fr:maximale
marly	malone	0.973	0.985	False	False	en:marly ≈ fr:mali ~ fr:malone
marques	maximum	0.964	0.985	False	False	en:marques ≈ fr:max ~ fr:maximum
marques	maximale	0.958	0.985	False	False	en:marques ≈ fr:max ~ fr:maximale
martyr	maternelle	0.96	0.985	False	False	en:martyr ≈ fr:mater ~ fr:maternelle
parks	pac	0.942	0.985	False	False	en:parks ≈ fr:pacs ~ fr:pac
parky	pacs	0.971	0.985	False	False	en:parky ~ en:parks ≈ fr:pacs
parley	pâle	0.977	0.985	False	False	en:parley ≈ fr:pâli ~ fr:pâle
parley	pédale	0.956	0.985	False	False	en:parley ≈ fr:pâli ~ fr:pédale
tarty	baba	0.988	0.985	False	False	en:tarty ≈ fr:tati ~ fr:baba
tarty	tata	0.987	0.985	False	False	en:tarty ≈ fr:tati ~ fr:tata
creature	crient chaise	0.947	0.983	False	True	en:creature ~ en:creatures ≈ fr:crient chaise
creatures	criant	0.916	0.983	False	False	en:creatures ≈ fr:crient chaise ~ fr:criant
detest	dis est	0.978	0.983	False	True	en:detest ≈ fr:dit est ~ fr:dis est
detest	tas	0.972	0.983	False	False	en:detest ≈ fr:dit est ~ fr:tas
friendly	plaisante	0.96	0.983	False	False	en:friendly ≈ fr:freinent lis ~ fr:plaisante
meantime	âmes	0.916	0.983	False	False	en:meantime ≈ fr:minent âme ~ fr:âmes
meantime	âme	0.91	0.983	False	False	en:meantime ≈ fr:minent âme ~ fr:âme
meantime	soule	0.906	0.983	False	False	en:meantime ≈ fr:minent âme ~ fr:soule
surrender	serein	0.973	0.983	False	False	en:surrender ≈ fr:serein des ~ fr:serein
exes	excision	0.916	0.98	False	False	en:exes ≈ fr:excise ~ fr:excision
exes	excréments	0.891	0.98	False	False	en:exes ≈ fr:excise ~ fr:excréments
meting	réunion	0.985	0.98	False	False	en:meting ≈ fr:meeting ~ fr:réunion
meting	réunions	0.973	0.98	False	False	en:meting ≈ fr:meeting ~ fr:réunions
possessed	paix	0.976	0.98	False	False	en:possessed ≈ fr:paix est ~ fr:paix
sentry	vais tri	0.957	0.98	False	True	en:sentry ≈ fr:sain tri ~ fr:vais tri
sentry	mais tri	0.95	0.98	False	True	en:sentry ≈ fr:sain tri ~ fr:mais tri
sentry	trie	0.95	0.98	False	False	en:sentry ≈ fr:sain tri ~ fr:trie
tryst	tristan	0.983	0.98	False	False	en:tryst ≈ fr:triste ~ fr:tristan
footballer	brisant	0.962	0.979	False	False	en:footballer ≈ fr:fait bolée ~ fr:brisant
footballer	fait bol	0.957	0.979	False	True	en:footballer ≈ fr:fait bolée ~ fr:fait bol
about	émettent	0.974	0.976	False	False	en:about ≈ fr:ébattent ~ fr:émettent
about	étranglé	0.972	0.976	False	False	en:about ≈ fr:ébattent ~ fr:étranglé
butler	bat quel	0.96	0.976	False	True	en:butler ≈ fr:bat les ~ fr:bat quel
coot of	cassette	0.942	0.976	True	False	en:coot of ~ en:cosset ≈ fr:cassette
cosset	cassettes	0.968	0.976	False	False	en:cosset ≈ fr:cassette ~ fr:cassettes
creamy	criminel	0.973	0.976	False	False	en:creamy ≈ fr:crimée ~ fr:criminel
creamy	criminalité	0.973	0.976	False	False	en:creamy ≈ fr:crimée ~ fr:criminalité
creepy	mœurs	0.974	0.976	False	False	en:creepy ≈ fr:crépi ~ fr:mœurs
forepeak	phobie	0.895	0.976	False	False	en:forepeak ≈ fr:phobique ~ fr:phobie
landlord	rhin tes	0.915	0.976	False	True	en:landlord ~ en:renter ≈ fr:rhin tes
pesty	vautour	0.928	0.976	False	False	en:pesty ≈ fr:pester ~ fr:vautour
possess	paix	0.966	0.976	False	False	en:possess ≈ fr:paix ace ~ fr:paix
renter	raies lis	0.968	0.976	False	True	en:renter ≈ fr:rhin tes ~ fr:raies lis
rusher	recettes	0.96	0.976	False	False	en:rusher ~ en:russet ≈ fr:recettes
sensor	reçois	0.973	0.976	False	False	en:sensor ≈ fr:sain ses ~ fr:reçois
sensors	sain ses	0.975	0.976	False	True	en:sensors ~ en:sensor ≈ fr:sain ses
setup	haché	0.941	0.976	False	False	en:setup ≈ fr:sait happe ~ fr:haché
setup	hache	0.941	0.976	False	False	en:setup ≈ fr:sait happe ~ fr:hache
tender	tain paul	0.966	0.976	False	True	en:tender ≈ fr:tain des ~ fr:tain paul
tender	tain	0.96	0.976	False	False	en:tender ≈ fr:tain des ~ fr:tain
treader	traités	0.981	0.976	False	False	en:treader ≈ fr:traité ~ fr:traités
treader	traitées	0.966	0.976	False	False	en:treader ≈ fr:traité ~ fr:traitées
treader	traitée	0.961	0.976	False	False	en:treader ≈ fr:traité ~ fr:traitée
vender	vin	0.967	0.976	False	False	en:vender ≈ fr:vin des ~ fr:vin
vendor	vin	0.967	0.976	False	False	en:vendor ≈ fr:vin des ~ fr:vin
vendors	vin des	0.97	0.976	False	True	en:vendors ~ en:vendor ≈ fr:vin des
benny	bénir	0.979	0.975	False	False	en:benny ≈ fr:béni ~ fr:bénir
benny	bénis	0.977	0.975	False	False	en:benny ≈ fr:béni ~ fr:bénis
benny	bénin	0.975	0.975	False	False	en:benny ≈ fr:béni ~ fr:bénin
bloc	blocus	0.968	0.975	False	False	en:bloc ≈ fr:bloc ~ fr:blocus
clawed	claudel	0.964	0.975	False	False	en:clawed ≈ fr:claude ~ fr:claudel
clawed	claudia	0.963	0.975	False	False	en:clawed ≈ fr:claude ~ fr:claudia
crick	crète	0.968	0.975	False	False	en:crick ≈ fr:crique ~ fr:crète
crick	croque	0.954	0.975	False	False	en:crick ~ en:crock ≈ fr:croque
deli	délits	0.98	0.975	False	False	en:deli ≈ fr:délit ~ fr:délits
ecru	écrase	0.964	0.975	False	False	en:ecru ≈ fr:écrou ~ fr:écrase
ecru	écarlate	0.959	0.975	False	False	en:ecru ≈ fr:écrou ~ fr:écarlate
ecru	écume	0.956	0.975	False	False	en:ecru ≈ fr:écrou ~ fr:écume
fella	piégée	0.966	0.975	False	False	en:fella ≈ fr:fêlé ~ fr:piégée
fellah	piégée	0.966	0.975	False	False	en:fellah ≈ fr:fêlé ~ fr:piégée
feller	piégée	0.966	0.975	False	False	en:feller ≈ fr:fêlé ~ fr:piégée
frock	frotte	0.969	0.975	False	False	en:frock ≈ fr:froc ~ fr:frotte
grille	griller	0.953	0.975	False	False	en:grille ≈ fr:grill ~ fr:griller
grille	barbecue	0.945	0.975	False	False	en:grille ≈ fr:grill ~ fr:barbecue
kopje	copies	0.963	0.975	False	False	en:kopje ≈ fr:copie ~ fr:copies
peppy	pépé	0.966	0.975	False	False	en:peppy ≈ fr:pépie ~ fr:pépé
pillar	piégé	0.973	0.975	False	False	en:pillar ≈ fr:pilé ~ fr:piégé
pillar	pigé	0.971	0.975	False	False	en:pillar ≈ fr:pilé ~ fr:pigé
sherry	chéri	0.985	0.975	False	False	en:sherry ≈ fr:chérie ~ fr:chéri
sorta	sauts	0.97	0.975	False	False	en:sorta ≈ fr:sauter ~ fr:sauts
sorta	saute	0.966	0.975	False	False	en:sorta ≈ fr:sauter ~ fr:saute
sorta	sautant	0.965	0.975	False	False	en:sorta ≈ fr:sauter ~ fr:sautant
sorter	sauts	0.97	0.975	False	False	en:sorter ≈ fr:sauter ~ fr:sauts
sorter	saute	0.966	0.975	False	False	en:sorter ≈ fr:sauter ~ fr:saute
sorter	sautant	0.965	0.975	False	False	en:sorter ≈ fr:sauter ~ fr:sautant
teller	télévisions	0.98	0.975	False	False	en:teller ≈ fr:télé ~ fr:télévisions
teller	télévision	0.979	0.975	False	False	en:teller ≈ fr:télé ~ fr:télévision
teller	télévisé	0.977	0.975	False	False	en:teller ≈ fr:télé ~ fr:télévisé
trot	trot	0.975	0.975	False	False	en:trot ≈ fr:trotte ~ fr:trot
destroyed	préjugés	0.894	0.973	False	False	en:destroyed ≈ fr:dissent rhodes ~ fr:préjugés
destroyed	dénoncés	0.888	0.973	False	False	en:destroyed ≈ fr:dissent rhodes ~ fr:dénoncés
destroyed	ressent	0.883	0.973	False	False	en:destroyed ≈ fr:dissent rhodes ~ fr:ressent
beanie	bénir	0.976	0.97	False	False	en:beanie ≈ fr:béni ~ fr:bénir
boarders	body	0.958	0.97	False	False	en:boarders ~ en:boarder ≈ fr:body
breve	prévient	0.957	0.97	False	False	en:breve ≈ fr:prive ~ fr:prévient
breve	prévenu	0.953	0.97	False	False	en:breve ≈ fr:prive ~ fr:prévenu
brewed	brousse	0.941	0.97	False	False	en:brewed ~ en:brews ≈ fr:brousse
broch	braque	0.951	0.97	False	False	en:broch ~ en:brock ≈ fr:braque
brock	braque	0.951	0.97	False	False	en:brock ~ en:broch ≈ fr:braque
broom	bruyante	0.968	0.97	False	False	en:broom ≈ fr:brume ~ fr:bruyante
budge	badges	0.965	0.97	False	False	en:budge ≈ fr:badge ~ fr:badges
busk	basques	0.98	0.97	False	False	en:busk ≈ fr:basque ~ fr:basques
butter	beautés	0.974	0.97	False	False	en:butter ≈ fr:beauté ~ fr:beautés
butty	bâtit	0.966	0.97	False	False	en:butty ≈ fr:bâti ~ fr:bâtit
butty	bâtard	0.963	0.97	False	False	en:butty ≈ fr:bâti ~ fr:bâtard
butty	bâtons	0.962	0.97	False	False	en:butty ≈ fr:bâti ~ fr:bâtons
chat	chats	0.965	0.97	False	False	en:chat ≈ fr:chat ~ fr:chats
chat	chatte	0.958	0.97	False	False	en:chat ≈ fr:chat ~ fr:chatte
cocky	pieds	0.968	0.97	False	False	en:cocky ≈ fr:kaki ~ fr:pieds
combe	commettre	0.976	0.97	False	False	en:combe ≈ fr:commet ~ fr:commettre
cotta	côtés	0.97	0.97	False	False	en:cotta ≈ fr:côté ~ fr:côtés
cottar	côtés	0.97	0.97	False	False	en:cottar ≈ fr:côté ~ fr:côtés
cotter	côtés	0.97	0.97	False	False	en:cotter ≈ fr:côté ~ fr:côtés
crass	grèce	0.955	0.97	False	False	en:crass ~ en:cress ≈ fr:grèce
creel	griller	0.95	0.97	False	False	en:creel ≈ fr:grill ~ fr:griller
creel	barbecue	0.942	0.97	False	False	en:creel ≈ fr:grill ~ fr:barbecue
cress	grès	0.979	0.97	False	False	en:cress ≈ fr:grèce ~ fr:grès
cruet	crack	0.964	0.97	False	False	en:cruet ~ en:cruck ≈ fr:crack
crus	créneaux	0.944	0.97	False	False	en:crus ≈ fr:crous ~ fr:créneaux
cupped	capter	0.935	0.97	False	False	en:cupped ≈ fr:capte ~ fr:capter
cutter	côtés	0.97	0.97	False	False	en:cutter ≈ fr:côté ~ fr:côtés
demy	kay	0.967	0.97	False	False	en:demy ≈ fr:demi ~ fr:kay
dory	dorée	0.958	0.97	False	False	en:dory ≈ fr:doré ~ fr:dorée
dram	drames	0.98	0.97	False	False	en:dram ≈ fr:drame ~ fr:drames
drupe	troupe	0.964	0.97	False	False	en:drupe ≈ fr:troupes ~ fr:troupe
drupe	troupeaux	0.889	0.97	False	False	en:drupe ≈ fr:troupes ~ fr:troupeaux
drupe	bataillon	0.884	0.97	False	False	en:drupe ≈ fr:troupes ~ fr:bataillon
easel	insulaires	0.964	0.97	False	False	en:easel ≈ fr:isole ~ fr:insulaires
faller	désirer	0.969	0.97	False	False	en:faller ≈ fr:voler ~ fr:désirer
faller	voulu	0.965	0.97	False	False	en:faller ≈ fr:voler ~ fr:voulu
feeder	vidé	0.969	0.97	False	False	en:feeder ≈ fr:vider ~ fr:vidé
fessed	sait	0.976	0.97	False	False	en:fessed ≈ fr:veste ~ fr:sait
fessed	sais	0.974	0.97	False	False	en:fessed ≈ fr:veste ~ fr:sais
flak	bouteille	0.934	0.97	False	False	en:flak ≈ fr:flaque ~ fr:bouteille
flam	flamme	0.979	0.97	False	False	en:flam ≈ fr:flammes ~ fr:flamme
flan	fléau	0.951	0.97	False	False	en:flan ≈ fr:flâne ~ fr:fléau
floored	melissa	0.97	0.97	False	False	en:floored ≈ fr:flotte ~ fr:melissa
flute	flandre	0.928	0.97	False	False	en:flute ≈ fr:flûte ~ fr:flandre
frill	frêne	0.961	0.97	False	False	en:frill ≈ fr:frêle ~ fr:frêne
kauri	corey	0.959	0.97	False	False	en:kauri ≈ fr:corée ~ fr:corey
laddie	liée	0.966	0.97	False	False	en:laddie ≈ fr:lesdits ~ fr:liée
lassie	lisieux	0.959	0.97	False	False	en:lassie ≈ fr:lacis ~ fr:lisieux
latter	pareillement	0.952	0.97	False	False	en:latter ≈ fr:latter ~ fr:pareillement
looby	aimez	0.968	0.97	False	False	en:looby ≈ fr:lubie ~ fr:aimez
macks	maximum	0.957	0.97	False	False	en:macks ≈ fr:max ~ fr:maximum
macks	maximale	0.95	0.97	False	False	en:macks ≈ fr:max ~ fr:maximale
macs	maximum	0.957	0.97	False	False	en:macs ≈ fr:max ~ fr:maximum
macs	maximale	0.95	0.97	False	False	en:macs ≈ fr:max ~ fr:maximale
madder	médoc	0.911	0.97	False	False	en:madder ≈ fr:médée ~ fr:médoc
mallee	malone	0.966	0.97	False	False	en:mallee ≈ fr:mali ~ fr:malone
masher	mâchoires	0.968	0.97	False	False	en:masher ≈ fr:mâcher ~ fr:mâchoires
masque	masqué	0.975	0.97	False	False	en:masque ≈ fr:masque ~ fr:masqué
masque	masqués	0.962	0.97	False	False	en:masque ≈ fr:masque ~ fr:masqués
mealy	midi	0.944	0.97	False	False	en:mealy ~ en:meaty ≈ fr:midi
moony	munir	0.964	0.97	False	False	en:moony ≈ fr:muni ~ fr:munir
noil	tania	0.965	0.97	False	False	en:noil ≈ fr:noël ~ fr:tania
noil	nrj	0.965	0.97	False	False	en:noil ≈ fr:noël ~ fr:nrj
packs	pac	0.935	0.97	False	False	en:packs ≈ fr:pacs ~ fr:pac
packs	paca	0.923	0.97	False	False	en:packs ≈ fr:pacs ~ fr:paca
paddy	papy	0.897	0.97	False	False	en:paddy ~ en:pappy ≈ fr:papy
pally	pâle	0.969	0.97	False	False	en:pally ≈ fr:pâli ~ fr:pâle
pally	pédale	0.949	0.97	False	False	en:pally ≈ fr:pâli ~ fr:pédale
pappy	papes	0.94	0.97	False	False	en:pappy ≈ fr:papy ~ fr:papes
pappy	paie	0.931	0.97	False	False	en:pappy ≈ fr:papy ~ fr:paie
pappy	péter	0.911	0.97	False	False	en:pappy ~ en:patter ≈ fr:péter
pasha	péchés	0.971	0.97	False	False	en:pasha ≈ fr:péché ~ fr:péchés
pasha	pécheurs	0.967	0.97	False	False	en:pasha ≈ fr:péché ~ fr:pécheurs
passport	nestlé	0.947	0.97	False	False	en:passport ≈ fr:pas pote ~ fr:nestlé
pattie	chanvre	0.947	0.97	False	False	en:pattie ≈ fr:pâtit ~ fr:chanvre
patty	chanvre	0.947	0.97	False	False	en:patty ≈ fr:pâtit ~ fr:chanvre
pax	pac	0.935	0.97	False	False	en:pax ≈ fr:pacs ~ fr:pac
pax	paca	0.923	0.97	False	False	en:pax ≈ fr:pacs ~ fr:paca
pluck	plaques	0.962	0.97	False	False	en:pluck ≈ fr:plaque ~ fr:plaques
pluck	plaquer	0.946	0.97	False	False	en:pluck ≈ fr:plaque ~ fr:plaquer
prev	prouvant	0.971	0.97	False	False	en:prev ≈ fr:preuve ~ fr:prouvant
prev	preuves	0.97	0.97	False	False	en:prev ≈ fr:preuve ~ fr:preuves
rale	véritable	0.974	0.97	False	False	en:rale ≈ fr:réel ~ fr:véritable
rale	réelle	0.972	0.97	False	False	en:rale ≈ fr:réel ~ fr:réelle
rapped	rappeur	0.93	0.97	False	False	en:rapped ≈ fr:rapt ~ fr:rappeur
reckon	crête	0.912	0.97	False	False	en:reckon ~ en:cred ≈ fr:crête
recoup	reculer	0.966	0.97	False	False	en:recoup ≈ fr:recoupe ~ fr:reculer
recoup	reprenez	0.964	0.97	False	False	en:recoup ≈ fr:recoupe ~ fr:reprenez
ruddy	redoute	0.94	0.97	False	False	en:ruddy ≈ fr:redis ~ fr:redoute
ruder	doté	0.938	0.97	False	False	en:ruder ~ en:tauter ≈ fr:doté
runny	renan	0.94	0.97	False	False	en:runny ≈ fr:renie ~ fr:renan
sealer	scellés	0.98	0.97	False	False	en:sealer ≈ fr:scellé ~ fr:scellés
sealer	saigné	0.975	0.97	False	False	en:sealer ≈ fr:scellé ~ fr:saigné
sealer	crevé	0.972	0.97	False	False	en:sealer ≈ fr:scellé ~ fr:crevé
sheila	chilien	0.854	0.97	False	False	en:sheila ≈ fr:chili ~ fr:chilien
silt	celtique	0.968	0.97	False	False	en:silt ≈ fr:celtes ~ fr:celtique
silt	celtic	0.963	0.97	False	False	en:silt ≈ fr:celtes ~ fr:celtic
suitor	soudain	0.971	0.97	False	False	en:suitor ≈ fr:soudé ~ fr:soudain
tardy	daté	0.967	0.97	False	False	en:tardy ≈ fr:tandis ~ fr:daté
tawny	tonnerre	0.94	0.97	False	False	en:tawny ≈ fr:tonner ~ fr:tonnerre
teepee	titi	0.938	0.97	False	False	en:teepee ~ en:teeter ≈ fr:titi
teeter	tit	0.963	0.97	False	False	en:teeter ≈ fr:titi ~ fr:tit
tooter	doyen	0.937	0.97	False	False	en:tooter ≈ fr:douter ~ fr:doyen
tooter	douillet	0.934	0.97	False	False	en:tooter ≈ fr:douter ~ fr:douillet
tourney	tonnerre	0.94	0.97	False	False	en:tourney ≈ fr:tonner ~ fr:tonnerre
trews	fourrés	0.972	0.97	False	False	en:trews ≈ fr:trousse ~ fr:fourrés
truss	trace	0.937	0.97	False	False	en:truss ≈ fr:traces ~ fr:trace
verey	vertu	0.967	0.97	False	False	en:verey ≈ fr:verrez ~ fr:vertu
verey	verrou	0.965	0.97	False	False	en:verey ≈ fr:verrez ~ fr:verrou
vita	vidé	0.969	0.97	False	False	en:vita ≈ fr:vider ~ fr:vidé
wrapped	rappeur	0.93	0.97	False	False	en:wrapped ≈ fr:rapt ~ fr:rappeur
designers	dis année	0.964	0.969	False	True	en:designers ~ en:designer ≈ fr:dis année
disagree	appât	0.964	0.969	False	False	en:disagree ≈ fr:dis aigri ~ fr:appât
disagree	têtu	0.963	0.969	False	False	en:disagree ≈ fr:dis aigri ~ fr:têtu
disprove	prouvée	0.961	0.969	False	False	en:disprove ≈ fr:dis prouve ~ fr:prouvée
dynasty	dîners	0.96	0.969	False	False	en:dynasty ≈ fr:dîners tee ~ fr:dîners
exotic	exactement	0.954	0.969	False	False	en:exotic ≈ fr:exact hic ~ fr:exactement
exotic	précisément	0.948	0.969	False	False	en:exotic ≈ fr:exact hic ~ fr:précisément
could	coudes	0.961	0.967	False	False	en:could ≈ fr:coude ~ fr:coudes
could	courge	0.959	0.967	False	False	en:could ≈ fr:coude ~ fr:courge
could	courbe	0.956	0.967	False	False	en:could ≈ fr:coude ~ fr:courbe
central	con troll	0.959	0.966	False	True	en:central ≈ fr:sain troll ~ fr:con troll
customer	aiment aimes	0.969	0.966	False	True	en:customer ≈ fr:cassent aimé ~ fr:aiment aimes
customer	aimés	0.965	0.966	False	False	en:customer ≈ fr:cassent aimé ~ fr:aimés
customer	adorée	0.96	0.966	False	False	en:customer ≈ fr:cassent aimé ~ fr:adorée
reservoir	voir	0.968	0.966	False	False	en:reservoir ≈ fr:raies vois ~ fr:voir
reservoir	vois	0.964	0.966	False	False	en:reservoir ≈ fr:raies vois ~ fr:vois
reservoir	velo	0.964	0.966	False	False	en:reservoir ≈ fr:raies vois ~ fr:velo
semester	pris ci	0.962	0.966	False	True	en:semester ≈ fr:sommets tes ~ fr:pris ci
suggest	connaissant	0.928	0.966	False	False	en:suggest ≈ fr:sait geste ~ fr:connaissant
suggest	geste	0.924	0.966	False	False	en:suggest ≈ fr:sait geste ~ fr:geste
faster	graisses	0.955	0.964	False	False	en:faster ≈ fr:fats tes ~ fr:graisses
master	ste	0.93	0.964	False	False	en:master ≈ fr:mas tes ~ fr:ste
partly	batte	0.959	0.964	False	False	en:partly ≈ fr:bat lis ~ fr:batte
partly	bat	0.949	0.964	False	False	en:partly ≈ fr:bat lis ~ fr:bat
divvy	devenez	0.968	0.963	False	False	en:divvy ≈ fr:devis ~ fr:devenez
fortress	punaise	0.927	0.963	False	False	en:fortress ≈ fr:faut rosse ~ fr:punaise
pentagon	gagne	0.919	0.963	False	False	en:pentagon ≈ fr:peinent gaine ~ fr:gagne
pentagon	gaine	0.91	0.963	False	False	en:pentagon ≈ fr:peinent gaine ~ fr:gaine
result	halte	0.968	0.963	False	False	en:result ≈ fr:ries halte ~ fr:halte
result	stoppé	0.961	0.963	False	False	en:result ≈ fr:ries halte ~ fr:stoppé
result	arrêts	0.96	0.963	False	False	en:result ≈ fr:ries halte ~ fr:arrêts
triply	triple	0.959	0.963	False	False	en:triply ≈ fr:triplé ~ fr:triple
wheeler	piégé	0.966	0.963	False	False	en:wheeler ≈ fr:huilé ~ fr:piégé
can	canet	0.894	0.96	False	False	en:can ≈ fr:cane ~ fr:canet
confess	fesses	0.944	0.96	False	False	en:confess ≈ fr:con fesses ~ fr:fesses
confess	fesse	0.935	0.96	False	False	en:confess ≈ fr:con fesses ~ fr:fesse
custom	cessent homme	0.948	0.96	False	True	en:custom ≈ fr:cassent homme ~ fr:cessent homme
decorative	décret	0.948	0.96	False	False	en:decorative ≈ fr:décret ive ~ fr:décret
decorative	décrets	0.934	0.96	False	False	en:decorative ≈ fr:décret ive ~ fr:décrets
feedback	bacs	0.947	0.96	False	False	en:feedback ≈ fr:fient bac ~ fr:bacs
feedback	bac	0.942	0.96	False	False	en:feedback ≈ fr:fient bac ~ fr:bac
firstly	lignée	0.903	0.96	False	False	en:firstly ≈ fr:foncent lis ~ fr:lignée
firstly	liqueur	0.884	0.96	False	False	en:firstly ≈ fr:foncent lis ~ fr:liqueur
instructor	tracteurs	0.896	0.96	False	False	en:instructor ≈ fr:haines tracter ~ fr:tracteurs
legion	rient gêne	0.958	0.96	False	True	en:legion ≈ fr:lient gêne ~ fr:rient gêne
legion	gêné	0.957	0.96	False	False	en:legion ≈ fr:lient gêne ~ fr:gêné
lyric	lyre	0.946	0.96	False	False	en:lyric ≈ fr:lyrique ~ fr:lyre
mattress	punaise	0.955	0.96	False	False	en:mattress ≈ fr:mat rosse ~ fr:punaise
medicine	scène	0.933	0.96	False	False	en:medicine ≈ fr:met scène ~ fr:scène
medicine	scènes	0.908	0.96	False	False	en:medicine ≈ fr:met scène ~ fr:scènes
mention	chaîne	0.929	0.96	False	False	en:mention ≈ fr:main chaîne ~ fr:chaîne
mention	chaînes	0.899	0.96	False	False	en:mention ≈ fr:main chaîne ~ fr:chaînes
metric	apparaît	0.959	0.96	False	False	en:metric ≈ fr:met reg ~ fr:apparaît
metric	sauf	0.957	0.96	False	False	en:metric ≈ fr:met reg ~ fr:sauf
not	nat	0.965	0.96	False	False	en:not ≈ fr:natte ~ fr:nat
obsessed	este	0.945	0.96	False	False	en:obsessed ≈ fr:aubes est ~ fr:este
out	hâte	0.975	0.96	False	False	en:out ≈ fr:hâtes ~ fr:hâte
out	doigt	0.967	0.96	False	False	en:out ≈ fr:hâtent ~ fr:doigt
out	pourpre	0.966	0.96	False	False	en:out ≈ fr:hâtent ~ fr:pourpre
precess	princess	0.972	0.96	False	False	en:precess ≈ fr:princesse ~ fr:princess
reason	ouah	0.965	0.96	False	False	en:reason ~ en:why ≈ fr:ouah
registry	fouilles	0.912	0.96	False	False	en:registry ≈ fr:raids stries ~ fr:fouilles
registry	raides	0.912	0.96	False	False	en:registry ≈ fr:raids stries ~ fr:raides
restored	rives	0.931	0.96	False	False	en:restored ≈ fr:rincent ode ~ fr:rives
sensor	sain seize	0.967	0.96	False	True	en:sensor ~ en:sensors ≈ fr:sain seize
sensors	gagnée	0.893	0.96	False	False	en:sensors ≈ fr:sain seize ~ fr:gagnée
streaked	strict	0.936	0.96	False	False	en:streaked ~ en:streaks ≈ fr:strict
teachers	sain dit chaise	0.959	0.96	False	True	en:teachers ≈ fr:dit chaise ~ fr:sain dit chaise
what	watts	0.969	0.96	False	False	en:what ≈ fr:watt ~ fr:watts
preferably	répondant	0.935	0.959	False	False	en:preferably ≈ fr:prêt repli ~ fr:répondant
preferably	répondez	0.932	0.959	False	False	en:preferably ≈ fr:prêt repli ~ fr:répondez
sweating	souhait	0.958	0.958	False	False	en:sweating ≈ fr:souhait in ~ fr:souhait
sweating	souhaite	0.955	0.958	False	False	en:sweating ≈ fr:souhait in ~ fr:souhaite
volatile	volet	0.948	0.958	False	False	en:volatile ≈ fr:volet al ~ fr:volet
active	actives	0.967	0.956	False	False	en:active ≈ fr:active ~ fr:actives
active	actif	0.945	0.956	False	False	en:active ≈ fr:active ~ fr:actif
cecal	estimées	0.954	0.956	False	False	en:cecal ≈ fr:séquelles ~ fr:estimées
centaur	taux	0.938	0.956	False	False	en:centaur ≈ fr:sain taux ~ fr:taux
centaur	main taux	0.929	0.956	False	True	en:centaur ≈ fr:sain taux ~ fr:main taux
mature	chaud	0.962	0.956	False	False	en:mature ≈ fr:met chaud ~ fr:chaud
