tier	score	en	fr	en_ipa	fr_ipa
B	0.667	demo	démo	dɛməʊ	demo
B	0.667	festivals	festival	fɛstɪvəlz	fɛstival
B	0.667	café	cafés	kæfeɪ	kafe
B	0.667	detectives	détective	dɪtɛktɪvz	detɛktiv
B	0.666	squares	square	skweəz	skwaʁ
B	0.665	public	publiques	pʌblɪk	pyblik
B	0.664	professors	professeurs	pɹəfɛsəz	pʁɔfɛsœʁ
B	0.664	diplomacy	diplomatie	dɪpləʊməsi	diplɔmasi
B	0.663	lamp	lampes	læmp	lɑ̃p
B	0.663	transparent	transparentes	tɹænspæɹənt	tʁɑ̃spaʁɑ̃t
B	0.663	frustration	frustrés	fɹʌstɹeɪʃən	fʁystʁe
B	0.663	ramp	rampe	ɹæmp	ʁɑ̃p
B	0.662	contact	contacts	kɑːntækt	kɔ̃takt
B	0.662	structural	structurelles	stɹʌktʃəɹəl	stʁyktyʁɛl
B	0.662	compact	compacte	kəmpækt	kɔ̃pakt
B	0.662	dentist	dentistes	dɛntɪst	dɑ̃tist
B	0.662	symphony	symphonie	sɪmfəni	sɛ̃fɔni
B	0.661	infantry	infanterie	ɪnfəntɹi	ɛ̃fɑ̃tʁi
B	0.66	democracy	démocraties	dɪmɒkɹəsi	demɔkʁasi
B	0.66	productive	productives	pɹədʌktɪv	pʁɔdyktiv
B	0.66	sovereign	souveraine	sɒvəɹɪn	suvʁɛn
B	0.659	refreshing	rafraîchir	ɹɪfɹɛʃɪŋ	ʁafʁɛʃiʁ
B	0.658	guardian	gardienne	ɡɑːdiən	ɡaʁdjɛn
B	0.658	cardiac	cardiaques	kɑːdɪæk	kaʁdjak
B	0.658	protestant	protestante	pɹɒtɪstənt	pʁɔtɛstɑ̃t
B	0.657	harmony	harmonie	hɑːməni	aʁmɔni
B	0.655	protection	protections	pɹətɛkʃən	pʁɔtɛksjɔ̃
B	0.655	pump	pompes	pʌmp	pɔ̃p
B	0.655	cube	cubes	kjuːb	kyb
B	0.655	gases	gaz	ɡæsɪz	ɡaz
B	0.655	verb	verbes	vɜːb	vɛʁb
B	0.654	constant	constantes	kɒnstənt	kɔ̃stɑ̃t
B	0.653	nuclear	nucléaires	njuːkliə	nykleɛʁ
B	0.653	origin	origines	ɒɹɪdʒɪn	ɔʁiʒin
B	0.653	dispute	disputes	dɪspjuːt	dispyt
B	0.653	tragic	tragiques	tɹædʒɪk	tʁaʒik
B	0.653	unacceptable	inacceptables	ʌnɐksɛptəbəl	inaksɛptabl
B	0.653	baptist	baptiste	bæptɪst	batist
B	0.653	mistress	maîtresses	mɪstɹəs	mɛtʁɛs
B	0.653	bibliography	bibliographie	bɪblɪɒɡɹəfi	biblijɔɡʁafi
B	0.653	tribune	tribunes	tɹɪbjuːn	tʁibyn
B	0.653	capsule	capsules	kæpsjuːl	kapsyl
B	0.652	throne	trône	θɹəʊn	tʁon
B	0.651	bacteria	bactéries	bæktiəɹɪɐ	bakteʁi
B	0.649	guitar	guitares	ɡɪtɑː	ɡitaʁ
B	0.649	massage	massages	mæsɑːʒ	masaʒ
B	0.649	antenna	antennes	æntɛnə	ɑ̃tɛn
B	0.648	zones	zone	zəʊnz	zon
B	0.648	biography	biographies	baɪɒɡɹəfi	bjɔɡʁafi
B	0.647	paragraph	paragraphes	pæɹəɡɹæf	paʁaɡʁaf
B	0.646	interview	interviews	ɪntəvjuː	ɛ̃tɛʁvju
B	0.646	strategic	stratégiques	stɹətiːdʒɪk	stʁateʒik
B	0.645	fantastic	fantastiques	fɑːntæstɪk	fɑ̃tastik
B	0.644	criminal	criminels	kɹɪmɪnəl	kʁiminɛl
B	0.644	atmosphere	atmosphère	ætməsfiə	atmɔsfɛʁ
B	0.644	democrat	démocrates	dɛməkɹæt	demɔkʁat
B	0.644	discipline	disciplines	dɪsɪplɪn	disiplin
B	0.644	activist	activistes	æktɪvɪst	aktivist
B	0.644	diplomat	diplomates	dɪpləmæt	diplɔmat
B	0.643	album	albums	ælbəm	albɔm
B	0.643	active	actives	æktɪv	aktiv
B	0.643	massive	massives	mæsɪv	masiv
B	0.643	limit	limites	lɪmɪt	limit
B	0.643	controls	contrôles	kəntɹəʊlz	kɔ̃tʁol
B	0.643	valid	valides	vælɪd	valid
B	0.643	civic	civiques	sɪvɪk	sivik
B	0.643	souk	souks	saʊk	suk
B	0.642	electrical	électriques	ɪlɛktɹɪkəl	elɛktʁik
B	0.641	perception	perceptions	pəsɛpʃən	pɛʁsɛpsjɔ̃
B	0.639	philosophy	philosophie	fɪlɒsəfi	filɔzɔfi
B	0.639	infected	infectés	ɪnfɛktɪd	ɛ̃fɛkte
B	0.639	rebellion	rébellion	ɹɪbɛliən	ʁebɛljɔ̃
B	0.639	disciplinary	disciplinaires	dɪsɪplɪnəɹi	disiplinɛʁ
B	0.637	specific	spécifiques	spəsɪfɪk	spesifik
B	0.637	dramatic	dramatiques	dɹəmætɪk	dʁamatik
B	0.637	cognitive	cognitives	kɒɡnɪtɪv	kɔɡnitiv
B	0.637	prescribed	prescrits	pɹɪskɹaɪbd	pʁɛskʁi
B	0.637	entrepreneurs	entrepreneur	ɒntɹɪpɹɪnɜːz	ɑ̃tʁəpʁənœʁ
B	0.637	volcanic	volcaniques	vɒlkænɪk	vɔlkanik
B	0.636	fragile	fragiles	fɹædʒaɪl	fʁaʒil
B	0.636	constructive	constructif	kənstɹʌktɪv	kɔ̃stʁyktif
B	0.634	specialist	spécialistes	spɛʃəlɪst	spesjalist
B	0.634	intact	intacte	ɪntækt	ɛ̃takt
B	0.632	prescription	prescriptions	pɹɪskɹɪpʃən	pʁɛskʁipsjɔ̃
B	0.632	bracelet	bracelets	bɹeɪslət	bʁaslɛ
B	0.631	ethnic	ethniques	ɛθnɪk	ɛtnik
B	0.631	rocket	roquettes	ɹɒkɪt	ʁɔkɛt
B	0.631	probable	probables	pɹɒbəbəl	pʁɔbabl
B	0.629	tropical	tropicales	tɹɒpɪkəl	tʁɔpikal
B	0.628	matches	matchs	mætʃɪz	matʃ
B	0.628	franchise	franchises	fɹɑːntʃaɪz	fʁɑ̃ʃiz
B	0.628	magazines	magazine	mæɡɐziːnz	maɡazin
B	0.628	crystals	cristal	kɹɪstəlz	kʁistal
B	0.628	telescope	télescope	tɛlɪskəʊp	teleskɔp
B	0.628	swings	swing	swɪŋz	swiŋ
B	0.627	connection	connexions	kənɛkʃən	kɔnɛksjɔ̃
B	0.627	imagery	imagerie	ɪmɪdʒɹi	imaʒʁi
B	0.627	sandwiches	sandwichs	sændwɪtʃɪz	sɑ̃dwitʃ
B	0.626	majority	majorité	mədʒɒɹɪti	maʒɔʁite
B	0.625	impose	imposent	ɪmpəʊz	ɛ̃poz
B	0.625	coordinated	coordonnées	kəʊɔːdɪneɪtɪd	kɔɔʁdɔne
B	0.624	dancers	danseuses	dɑːnsəz	dɑ̃søz
B	0.624	arcade	arcades	ɑːkeɪd	aʁkad
B	0.622	intellectual	intellectuels	ɪntəlɛktʃuːəl	ɛ̃telɛktɥɛl
B	0.622	conception	conceptions	kənsɛpʃən	kɔ̃sɛpsjɔ̃
B	0.621	substance	substances	sʌbstəns	sypstɑ̃s
B	0.621	oriental	orientales	ɔːɹɪɛntəl	ɔʁjɑ̃tal
B	0.62	adorable	adorables	ɐdɔːɹəbəl	adɔʁabl
