tier	score	via	gold	filler	cognate	novel	en	fr
B	0.746	retrieve	0	0	0	0	calling	colle
B	0.746	retrieve	0	0	0	0	calling	col
B	0.744	retrieve	0	0	0	0	when	ouais
B	0.744	retrieve	0	0	0	0	she	chine
B	0.744	decode	0	0	0	0	never	ève
B	0.744	retrieve	0	0	0	0	end	aides
B	0.744	retrieve	0	0	0	0	read	réside
B	0.744	retrieve	0	0	0	0	news	house
B	0.744	retrieve	0	0	0	0	soon	sous
B	0.744	decode	0	0	0	0	soon	sou
B	0.744	retrieve	0	0	0	0	baby	by
B	0.744	retrieve	0	0	0	0	ground	grandes
B	0.744	retrieve	0	0	0	0	ground	grande
B	0.744	retrieve	0	0	0	0	rules	rouler
B	0.744	retrieve	0	0	0	1	george	georges
B	0.743	retrieve	0	0	1	0	place	places
B	0.743	decode	0	0	1	0	place	place
B	0.743	retrieve	0	0	0	0	yet	assiette
B	0.743	retrieve	0	0	0	0	makes	max
B	0.743	retrieve	0	0	0	1	york	porc
B	0.743	retrieve	0	0	0	0	close	classes
B	0.743	retrieve	0	0	0	0	takes	taxes
B	0.743	retrieve	0	0	0	0	takes	taxe
B	0.743	retrieve	0	0	0	0	trust	traite
B	0.743	retrieve	0	0	0	0	lose	toulouse
B	0.743	retrieve	0	0	0	0	sleep	clip
B	0.743	retrieve	0	0	0	0	ball	symbole
B	0.743	retrieve	0	0	0	0	growth	grosses
B	0.743	decode	0	0	0	0	coach	catch
B	0.743	retrieve	0	0	0	0	train	trône
B	0.743	retrieve	0	0	0	0	pro	procès
B	0.741	retrieve	0	0	1	0	control	contrôles
B	0.741	retrieve	0	0	1	0	control	contrôle
B	0.741	retrieve	0	0	0	0	degree	hongrie
B	0.74	decode	0	0	0	0	not	nattes
B	0.74	retrieve	0	0	0	0	people	pile
B	0.74	decode	0	0	0	0	people	pipe
B	0.74	decode	0	0	0	0	got	gâte
B	0.74	retrieve	0	0	0	0	please	prises
B	0.74	retrieve	0	0	0	0	please	prise
B	0.74	decode	0	0	0	0	lot	latte
B	0.74	retrieve	0	0	0	0	top	tape
B	0.74	decode	0	0	0	0	far	far
B	0.74	retrieve	0	0	0	0	black	bloc
B	0.74	retrieve	0	0	0	0	car	quarts
B	0.74	retrieve	0	0	0	0	car	quart
B	0.74	decode	0	0	0	0	car	car
B	0.74	retrieve	0	0	0	0	level	lève
B	0.74	retrieve	0	0	0	0	lost	listes
B	0.74	retrieve	0	0	0	0	lost	liste
B	0.74	retrieve	0	0	0	1	non	nan
B	0.74	decode	0	0	0	0	shot	chatte
B	0.74	decode	0	1	0	0	interest	et reste
B	0.74	retrieve	0	0	0	0	brought	brut
B	0.74	retrieve	0	0	0	0	tried	traces
B	0.74	retrieve	0	0	0	0	tried	trace
B	0.74	decode	0	0	0	0	dog	dague
B	0.74	retrieve	0	0	0	0	legal	ligue
B	0.74	retrieve	0	0	0	0	legal	lille
B	0.74	retrieve	0	0	0	0	seven	seine
B	0.74	retrieve	0	0	0	0	seven	scènes
B	0.74	retrieve	0	0	0	0	track	trucs
B	0.74	retrieve	0	0	0	0	track	truc
B	0.74	retrieve	0	0	0	0	quick	quoique
B	0.74	retrieve	0	0	0	0	agree	hongrie
B	0.74	retrieve	0	0	1	0	bar	barre
B	0.738	retrieve	0	0	0	0	members	mêmes
B	0.738	retrieve	0	0	0	0	members	même
B	0.738	retrieve	0	0	0	0	seems	simon
B	0.738	retrieve	0	0	0	0	release	alice
B	0.738	retrieve	0	0	0	1	paul	parole
B	0.738	retrieve	0	0	1	0	hotel	hôtels
B	0.738	retrieve	0	0	1	0	hotel	hôtel
B	0.737	retrieve	0	0	0	0	their	ère
B	0.737	retrieve	0	0	0	0	their	aire
B	0.737	decode	0	0	0	0	their	air
B	0.737	retrieve	0	0	0	0	there	ère
B	0.737	retrieve	0	0	0	0	there	aire
B	0.737	decode	0	0	0	0	there	air
B	0.737	retrieve	0	0	0	0	them	aimes
B	0.737	retrieve	0	0	0	0	them	aiment
B	0.737	retrieve	0	0	0	0	then	haine
B	0.737	decode	0	0	0	0	then	n
B	0.737	retrieve	0	0	0	0	whether	ouais
B	0.737	retrieve	0	0	0	0	review	interview
B	0.737	retrieve	0	0	0	0	costs	costume
B	0.736	retrieve	0	0	0	0	point	poète
B	0.736	retrieve	0	0	0	0	later	légère
B	0.736	decode	0	0	0	1	british	brèche
B	0.736	retrieve	0	0	1	0	stand	stade
B	0.735	retrieve	0	0	0	0	myself	marcel
B	0.735	retrieve	0	0	0	0	date	défaite
B	0.734	retrieve	0	0	0	0	story	séries
B	0.734	retrieve	0	0	0	0	story	série
B	0.734	decode	0	0	0	0	future	putsch
B	0.733	decode	0	0	0	0	been	bine
B	0.733	decode	0	0	0	0	could	coude
B	0.733	retrieve	0	0	0	0	full	foule
B	0.733	decode	0	0	0	0	book	bouc
B	0.733	retrieve	0	0	0	0	bit	bite
B	0.733	decode	0	0	0	0	bit	bit
B	0.733	retrieve	0	0	0	0	cause	causes
B	0.733	decode	0	0	0	0	cause	cause
B	0.733	decode	0	0	0	0	miss	miss
B	0.733	decode	0	0	0	0	bill	bile
B	0.733	decode	0	0	0	0	kill	kil
B	0.733	retrieve	0	0	0	0	poor	pour
B	0.733	retrieve	0	0	0	0	door	dort
B	0.733	retrieve	0	0	0	0	door	dors
B	0.733	retrieve	0	0	0	0	pick	pique
B	0.733	retrieve	0	0	0	0	pick	pic
B	0.733	retrieve	0	0	0	0	loss	los
B	0.733	retrieve	0	0	0	1	paul	pôle
B	0.733	retrieve	0	0	0	0	river	rive
B	0.733	decode	0	0	0	0	river	rives
B	0.733	retrieve	0	0	0	0	tour	tours
B	0.733	retrieve	0	0	0	0	unless	laissent
B	0.733	retrieve	0	0	0	0	unless	laisse
B	0.733	decode	0	0	0	0	fear	firent
B	0.732	retrieve	0	0	0	0	really	riz
B	0.732	retrieve	0	0	0	0	through	roux
B	0.732	retrieve	0	0	0	0	through	roue
B	0.732	retrieve	0	0	0	0	state	cest
B	0.732	retrieve	0	0	0	0	three	riz
B	0.732	decode	0	0	0	0	three	ri
B	0.732	retrieve	0	0	0	0	death	dès
B	0.732	retrieve	0	0	0	0	career	craindre
B	0.731	retrieve	0	0	0	0	military	mairie
B	0.731	retrieve	0	0	0	0	costs	corse
B	0.73	retrieve	0	0	0	0	not	nantes
B	0.73	decode	0	0	0	0	but	battent
B	0.73	retrieve	0	0	0	0	can	cannes
B	0.73	decode	0	0	0	0	can	cane
B	0.73	decode	0	0	0	0	what	watts
B	0.73	retrieve	0	0	0	0	get	quête
B	0.73	retrieve	0	0	0	0	been	ben
B	0.73	retrieve	0	0	0	0	some	sam
B	0.73	decode	0	0	0	0	good	gode
B	0.73	decode	0	0	0	1	after	aphtes
B	0.73	retrieve	0	0	0	0	could	code
B	0.73	retrieve	0	0	0	0	back	bac
B	0.73	retrieve	0	0	0	0	year	hier
B	0.73	retrieve	0	0	0	0	love	lave
B	0.73	decode	0	0	0	0	man	man
B	0.73	decode	0	0	0	0	come	came
B	0.73	decode	0	0	0	0	does	doses
B	0.73	decode	0	0	0	0	big	bègue
B	0.73	retrieve	0	0	0	0	put	pote
B	0.73	retrieve	0	0	0	0	done	dan
B	0.73	retrieve	0	0	0	0	full	folle
B	0.73	decode	0	0	0	0	took	toc
B	0.73	retrieve	0	0	0	0	run	rhône
B	0.73	retrieve	0	0	0	0	talk	doc
B	0.73	retrieve	0	0	0	0	fuck	fac
B	0.73	decode	0	0	0	0	room	rhume
B	0.73	decode	0	0	0	0	wrong	rogne
B	0.73	retrieve	0	0	0	0	matter	marre
B	0.73	decode	0	0	0	0	matter	mare
B	0.73	retrieve	0	0	0	0	bit	bêtes
B	0.73	retrieve	0	0	0	0	turn	tonnes
B	0.73	retrieve	0	0	1	0	act	actes
B	0.73	retrieve	0	0	1	0	act	acte
B	0.73	retrieve	0	0	0	0	fun	fans
B	0.73	retrieve	0	0	0	0	fun	fan
B	0.73	retrieve	0	0	0	0	easy	ici
B	0.73	retrieve	0	0	0	0	near	nerfs
B	0.73	decode	0	0	0	0	near	nerf
B	0.73	retrieve	0	0	0	0	cut	côtes
B	0.73	retrieve	0	0	0	0	cut	côte
B	0.73	retrieve	0	0	0	0	summer	sam
B	0.73	retrieve	0	0	0	0	term	tome
B	0.73	retrieve	0	0	0	0	term	tom
B	0.73	retrieve	0	0	0	0	miss	messe
B	0.73	retrieve	0	0	0	0	shot	chante
B	0.73	decode	0	0	0	0	gone	conne
B	0.73	decode	0	0	0	0	learn	laine
B	0.73	retrieve	0	0	0	0	bill	belles
B	0.73	retrieve	0	0	0	0	bill	belle
B	0.73	retrieve	0	0	0	0	fall	vols
B	0.73	retrieve	0	0	0	0	cup	cap
B	0.73	retrieve	0	0	0	0	damn	dames
B	0.73	retrieve	0	0	0	0	damn	dame
B	0.73	retrieve	0	0	0	0	kill	quels
B	0.73	retrieve	0	0	0	0	kill	quelles
B	0.73	retrieve	0	0	0	0	poor	port
B	0.73	retrieve	0	0	0	0	cover	cave
B	0.73	retrieve	0	0	0	0	bed	bêtes
B	0.73	retrieve	0	0	0	0	daily	délire
B	0.73	retrieve	0	0	0	0	deep	types
B	0.73	retrieve	0	0	0	0	deep	type
B	0.73	retrieve	0	0	1	0	pass	passes
B	0.73	retrieve	0	0	1	0	pass	passent
B	0.73	retrieve	0	0	0	0	river	rêves
B	0.73	decode	0	0	0	0	shall	châle
B	0.73	decode	0	0	0	0	required	quad
B	0.73	retrieve	0	0	0	0	fear	fer
B	0.73	retrieve	0	0	0	0	fear	faire
B	0.73	retrieve	0	0	0	0	fit	fêtes
B	0.73	retrieve	0	0	0	0	fit	fête
B	0.73	decode	0	0	0	0	fit	faites
B	0.73	decode	0	1	0	1	anymore	un maures
B	0.73	retrieve	0	0	0	1	none	nan
B	0.729	retrieve	0	0	0	0	society	ceci
B	0.729	retrieve	0	0	0	0	football	bol
B	0.729	retrieve	0	0	0	0	internet	nette
B	0.729	retrieve	0	0	0	0	internet	net
B	0.728	decode	0	0	0	0	maybe	méfie
B	0.728	retrieve	0	0	0	0	price	presse
B	0.728	retrieve	0	0	0	0	style	stade
B	0.728	retrieve	0	0	0	0	message	messe
B	0.728	retrieve	0	0	0	0	lady	lundi
B	0.727	retrieve	0	0	0	0	we	louis
B	0.726	retrieve	0	0	1	0	north	normes
B	0.726	decode	0	0	0	0	football	but bol
B	0.725	retrieve	0	0	0	0	but	bêtes
B	0.725	retrieve	0	0	0	0	but	bête
B	0.725	retrieve	0	0	0	0	my	masse
B	0.725	retrieve	0	0	0	0	your	hier
B	0.725	retrieve	0	0	0	0	so	sauce
B	0.725	retrieve	0	0	0	0	love	lève
B	0.725	retrieve	0	0	0	0	sure	chère
B	0.725	retrieve	0	0	0	0	sure	chers
B	0.725	decode	0	0	0	0	sure	chair
B	0.725	decode	0	0	0	1	business	business
B	0.725	retrieve	0	0	0	0	case	quai
B	0.725	retrieve	0	0	0	0	power	passes
B	0.725	retrieve	0	0	0	0	took	tech
B	0.725	retrieve	0	0	0	0	run	rennes
B	0.725	decode	0	0	0	0	country	country
B	0.725	retrieve	0	0	0	0	nice	na
B	0.725	retrieve	0	0	0	0	low	los
B	0.725	retrieve	0	0	0	0	fire	fasse
B	0.725	retrieve	0	0	0	0	fire	face
B	0.725	decode	0	0	0	0	building	building
B	0.725	retrieve	0	0	0	0	son	seine
B	0.725	retrieve	0	0	0	0	son	scènes
B	0.725	decode	0	0	0	0	son	saine
B	0.725	retrieve	0	0	0	0	song	sonne
B	0.725	retrieve	0	0	1	0	boy	bosse
B	0.725	retrieve	0	0	1	0	boy	boss
B	0.725	decode	0	0	0	0	design	design
B	0.725	retrieve	0	0	0	0	lower	los
B	0.725	retrieve	0	0	0	0	race	ré
B	0.725	retrieve	0	0	0	0	army	parmi
B	0.725	decode	0	0	0	0	places	plaise
B	0.725	retrieve	0	0	0	0	jobs	jazz
B	0.725	retrieve	0	0	0	0	sun	seine
B	0.725	retrieve	0	0	0	0	sun	scènes
B	0.725	decode	0	0	0	0	sun	saine
B	0.725	decode	0	0	0	0	gun	gaine
B	0.725	decode	0	1	0	0	generally	on relie
B	0.725	decode	0	0	0	1	none	naine
B	0.724	retrieve	0	0	0	0	no	notes
B	0.724	retrieve	0	0	0	0	might	ma
B	0.724	retrieve	0	0	0	0	night	na
B	0.724	retrieve	0	0	0	0	late	les
B	0.724	retrieve	0	0	0	0	light	là
B	0.724	retrieve	0	0	0	0	light	las
B	0.724	decode	0	0	0	0	fight	fat
B	0.724	retrieve	0	0	0	0	date	des
B	0.724	retrieve	0	0	0	0	site	ça
B	0.724	retrieve	0	0	0	0	site	sa
B	0.724	retrieve	0	0	0	1	co	côtes
B	0.724	retrieve	0	0	0	1	co	côte
B	0.724	retrieve	0	0	0	0	rate	ré
B	0.724	retrieve	0	0	1	0	vote	vos
B	0.724	retrieve	0	0	0	0	die	dates
B	0.724	retrieve	0	0	1	0	note	nos
B	0.723	retrieve	0	0	0	0	second	sec
B	0.722	retrieve	0	0	0	0	made	méthode
B	0.722	retrieve	0	0	0	0	made	mes
B	0.722	retrieve	0	0	0	0	every	esprits
B	0.722	retrieve	0	0	0	0	every	esprit
B	0.722	retrieve	0	0	0	0	show	chaude
B	0.722	retrieve	0	0	0	0	side	ça
B	0.722	retrieve	0	0	0	0	side	sa
B	0.722	retrieve	0	0	0	0	anyone	haine
B	0.722	retrieve	0	0	0	0	died	da
B	0.722	retrieve	0	0	0	0	code	co
B	0.722	decode	0	0	0	0	subject	abject
B	0.721	retrieve	0	0	0	1	mr	mixte
B	0.721	retrieve	0	0	0	0	friends	frais
B	0.721	retrieve	0	0	0	0	died	david
B	0.72	retrieve	0	0	1	0	program	programmes
B	0.72	retrieve	0	0	1	0	program	programme
B	0.72	decode	0	0	0	0	china	tchad
B	0.72	retrieve	0	0	0	0	credit	crainte
B	0.72	decode	0	0	0	0	lady	lesdits
B	0.719	retrieve	0	0	0	0	rate	répète
B	0.719	decode	0	0	0	0	culture	catch
B	0.719	retrieve	0	0	0	0	growing	gros
B	0.719	retrieve	0	0	0	0	trump	trompe
B	0.719	decode	0	0	0	0	trump	trappe
B	0.718	retrieve	0	0	0	0	maybe	mépris
B	0.717	retrieve	0	0	0	0	days	des
B	0.717	retrieve	0	0	0	0	later	les
B	0.717	retrieve	0	0	0	0	guys	gars
B	0.717	retrieve	0	0	1	0	guy	gare
B	0.717	retrieve	0	0	0	0	shows	chaud
B	0.717	retrieve	0	0	0	0	goes	go
B	0.717	retrieve	0	0	0	0	size	ça
B	0.717	retrieve	0	0	0	0	size	sa
B	0.717	retrieve	0	0	0	0	knows	nos
B	0.717	retrieve	0	0	0	0	knows	no
B	0.717	retrieve	0	0	0	0	wall	vols
B	0.717	retrieve	0	0	0	0	wall	vol
B	0.717	retrieve	0	0	0	0	tonight	tenant
B	0.716	retrieve	0	0	0	0	right	raciste
B	0.716	retrieve	0	0	0	0	start	sortes
B	0.716	retrieve	0	0	0	0	start	sortent
B	0.716	retrieve	0	0	0	0	week	oui
B	0.716	retrieve	0	0	0	0	law	lol
B	0.716	retrieve	0	0	0	0	president	prête
B	0.716	retrieve	0	0	0	0	early	lit
B	0.716	retrieve	0	0	0	0	early	lis
B	0.716	retrieve	0	0	0	0	room	roux
B	0.716	retrieve	0	0	0	0	room	roue
B	0.716	retrieve	0	0	0	0	cause	compose
B	0.716	retrieve	0	0	0	0	move	mouvements
B	0.716	retrieve	0	0	0	0	move	mouvement
B	0.716	decode	0	0	0	0	move	mou
B	0.716	retrieve	0	0	0	0	series	surprise
B	0.716	retrieve	0	0	0	0	view	you
B	0.716	retrieve	0	0	0	0	blue	bout
B	0.716	retrieve	0	0	0	0	blue	loup
B	0.716	retrieve	0	0	1	0	league	lit
B	0.716	retrieve	0	0	0	0	led	aides
B	0.716	retrieve	0	0	0	0	seem	si
B	0.716	retrieve	0	0	0	0	super	sous
B	0.716	retrieve	0	0	0	0	loss	os
B	0.716	retrieve	0	0	0	0	access	cesse
B	0.716	retrieve	0	0	0	0	write	raciste
B	0.715	retrieve	0	0	0	0	series	crises
B	0.715	retrieve	0	0	0	0	football	folle
B	0.714	retrieve	0	0	0	0	friend	frères
B	0.714	retrieve	0	0	0	0	whose	douze
B	0.713	retrieve	0	0	0	0	price	prince
B	0.713	retrieve	0	0	0	0	drive	drame
B	0.713	retrieve	0	0	0	1	michael	mâle
B	0.713	retrieve	0	0	0	1	michael	mal
B	0.713	retrieve	0	0	0	0	committee	cris
B	0.713	retrieve	0	0	0	0	committee	cri
B	0.713	retrieve	0	0	0	1	station	stéphane
B	0.713	retrieve	0	0	0	0	focus	fausses
B	0.713	retrieve	0	0	0	0	focus	fausse
B	0.712	retrieve	0	0	0	0	use	tous
B	0.712	retrieve	0	0	1	0	problem	problèmes
B	0.712	retrieve	0	0	1	0	problem	problème
B	0.712	retrieve	0	0	0	0	started	stade
B	0.712	retrieve	0	0	0	0	gets	gay
B	0.712	retrieve	0	0	0	1	british	branches
B	0.712	retrieve	0	0	0	1	british	branche
B	0.712	decode	0	0	0	0	various	verrez
B	0.712	retrieve	0	0	0	0	etc	êtres
B	0.712	retrieve	0	0	0	0	etc	être
B	0.712	retrieve	0	0	0	0	studies	disent
B	0.712	retrieve	0	0	0	0	studies	dise
B	0.711	retrieve	0	0	1	0	example	exemples
B	0.711	retrieve	0	0	1	0	example	exemple
B	0.711	retrieve	0	0	0	0	gets	metz
B	0.711	retrieve	0	0	0	1	george	job
B	0.711	retrieve	0	0	0	0	leaving	livres
B	0.711	retrieve	0	0	0	0	leaving	livre
B	0.71	retrieve	0	0	0	0	some	sommes
B	0.71	retrieve	0	0	0	0	then	gêne
B	0.71	retrieve	0	0	0	0	could	codes
B	0.71	retrieve	0	0	0	0	these	disent
B	0.71	retrieve	0	0	0	0	these	dise
B	0.71	retrieve	0	0	0	0	should	chaude
B	0.71	retrieve	0	0	0	0	need	nice
B	0.71	retrieve	0	0	0	0	never	neuve
B	0.71	retrieve	0	0	0	0	man	mène
B	0.71	retrieve	0	0	0	0	man	mines
B	0.71	decode	0	0	0	0	look	loque
B	0.71	retrieve	0	0	0	0	come	kim
B	0.71	retrieve	0	0	0	0	come	comme
B	0.71	retrieve	0	0	0	0	does	dose
B	0.71	retrieve	0	0	0	0	does	disent
B	0.71	retrieve	0	0	0	0	put	potes
B	0.71	retrieve	0	0	0	0	done	donnent
B	0.71	decode	0	0	0	0	early	allie
B	0.71	retrieve	0	0	0	0	death	dettes
B	0.71	retrieve	0	0	0	0	girl	gueule
B	0.71	retrieve	0	0	0	0	girl	gaulle
B	0.71	retrieve	0	0	0	0	matter	mères
B	0.71	retrieve	0	0	0	0	yeah	hier
B	0.71	retrieve	0	0	0	0	summer	sommes
B	0.71	retrieve	0	0	0	0	miss	mince
B	0.71	retrieve	0	0	0	0	various	verts
B	0.71	retrieve	0	0	0	0	various	vert
B	0.71	retrieve	0	0	0	0	walk	doc
B	0.71	retrieve	0	0	0	0	career	croire
B	0.71	decode	0	0	0	0	loss	laisse
B	0.71	retrieve	0	0	0	1	san	seine
B	0.71	retrieve	0	0	0	1	san	scènes
B	0.71	decode	0	0	0	1	san	saine
B	0.709	retrieve	0	0	0	1	minutes	metz
B	0.709	retrieve	0	0	0	0	weeks	xixe
B	0.709	decode	0	0	0	0	stage	stage
B	0.709	retrieve	0	0	0	0	release	licence
B	0.709	retrieve	0	0	0	0	ahead	aides
B	0.709	retrieve	0	0	0	0	ahead	aide
B	0.709	retrieve	0	0	0	0	speed	rapides
B	0.709	retrieve	0	0	0	0	stories	autorisé
B	0.708	retrieve	0	0	0	0	now	nan
B	0.708	retrieve	0	0	0	0	life	là
B	0.708	retrieve	0	0	0	0	life	las
B	0.708	retrieve	0	0	0	0	down	da
B	0.708	retrieve	0	0	0	0	line	là
B	0.708	retrieve	0	0	0	0	local	locales
B	0.708	retrieve	0	0	0	0	local	locale
B	0.708	decode	0	0	0	0	local	local
B	0.708	retrieve	0	0	0	0	known	nos
B	0.708	retrieve	0	0	0	0	known	no
B	0.708	retrieve	0	0	1	0	police	alice
B	0.708	retrieve	0	0	0	0	phone	faux
B	0.708	retrieve	0	0	0	0	phone	faut
B	0.708	retrieve	0	0	0	0	main	mes
B	0.708	retrieve	0	0	0	0	town	tas
B	0.708	retrieve	0	0	0	0	town	ta
B	0.708	retrieve	0	0	0	0	sign	ça
B	0.708	retrieve	0	0	0	0	sign	sa
B	0.708	retrieve	0	0	0	0	safe	ses
B	0.708	retrieve	0	0	0	0	spent	suspect
B	0.708	retrieve	0	0	0	0	forces	forêts
B	0.708	retrieve	0	0	0	0	forces	forêt
B	0.708	retrieve	0	0	0	0	sold	solides
B	0.707	retrieve	0	0	0	0	must	mixte
B	0.707	retrieve	0	0	0	0	level	lèvres
B	0.707	retrieve	0	0	0	0	history	industries
B	0.707	retrieve	0	0	0	0	history	industrie
B	0.707	retrieve	0	0	0	0	morning	morts
B	0.707	retrieve	0	0	0	0	morning	mort
B	0.707	retrieve	0	0	0	0	quite	quoique
B	0.707	retrieve	0	0	0	1	st	sainte
B	0.707	retrieve	0	0	0	1	tv	suivie
B	0.707	retrieve	0	0	0	1	tv	suivi
B	0.707	retrieve	0	0	0	0	needed	ni
B	0.707	retrieve	0	0	0	0	walk	rock
B	0.707	retrieve	0	0	0	0	join	job
B	0.707	retrieve	0	0	0	0	master	mixte
B	0.707	retrieve	0	0	0	0	reasons	reprises
B	0.707	retrieve	0	0	0	0	reasons	reprise
B	0.706	retrieve	0	0	0	0	make	mecs
B	0.706	retrieve	0	0	0	0	make	mec
B	0.706	retrieve	0	0	0	0	take	tech
B	0.706	decode	0	0	0	0	same	sème
B	0.706	retrieve	0	0	0	0	play	plaît
B	0.706	retrieve	0	0	0	0	play	plait
B	0.706	decode	0	0	0	0	play	plaie
B	0.706	retrieve	0	0	0	0	case	caisses
B	0.706	decode	0	0	0	0	case	caisse
B	0.706	retrieve	0	0	0	0	face	fesses
B	0.706	decode	0	0	0	0	face	fesse
B	0.706	retrieve	0	0	0	0	several	sel
B	0.706	retrieve	0	0	0	0	several	celles
B	0.706	retrieve	0	0	0	0	main	mène
B	0.706	decode	0	0	0	0	date	dette
B	0.706	retrieve	0	0	0	0	player	plaît
B	0.706	retrieve	0	0	0	0	player	play
B	0.706	decode	0	0	0	0	player	plaie
B	0.706	decode	0	0	0	0	save	sève
B	0.706	decode	0	0	0	0	paper	pep
B	0.706	retrieve	0	0	0	0	base	baisse
B	0.706	retrieve	0	0	0	0	sleep	philippe
B	0.706	retrieve	0	0	0	0	pain	pen
B	0.706	retrieve	0	0	0	0	pain	peines
B	0.706	decode	0	0	0	0	pain	peine
B	0.706	retrieve	0	0	0	0	sale	sel
B	0.706	retrieve	0	0	0	0	sale	celles
B	0.706	decode	0	0	0	0	sale	celle
B	0.706	retrieve	0	0	0	0	levels	lève
B	0.705	retrieve	0	0	0	0	standard	stade
B	0.704	retrieve	0	0	0	1	used	you
B	0.704	decode	0	0	0	0	second	secte
B	0.704	retrieve	0	0	0	0	country	cris
B	0.704	retrieve	0	0	0	0	country	cri
B	0.704	retrieve	0	0	0	0	needs	ni
B	0.704	retrieve	0	0	0	0	easy	tunisie
B	0.704	retrieve	0	0	0	0	board	beaux
B	0.704	retrieve	0	0	0	0	board	beau
B	0.704	retrieve	0	0	0	0	french	frais
B	0.703	retrieve	0	0	0	0	longer	longues
B	0.703	retrieve	0	0	0	0	longer	longue
B	0.703	retrieve	0	0	0	0	dance	danse
B	0.703	retrieve	0	0	1	0	band	bandes
B	0.703	retrieve	0	0	1	0	band	bande
B	0.702	decode	0	0	0	0	take	tic
B	0.702	decode	0	0	0	0	life	lave
B	0.702	retrieve	0	0	0	0	days	disent
B	0.702	retrieve	0	0	0	0	came	kim
B	0.702	decode	0	0	0	0	later	lire
B	0.702	decode	0	0	0	0	area	errer
B	0.702	decode	0	0	0	0	nice	naze
B	0.702	decode	0	0	0	0	died	date
B	0.702	decode	0	0	0	0	rate	rite
B	0.702	decode	0	0	0	0	countries	country
B	0.702	retrieve	0	0	0	0	below	bleus
B	0.702	retrieve	0	0	0	0	below	bleue
B	0.702	decode	0	0	0	0	below	bleu
B	0.702	retrieve	0	0	0	0	boys	bosse
B	0.702	retrieve	0	0	0	0	boys	boss
B	0.702	retrieve	0	0	0	0	section	sec
B	0.702	decode	0	0	0	0	wide	watts
B	0.701	retrieve	0	0	0	0	effect	insectes
B	0.7	retrieve	0	0	0	0	not	notes
B	0.7	retrieve	0	0	0	0	our	ha
B	0.7	retrieve	0	0	0	0	our	ah
B	0.7	retrieve	0	0	0	0	back	banques
B	0.7	retrieve	0	0	0	0	bad	bandes
B	0.7	retrieve	0	0	0	0	bad	bande
B	0.7	decode	0	0	0	0	hard	hard
B	0.7	retrieve	0	0	0	0	went	ouais
B	0.7	retrieve	0	0	0	0	oh	hauts
B	0.7	retrieve	0	0	0	0	oh	haut
B	0.7	retrieve	0	0	0	1	st	se
B	0.7	retrieve	0	0	0	0	county	quasi
B	0.7	retrieve	0	0	0	0	hour	ha
B	0.7	retrieve	0	0	0	0	hour	ah
B	0.7	retrieve	0	0	0	0	gone	gosses
B	0.7	retrieve	0	0	0	0	gone	gosse
B	0.7	decode	0	0	0	1	ok	ok
B	0.7	retrieve	0	0	0	0	mom	meme
B	0.7	decode	0	0	0	0	mom	môme
B	0.7	retrieve	0	0	0	1	okay	ok
B	0.7	retrieve	0	0	0	0	straight	cest
B	0.7	decode	0	0	0	0	rock	rauque
B	0.7	retrieve	0	0	0	0	eye	ha
B	0.7	retrieve	0	0	0	0	eye	ah
B	0.7	retrieve	0	0	0	0	safety	séries
B	0.7	retrieve	0	0	0	0	safety	série
B	0.7	retrieve	0	0	0	1	approach	proches
B	0.699	retrieve	0	0	0	0	left	lait
B	0.699	retrieve	0	0	0	0	tonight	tenait
B	0.699	retrieve	0	0	0	0	treatment	triste
B	0.699	retrieve	0	0	0	0	quick	qu
B	0.698	decode	0	0	0	0	trying	trahi
B	0.698	retrieve	0	0	1	0	industry	industries
B	0.698	retrieve	0	0	1	0	industry	industrie
B	0.698	retrieve	0	0	0	0	female	fils
B	0.698	retrieve	0	0	0	0	female	file
B	0.697	retrieve	0	0	0	0	community	connerie
B	0.697	retrieve	0	0	0	0	parents	pères
B	0.697	retrieve	0	0	0	0	parents	père
B	0.696	retrieve	0	0	0	0	new	genoux
B	0.696	retrieve	0	0	0	0	even	yves
B	0.696	retrieve	0	0	0	0	even	iv
B	0.696	retrieve	0	0	0	0	both	beaux
B	0.696	retrieve	0	0	0	0	both	beau
B	0.696	retrieve	0	0	0	0	second	sexe
B	0.696	retrieve	0	0	1	0	system	systèmes
B	0.696	retrieve	0	0	1	0	system	système
B	0.696	retrieve	0	0	0	0	far	foire
B	0.696	retrieve	0	0	0	0	south	ça
B	0.696	retrieve	0	0	0	0	south	sa
B	0.696	retrieve	0	0	0	0	knew	genoux
B	0.696	retrieve	0	0	0	0	security	ski
B	0.696	retrieve	0	0	1	0	star	standard
B	0.696	retrieve	0	0	0	0	straight	triste
B	0.696	retrieve	0	0	1	0	bar	boire
B	0.696	retrieve	0	0	1	0	stupid	stupide
B	0.696	retrieve	0	0	1	0	stock	sacs
B	0.696	retrieve	0	0	1	0	stock	sac
B	0.695	decode	0	0	0	1	certainly	son lie
B	0.695	retrieve	0	0	0	0	biggest	best
B	0.695	retrieve	0	0	0	0	trump	troupes
B	0.694	retrieve	0	0	0	0	energy	ennemis
B	0.694	retrieve	0	0	0	0	energy	ennemi
B	0.694	retrieve	0	0	0	0	present	prêts
B	0.694	retrieve	0	0	0	0	federal	faibles
B	0.694	retrieve	0	0	0	0	federal	faible
B	0.694	retrieve	0	0	0	0	central	sel
