src	dst	hops	quality	chain
extend	externes haines	6	0.899	en:extend ~ en:extended ≈ fr:axent haines aide ~ fr:axent haines in ≈ en:extending ~ en:extension ≈ fr:externes haines
extending	lynx	6	0.940	en:extending ~ en:extended ≈ fr:axent haines aide ~ fr:laids haine ≈ en:lesson ~ en:leks ≈ fr:lynx
extending	liner	6	0.940	en:extending ≈ fr:axent haines in ~ fr:lacs haines ≈ en:line ~ fr:line ≈ en:liner ~ fr:liner
extending	lacs haines	6	0.931	en:extending ≈ fr:axent haines in ~ fr:axent haines ive ≈ en:extensive ~ en:extensively ≈ fr:axent haines flux ~ fr:lacs haines
extensive	liner	6	0.944	en:extensive ≈ fr:axent haines ive ~ fr:lacs haines ≈ en:line ~ fr:line ≈ en:liner ~ fr:liner
extensive	lacs haines	6	0.938	en:extensive ≈ fr:axent haines ive ~ fr:axent haines in ≈ en:extending ~ en:extended ≈ fr:axent haines aide ~ fr:lacs haines
extensive	doublure	6	0.936	en:extensive ≈ fr:axent haines ive ~ fr:lacs haines ≈ en:line ~ fr:line ≈ en:liner = fr:doublure
extensively	lynx	6	0.946	en:extensively ~ en:extensive ≈ fr:axent haines ive ~ fr:laids haine ≈ en:lesson ~ en:leks ≈ fr:lynx
extensively	liner	6	0.930	en:extensively ≈ fr:axent haines flux ~ fr:lacs haines ≈ en:line ~ fr:line ≈ en:liner ~ fr:liner
extensively	doublure	6	0.922	en:extensively ≈ fr:axent haines flux ~ fr:lacs haines ≈ en:line ~ fr:line ≈ en:liner = fr:doublure
extra	rer	3	0.932	en:extra ~ fr:extra ≈ en:irked rah ~ fr:rer
extract	rer	5	0.918	en:extract = fr:extraits ≈ en:extra ~ fr:extra ≈ en:irked rah ~ fr:rer
extract	extra	3	0.932	en:extract = fr:extraits ≈ en:extra ~ fr:extra
extract	raw	3	0.927	en:extract = fr:extraits ≈ en:irked raw ~ fr:raw
extreme	rer	5	0.908	en:extreme = fr:extrêmes ≈ en:extra ~ fr:extra ≈ en:irked rah ~ fr:rer
extreme	dream	5	0.899	en:extreme = fr:extrême ≈ en:irked rim ~ fr:rimes ≈ en:dream ~ fr:dream
extreme	cream	5	0.899	en:extreme = fr:extrême ≈ en:irked rim ~ fr:rimes ≈ en:cream ~ fr:cream
facilities	contentieux	2	0.924	en:facilities ≈ fr:fais litige ~ fr:contentieux
factory	ooo	3	0.888	en:factory = fr:usine ≈ en:oozing ~ fr:ooo
faeces	décident	6	0.930	en:faeces ≈ fr:fies hisse ~ fr:dis hisse ≈ en:decease ~ en:deceit ≈ fr:décide ~ fr:décident
faeces	décidez	6	0.930	en:faeces ≈ fr:fies hisse ~ fr:dis hisse ≈ en:decease ~ en:deceit ≈ fr:décide ~ fr:décidez
faeces	décider	6	0.929	en:faeces ≈ fr:fies hisse ~ fr:dis hisse ≈ en:decease ~ en:deceit ≈ fr:décide ~ fr:décider
fair	bout	6	0.936	en:fair ≈ fr:fer ~ en:fez ≈ fr:fesses = en:booty ≈ fr:boutis ~ fr:bout
fair	confesse	6	0.929	en:fair ≈ fr:fer ~ en:fez ≈ fr:fesses ~ fr:con fesses ≈ en:confess ~ fr:confesse
fair	battue	6	0.892	en:fair ≈ fr:fer ~ en:fez ≈ fr:fesses = en:butt ≈ fr:battent ~ fr:battue
fairly	terry	6	0.965	en:fairly ≈ fr:ferry ~ en:ferry ≈ fr:faits rient ~ fr:tait rient ≈ en:terry ~ fr:terry
fairly	joyeux	6	0.959	en:fairly ≈ fr:ferry ~ en:ferry ≈ fr:faits rient ~ fr:mets rient ≈ en:merry = fr:joyeux
fairly	joyeuse	6	0.959	en:fairly ≈ fr:ferry ~ en:ferry ≈ fr:faits rient ~ fr:mets rient ≈ en:merry = fr:joyeuse
fairy	terry	6	0.995	en:fairy ≈ fr:ferry ~ en:ferry ≈ fr:faits rient ~ fr:tait rient ≈ en:terry ~ fr:terry
fairy	joyeux	6	0.988	en:fairy ≈ fr:ferry ~ en:ferry ≈ fr:faits rient ~ fr:mets rient ≈ en:merry = fr:joyeux
fairy	joyeuse	6	0.988	en:fairy ≈ fr:ferry ~ en:ferry ≈ fr:faits rient ~ fr:mets rient ≈ en:merry = fr:joyeuse
fall	bet	6	0.954	en:fall ≈ fr:folle ~ fr:bêtes ≈ en:bets ~ fr:bettes ≈ en:bet ~ fr:bet
fall	pari	6	0.945	en:fall ≈ fr:folle ~ fr:bêtes ≈ en:bets ~ fr:bettes ≈ en:bet = fr:pari
fall	parie	6	0.945	en:fall ≈ fr:folle ~ fr:bêtes ≈ en:bets ~ fr:bettes ≈ en:bet = fr:parie
fallen	lente	6	0.872	en:fallen ~ en:fell ≈ fr:faibles = en:low ≈ fr:lot ~ en:lot ≈ fr:lente
fallen	lots	5	0.884	en:fallen ~ en:fell ≈ fr:faibles = en:low ≈ fr:lot ~ fr:lots
fallen	lot	5	0.884	en:fallen ~ en:fell ≈ fr:faibles = en:low ≈ fr:lots ~ fr:lot
faller	désirer	2	0.969	en:faller ≈ fr:voler ~ fr:désirer
faller	voulu	2	0.965	en:faller ≈ fr:voler ~ fr:voulu
falls	lente	6	0.868	en:falls ~ en:fell ≈ fr:faibles = en:low ≈ fr:lot ~ en:lot ≈ fr:lente
falls	lots	5	0.880	en:falls ~ en:fell ≈ fr:faibles = en:low ≈ fr:lot ~ fr:lots
falls	lot	5	0.880	en:falls ~ en:fell ≈ fr:faibles = en:low ≈ fr:lots ~ fr:lot
fan	rabat	5	0.878	en:fan ~ fr:fan ≈ en:fine ~ en:decent ≈ fr:discount ~ fr:rabat
fan	discount	4	0.866	en:fan ~ fr:fan ≈ en:fine ~ en:decent ≈ fr:discount
fan	fine	3	0.944	en:fan ~ fr:fan ≈ en:fine ~ fr:fine
fancy	finement	6	0.896	en:fancy ≈ fr:faon ci ~ fr:faon est ≈ en:finest ~ en:fin ≈ fr:fines ~ fr:finement
fancy	peines	6	0.885	en:fancy ≈ fr:faon ci ~ fr:faon est ≈ en:finest ~ en:fin ≈ fr:fines ~ fr:peines
fancy	fines	5	0.894	en:fancy ≈ fr:faon ci ~ fr:faon est ≈ en:finest ~ en:fin ≈ fr:fines
fantastic	hic	3	0.903	en:fantastic ~ en:terrific ≈ fr:tord hic ~ fr:hic
fantastic	tord hic	2	0.940	en:fantastic ~ en:terrific ≈ fr:tord hic
fare	bout	6	0.936	en:fare ≈ fr:fer ~ en:fez ≈ fr:fesses = en:booty ≈ fr:boutis ~ fr:bout
fare	confesse	6	0.929	en:fare ≈ fr:fer ~ en:fez ≈ fr:fesses ~ fr:con fesses ≈ en:confess ~ fr:confesse
fare	battue	6	0.892	en:fare ≈ fr:fer ~ en:fez ≈ fr:fesses = en:butt ≈ fr:battent ~ fr:battue
fast	foster	3	0.928	en:fast ~ fr:faste ≈ en:foster ~ fr:foster
fast	fist	3	0.910	en:fast ~ fr:faste ≈ en:fist ~ fr:fist
fast	poing	3	0.893	en:fast ~ fr:faste ≈ en:fist = fr:poing
faster	grasse	6	0.899	en:faster ≈ fr:fats tes ~ fr:graisses ≈ en:grace = fr:grâces ≈ en:grass ~ fr:grasse
faster	grace	4	0.917	en:faster ≈ fr:fats tes ~ fr:graisses ≈ en:grace ~ fr:grace
faster	suppose	4	0.910	en:faster ≈ fr:fats tes ~ fr:graisses ≈ en:guess = fr:suppose
fastest	foster	6	0.889	en:fastest ≈ fr:fats test ~ fr:fats tes ≈ en:faster ~ fr:faste ≈ en:foster ~ fr:foster
fastest	rapide	6	0.881	en:fastest ≈ fr:fats test ~ fr:fats tes ≈ en:faster ~ en:fast ≈ fr:faste ~ fr:rapide
fastest	fist	6	0.880	en:fastest ≈ fr:fats test ~ fr:fats tes ≈ en:faster ~ fr:faste ≈ en:fist ~ fr:fist
fawn	police	6	0.913	en:fawn ≈ fr:phones ~ fr:phone ≈ en:font = fr:polices ≈ en:police ~ fr:police
fawn	polis	6	0.910	en:fawn ≈ fr:phones ~ fr:phone ≈ en:font = fr:polices ≈ en:police ~ fr:polis
fawn	font	4	0.927	en:fawn ≈ fr:phones ~ fr:phone ≈ en:font ~ fr:font
feasible	bell	6	0.979	en:feasible ≈ fr:fies belle ~ fr:belles ≈ en:belle ~ fr:belle ≈ en:bell ~ fr:bell
feasible	cloche	6	0.970	en:feasible ≈ fr:fies belle ~ fr:belles ≈ en:belle ~ fr:belle ≈ en:bell = fr:cloche
feasible	ventre	6	0.934	en:feasible ≈ fr:fies belle ~ fr:belles ≈ en:belle ~ fr:belle ≈ en:belly = fr:ventre
feast	files	6	0.916	en:feast = fr:festin ≈ en:fest ~ fr:fête ≈ en:felt ~ en:feel ≈ fr:files
feast	file	6	0.916	en:feast = fr:festin ≈ en:fest ~ fr:fête ≈ en:felt ~ en:feel ≈ fr:file
feast	fil	6	0.916	en:feast = fr:festin ≈ en:fest ~ fr:fête ≈ en:felt ~ en:feel ≈ fr:fil
feature	chaise	6	0.941	en:feature ≈ fr:fient chez ~ fr:liguent chez ≈ en:lecture ~ en:lectures ≈ fr:liguent chaise ~ fr:chaise
feature	chaises	6	0.938	en:feature ≈ fr:fient chez ~ fr:liguent chez ≈ en:lecture ~ en:lectures ≈ fr:liguent chaise ~ fr:chaises
feature	conférencier	6	0.935	en:feature ≈ fr:fient chez ~ fr:liguent chez ≈ en:lecture ~ fr:lecture ≈ en:lecturer = fr:conférencier
fed	devoir	3	0.890	en:fed = fr:nourris ≈ en:duty = fr:devoir
fed	mandat	3	0.836	en:fed = fr:nourris ≈ en:duty ~ fr:mandat
fed	garda	3	0.834	en:fed = fr:nourris ≈ en:duty ~ fr:garda
fee	ressentir	6	0.903	en:fee ≈ fr:fit ~ en:fit ≈ fr:fêtes ~ fr:fête ≈ en:felt ~ fr:ressentir
fee	feeling	6	0.902	en:fee ≈ fr:fit ~ en:fit ≈ fr:fêtes ~ fr:fête ≈ en:felt ~ fr:feeling
fee	sentis	6	0.902	en:fee ≈ fr:fit ~ en:fit ≈ fr:fêtes ~ fr:fête ≈ en:felt = fr:sentis
feedback	vélo	4	0.928	en:feedback ≈ fr:fient bac ~ fr:bacs ≈ en:bike ~ fr:vélo
feedback	bicyclette	4	0.919	en:feedback ≈ fr:fient bac ~ fr:bacs ≈ en:bike ~ fr:bicyclette
feedback	buck	4	0.906	en:feedback ≈ fr:fient bac ~ fr:bacs ≈ en:buck ~ fr:buck
feeder	vidé	2	0.969	en:feeder ≈ fr:vider ~ fr:vidé
feeding	pérou	6	0.906	en:feeding ≈ fr:fient in ~ fr:fient ≈ en:fee ~ en:cost ≈ fr:costaud ~ fr:pérou
feeding	frise	5	0.904	en:feeding ≈ fr:fient in ~ fr:fient ≈ en:fee ~ en:fees ≈ fr:frise
feeding	costaud	5	0.899	en:feeding ≈ fr:fient in ~ fr:fient ≈ en:fee ~ en:cost ≈ fr:costaud
feel	fichier	6	0.930	en:feel ≈ fr:files ~ fr:filer ≈ en:feeler ~ en:feels ≈ fr:file ~ fr:fichier
feel	enregistrer	6	0.929	en:feel ≈ fr:fil = en:thread ≈ fr:raids ~ fr:raids ester ≈ en:register = fr:enregistrer
feel	registre	6	0.929	en:feel ≈ fr:fil = en:thread ≈ fr:raids ~ fr:raids ester ≈ en:register = fr:registre
feeler	fichier	6	0.949	en:feeler ≈ fr:filer ~ fr:files ≈ en:feels ~ en:feel ≈ fr:file ~ fr:fichier
feeler	fest	6	0.945	en:feeler ≈ fr:filer ~ fr:files ≈ en:feel ~ en:felt ≈ fr:fête ~ fr:fest
feeler	croît	6	0.945	en:feeler ≈ fr:filer ~ fr:files ≈ en:feel ~ en:felt ≈ fr:faîtes ~ fr:croît
feels	fêtes	6	0.926	en:feels ~ en:feel ≈ fr:files ~ fr:filer ≈ en:feeler ~ en:felt ≈ fr:fêtes
feels	fête	6	0.926	en:feels ~ en:feel ≈ fr:files ~ fr:filer ≈ en:feeler ~ en:felt ≈ fr:fête
feels	faîtes	6	0.926	en:feels ~ en:feel ≈ fr:files ~ fr:filer ≈ en:feeler ~ en:felt ≈ fr:faîtes
fees	festin	6	0.912	en:fees ~ en:fee ≈ fr:fit ~ en:fit ≈ fr:fêtes ~ en:fest ≈ fr:festin
fees	vestes	6	0.906	en:fees ~ en:fee ≈ fr:fit ~ en:fit ≈ fr:fêtes ~ en:fest ≈ fr:vestes
fees	festivités	5	0.932	en:fees ~ en:fee ≈ fr:fit ~ en:fit ≈ fr:fêtes ~ fr:festivités
fell	lynx	6	0.912	en:fell ~ en:fallen ≈ fr:fol haines ~ fr:laisses haines ≈ en:lesson ~ en:leks ≈ fr:lynx
fell	paient in	6	0.897	en:fell ~ en:falls ≈ fr:folle ~ fr:bêtes ≈ en:bets ~ en:betting ≈ fr:paient in
fell	éprouvent	6	0.876	en:fell ~ en:fallen ≈ fr:fol haines ~ fr:haines est ≈ en:endorsed ~ en:approve ≈ fr:éprouvent
fella	bêtement	6	0.927	en:fella ≈ fr:fêlé ~ fr:louper ≈ en:loop ~ en:loopy ≈ fr:loupé ~ fr:bêtement
fella	bêta	6	0.926	en:fella ≈ fr:fêlé ~ fr:louper ≈ en:loop ~ en:loopy ≈ fr:loupé ~ fr:bêta
fella	loupé	5	0.925	en:fella ≈ fr:fêlé ~ fr:louper ≈ en:loop ~ en:loopy ≈ fr:loupé
fellah	bêtement	6	0.927	en:fellah ≈ fr:fêlé ~ fr:louper ≈ en:loop ~ en:loopy ≈ fr:loupé ~ fr:bêtement
fellah	bêta	6	0.926	en:fellah ≈ fr:fêlé ~ fr:louper ≈ en:loop ~ en:loopy ≈ fr:loupé ~ fr:bêta
fellah	loupé	5	0.925	en:fellah ≈ fr:fêlé ~ fr:louper ≈ en:loop ~ en:loopy ≈ fr:loupé
feller	bêtement	6	0.927	en:feller ≈ fr:fêlé ~ fr:louper ≈ en:loop ~ en:loopy ≈ fr:loupé ~ fr:bêtement
feller	bêta	6	0.926	en:feller ≈ fr:fêlé ~ fr:louper ≈ en:loop ~ en:loopy ≈ fr:loupé ~ fr:bêta
feller	loupé	5	0.925	en:feller ≈ fr:fêlé ~ fr:louper ≈ en:loop ~ en:loopy ≈ fr:loupé
felt	file	6	0.927	en:felt ~ en:feels ≈ fr:files ~ fr:filer ≈ en:feeler ~ en:feel ≈ fr:file
felt	fil	6	0.927	en:felt ~ en:feels ≈ fr:files ~ fr:filer ≈ en:feeler ~ en:feel ≈ fr:fil
felt	strip	6	0.911	en:felt ~ en:feel ≈ fr:fil = en:thread ≈ fr:raide = en:steep ≈ fr:strip
fender	vin	2	0.955	en:fender ≈ fr:vin des ~ fr:vin
fending	vista	4	0.956	en:fending ≈ fr:vin digne ~ fr:vis tes ≈ en:vista ~ fr:vista
fending	vues	4	0.951	en:fending ≈ fr:vin digne ~ fr:vis tes ≈ en:vista ~ fr:vues
fending	vue	4	0.946	en:fending ≈ fr:vin digne ~ fr:vis tes ≈ en:vista ~ fr:vue
fenny	bave	6	0.924	en:fenny ≈ fr:fini ~ fr:finit ≈ en:funny ~ fr:drôle ≈ en:drool = fr:bave
fenny	baver	6	0.924	en:fenny ≈ fr:fini ~ fr:finit ≈ en:funny ~ fr:drôle ≈ en:drool = fr:baver
fenny	drole	6	0.920	en:fenny ≈ fr:fini ~ fr:finit ≈ en:funny ~ fr:drôle ≈ en:drool ~ fr:drole
ferry	ânes êtes	5	0.902	en:ferry ~ fr:ferry ≈ en:fairly ~ en:reasonably ≈ fr:ries anobli ~ fr:ânes êtes
ferry	sommets tes	5	0.897	en:ferry ~ fr:ferry ≈ en:fairly ~ en:reasonably ≈ fr:ries anobli ~ fr:sommets tes
ferry	terry	4	0.992	en:ferry ≈ fr:faits rient ~ fr:tait rient ≈ en:terry ~ fr:terry
fertility	imprimante	6	0.920	en:fertility ≈ fr:fait lady ~ en:lady ≈ fr:lé édit ~ fr:brin tes ≈ en:printer ~ fr:imprimante
fertility	imprimantes	6	0.920	en:fertility ≈ fr:fait lady ~ en:lady ≈ fr:lé édit ~ fr:brin tes ≈ en:printer = fr:imprimantes
fertility	imprimeur	6	0.920	en:fertility ≈ fr:fait lady ~ en:lady ≈ fr:lé édit ~ fr:brin tes ≈ en:printer = fr:imprimeur
fess	boo	6	0.986	en:fess ≈ fr:fesses = en:booty ≈ fr:boutis ~ fr:bout ≈ en:boo ~ fr:boo
fess	battue	6	0.953	en:fess ≈ fr:fesses = en:booty ≈ fr:boutis ~ en:bout ≈ fr:battent ~ fr:battue
fess	battent	6	0.953	en:fess ≈ fr:fesses = en:booty ≈ fr:boutis ~ en:bout ≈ fr:batte ~ fr:battent
fessed	sait	2	0.976	en:fessed ≈ fr:veste ~ fr:sait
fessed	sais	2	0.974	en:fessed ≈ fr:veste ~ fr:sais
fest	cailloux	6	0.909	en:fest ~ fr:fête ≈ en:felt ~ en:feel ≈ fr:file = en:queue ≈ fr:cailloux
fest	caillou	6	0.909	en:fest ~ fr:fête ≈ en:felt ~ en:feel ≈ fr:file = en:queue ≈ fr:caillou
fest	raids	6	0.909	en:fest ~ fr:fête ≈ en:felt ~ en:feel ≈ fr:fil = en:thread ≈ fr:raids
festival	cailloux	6	0.904	en:festival = fr:fête ≈ en:felt ~ en:feel ≈ fr:file = en:queue ≈ fr:cailloux
festival	caillou	6	0.904	en:festival = fr:fête ≈ en:felt ~ en:feel ≈ fr:file = en:queue ≈ fr:caillou
festival	raids	6	0.904	en:festival = fr:fête ≈ en:felt ~ en:feel ≈ fr:fil = en:thread ≈ fr:raids
festivals	files	6	0.909	en:festivals = fr:fêtes ≈ en:fest ~ fr:fête ≈ en:felt ~ en:feel ≈ fr:files
festivals	file	6	0.909	en:festivals = fr:fêtes ≈ en:fest ~ fr:fête ≈ en:felt ~ en:feel ≈ fr:file
festivals	fil	6	0.909	en:festivals = fr:fêtes ≈ en:fest ~ fr:fête ≈ en:felt ~ en:feel ≈ fr:fil
fetter	célébré	2	0.988	en:fetter ≈ fr:fêter ~ fr:célébré
fetter	célébrer	2	0.983	en:fetter ≈ fr:fêter ~ fr:célébrer
fetter	célébrée	2	0.982	en:fetter ≈ fr:fêter ~ fr:célébrée
fez	foire	3	0.974	en:fez ~ fr:fer ≈ en:fair = fr:foire
fez	justes	3	0.974	en:fez ~ fr:fer ≈ en:fair = fr:justes
fez	équitable	3	0.974	en:fez ~ fr:fer ≈ en:fair = fr:équitable
fierce	for	5	0.970	en:fierce ~ fr:fortes ≈ en:fort ~ fr:fort ≈ en:for ~ fr:for
fierce	pour	5	0.960	en:fierce ~ fr:fortes ≈ en:fort ~ fr:fort ≈ en:for = fr:pour
fierce	für	5	0.955	en:fierce ~ fr:fortes ≈ en:fort ~ fr:fort ≈ en:for ~ fr:für
fifteen	fix	5	0.915	en:fifteen ~ en:sixteen ≈ fr:fixent in ~ fr:fixent ≈ en:fix ~ fr:fix
fifteen	réparer	5	0.905	en:fifteen ~ en:sixteen ≈ fr:fixent in ~ fr:fixent ≈ en:fix = fr:réparer
fifteen	fixes	5	0.905	en:fifteen ~ en:sixteen ≈ fr:fixent in ~ fr:fixent ≈ en:fix ~ fr:fixes
fila	fichier	6	0.949	en:fila ≈ fr:filer ~ fr:files ≈ en:feels ~ en:feel ≈ fr:file ~ fr:fichier
fila	fest	6	0.945	en:fila ≈ fr:filer ~ fr:files ≈ en:feel ~ en:felt ≈ fr:fête ~ fr:fest
fila	croît	6	0.945	en:fila ≈ fr:filer ~ fr:files ≈ en:feel ~ en:felt ≈ fr:faîtes ~ fr:croît
fill	files	6	0.909	en:fill ~ fr:fils ≈ en:feast = fr:fête ≈ en:felt ~ en:feel ≈ fr:files
fill	file	6	0.909	en:fill ~ fr:fils ≈ en:feast = fr:fête ≈ en:felt ~ en:feel ≈ fr:file
fill	fil	6	0.909	en:fill ~ fr:fils ≈ en:feast = fr:fête ≈ en:felt ~ en:feel ≈ fr:fil
fine	rabat	3	0.853	en:fine ~ en:decent ≈ fr:discount ~ fr:rabat
fine	discount	2	0.815	en:fine ~ en:decent ≈ fr:discount
finest	peine	6	0.869	en:finest ~ en:fin ≈ fr:fines ~ fr:peines ≈ en:pens ~ en:pen ≈ fr:peine
finest	peinent	6	0.869	en:finest ~ en:fin ≈ fr:fines ~ fr:peines ≈ en:pens ~ en:pen ≈ fr:peinent
finest	prennent	6	0.832	en:finest ~ en:fin ≈ fr:fines ~ fr:peines ≈ en:pens ~ en:pen ≈ fr:prennent
firstly	lignée	2	0.903	en:firstly ≈ fr:foncent lis ~ fr:lignée
firstly	liqueur	2	0.884	en:firstly ≈ fr:foncent lis ~ fr:liqueur
fit	couette	6	0.902	en:fit ~ fr:fit ≈ en:fee ~ en:cost ≈ fr:quote ~ en:quote ≈ fr:couette
fit	quartz	6	0.892	en:fit ~ fr:fit ≈ en:fee ~ en:cost ≈ fr:quote ~ en:quotes ≈ fr:quartz
fit	pérou	5	0.933	en:fit ~ fr:fit ≈ en:fee ~ en:cost ≈ fr:costaud ~ fr:pérou
fit evil	ressentir	6	0.882	en:fit evil ≈ fr:festival ~ fr:festivals ≈ en:festival = fr:fête ≈ en:felt ~ fr:ressentir
fit evil	feeling	6	0.882	en:fit evil ≈ fr:festival ~ fr:festivals ≈ en:festival = fr:fête ≈ en:felt ~ fr:feeling
fit evil	sentis	6	0.882	en:fit evil ≈ fr:festival ~ fr:festivals ≈ en:festival = fr:fête ≈ en:felt = fr:sentis
fitted	pris ci	6	0.935	en:fitted ≈ fr:fait aide ~ fr:prennent aide ≈ en:branded ~ en:branding ≈ fr:brin digne ~ fr:pris ci
fitted	lin digne	6	0.934	en:fitted ≈ fr:fait aide ~ fr:prennent aide ≈ en:branded ~ en:branding ≈ fr:brin digne ~ fr:lin digne
fitted	mètre	6	0.929	en:fitted ≈ fr:fait aide ~ fr:met aide ≈ en:method ~ fr:méthode ≈ en:metered ~ fr:mètre
flack	flic	3	0.949	en:flack ~ en:fleck ≈ fr:flics ~ fr:flic
flack	frapper	3	0.938	en:flack ~ en:fleck ≈ fr:flics ~ fr:frapper
flack	flics	2	0.936	en:flack ~ en:fleck ≈ fr:flics
flak	flic	3	0.939	en:flak ~ en:fleck ≈ fr:flics ~ fr:flic
flak	frapper	3	0.929	en:flak ~ en:fleck ≈ fr:flics ~ fr:frapper
flak	bouteille	2	0.934	en:flak ≈ fr:flaque ~ fr:bouteille
flam	péage	6	0.910	en:flam ≈ fr:flammes ~ en:flame ≈ fr:flemme ~ fr:taule ≈ en:toll = fr:péage
flam	péages	6	0.910	en:flam ≈ fr:flammes ~ en:flame ≈ fr:flemme ~ fr:taule ≈ en:toll = fr:péages
flam	tarif	6	0.875	en:flam ≈ fr:flammes ~ en:flame ≈ fr:flemme ~ fr:taule ≈ en:toll ~ fr:tarif
flame	flambée	3	0.930	en:flame ~ fr:flammes ≈ en:flam ~ fr:flambée
flan	flux	6	0.918	en:flan ≈ fr:flâne ~ fr:flots ≈ en:flow ~ fr:flow ≈ en:flows = fr:flux
flan	suivre	6	0.918	en:flan ≈ fr:flâne ~ fr:flots ≈ en:flow ~ fr:flow ≈ en:follow = fr:suivre
flan	suivez	6	0.918	en:flan ≈ fr:flâne ~ fr:flots ≈ en:flow ~ fr:flow ≈ en:follow = fr:suivez
flash	fleurs	3	0.907	en:flash ~ fr:flash ≈ en:flowers ~ fr:fleurs
flash	mouches	3	0.893	en:flash ~ fr:flash ≈ en:flies = fr:mouches
fleam	péage	4	0.924	en:fleam ≈ fr:flemme ~ fr:taule ≈ en:toll = fr:péage
fleam	péages	4	0.924	en:fleam ≈ fr:flemme ~ fr:taule ≈ en:toll = fr:péages
fleam	tarif	4	0.872	en:fleam ≈ fr:flemme ~ fr:taule ≈ en:toll ~ fr:tarif
fleas	péage	5	0.898	en:fleas ~ en:fleam ≈ fr:flemme ~ fr:taule ≈ en:toll = fr:péage
fleas	péages	5	0.898	en:fleas ~ en:fleam ≈ fr:flemme ~ fr:taule ≈ en:toll = fr:péages
fleas	tarif	5	0.856	en:fleas ~ en:fleam ≈ fr:flemme ~ fr:taule ≈ en:toll ~ fr:tarif
fleck	bouteille	3	0.933	en:fleck ~ en:flack ≈ fr:flaque ~ fr:bouteille
fleck	biberon	3	0.930	en:fleck ~ en:flack ≈ fr:flaque ~ fr:biberon
fleck	flic	2	0.957	en:fleck ≈ fr:flics ~ fr:flic
fled	flipper	3	0.873	en:fled ~ en:flee ≈ fr:flippe ~ fr:flipper
fled	flip	3	0.859	en:fled ~ en:flee ≈ fr:flippe ~ fr:flip
fled	folies	2	0.839	en:fled ~ en:flee ≈ fr:folies
flee	plié	3	0.944	en:flee ~ en:flees ≈ fr:plisse ~ fr:plié
flee	ted	3	0.875	en:flee ~ en:fled ≈ fr:laide ~ fr:ted
flee	laide	2	0.839	en:flee ~ en:fled ≈ fr:laide
fleece	plié	2	0.954	en:fleece ≈ fr:plisse ~ fr:plié
flees	flipper	3	0.891	en:flees ~ en:flee ≈ fr:flippe ~ fr:flipper
flees	flip	3	0.878	en:flees ~ en:flee ≈ fr:flippe ~ fr:flip
flees	ted	3	0.873	en:flees ~ en:fled ≈ fr:laide ~ fr:ted
fleet	planter	5	0.910	en:fleet = fr:flotte ≈ en:floored ~ en:floor ≈ fr:flore ~ fr:planter
fleet	planté	5	0.906	en:fleet = fr:flotte ≈ en:floored ~ en:floor ≈ fr:flore ~ fr:planté
fleet	plantés	5	0.905	en:fleet = fr:flotte ≈ en:floored ~ en:floor ≈ fr:flore ~ fr:plantés
flesh	fleurs	6	0.910	en:flesh ≈ fr:flèche ~ fr:flèches ≈ en:flash ~ fr:flash ≈ en:flowers ~ fr:fleurs
flesh	mouches	6	0.903	en:flesh ≈ fr:flèche ~ fr:flèches ≈ en:flash ~ fr:flash ≈ en:flies = fr:mouches
flesh	flash	4	0.935	en:flesh ≈ fr:flèche ~ fr:flèches ≈ en:flash ~ fr:flash
flew	flots	4	0.905	en:flew ~ en:flown ≈ fr:flow ~ en:flow ≈ fr:flots
flew	flot	4	0.905	en:flew ~ en:flown ≈ fr:flow ~ en:flow ≈ fr:flot
flew	fluide	4	0.899	en:flew ≈ fr:floue ~ fr:floue ode ≈ en:fluid ~ fr:fluide
flexible	super	5	0.944	en:flexible = fr:souple ≈ en:soup ~ fr:soupe ≈ en:super ~ fr:super
flexible	formidable	5	0.937	en:flexible = fr:souple ≈ en:soup ~ fr:soupe ≈ en:super ~ fr:formidable
flexible	scoop	5	0.900	en:flexible = fr:souple ≈ en:soup ~ fr:soupe ≈ en:scoop ~ fr:scoop
flick	sème	6	0.895	en:flick ~ fr:camée ≈ en:kami ~ en:we ≈ fr:oui ~ en:sim ≈ fr:sème
flick	sim	5	0.928	en:flick ~ fr:camée ≈ en:kami ~ en:we ≈ fr:oui ~ fr:sim
flick	ouïe	4	0.911	en:flick ~ fr:camée ≈ en:kami ~ en:we ≈ fr:ouïe
flip	plié	5	0.902	en:flip ~ fr:flippe ≈ en:flee ~ en:flees ≈ fr:plisse ~ fr:plié
flip	plafonds	5	0.881	en:flip ~ fr:flippe ≈ en:leap ~ en:leapt ≈ fr:loft ~ fr:plafonds
flip	plafond	5	0.880	en:flip ~ fr:flippe ≈ en:leap ~ en:leapt ≈ fr:loft ~ fr:plafond
floating	flots	4	0.893	en:floating ~ en:float ≈ fr:flow ~ en:flow ≈ fr:flots
floating	flot	4	0.893	en:floating ~ en:float ≈ fr:flow ~ en:flow ≈ fr:flot
floating	flow	2	0.870	en:floating ~ en:float ≈ fr:flow
flock	ordre	5	0.863	en:flock ~ fr:horde ≈ en:orders ~ fr:ordres ≈ en:order ~ fr:ordre
flock	commandés	3	0.883	en:flock ~ fr:horde ≈ en:ordered = fr:commandés
flock	ordonné	3	0.883	en:flock ~ fr:horde ≈ en:ordered = fr:ordonné
flooded	affectée	4	0.921	en:flooded ≈ fr:flot aide ~ fr:évoquent aide ≈ en:affected = fr:affectée
