a	b	hops	quality	subchain
fr:seine	fr:six	4	0.978	≈ fr:seine fr:seines ≈ en:seen ~ en:sees ≈ fr:six
fr:seine	fr:sain six	5	0.978	≈ fr:seine fr:seines ≈ en:seen ~ en:sees ≈ fr:six ~ fr:sain six
fr:seines	fr:six	3	0.978	~ fr:seines ≈ en:seen en:sees ≈ fr:six
fr:seines	fr:sain six	4	0.978	~ fr:seines ≈ en:seen en:sees ≈ fr:six ~ fr:sain six
en:seen	fr:six	2	0.978	≈ en:seen ~ en:sees ≈ fr:six
en:seen	fr:sain six	3	0.978	≈ en:seen ~ en:sees ≈ fr:six fr:sain six
en:sees	fr:sain six	2	0.978	~ en:sees ≈ fr:six ~ fr:sain six
fr:chipote	en:chic	2	0.978	≈ fr:chipote fr:chique ≈ en:chic
fr:chipote	fr:chic	3	0.978	≈ fr:chipote fr:chique ≈ en:chic ~ fr:chic
en:seaport	fr:chique	2	0.978	en:seaport ≈ fr:chipote ~ fr:chique
en:seaport	en:chic	3	0.978	en:seaport ≈ fr:chipote ~ fr:chique ≈ en:chic
en:seaport	fr:chic	4	0.978	en:seaport ≈ fr:chipote ~ fr:chique ≈ en:chic ~ fr:chic
fr:soupes	fr:formidable	4	0.978	~ fr:soupes ≈ en:soup fr:soupe ≈ en:super ~ fr:formidable
en:soupy	en:soup	2	0.978	en:soupy ≈ fr:souper ~ en:soup
en:soupy	fr:soupes	3	0.978	en:soupy ≈ fr:souper ~ en:soup ≈ fr:soupes
en:soupy	fr:soupe	4	0.978	en:soupy ≈ fr:souper ~ en:soup ≈ fr:soupes ~ fr:soupe
en:soupy	en:super	5	0.978	en:soupy ≈ fr:souper ~ en:soup ≈ fr:soupes ~ fr:soupe ≈ en:super
en:soupy	fr:super	6	0.978	en:soupy ≈ fr:souper ~ en:soup ≈ fr:soupes ~ fr:soupe ≈ en:super ~ fr:super
fr:souper	fr:soupes	2	0.978	≈ fr:souper en:soup ≈ fr:soupes
fr:souper	fr:soupe	3	0.978	≈ fr:souper en:soup ≈ fr:soupes ~ fr:soupe
fr:souper	en:super	4	0.978	≈ fr:souper en:soup ≈ fr:soupes ~ fr:soupe ≈ en:super
fr:souper	fr:super	5	0.978	≈ fr:souper en:soup ≈ fr:soupes ~ fr:soupe ≈ en:super ~ fr:super
en:straws	en:stress	2	0.978	en:straws ≈ fr:stress ~ en:stress
en:straws	fr:stresse	3	0.978	en:straws ≈ fr:stress ~ en:stress ≈ fr:stresse
en:straws	fr:stresser	4	0.978	en:straws ≈ fr:stress ~ en:stress ≈ fr:stresse ~ fr:stresser
fr:stress	fr:stresse	2	0.978	≈ fr:stress en:stress ≈ fr:stresse
fr:stress	fr:stresser	3	0.978	≈ fr:stress en:stress ≈ fr:stresse ~ fr:stresser
en:stress	fr:stresser	2	0.978	~ en:stress ≈ fr:stresse fr:stresser
en:suit	fr:sotte	2	0.978	en:suit ≈ fr:soute ~ fr:sotte
en:suit	en:sought	3	0.978	en:suit ≈ fr:soute ~ fr:sotte ≈ en:sought
en:suit	fr:recherchée	4	0.978	en:suit ≈ fr:soute ~ fr:sotte ≈ en:sought = fr:recherchée
fr:soute	en:sought	2	0.978	≈ fr:soute fr:sotte ≈ en:sought
fr:soute	fr:recherchée	3	0.978	≈ fr:soute fr:sotte ≈ en:sought = fr:recherchée
fr:sotte	fr:recherchée	2	0.978	~ fr:sotte ≈ en:sought fr:recherchée
en:suit	fr:recherché	4	0.978	en:suit ≈ fr:soute ~ fr:sotte ≈ en:sought = fr:recherché
fr:soute	fr:recherché	3	0.978	≈ fr:soute fr:sotte ≈ en:sought = fr:recherché
fr:sotte	fr:recherché	2	0.978	~ fr:sotte ≈ en:sought fr:recherché
en:superstar	fr:formidable	6	0.978	en:superstar ≈ fr:soupes ta ~ fr:soupes ≈ en:soup ~ fr:soupe ≈ en:super ~ fr:formidable
fr:soupes ta	fr:formidable	5	0.978	≈ fr:soupes ta fr:soupes ≈ en:soup ~ fr:soupe ≈ en:super ~ fr:formidable
en:swing	en:suing	2	0.978	en:swing ~ fr:swing ≈ en:suing
en:swing	en:sued	3	0.978	en:swing ~ fr:swing ≈ en:suing ~ en:sued
en:swing	fr:soudent	4	0.978	en:swing ~ fr:swing ≈ en:suing ~ en:sued ≈ fr:soudent
en:swing	fr:soudés	5	0.978	en:swing ~ fr:swing ≈ en:suing ~ en:sued ≈ fr:soudent ~ fr:soudés
fr:swing	en:sued	2	0.978	~ fr:swing en:suing ~ en:sued
fr:swing	fr:soudent	3	0.978	~ fr:swing en:suing ~ en:sued ≈ fr:soudent
fr:swing	fr:soudés	4	0.978	~ fr:swing en:suing ~ en:sued ≈ fr:soudent ~ fr:soudés
en:tarter	fr:tati	2	0.978	en:tarter ~ en:tarty ≈ fr:tati
en:tarter	fr:baba	3	0.978	en:tarter ~ en:tarty ≈ fr:tati ~ fr:baba
en:test	en:testing	4	0.978	en:test ≈ fr:testent ~ en:testa ≈ fr:tester ~ en:testing
en:test	fr:destine	5	0.978	en:test ≈ fr:testent ~ en:testa ≈ fr:tester ~ en:testing ≈ fr:destine
en:test	fr:destins	6	0.978	en:test ≈ fr:testent ~ en:testa ≈ fr:tester ~ en:testing ≈ fr:destine ~ fr:destins
fr:testent	en:testing	3	0.978	≈ fr:testent en:testa ≈ fr:tester ~ en:testing
fr:testent	fr:destine	4	0.978	≈ fr:testent en:testa ≈ fr:tester ~ en:testing ≈ fr:destine
fr:testent	fr:destins	5	0.978	≈ fr:testent en:testa ≈ fr:tester ~ en:testing ≈ fr:destine ~ fr:destins
en:testa	en:testing	2	0.978	~ en:testa ≈ fr:tester en:testing
en:testa	fr:destine	3	0.978	~ en:testa ≈ fr:tester en:testing ≈ fr:destine
en:testa	fr:destins	4	0.978	~ en:testa ≈ fr:tester en:testing ≈ fr:destine ~ fr:destins
fr:tester	fr:destine	2	0.978	≈ fr:tester ~ en:testing ≈ fr:destine
fr:tester	fr:destins	3	0.978	≈ fr:tester ~ en:testing ≈ fr:destine fr:destins
en:test	fr:destiny	6	0.978	en:test ≈ fr:testent ~ en:testa ≈ fr:tester ~ en:testing ≈ fr:destine ~ fr:destiny
fr:testent	fr:destiny	5	0.978	≈ fr:testent en:testa ≈ fr:tester ~ en:testing ≈ fr:destine ~ fr:destiny
en:testa	fr:destiny	4	0.978	~ en:testa ≈ fr:tester en:testing ≈ fr:destine ~ fr:destiny
fr:tester	fr:destiny	3	0.978	≈ fr:tester ~ en:testing ≈ fr:destine fr:destiny
en:tics	fr:technologie	5	0.978	en:tics ~ fr:tics ≈ en:teak = fr:teck ≈ en:tech ~ fr:technologie
fr:tics	fr:technologie	4	0.978	~ fr:tics en:teak = fr:teck ≈ en:tech ~ fr:technologie
en:beak	fr:biche	2	0.977	en:beak ≈ fr:bique ~ fr:biche
en:beat	fr:bite	2	0.977	en:beat ≈ fr:bites ~ fr:bite
en:beat	en:beet	3	0.977	en:beat ≈ fr:bites ~ fr:bite ≈ en:beet
en:beat	fr:betterave	4	0.977	en:beat ≈ fr:bites ~ fr:bite ≈ en:beet = fr:betterave
fr:bites	en:beet	2	0.977	≈ fr:bites fr:bite ≈ en:beet
fr:bites	fr:betterave	3	0.977	≈ fr:bites fr:bite ≈ en:beet = fr:betterave
fr:bite	fr:betterave	2	0.977	~ fr:bite ≈ en:beet fr:betterave
en:beat	fr:betteraves	4	0.977	en:beat ≈ fr:bites ~ fr:bite ≈ en:beet = fr:betteraves
fr:bites	fr:betteraves	3	0.977	≈ fr:bites fr:bite ≈ en:beet = fr:betteraves
fr:bite	fr:betteraves	2	0.977	~ fr:bite ≈ en:beet fr:betteraves
en:beet	fr:battez	4	0.977	en:beet ≈ fr:bite ~ fr:bites ≈ en:beat = fr:battez
fr:bite	fr:battez	3	0.977	≈ fr:bite fr:bites ≈ en:beat = fr:battez
fr:bites	fr:battez	2	0.977	~ fr:bites ≈ en:beat fr:battez
en:beet	fr:battu	4	0.977	en:beet ≈ fr:bite ~ fr:bites ≈ en:beat = fr:battu
fr:bite	fr:battu	3	0.977	≈ fr:bite fr:bites ≈ en:beat = fr:battu
fr:bites	fr:battu	2	0.977	~ fr:bites ≈ en:beat fr:battu
en:benny	fr:bénis	2	0.977	en:benny ≈ fr:béni ~ fr:bénis
fr:rient ailé	en:retailers	2	0.977	~ fr:rient ailé ≈ en:retailer en:retailers
fr:rient ailé	fr:rient hélas	3	0.977	~ fr:rient ailé ≈ en:retailer en:retailers ≈ fr:rient hélas
fr:rient ailé	fr:rient rive	4	0.977	~ fr:rient ailé ≈ en:retailer en:retailers ≈ fr:rient hélas ~ fr:rient rive
en:retailer	fr:rient hélas	2	0.977	≈ en:retailer ~ en:retailers ≈ fr:rient hélas
en:retailer	fr:rient rive	3	0.977	≈ en:retailer ~ en:retailers ≈ fr:rient hélas fr:rient rive
en:retailers	fr:mets rient	3	0.977	en:retailers ~ en:retailer ≈ fr:rient ailé ~ fr:mets rient
en:retailer	fr:mets rient	2	0.977	~ en:retailer fr:rient ailé ~ fr:mets rient
en:parley	fr:pâle	2	0.977	en:parley ≈ fr:pâli ~ fr:pâle
en:zest	fr:jurassic	2	0.977	en:zest ≈ fr:zestes ~ fr:jurassic
en:cm	fr:secs sis	2	0.977	en:cm ≈ fr:sis aiment ~ fr:secs sis
en:cm	en:sexy	3	0.977	en:cm ≈ fr:sis aiment ~ fr:secs sis ≈ en:sexy
en:cm	fr:sexy	4	0.977	en:cm ≈ fr:sis aiment ~ fr:secs sis ≈ en:sexy ~ fr:sexy
fr:sis aiment	en:sexy	2	0.977	≈ fr:sis aiment fr:secs sis ≈ en:sexy
fr:sis aiment	fr:sexy	3	0.977	≈ fr:sis aiment fr:secs sis ≈ en:sexy ~ fr:sexy
fr:secs sis	fr:sexy	2	0.977	~ fr:secs sis ≈ en:sexy fr:sexy
en:court	fr:cote	2	0.977	en:court ≈ fr:cotes ~ fr:cote
en:court	en:caught	3	0.977	en:court ≈ fr:cotes ~ fr:cote ≈ en:caught
en:court	fr:pris	4	0.977	en:court ≈ fr:cotes ~ fr:cote ≈ en:caught = fr:pris
fr:cotes	en:caught	2	0.977	≈ fr:cotes fr:cote ≈ en:caught
fr:cotes	fr:pris	3	0.977	≈ fr:cotes fr:cote ≈ en:caught = fr:pris
fr:cote	fr:pris	2	0.977	~ fr:cote ≈ en:caught fr:pris
en:court	fr:attrapé	4	0.977	en:court ≈ fr:cotes ~ fr:cote ≈ en:caught = fr:attrapé
fr:cotes	fr:attrapé	3	0.977	≈ fr:cotes fr:cote ≈ en:caught = fr:attrapé
fr:cote	fr:attrapé	2	0.977	~ fr:cote ≈ en:caught fr:attrapé
en:court	fr:capturé	4	0.977	en:court ≈ fr:cotes ~ fr:cote ≈ en:caught = fr:capturé
fr:cotes	fr:capturé	3	0.977	≈ fr:cotes fr:cote ≈ en:caught = fr:capturé
fr:cote	fr:capturé	2	0.977	~ fr:cote ≈ en:caught fr:capturé
fr:six	fr:seize	2	0.977	~ fr:six ≈ en:seize fr:seize
fr:six	en:says	3	0.977	~ fr:six ≈ en:seize fr:seize ≈ en:says
fr:six	fr:dit	4	0.977	~ fr:six ≈ en:seize fr:seize ≈ en:says = fr:dit
en:disprove	en:prove	3	0.977	en:disprove ≈ fr:dis prouve ~ fr:prouve ≈ en:prove
en:disprove	fr:prouver	4	0.977	en:disprove ≈ fr:dis prouve ~ fr:prouve ≈ en:prove ~ fr:prouver
fr:dis prouve	en:prove	2	0.977	≈ fr:dis prouve fr:prouve ≈ en:prove
fr:dis prouve	fr:prouver	3	0.977	≈ fr:dis prouve fr:prouve ≈ en:prove ~ fr:prouver
fr:prouve	fr:prouver	2	0.977	~ fr:prouve ≈ en:prove fr:prouver
en:fork	fr:phoque	2	0.977	en:fork ≈ fr:phoques ~ fr:phoque
en:forked	en:seal	3	0.977	en:forked ~ en:fork ≈ fr:phoques = en:seal
en:forked	fr:sil	4	0.977	en:forked ~ en:fork ≈ fr:phoques = en:seal ≈ fr:sil
en:forked	fr:cils	4	0.977	en:forked ~ en:fork ≈ fr:phoques = en:seal ≈ fr:cils
en:form	fr:forme	2	0.977	en:form ≈ fr:formes ~ fr:forme
en:form	en:former	3	0.977	en:form ≈ fr:formes ~ fr:forme ≈ en:former
en:form	fr:ancien	4	0.977	en:form ≈ fr:formes ~ fr:forme ≈ en:former = fr:ancien
fr:formes	en:former	2	0.977	≈ fr:formes fr:forme ≈ en:former
fr:formes	fr:ancien	3	0.977	≈ fr:formes fr:forme ≈ en:former = fr:ancien
fr:forme	fr:ancien	2	0.977	~ fr:forme ≈ en:former fr:ancien
en:form	fr:ancienne	4	0.977	en:form ≈ fr:formes ~ fr:forme ≈ en:former = fr:ancienne
fr:formes	fr:ancienne	3	0.977	≈ fr:formes fr:forme ≈ en:former = fr:ancienne
fr:forme	fr:ancienne	2	0.977	~ fr:forme ≈ en:former fr:ancienne
en:former	fr:forme	2	0.977	en:former ≈ fr:formes ~ fr:forme
en:former	en:form	3	0.977	en:former ≈ fr:formes ~ fr:forme ≈ en:form
en:former	fr:formulaire	4	0.977	en:former ≈ fr:formes ~ fr:forme ≈ en:form = fr:formulaire
fr:formes	en:form	2	0.977	≈ fr:formes fr:forme ≈ en:form
fr:formes	fr:formulaire	3	0.977	≈ fr:formes fr:forme ≈ en:form = fr:formulaire
fr:forme	fr:formulaire	2	0.977	~ fr:forme ≈ en:form fr:formulaire
en:sued	fr:jugés	2	0.977	~ en:sued fr:soudes ~ fr:jugés
en:mousse	en:moose	3	0.977	en:mousse ≈ fr:mousses ~ fr:mousse ≈ en:moose
en:mousse	fr:élans	4	0.977	en:mousse ≈ fr:mousses ~ fr:mousse ≈ en:moose = fr:élans
fr:mousses	en:moose	2	0.977	≈ fr:mousses fr:mousse ≈ en:moose
fr:mousses	fr:élans	3	0.977	≈ fr:mousses fr:mousse ≈ en:moose = fr:élans
fr:mousse	fr:élans	2	0.977	~ fr:mousse ≈ en:moose fr:élans
en:mousse	fr:élan	4	0.977	en:mousse ≈ fr:mousses ~ fr:mousse ≈ en:moose = fr:élan
fr:mousses	fr:élan	3	0.977	≈ fr:mousses fr:mousse ≈ en:moose = fr:élan
fr:mousse	fr:élan	2	0.977	~ fr:mousse ≈ en:moose fr:élan
en:movie	fr:bethléem	2	0.977	en:movie ≈ fr:mous vies ~ fr:bethléem
en:net	fr:gueux	2	0.977	en:net ≈ fr:nette ~ fr:gueux
en:piece	en:pee	2	0.977	~ en:piece ≈ fr:pisse = en:pee
en:piste	en:pieced	2	0.977	en:piste ~ fr:piste ≈ en:pieced
en:piste	en:piece	3	0.977	en:piste ~ fr:piste ≈ en:pieced ~ en:piece
en:piste	fr:pisse	4	0.977	en:piste ~ fr:piste ≈ en:pieced ~ en:piece ≈ fr:pisse
en:piste	en:pee	5	0.977	en:piste ~ fr:piste ≈ en:pieced ~ en:piece ≈ fr:pisse = en:pee
en:piste	fr:pi	6	0.977	en:piste ~ fr:piste ≈ en:pieced ~ en:piece ≈ fr:pisse = en:pee ≈ fr:pi
fr:piste	en:piece	2	0.977	~ fr:piste en:pieced ~ en:piece
fr:piste	fr:pisse	3	0.977	~ fr:piste en:pieced ~ en:piece ≈ fr:pisse
fr:piste	en:pee	4	0.977	~ fr:piste en:pieced ~ en:piece ≈ fr:pisse = en:pee
fr:piste	fr:pi	5	0.977	~ fr:piste en:pieced ~ en:piece ≈ fr:pisse = en:pee ≈ fr:pi
en:pieced	fr:pisse	2	0.977	≈ en:pieced ~ en:piece fr:pisse
en:pieced	en:pee	3	0.977	≈ en:pieced ~ en:piece fr:pisse = en:pee
en:pieced	fr:pi	4	0.977	≈ en:pieced ~ en:piece fr:pisse = en:pee ≈ fr:pi
en:piece	fr:pi	3	0.977	~ en:piece ≈ fr:pisse = en:pee fr:pi
fr:pisse	fr:pi	2	0.977	≈ fr:pisse = en:pee ≈ fr:pi
en:piste	fr:pis	6	0.977	en:piste ~ fr:piste ≈ en:pieced ~ en:piece ≈ fr:pisse = en:pee ≈ fr:pis
fr:piste	fr:pis	5	0.977	~ fr:piste en:pieced ~ en:piece ≈ fr:pisse = en:pee ≈ fr:pis
en:pieced	fr:pis	4	0.977	≈ en:pieced ~ en:piece fr:pisse = en:pee ≈ fr:pis
en:piece	fr:pis	3	0.977	~ en:piece ≈ fr:pisse = en:pee fr:pis
fr:pisse	fr:pis	2	0.977	≈ fr:pisse = en:pee ≈ fr:pis
en:piste	fr:pie	6	0.977	en:piste ~ fr:piste ≈ en:pieced ~ en:piece ≈ fr:pisse = en:pee ≈ fr:pie
fr:piste	fr:pie	5	0.977	~ fr:piste en:pieced ~ en:piece ≈ fr:pisse = en:pee ≈ fr:pie
en:pieced	fr:pie	4	0.977	≈ en:pieced ~ en:piece fr:pisse = en:pee ≈ fr:pie
en:piece	fr:pie	3	0.977	~ en:piece ≈ fr:pisse = en:pee fr:pie
fr:pisse	fr:pie	2	0.977	≈ fr:pisse = en:pee ≈ fr:pie
en:ported	fr:lille	4	0.977	en:ported ≈ fr:petite ~ fr:petit ≈ en:petit ~ fr:lille
fr:petite	fr:lille	3	0.977	≈ fr:petite fr:petit ≈ en:petit ~ fr:lille
fr:petit	fr:lille	2	0.977	~ fr:petit ≈ en:petit fr:lille
fr:rides	en:read	2	0.977	≈ fr:rides fr:ride ≈ en:read
fr:rides	fr:lue	3	0.977	≈ fr:rides fr:ride ≈ en:read ~ fr:lue
fr:ride	fr:lue	2	0.977	~ fr:ride ≈ en:read fr:lue
en:recall	en:retailers	4	0.977	en:recall ≈ fr:rient collent ~ fr:rient ailé ≈ en:retailer ~ en:retailers
en:recall	fr:rient hélas	5	0.977	en:recall ≈ fr:rient collent ~ fr:rient ailé ≈ en:retailer ~ en:retailers ≈ fr:rient hélas
en:recall	fr:rient rive	6	0.977	en:recall ≈ fr:rient collent ~ fr:rient ailé ≈ en:retailer ~ en:retailers ≈ fr:rient hélas ~ fr:rient rive
fr:rient collent	en:retailers	3	0.977	≈ fr:rient collent fr:rient ailé ≈ en:retailer ~ en:retailers
fr:rient collent	fr:rient hélas	4	0.977	≈ fr:rient collent fr:rient ailé ≈ en:retailer ~ en:retailers ≈ fr:rient hélas
fr:rient collent	fr:rient rive	5	0.977	≈ fr:rient collent fr:rient ailé ≈ en:retailer ~ en:retailers ≈ fr:rient hélas ~ fr:rient rive
en:reed	en:read	3	0.977	en:reed ≈ fr:rides ~ fr:ride ≈ en:read
en:reed	fr:lue	4	0.977	en:reed ≈ fr:rides ~ fr:ride ≈ en:read ~ fr:lue
en:retailers	en:merry	4	0.977	en:retailers ~ en:retailer ≈ fr:rient ailé ~ fr:mets rient ≈ en:merry
en:retailers	fr:joyeux	5	0.977	en:retailers ~ en:retailer ≈ fr:rient ailé ~ fr:mets rient ≈ en:merry = fr:joyeux
en:retailer	en:merry	3	0.977	~ en:retailer fr:rient ailé ~ fr:mets rient ≈ en:merry
en:retailer	fr:joyeux	4	0.977	~ en:retailer fr:rient ailé ~ fr:mets rient ≈ en:merry = fr:joyeux
fr:rient ailé	en:merry	2	0.977	≈ fr:rient ailé ~ fr:mets rient en:merry
fr:rient ailé	fr:joyeux	3	0.977	≈ fr:rient ailé ~ fr:mets rient en:merry = fr:joyeux
en:said	fr:délivré	2	0.977	en:said ≈ fr:cède ~ fr:délivré
en:said	fr:escouade	2	0.977	en:said ≈ fr:cède ~ fr:escouade
en:senses	fr:six	2	0.977	en:senses ≈ fr:sain six ~ fr:six
en:senses	en:seize	3	0.977	en:senses ≈ fr:sain six ~ fr:six ≈ en:seize
en:senses	fr:seize	4	0.977	en:senses ≈ fr:sain six ~ fr:six ≈ en:seize ~ fr:seize
en:senses	en:says	5	0.977	en:senses ≈ fr:sain six ~ fr:six ≈ en:seize ~ fr:seize ≈ en:says
en:senses	fr:dit	6	0.977	en:senses ≈ fr:sain six ~ fr:six ≈ en:seize ~ fr:seize ≈ en:says = fr:dit
fr:sain six	en:seize	2	0.977	≈ fr:sain six fr:six ≈ en:seize
fr:sain six	fr:seize	3	0.977	≈ fr:sain six fr:six ≈ en:seize ~ fr:seize
fr:sain six	en:says	4	0.977	≈ fr:sain six fr:six ≈ en:seize ~ fr:seize ≈ en:says
fr:sain six	fr:dit	5	0.977	≈ fr:sain six fr:six ≈ en:seize ~ fr:seize ≈ en:says = fr:dit
en:stalky	fr:stockes	2	0.977	en:stalky ~ en:stalk ≈ fr:stockes
en:stalky	fr:stocks	3	0.977	en:stalky ~ en:stalk ≈ fr:stockes ~ fr:stocks
en:suing	fr:soudes	2	0.977	en:suing ~ en:sued ≈ fr:soudes
en:suing	fr:jugés	3	0.977	en:suing ~ en:sued ≈ fr:soudes ~ fr:jugés
en:tartar	fr:tiquent	2	0.977	en:tartar ≈ fr:tâter ~ fr:tiquent
en:tartar	en:teak	3	0.977	en:tartar ≈ fr:tâter ~ fr:tiquent ≈ en:teak
en:tartar	fr:teck	4	0.977	en:tartar ≈ fr:tâter ~ fr:tiquent ≈ en:teak = fr:teck
en:tartar	en:tech	5	0.977	en:tartar ≈ fr:tâter ~ fr:tiquent ≈ en:teak = fr:teck ≈ en:tech
en:tartar	fr:tech	6	0.977	en:tartar ≈ fr:tâter ~ fr:tiquent ≈ en:teak = fr:teck ≈ en:tech ~ fr:tech
fr:tâter	en:teak	2	0.977	≈ fr:tâter fr:tiquent ≈ en:teak
fr:tâter	fr:teck	3	0.977	≈ fr:tâter fr:tiquent ≈ en:teak = fr:teck
fr:tâter	en:tech	4	0.977	≈ fr:tâter fr:tiquent ≈ en:teak = fr:teck ≈ en:tech
fr:tâter	fr:tech	5	0.977	≈ fr:tâter fr:tiquent ≈ en:teak = fr:teck ≈ en:tech ~ fr:tech
fr:tiquent	fr:teck	2	0.977	~ fr:tiquent ≈ en:teak fr:teck
fr:tiquent	en:tech	3	0.977	~ fr:tiquent ≈ en:teak fr:teck ≈ en:tech
fr:tiquent	fr:tech	4	0.977	~ fr:tiquent ≈ en:teak fr:teck ≈ en:tech ~ fr:tech
en:tarter	fr:tiquent	2	0.977	en:tarter ≈ fr:tâter ~ fr:tiquent
en:tarter	en:teak	3	0.977	en:tarter ≈ fr:tâter ~ fr:tiquent ≈ en:teak
en:tarter	fr:teck	4	0.977	en:tarter ≈ fr:tâter ~ fr:tiquent ≈ en:teak = fr:teck
en:tarter	en:tech	5	0.977	en:tarter ≈ fr:tâter ~ fr:tiquent ≈ en:teak = fr:teck ≈ en:tech
en:tarter	fr:tech	6	0.977	en:tarter ≈ fr:tâter ~ fr:tiquent ≈ en:teak = fr:teck ≈ en:tech ~ fr:tech
en:teller	fr:télévisé	2	0.977	en:teller ≈ fr:télé ~ fr:télévisé
en:telly	fr:telle	4	0.977	en:telly ~ en:tell ≈ fr:tels ~ en:tel ≈ fr:telle
en:telly	fr:comme	5	0.977	en:telly ~ en:tell ≈ fr:tels ~ en:tel ≈ fr:telle ~ fr:comme
en:too	fr:dat	4	0.977	en:too ≈ fr:touts ~ fr:tout ≈ en:to ~ fr:dat
fr:touts	fr:dat	3	0.977	≈ fr:touts fr:tout ≈ en:to ~ fr:dat
fr:tout	fr:dat	2	0.977	~ fr:tout ≈ en:to fr:dat
en:zoom	fr:zoo	2	0.977	en:zoom ≈ fr:zooment ~ fr:zoo
en:air	fr:amas	2	0.976	en:air ≈ fr:aires ~ fr:amas
en:air	fr:étui	2	0.976	en:air ≈ fr:aires ~ fr:étui
en:around	fr:round}	2	0.976	en:around ≈ fr:round ~ fr:round}
en:beanie	fr:bénir	2	0.976	en:beanie ≈ fr:béni ~ fr:bénir
en:beck	en:beak	2	0.976	en:beck ≈ fr:bec = en:beak
en:beck	fr:bique	3	0.976	en:beck ≈ fr:bec = en:beak ≈ fr:bique
en:beck	fr:biche	4	0.976	en:beck ≈ fr:bec = en:beak ≈ fr:bique ~ fr:biche
fr:bec	fr:bique	2	0.976	≈ fr:bec en:beak ≈ fr:bique
fr:bec	fr:biche	3	0.976	≈ fr:bec en:beak ≈ fr:bique ~ fr:biche
en:route	fr:racines	4	0.976	en:route ≈ fr:routes ~ fr:route ≈ en:root = fr:racines
en:route	fr:racine	4	0.976	en:route ≈ fr:routes ~ fr:route ≈ en:root = fr:racine
en:bless	fr:blessant	2	0.976	en:bless ≈ fr:blesse ~ fr:blessant
en:coupe	fr:coups	4	0.976	en:coupe ≈ fr:coupes ~ fr:coupe ≈ en:coup ~ fr:coups
fr:coupes	fr:coups	3	0.976	≈ fr:coupes fr:coupe ≈ en:coup ~ fr:coups
fr:coupe	fr:coups	2	0.976	~ fr:coupe ≈ en:coup fr:coups
en:zest	fr:sylvestre	2	0.976	en:zest ≈ fr:zestes ~ fr:sylvestre
en:clued	fr:cloué	3	0.976	en:clued ~ en:clue ≈ fr:clou ~ fr:cloué
en:clue	fr:cloué	2	0.976	~ en:clue fr:clou ~ fr:cloué
en:combe	fr:commettre	2	0.976	en:combe ≈ fr:commet ~ fr:commettre
en:cooper	fr:coups	4	0.976	en:cooper ≈ fr:coupes ~ fr:coupe ≈ en:coup ~ fr:coups
en:dawn	fr:dotée	2	0.976	en:dawn ≈ fr:donnent ~ fr:dotée
en:eave	fr:ive	2	0.976	en:eave ≈ fr:ives ~ fr:ive
en:eave	en:eve	3	0.976	en:eave ≈ fr:ives ~ fr:ive ≈ en:eve
en:eave	fr:eve	4	0.976	en:eave ≈ fr:ives ~ fr:ive ≈ en:eve ~ fr:eve
fr:ives	en:eve	2	0.976	≈ fr:ives fr:ive ≈ en:eve
fr:ives	fr:eve	3	0.976	≈ fr:ives fr:ive ≈ en:eve ~ fr:eve
fr:ive	fr:eve	2	0.976	~ fr:ive ≈ en:eve fr:eve
en:error	fr:amas	2	0.976	en:error ≈ fr:aires ~ fr:amas
en:error	fr:étui	2	0.976	en:error ≈ fr:aires ~ fr:étui
fr:filer	fr:ressentir	3	0.976	≈ fr:filer fr:files ≈ en:feel ~ fr:ressentir
en:feeler	fr:ressentir	4	0.976	en:feeler ≈ fr:filer ~ fr:files ≈ en:feel ~ fr:ressentir
en:fessed	fr:sait	2	0.976	en:fessed ≈ fr:veste ~ fr:sait
en:fila	fr:ressentir	4	0.976	en:fila ≈ fr:filer ~ fr:files ≈ en:feel ~ fr:ressentir
en:heir	fr:amas	2	0.976	en:heir ≈ fr:aires ~ fr:amas
en:heir	fr:étui	2	0.976	en:heir ≈ fr:aires ~ fr:étui
en:lessee	fr:laisse	2	0.976	en:lessee ≈ fr:laisser ~ fr:laisse
en:lessee	en:less	3	0.976	en:lessee ≈ fr:laisser ~ fr:laisse ≈ en:less
en:lessee	fr:moins	4	0.976	en:lessee ≈ fr:laisser ~ fr:laisse ≈ en:less ~ fr:moins
fr:laisser	en:less	2	0.976	≈ fr:laisser fr:laisse ≈ en:less
fr:laisser	fr:moins	3	0.976	≈ fr:laisser fr:laisse ≈ en:less ~ fr:moins
fr:laisse	fr:moins	2	0.976	~ fr:laisse ≈ en:less fr:moins
en:petit	en:petite	2	0.976	en:petit ≈ fr:petit ~ en:petite
en:petit	fr:petites	3	0.976	en:petit ≈ fr:petit ~ en:petite ≈ fr:petites
en:petit	fr:petite	4	0.976	en:petit ≈ fr:petit ~ en:petite ≈ fr:petites ~ fr:petite
en:petit	en:ported	5	0.976	en:petit ≈ fr:petit ~ en:petite ≈ fr:petites ~ fr:petite ≈ en:ported
en:petit	fr:portés	6	0.976	en:petit ≈ fr:petit ~ en:petite ≈ fr:petites ~ fr:petite ≈ en:ported = fr:portés
fr:petit	fr:petite	3	0.976	≈ fr:petit en:petite ≈ fr:petites ~ fr:petite
fr:petit	en:ported	4	0.976	≈ fr:petit en:petite ≈ fr:petites ~ fr:petite ≈ en:ported
fr:petit	fr:portés	5	0.976	≈ fr:petit en:petite ≈ fr:petites ~ fr:petite ≈ en:ported = fr:portés
