en	fr	score	tier	gold_en	gold_fr	src_tier
glassed	glass aisé	0.549	PASS	glasses	glass aise	S
glass	glass aises	0.587	PASS	glasses	glass aise	S
glass	glasses aise	0.555	PASS	glasses	glass aise	S
glass	glas aise	0.577	PASS	glasses	glass aise	S
glass	glass aisé	0.555	PASS	glasses	glass aise	S
gorgeous	godes oses	0.561	PASS	gorgeous	godes os	S
gorgeous	godes oser	0.535	PASS	gorgeous	godes os	S
gorgeous	godes o	0.547	PASS	gorgeous	godes os	S
gorgeous	godes osé	0.535	PASS	gorgeous	godes os	S
gorgeous	godes osez	0.535	PASS	gorgeous	godes os	S
gorgeous	godes ose	0.569	PASS	gorgeous	godes os	S
gorgeous	godes osent	0.561	PASS	gorgeous	godes os	S
gorgeous	godes osait	0.535	PASS	gorgeous	godes os	S
gorgeous	gode os	0.567	PASS	gorgeous	godes os	S
granted	cranes tête	0.511	PASS	granted	cran tête	S
granted	crane tête	0.511	PASS	granted	cran tête	S
granting	cranes tête	0.488	PASS	granted	cran tête	S
granting	crane tête	0.488	PASS	granted	cran tête	S
grant	cranes tête	0.566	PASS	granted	cran tête	S
grant	crane tête	0.566	PASS	granted	cran tête	S
grant	crans tête	0.498	PASS	granted	cran tête	S
grant	cran têtes	0.498	PASS	granted	cran tête	S
grants	cranes tête	0.503	PASS	granted	cran tête	S
grants	crane tête	0.503	PASS	granted	cran tête	S
greeted	crient aida	0.477	PASS	greeted	crient aide	S
greeted	crient aides	0.589	PASS	greeted	crient aide	S
greeted	crient aider	0.477	PASS	greeted	crient aide	S
greeted	crient aidant	0.477	PASS	greeted	crient aide	S
greeted	crient aident	0.589	PASS	greeted	crient aide	S
greeted	crient aidez	0.477	PASS	greeted	crient aide	S
greeted	crient aidé	0.477	PASS	greeted	crient aide	S
greeted	crient aidait	0.477	PASS	greeted	crient aide	S
greets	crient aida	0.470	PASS	greeted	crient aide	S
greets	crient aides	0.493	PASS	greeted	crient aide	S
greets	crient aider	0.470	PASS	greeted	crient aide	S
greets	crient aidant	0.470	PASS	greeted	crient aide	S
greets	crient aident	0.493	PASS	greeted	crient aide	S
greets	crient aidez	0.470	PASS	greeted	crient aide	S
greets	crient aidé	0.470	PASS	greeted	crient aide	S
greets	crient aidait	0.470	PASS	greeted	crient aide	S
greeting	crient aides	0.458	PASS	greeted	crient aide	S
greeting	crient aidant	0.468	PASS	greeted	crient aide	S
greeting	crient aident	0.458	PASS	greeted	crient aide	S
greeting	crient aidait	0.452	PASS	greeted	crient aide	S
greet	crient aida	0.493	PASS	greeted	crient aide	S
greet	crient aides	0.525	PASS	greeted	crient aide	S
greet	crient aider	0.493	PASS	greeted	crient aide	S
greet	crient aidant	0.493	PASS	greeted	crient aide	S
greet	crient aident	0.525	PASS	greeted	crient aide	S
greet	crient aidez	0.493	PASS	greeted	crient aide	S
greet	crient aidé	0.493	PASS	greeted	crient aide	S
greet	crient aidait	0.493	PASS	greeted	crient aide	S
greeting	crient ina	0.485	PASS	greeting	crient in	S
greeting	crient inés	0.485	PASS	greeting	crient in	S
greeting	crient ine	0.511	PASS	greeting	crient in	S
greeting	crient inez	0.485	PASS	greeting	crient in	S
greeting	crient ines	0.511	PASS	greeting	crient in	S
greets	crient ina	0.453	PASS	greeting	crient in	S
greets	crient inés	0.453	PASS	greeting	crient in	S
greets	crient ine	0.474	PASS	greeting	crient in	S
greets	crient inez	0.453	PASS	greeting	crient in	S
greets	crient ines	0.474	PASS	greeting	crient in	S
greeted	crient ina	0.468	PASS	greeting	crient in	S
greeted	crient inés	0.468	PASS	greeting	crient in	S
greeted	crient ine	0.494	PASS	greeting	crient in	S
greeted	crient inez	0.468	PASS	greeting	crient in	S
greeted	crient ines	0.494	PASS	greeting	crient in	S
greetings	crient ina	0.465	PASS	greeting	crient in	S
greetings	crient inés	0.455	PASS	greeting	crient in	S
greetings	crient ine	0.485	PASS	greeting	crient in	S
greetings	crient inez	0.455	PASS	greeting	crient in	S
greetings	crient ines	0.485	PASS	greeting	crient in	S
greet	crient ina	0.474	PASS	greeting	crient in	S
greet	crient inés	0.474	PASS	greeting	crient in	S
greet	crient ine	0.501	PASS	greeting	crient in	S
greet	crient inez	0.474	PASS	greeting	crient in	S
greet	crient ines	0.501	PASS	greeting	crient in	S
honesty	anis tea	0.464	PASS	honesty	anis tee	S
indeed	inés ides	0.591	PASS	indeed	in ides	S
indeed	ine ides	0.630	STRICT	indeed	in ides	S
indeed	ins ides	0.584	PASS	indeed	in ides	S
indeed	ines ides	0.633	STRICT	indeed	in ides	S
indeed	inez ides	0.591	PASS	indeed	in ides	S
indeed	ina ides	0.588	PASS	indeed	in ides	S
indeed	in ide	0.516	PASS	indeed	in ides	S
industry	in haussent riant	0.495	PASS	industry	in haussent ri	S
industry	in haussent rie	0.560	PASS	industry	in haussent ri	S
industry	inés haussent ri	0.529	PASS	industry	in haussent ri	S
industry	in haussent riez	0.495	PASS	industry	in haussent ri	S
industry	in haussent riait	0.495	PASS	industry	in haussent ri	S
industry	in haussent ria	0.495	PASS	industry	in haussent ri	S
industry	ines haussent ri	0.559	PASS	industry	in haussent ri	S
industry	inez haussent ri	0.529	PASS	industry	in haussent ri	S
industry	in haussent rient	0.560	PASS	industry	in haussent ri	S
industry	ine haussent ri	0.559	PASS	industry	in haussent ri	S
industry	in haussent ris	0.560	PASS	industry	in haussent ri	S
industry	ins haussent ri	0.543	PASS	industry	in haussent ri	S
industry	ina haussent ri	0.535	PASS	industry	in haussent ri	S
industry	in haussent ries	0.560	PASS	industry	in haussent ri	S
industries	in haussent riant	0.483	PASS	industry	in haussent ri	S
industries	in haussent rie	0.495	PASS	industry	in haussent ri	S
industries	inés haussent ri	0.454	PASS	industry	in haussent ri	S
industries	in haussent riez	0.476	PASS	industry	in haussent ri	S
industries	in haussent riait	0.476	PASS	industry	in haussent ri	S
industries	in haussent ria	0.483	PASS	industry	in haussent ri	S
industries	ines haussent ri	0.477	PASS	industry	in haussent ri	S
industries	inez haussent ri	0.454	PASS	industry	in haussent ri	S
industries	in haussent rient	0.495	PASS	industry	in haussent ri	S
industries	ine haussent ri	0.477	PASS	industry	in haussent ri	S
industries	in haussent ris	0.495	PASS	industry	in haussent ri	S
industries	ins haussent ri	0.478	PASS	industry	in haussent ri	S
industries	ina haussent ri	0.461	PASS	industry	in haussent ri	S
industries	in haussent ries	0.495	PASS	industry	in haussent ri	S
injury	in gérez	0.457	PASS	injury	in gérer	S
injury	in gérée	0.457	PASS	injury	in gérer	S
injury	in géré	0.457	PASS	injury	in gérer	S
injury	in gérés	0.457	PASS	injury	in gérer	S
injury	in gérées	0.457	PASS	injury	in gérer	S
injury	in gérait	0.451	PASS	injury	in gérer	S
inspector	haine becqueter	0.558	PASS	inspector	haines becqueter	S
inspector	haines becqueté	0.558	PASS	inspector	haines becqueter	S
inspector	haines becquetait	0.558	PASS	inspector	haines becqueter	S
inspector	haines becquetaient	0.558	PASS	inspector	haines becqueter	S
inspector	haines becquetés	0.558	PASS	inspector	haines becqueter	S
inspectors	haine becqueter	0.528	PASS	inspector	haines becqueter	S
inspectors	haines becqueté	0.528	PASS	inspector	haines becqueter	S
inspectors	haines becquetait	0.528	PASS	inspector	haines becqueter	S
inspectors	haines becquetaient	0.528	PASS	inspector	haines becqueter	S
inspectors	haines becquetés	0.528	PASS	inspector	haines becqueter	S
install	haine taule	0.524	PASS	install	haines taule	S
install	haines taules	0.524	PASS	install	haines taule	S
instal	haine taule	0.524	PASS	install	haines taule	S
instal	haines taules	0.524	PASS	install	haines taule	S
installed	haines soldez	0.628	STRICT	installed	haines solde	S
installed	haine solde	0.728	STRICT	installed	haines solde	S
installed	haines soldent	0.728	STRICT	installed	haines solde	S
installed	haines soldait	0.628	STRICT	installed	haines solde	S
installed	haines solda	0.628	STRICT	installed	haines solde	S
installed	haines soldes	0.728	STRICT	installed	haines solde	S
installed	haines soldant	0.628	STRICT	installed	haines solde	S
installed	haines soldé	0.628	STRICT	installed	haines solde	S
installed	haines solder	0.487	PASS	installed	haines solde	S
installs	haines soldez	0.550	PASS	installed	haines solde	S
installs	haine solde	0.578	PASS	installed	haines solde	S
installs	haines soldent	0.578	PASS	installed	haines solde	S
installs	haines soldait	0.550	PASS	installed	haines solde	S
installs	haines solda	0.550	PASS	installed	haines solde	S
installs	haines soldes	0.578	PASS	installed	haines solde	S
installs	haines soldant	0.550	PASS	installed	haines solde	S
installs	haines soldé	0.550	PASS	installed	haines solde	S
instals	haines soldez	0.550	PASS	installed	haines solde	S
instals	haine solde	0.578	PASS	installed	haines solde	S
instals	haines soldent	0.578	PASS	installed	haines solde	S
instals	haines soldait	0.550	PASS	installed	haines solde	S
instals	haines solda	0.550	PASS	installed	haines solde	S
instals	haines soldes	0.578	PASS	installed	haines solde	S
instals	haines soldant	0.550	PASS	installed	haines solde	S
instals	haines soldé	0.550	PASS	installed	haines solde	S
instal	haines soldez	0.547	PASS	installed	haines solde	S
instal	haine solde	0.574	PASS	installed	haines solde	S
instal	haines soldent	0.574	PASS	installed	haines solde	S
instal	haines soldait	0.547	PASS	installed	haines solde	S
instal	haines solda	0.547	PASS	installed	haines solde	S
instal	haines soldes	0.574	PASS	installed	haines solde	S
instal	haines soldant	0.547	PASS	installed	haines solde	S
instal	haines soldé	0.547	PASS	installed	haines solde	S
installing	haines soldez	0.528	PASS	installed	haines solde	S
installing	haine solde	0.535	PASS	installed	haines solde	S
installing	haines soldent	0.535	PASS	installed	haines solde	S
installing	haines soldait	0.534	PASS	installed	haines solde	S
installing	haines solda	0.515	PASS	installed	haines solde	S
installing	haines soldes	0.535	PASS	installed	haines solde	S
installing	haines soldant	0.526	PASS	installed	haines solde	S
installing	haines soldé	0.528	PASS	installed	haines solde	S
install	haines soldez	0.547	PASS	installed	haines solde	S
install	haine solde	0.574	PASS	installed	haines solde	S
install	haines soldent	0.574	PASS	installed	haines solde	S
install	haines soldait	0.547	PASS	installed	haines solde	S
install	haines solda	0.547	PASS	installed	haines solde	S
install	haines soldes	0.574	PASS	installed	haines solde	S
install	haines soldant	0.547	PASS	installed	haines solde	S
install	haines soldé	0.547	PASS	installed	haines solde	S
instructor	haines tracté	0.551	PASS	instructor	haines tracter	S
instructor	haines tractés	0.551	PASS	instructor	haines tracter	S
instructor	haines tracte	0.635	STRICT	instructor	haines tracter	S
instructor	haines tractée	0.551	PASS	instructor	haines tracter	S
instructor	haine tracter	0.551	PASS	instructor	haines tracter	S
instructors	haines tracté	0.526	PASS	instructor	haines tracter	S
instructors	haines tractés	0.526	PASS	instructor	haines tracter	S
instructors	haines tracte	0.551	PASS	instructor	haines tracter	S
instructors	haines tractée	0.526	PASS	instructor	haines tracter	S
instructors	haine tracter	0.526	PASS	instructor	haines tracter	S
intact	aident acter	0.503	PASS	intact	aident acte	S
intact	aident actes	0.603	STRICT	intact	aident acte	S
intact	aident actant	0.503	PASS	intact	aident acte	S
intact	aident acta	0.507	PASS	intact	aident acte	S
intact	aident acté	0.503	PASS	intact	aident acte	S
interest	aident restant	0.620	STRICT	interest	aident reste	S
interest	aident restez	0.620	STRICT	interest	aident reste	S
interest	aident rester	0.620	STRICT	interest	aident reste	S
interest	aident restes	0.720	STRICT	interest	aident reste	S
interest	aident resté	0.620	STRICT	interest	aident reste	S
interest	aident restent	0.720	STRICT	interest	aident reste	S
interest	aident resta	0.620	STRICT	interest	aident reste	S
interest	aident restait	0.620	STRICT	interest	aident reste	S
interests	aident restant	0.593	PASS	interest	aident reste	S
interests	aident restez	0.593	PASS	interest	aident reste	S
interests	aident rester	0.593	PASS	interest	aident reste	S
interests	aident restes	0.620	STRICT	interest	aident reste	S
interests	aident resté	0.593	PASS	interest	aident reste	S
interests	aident restent	0.620	STRICT	interest	aident reste	S
interests	aident resta	0.593	PASS	interest	aident reste	S
interests	aident restait	0.593	PASS	interest	aident reste	S
interesting	aident restant	0.592	PASS	interest	aident reste	S
interesting	aident restez	0.594	PASS	interest	aident reste	S
interesting	aident rester	0.594	PASS	interest	aident reste	S
interesting	aident restes	0.610	STRICT	interest	aident reste	S
interesting	aident resté	0.594	PASS	interest	aident reste	S
interesting	aident restent	0.610	STRICT	interest	aident reste	S
interesting	aident resta	0.580	PASS	interest	aident reste	S
interesting	aident restait	0.600	STRICT	interest	aident reste	S
interested	aident restant	0.603	STRICT	interest	aident reste	S
interested	aident restez	0.587	PASS	interest	aident reste	S
interested	aident rester	0.587	PASS	interest	aident reste	S
interested	aident restes	0.620	STRICT	interest	aident reste	S
interested	aident resté	0.587	PASS	interest	aident reste	S
interested	aident restent	0.620	STRICT	interest	aident reste	S
interested	aident resta	0.593	PASS	interest	aident reste	S
interested	aident restait	0.587	PASS	interest	aident reste	S
interested	aident rincent aidait	0.475	PASS	interested	aident rincent aide	S
interested	aident rincent aider	0.475	PASS	interested	aident rincent aide	S
interested	aident rincent aidez	0.475	PASS	interested	aident rincent aide	S
interested	aident rincent aidant	0.475	PASS	interested	aident rincent aide	S
interested	aident rincent aida	0.475	PASS	interested	aident rincent aide	S
interested	aident rincent aidé	0.475	PASS	interested	aident rincent aide	S
interested	aident rincent aides	0.551	PASS	interested	aident rincent aide	S
interested	aident rincent aident	0.551	PASS	interested	aident rincent aide	S
interests	aident rincent aidait	0.457	PASS	interested	aident rincent aide	S
interests	aident rincent aider	0.457	PASS	interested	aident rincent aide	S
interests	aident rincent aidez	0.457	PASS	interested	aident rincent aide	S
interests	aident rincent aidant	0.457	PASS	interested	aident rincent aide	S
interests	aident rincent aida	0.457	PASS	interested	aident rincent aide	S
interests	aident rincent aidé	0.457	PASS	interested	aident rincent aide	S
interests	aident rincent aides	0.472	PASS	interested	aident rincent aide	S
interests	aident rincent aident	0.472	PASS	interested	aident rincent aide	S
interesting	aident rincent aidant	0.462	PASS	interested	aident rincent aide	S
interesting	aident rincent aides	0.463	PASS	interested	aident rincent aide	S
interesting	aident rincent aident	0.463	PASS	interested	aident rincent aide	S
interest	aident rincent aidait	0.457	PASS	interested	aident rincent aide	S
interest	aident rincent aider	0.457	PASS	interested	aident rincent aide	S
interest	aident rincent aidez	0.457	PASS	interested	aident rincent aide	S
interest	aident rincent aidant	0.457	PASS	interested	aident rincent aide	S
interest	aident rincent aida	0.457	PASS	interested	aident rincent aide	S
interest	aident rincent aidé	0.457	PASS	interested	aident rincent aide	S
interest	aident rincent aides	0.473	PASS	interested	aident rincent aide	S
interest	aident rincent aident	0.473	PASS	interested	aident rincent aide	S
internet	aident honnêtes	0.644	STRICT	internet	aident honnête	S
internets	aident honnêtes	0.550	PASS	internet	aident honnête	S
intriguing	aident ricaines	0.493	PASS	intriguing	aident ricaine	S
intrigue	aident ricaines	0.466	PASS	intriguing	aident ricaine	S
intrigues	aident ricaines	0.458	PASS	intriguing	aident ricaine	S
intrigued	aident ricaines	0.473	PASS	intriguing	aident ricaine	S
irks rah	extra	0.527	PASS	irked rah	extra	S
irks rah	extras	0.527	PASS	irked rah	extra	S
irks raw	extrait	0.512	PASS	irked raw	extrait	S
irks raw	extraites	0.486	PASS	irked raw	extrait	S
irks raw	extraits	0.512	PASS	irked raw	extrait	S
irks raw	extraite	0.486	PASS	irked raw	extrait	S
irked rimmed	extrême	0.495	PASS	irked rim	extrême	S
irked rimmed	extrêmes	0.495	PASS	irked rim	extrême	S
irked rimmed	extrêment	0.495	PASS	irked rim	extrême	S
irked rimming	extrême	0.492	PASS	irked rim	extrême	S
irked rimming	extrêmes	0.492	PASS	irked rim	extrême	S
irked rimming	extrêment	0.492	PASS	irked rim	extrême	S
irk rim	extrême	0.494	PASS	irked rim	extrême	S
irk rim	extrêmes	0.494	PASS	irked rim	extrême	S
irk rim	extrêment	0.494	PASS	irked rim	extrême	S
irked rims	extrême	0.495	PASS	irked rim	extrême	S
irked rims	extrêmes	0.495	PASS	irked rim	extrême	S
irked rims	extrêment	0.495	PASS	irked rim	extrême	S
irks rim	extrême	0.586	PASS	irked rim	extrême	S
irks rim	extrêmes	0.586	PASS	irked rim	extrême	S
irks rim	extrêment	0.586	PASS	irked rim	extrême	S
irking rim	extrême	0.473	PASS	irked rim	extrême	S
irking rim	extrêmes	0.473	PASS	irked rim	extrême	S
irking rim	extrêment	0.473	PASS	irked rim	extrême	S
item	aillent hommes	0.571	PASS	item	aillent homme	S
items	aillent hommes	0.462	PASS	item	aillent homme	S
itself	ête elfes	0.686	STRICT	itself	êtes elfes	S
itself	êtes elfe	0.694	STRICT	itself	êtes elfes	S
judges	jets aises	0.459	PASS	judges	jets aise	S
kidney	quais nier	0.516	PASS	kidney	quais ni	S
kidney	quais nient	0.719	STRICT	kidney	quais ni	S
kidney	quais nia	0.496	PASS	kidney	quais ni	S
kidney	quais nie	0.719	STRICT	kidney	quais ni	S
kidney	quais niant	0.487	PASS	kidney	quais ni	S
kidney	quai ni	0.707	STRICT	kidney	quais ni	S
kidney	quais nies	0.719	STRICT	kidney	quais ni	S
kidney	quais nié	0.516	PASS	kidney	quais ni	S
kidney	quais nis	0.719	STRICT	kidney	quais ni	S
kidneys	quais nier	0.489	PASS	kidney	quais ni	S
kidneys	quais nient	0.587	PASS	kidney	quais ni	S
kidneys	quais nia	0.472	PASS	kidney	quais ni	S
kidneys	quais nie	0.587	PASS	kidney	quais ni	S
kidneys	quais niant	0.464	PASS	kidney	quais ni	S
kidneys	quai ni	0.577	PASS	kidney	quais ni	S
kidneys	quais nies	0.587	PASS	kidney	quais ni	S
kidneys	quais nié	0.489	PASS	kidney	quais ni	S
kidneys	quais nis	0.587	PASS	kidney	quais ni	S
kisses	quais aisé	0.501	PASS	kisses	quais aise	S
kisses	quais aises	0.634	STRICT	kisses	quais aise	S
kisses	quai aise	0.604	STRICT	kisses	quais aise	S
kissing	quais aises	0.491	PASS	kisses	quais aise	S
kissing	quai aise	0.491	PASS	kisses	quais aise	S
kiss	quais aisé	0.475	PASS	kisses	quais aise	S
kiss	quais aises	0.503	PASS	kisses	quais aise	S
kiss	quai aise	0.529	PASS	kisses	quais aise	S
kissed	quais aisé	0.471	PASS	kisses	quais aise	S
kissed	quais aises	0.498	PASS	kisses	quais aise	S
kissed	quai aise	0.492	PASS	kisses	quais aise	S
landlord	lad lotta	0.593	PASS	landlord	lad lotte	S
landlord	lada lotte	0.534	PASS	landlord	lad lotte	S
landlord	lad lottes	0.620	STRICT	landlord	lad lotte	S
landlord	lads lotte	0.620	STRICT	landlord	lad lotte	S
landlords	lad lotta	0.571	PASS	landlord	lad lotte	S
landlords	lada lotte	0.515	PASS	landlord	lad lotte	S
landlords	lad lottes	0.593	PASS	landlord	lad lotte	S
landlords	lads lotte	0.593	PASS	landlord	lad lotte	S
largely	lads lisait	0.528	PASS	largely	lads lis	S
largely	lads lisant	0.528	PASS	largely	lads lis	S
largely	lads lisée	0.528	PASS	largely	lads lis	S
largely	lads li	0.650	STRICT	largely	lads lis	S
largely	lads lisa	0.528	PASS	largely	lads lis	S
largely	lads lisent	0.551	PASS	largely	lads lis	S
largely	lads lisez	0.528	PASS	largely	lads lis	S
largely	lads lise	0.551	PASS	largely	lads lis	S
largely	lad lis	0.650	STRICT	largely	lads lis	S
larger	lente chez	0.484	PASS	larger	lent chez	S
larger	lentes chez	0.484	PASS	larger	lent chez	S
larger	lents chez	0.491	PASS	larger	lent chez	S
largest	lente chez	0.451	PASS	larger	lent chez	S
largest	lentes chez	0.451	PASS	larger	lent chez	S
largest	lents chez	0.455	PASS	larger	lent chez	S
large	lente chez	0.484	PASS	larger	lent chez	S
large	lentes chez	0.484	PASS	larger	lent chez	S
large	lents chez	0.491	PASS	larger	lent chez	S
largest	lent gesta	0.551	PASS	largest	lent geste	S
largest	lent gestes	0.639	STRICT	largest	lent geste	S
largest	lente geste	0.628	STRICT	largest	lent geste	S
largest	lentes geste	0.628	STRICT	largest	lent geste	S
largest	lents geste	0.639	STRICT	largest	lent geste	S
larger	lent gestes	0.457	PASS	largest	lent geste	S
larger	lente geste	0.452	PASS	largest	lent geste	S
larger	lentes geste	0.452	PASS	largest	lent geste	S
larger	lents geste	0.457	PASS	largest	lent geste	S
large	lent gestes	0.457	PASS	largest	lent geste	S
large	lente geste	0.452	PASS	largest	lent geste	S
large	lentes geste	0.452	PASS	largest	lent geste	S
large	lents geste	0.457	PASS	largest	lent geste	S
lastly	lancent lise	0.562	PASS	lastly	lancent lis	S
lastly	lancent lisa	0.536	PASS	lastly	lancent lis	S
lastly	lancent lisent	0.562	PASS	lastly	lancent lis	S
lastly	lancent li	0.671	STRICT	lastly	lancent lis	S
lastly	lancent lisez	0.536	PASS	lastly	lancent lis	S
lastly	lancent lisant	0.536	PASS	lastly	lancent lis	S
lastly	lancent lisait	0.536	PASS	lastly	lancent lis	S
lastly	lancent lisée	0.536	PASS	lastly	lancent lis	S
lawsuit	lot août	0.721	STRICT	lawsuit	lots août	S
lawsuits	lot août	0.588	PASS	lawsuit	lots août	S
lb	aile bise	0.822	STRICT	lb	aile bis	S
lb	ailes bis	0.822	STRICT	lb	aile bis	S
lb	aile bi	1.000	STRICT	lb	aile bis	S
lb	ailé bis	0.680	STRICT	lb	aile bis	S
lb	aile bises	0.822	STRICT	lb	aile bis	S
lb	aile bisons	0.763	STRICT	lb	aile bis	S
leaders	lient aisé	0.562	PASS	leaders	lient aise	S
leaders	lient aises	0.703	STRICT	leaders	lient aise	S
leader	lient aisé	0.592	PASS	leaders	lient aise	S
leader	lient aises	0.640	STRICT	leaders	lient aise	S
leases	li aise	0.716	STRICT	leases	lis aise	S
leases	lisée aise	0.670	STRICT	leases	lis aise	S
leases	lisez aise	0.632	STRICT	leases	lis aise	S
leases	lisait aise	0.632	STRICT	leases	lis aise	S
leases	lisant aise	0.670	STRICT	leases	lis aise	S
leases	lis aises	0.716	STRICT	leases	lis aise	S
leases	lisa aise	0.670	STRICT	leases	lis aise	S
leases	lise aise	0.719	STRICT	leases	lis aise	S
leases	lis aisé	0.577	PASS	leases	lis aise	S
leases	lisent aise	0.670	STRICT	leases	lis aise	S
leased	li aise	0.604	STRICT	leases	lis aise	S
leased	lisée aise	0.557	PASS	leases	lis aise	S
leased	lisez aise	0.530	PASS	leases	lis aise	S
leased	lisait aise	0.555	PASS	leases	lis aise	S
leased	lisant aise	0.557	PASS	leases	lis aise	S
leased	lis aises	0.604	STRICT	leases	lis aise	S
leased	lisa aise	0.557	PASS	leases	lis aise	S
leased	lise aise	0.592	PASS	leases	lis aise	S
leased	lis aisé	0.567	PASS	leases	lis aise	S
leased	lisent aise	0.587	PASS	leases	lis aise	S
lease	li aise	0.655	STRICT	leases	lis aise	S
lease	lisée aise	0.567	PASS	leases	lis aise	S
lease	lisez aise	0.538	PASS	leases	lis aise	S
lease	lisait aise	0.538	PASS	leases	lis aise	S
lease	lisant aise	0.567	PASS	leases	lis aise	S
lease	lis aises	0.655	STRICT	leases	lis aise	S
lease	lisa aise	0.567	PASS	leases	lis aise	S
lease	lise aise	0.604	STRICT	leases	lis aise	S
lease	lis aisé	0.604	STRICT	leases	lis aise	S
lease	lisent aise	0.567	PASS	leases	lis aise	S
leasing	li aise	0.592	PASS	leases	lis aise	S
leasing	lisée aise	0.547	PASS	leases	lis aise	S
leasing	lisez aise	0.523	PASS	leases	lis aise	S
leasing	lisait aise	0.506	PASS	leases	lis aise	S
leasing	lisant aise	0.547	PASS	leases	lis aise	S
leasing	lis aises	0.592	PASS	leases	lis aise	S
leasing	lisa aise	0.547	PASS	leases	lis aise	S
leasing	lise aise	0.577	PASS	leases	lis aise	S
leasing	lis aisé	0.567	PASS	leases	lis aise	S
leasing	lisent aise	0.547	PASS	leases	lis aise	S
lectures	liguent chaises	0.557	PASS	lectures	liguent chaise	S
lectured	liguent chaises	0.469	PASS	lectures	liguent chaise	S
legendary	laid gênent ries	0.786	STRICT	legendary	laid gênent ri	S
legendary	laid gênent riait	0.702	STRICT	legendary	laid gênent ri	S
legendary	laid gênent riant	0.702	STRICT	legendary	laid gênent ri	S
legendary	laides gênent ri	0.786	STRICT	legendary	laid gênent ri	S
legendary	laid gênent rie	0.786	STRICT	legendary	laid gênent ri	S
legendary	laid gênent ria	0.702	STRICT	legendary	laid gênent ri	S
legendary	laid gênent rient	0.786	STRICT	legendary	laid gênent ri	S
legendary	laids gênent ri	0.786	STRICT	legendary	laid gênent ri	S
legendary	laid gênent ris	0.786	STRICT	legendary	laid gênent ri	S
legendary	laide gênent ri	0.786	STRICT	legendary	laid gênent ri	S
legendary	laid gênent riez	0.702	STRICT	legendary	laid gênent ri	S
legion	lient gênait	0.574	PASS	legion	lient gêne	S
legion	lient gêner	0.574	PASS	legion	lient gêne	S
legion	lient gêné	0.574	PASS	legion	lient gêne	S
legion	lient gênent	0.686	STRICT	legion	lient gêne	S
legion	lient gênes	0.686	STRICT	legion	lient gêne	S
legion	lient gênant	0.574	PASS	legion	lient gêne	S
legion	lient gêna	0.574	PASS	legion	lient gêne	S
legion	lient gênez	0.574	PASS	legion	lient gêne	S
legions	lient gênait	0.540	PASS	legion	lient gêne	S
legions	lient gêner	0.540	PASS	legion	lient gêne	S
legions	lient gêné	0.540	PASS	legion	lient gêne	S
legions	lient gênent	0.574	PASS	legion	lient gêne	S
legions	lient gênes	0.574	PASS	legion	lient gêne	S
legions	lient gênant	0.547	PASS	legion	lient gêne	S
legions	lient gêna	0.547	PASS	legion	lient gêne	S
legions	lient gênez	0.540	PASS	legion	lient gêne	S
legit	laides jette	0.694	STRICT	legit	laid jette	S
legit	laid jetter	0.586	PASS	legit	laid jette	S
legit	laid jetté	0.586	PASS	legit	laid jette	S
legit	laid jettez	0.586	PASS	legit	laid jette	S
legit	laid jettes	0.694	STRICT	legit	laid jette	S
legit	laid jetta	0.586	PASS	legit	laid jette	S
legit	laids jette	0.694	STRICT	legit	laid jette	S
legit	laid jettent	0.694	STRICT	legit	laid jette	S
legit	laide jette	0.694	STRICT	legit	laid jette	S
lender	lins des	0.558	PASS	lender	lin des	S
lender	lin desai	0.510	PASS	lender	lin des	S
lender	linons des	0.493	PASS	lender	lin des	S
lender	linas des	0.493	PASS	lender	lin des	S
lender	lin de	0.582	PASS	lender	lin des	S
lender	lina des	0.493	PASS	lender	lin des	S
lender	lin dess	0.511	PASS	lender	lin des	S
lenders	lins des	0.514	PASS	lender	lin des	S
lenders	lin desai	0.534	PASS	lender	lin des	S
lenders	linons des	0.466	PASS	lender	lin des	S
lenders	linas des	0.458	PASS	lender	lin des	S
lenders	lin de	0.541	PASS	lender	lin des	S
lenders	lina des	0.458	PASS	lender	lin des	S
lenders	lin dess	0.519	PASS	lender	lin des	S
lenders	lin doss	0.538	PASS	lenders	lin dos	S
lenders	lin dosés	0.517	PASS	lenders	lin dos	S
lenders	lina dos	0.487	PASS	lenders	lin dos	S
lenders	lin do	0.522	PASS	lenders	lin dos	S
lenders	lin dosée	0.517	PASS	lenders	lin dos	S
lenders	lin doser	0.517	PASS	lenders	lin dos	S
lenders	lin dosé	0.517	PASS	lenders	lin dos	S
lenders	linas dos	0.487	PASS	lenders	lin dos	S
lenders	lin doses	0.632	STRICT	lenders	lin dos	S
lenders	lins dos	0.519	PASS	lenders	lin dos	S
lenders	linons dos	0.487	PASS	lenders	lin dos	S
lenders	lin dose	0.632	STRICT	lenders	lin dos	S
lender	lin doss	0.521	PASS	lenders	lin dos	S
lender	lin dosés	0.493	PASS	lenders	lin dos	S
lender	lina dos	0.479	PASS	lenders	lin dos	S
lender	lin do	0.532	PASS	lenders	lin dos	S
lender	lin dosée	0.493	PASS	lenders	lin dos	S
lender	lin doser	0.493	PASS	lenders	lin dos	S
lender	lin dosé	0.493	PASS	lenders	lin dos	S
lender	linas dos	0.479	PASS	lenders	lin dos	S
lender	lin doses	0.521	PASS	lenders	lin dos	S
lender	lins dos	0.511	PASS	lenders	lin dos	S
