en	fr	score	tier	gold_en	gold_fr	src_tier
spirituals	spirituals	0.801	STRICT	spiritual	spirituals	EXPANSION-1
spray	spray	0.760	STRICT	spray	sprays	EXPANSION-1
sprint	sprint	0.849	STRICT	sprint	sprints	EXPANSION-1
sprite	sprite	0.772	STRICT	sprite	sprites	EXPANSION-1
spss	sp	0.639	STRICT	spss	sps	EXPANSION-1
squat	squat	0.725	STRICT	squat	squats	EXPANSION-1
sss	s	0.789	STRICT	sss	ss	EXPANSION-1
sss	sse	0.492	PASS	sss	ss	EXPANSION-1
sss	sss	1.000	STRICT	sss	ss	EXPANSION-1
stack	stack	0.785	STRICT	stack	stacks	EXPANSION-1
stal	stal	0.785	STRICT	stal	stals	EXPANSION-1
stap	stap	0.785	STRICT	stap	staps	EXPANSION-1
steakhouse	steakhouse	0.769	STRICT	steakhouses	steakhouse	EXPANSION-1
stefan	stephen	0.847	STRICT	stefan	stephens	EXPANSION-1
stelae	stèles	0.822	STRICT	stelae	stèle	EXPANSION-1
stele	stèle	0.770	STRICT	stele	stèles	EXPANSION-1
stellar	stellaire	0.763	STRICT	stellar	stellaires	EXPANSION-1
stephan	stephen	0.847	STRICT	stephan	stephens	EXPANSION-1
stick	stick	0.787	STRICT	stick	sticks	EXPANSION-1
storie	storie	1.000	STRICT	storie	stories	EXPANSION-1
stout	stout	0.823	STRICT	stoutest	stout	EXPANSION-1
strauss	strauss	0.823	STRICT	strauss	straus	EXPANSION-1
streaks	stries	0.763	STRICT	streaks	strie	EXPANSION-1
streaks	strié	0.718	STRICT	streaks	strie	EXPANSION-1
streaks	strient	0.763	STRICT	streaks	strie	EXPANSION-1
streaks	striait	0.718	STRICT	streaks	strie	EXPANSION-1
streaks	strier	0.718	STRICT	streaks	strie	EXPANSION-1
streak	strié	0.763	STRICT	streaks	strie	EXPANSION-1
streak	strient	0.822	STRICT	streaks	strie	EXPANSION-1
streak	striait	0.763	STRICT	streaks	strie	EXPANSION-1
streak	strier	0.763	STRICT	streaks	strie	EXPANSION-1
streaked	strié	0.718	STRICT	streaks	strie	EXPANSION-1
streaked	strient	0.763	STRICT	streaks	strie	EXPANSION-1
streaked	striait	0.718	STRICT	streaks	strie	EXPANSION-1
streaked	strier	0.718	STRICT	streaks	strie	EXPANSION-1
streaking	strié	0.709	STRICT	streaks	strie	EXPANSION-1
streaking	strient	0.739	STRICT	streaks	strie	EXPANSION-1
streaking	striait	0.717	STRICT	streaks	strie	EXPANSION-1
streaking	strier	0.709	STRICT	streaks	strie	EXPANSION-1
streaming	streaming	0.724	STRICT	streamings	streaming	EXPANSION-1
strict	strict	0.849	STRICT	strict	stricts	EXPANSION-1
stride	stride	0.772	STRICT	strode	stride	EXPANSION-1
strode	strode	0.798	STRICT	stride	strode	EXPANSION-1
strychnine	strychnine	0.883	STRICT	strychnined	strychnine	EXPANSION-1
sufi	soufi	1.000	STRICT	sufi	soufis	EXPANSION-1
suite	suite	0.755	STRICT	suite	suites	EXPANSION-1
suspect	suspecteraient	0.688	STRICT	suspect	suspecter	EXPANSION-1
suspect	suspecterait	0.688	STRICT	suspect	suspecter	EXPANSION-1
suspected	suspecteraient	0.660	STRICT	suspect	suspecter	EXPANSION-1
suspected	suspecterait	0.660	STRICT	suspect	suspecter	EXPANSION-1
suspects	suspecteraient	0.660	STRICT	suspect	suspecter	EXPANSION-1
suspects	suspecterait	0.660	STRICT	suspect	suspecter	EXPANSION-1
suspecting	suspecteraient	0.659	STRICT	suspect	suspecter	EXPANSION-1
suspecting	suspecterait	0.659	STRICT	suspect	suspecter	EXPANSION-1
swap	swap	0.793	STRICT	swap	swaps	EXPANSION-1
swift	swift	0.823	STRICT	swifter	swift	EXPANSION-1
sylvester	sylvestre	0.762	STRICT	sylvester	sylvestres	EXPANSION-1
sylvestre	sylvestre	0.762	STRICT	sylvestre	sylvestres	EXPANSION-1
sèvre	sèvre	0.781	STRICT	sèvre	sèvres	EXPANSION-1
sèvres	sèvres	0.726	STRICT	sèvres	sèvre	EXPANSION-1
taira	taira	0.770	STRICT	taira	tairas	EXPANSION-1
tami	tamise	0.634	STRICT	tami	tamis	EXPANSION-1
tami	tamisée	0.592	PASS	tami	tamis	EXPANSION-1
tami	tami	0.793	STRICT	tami	tamis	EXPANSION-1
tami	tamiser	0.592	PASS	tami	tamis	EXPANSION-1
tami	tamisé	0.592	PASS	tami	tamis	EXPANSION-1
tami	tamisées	0.592	PASS	tami	tamis	EXPANSION-1
tami	tamisés	0.592	PASS	tami	tamis	EXPANSION-1
tami	tamisez	0.592	PASS	tami	tamis	EXPANSION-1
tami	tamisent	0.634	STRICT	tami	tamis	EXPANSION-1
tami	tamisaient	0.592	PASS	tami	tamis	EXPANSION-1
tami	tamisait	0.592	PASS	tami	tamis	EXPANSION-1
tani	tani	0.785	STRICT	tani	tanis	EXPANSION-1
tannery	tannerie	0.821	STRICT	tannery	tanneries	EXPANSION-1
tapi	tapi	0.785	STRICT	tapi	tapis	EXPANSION-1
tarde	tarde	0.793	STRICT	tarde	tardes	EXPANSION-1
tardi	tardi	0.827	STRICT	tardi	tardis	EXPANSION-1
taurine	taurine	0.823	STRICT	taurine	taurines	EXPANSION-1
tech	tech	1.000	STRICT	tech	techs	EXPANSION-1
techno	techno	0.885	STRICT	techno	technos	EXPANSION-1
technos	technos	0.822	STRICT	technos	techno	EXPANSION-1
tectonic	tectonique	0.753	STRICT	tectonic	tectoniques	EXPANSION-1
teller	teller	0.781	STRICT	teller	telle	EXPANSION-1
tem	tem	1.000	STRICT	tem	tems	EXPANSION-1
ten	ten	1.000	STRICT	ten	tens	EXPANSION-1
ten	tense	0.520	PASS	ten	tens	EXPANSION-1
tens	ten	0.781	STRICT	tens	tens	EXPANSION-1
tens	tense	0.544	PASS	tens	tens	EXPANSION-1
terr	terrez	0.781	STRICT	terr	terre	EXPANSION-1
terr	terrae	0.781	STRICT	terr	terra	EXPANSION-1
terr	terrées	0.781	STRICT	terr	terrer	EXPANSION-1
terra	terra	0.770	STRICT	terra	terras	EXPANSION-1
terre	terrain	0.781	STRICT	terre	terrains	EXPANSION-1
terre	terrae	0.781	STRICT	terre	terra	EXPANSION-1
terre	terras	0.781	STRICT	terre	terra	EXPANSION-1
terre	terrés	0.781	STRICT	terre	terrer	EXPANSION-1
terre	terrée	0.781	STRICT	terre	terrer	EXPANSION-1
terre	terrai	0.781	STRICT	terre	terrer	EXPANSION-1
terre	terraient	0.781	STRICT	terre	terrer	EXPANSION-1
terre	terrées	0.781	STRICT	terre	terrer	EXPANSION-1
terri	terriers	0.746	STRICT	terri	terrier	EXPANSION-1
terror	terreur	0.816	STRICT	terror	terreurs	EXPANSION-1
tesson	tesson	0.761	STRICT	tesson	tessons	EXPANSION-1
testings	testait	0.739	STRICT	testing	teste	EXPANSION-1
texan	texan	0.783	STRICT	texan	texans	EXPANSION-1
texans	texans	0.734	STRICT	texans	texan	EXPANSION-1
texans	texane	0.720	STRICT	texans	texan	EXPANSION-1
texans	texanes	0.720	STRICT	texans	texan	EXPANSION-1
textual	textuelle	0.779	STRICT	textual	textuelles	EXPANSION-1
texturings	texture	0.681	STRICT	texturing	texture	EXPANSION-1
texturings	textures	0.681	STRICT	texturing	texture	EXPANSION-1
tipi	tipi	0.787	STRICT	tipi	tipis	EXPANSION-1
titi	titi	0.744	STRICT	titi	titis	EXPANSION-1
topo	topo	0.773	STRICT	topo	topos	EXPANSION-1
toque	toque	0.833	STRICT	toque	toques	EXPANSION-1
torero	torero	0.738	STRICT	torero	toreros	EXPANSION-1
tories	tories	0.822	STRICT	tory	tories	EXPANSION-1
toro	toro	0.864	STRICT	toro	toros	EXPANSION-1
toros	toros	0.791	STRICT	toros	toro	EXPANSION-1
torr	torrents	0.781	STRICT	torr	torrent	EXPANSION-1
torr	torrente	0.716	STRICT	torr	torrent	EXPANSION-1
tou	tou	1.000	STRICT	tou	tous	EXPANSION-1
touareg	touareg	0.852	STRICT	touareg	touaregs	EXPANSION-1
touche	touchante	0.670	STRICT	touche	touchant	EXPANSION-1
touche	touchants	0.721	STRICT	touche	touchant	EXPANSION-1
touche	touchantes	0.670	STRICT	touche	touchant	EXPANSION-1
toupee	toupet	0.760	STRICT	toupee	toupets	EXPANSION-1
tourte	tourte	0.787	STRICT	tourte	tourtes	EXPANSION-1
trac	trac	0.785	STRICT	trac	tracs	EXPANSION-1
tram	tram	0.785	STRICT	tram	trams	EXPANSION-1
trance	transe	0.758	STRICT	trance	transes	EXPANSION-1
transform	transformas	0.772	STRICT	transform	transforma	EXPANSION-1
transformed	transformas	0.741	STRICT	transform	transforma	EXPANSION-1
transforming	transformas	0.725	STRICT	transform	transforma	EXPANSION-1
transforms	transformas	0.741	STRICT	transform	transforma	EXPANSION-1
transform	transformeras	0.724	STRICT	transform	transformera	EXPANSION-1
transformed	transformeras	0.705	STRICT	transform	transformera	EXPANSION-1
transforming	transformeras	0.685	STRICT	transform	transformera	EXPANSION-1
transforms	transformeras	0.705	STRICT	transform	transformera	EXPANSION-1
trappe	trappe	0.785	STRICT	trappe	trappes	EXPANSION-1
treacherous	traîtresse	0.800	STRICT	treacherous	traîtresses	EXPANSION-1
treachery	traîtrise	0.781	STRICT	treachery	traîtrises	EXPANSION-1
trek	trek	1.000	STRICT	trekking	trek	EXPANSION-1
tres	très	0.781	STRICT	tres	trè	EXPANSION-1
tresses	tressé	0.756	STRICT	tresses	tresse	EXPANSION-1
tresses	tresser	0.756	STRICT	tresses	tresse	EXPANSION-1
tresses	tressent	0.822	STRICT	tresses	tresse	EXPANSION-1
tresses	tressait	0.756	STRICT	tresses	tresse	EXPANSION-1
tress	tressé	0.822	STRICT	tresses	tresse	EXPANSION-1
tress	tresser	0.822	STRICT	tresses	tresse	EXPANSION-1
tress	tressent	1.000	STRICT	tresses	tresse	EXPANSION-1
tress	tressait	0.822	STRICT	tresses	tresse	EXPANSION-1
trick	trick	0.787	STRICT	trick	tricks	EXPANSION-1
trim	trim	0.787	STRICT	trimmer	trim	EXPANSION-1
trimmers	trim	0.630	STRICT	trimmer	trim	EXPANSION-1
trimmers	trimer	0.579	PASS	trimmer	trim	EXPANSION-1
trimmers	trimé	0.579	PASS	trimmer	trim	EXPANSION-1
trimmers	trime	0.630	STRICT	trimmer	trim	EXPANSION-1
trimmers	triment	0.630	STRICT	trimmer	trim	EXPANSION-1
trimmers	trimes	0.630	STRICT	trimmer	trim	EXPANSION-1
triplette	triplette	0.868	STRICT	triplette	triplettes	EXPANSION-1
tro	tro	0.833	STRICT	tro	tros	EXPANSION-1
trope	trope	0.760	STRICT	trope	tropes	EXPANSION-1
trophic	trophiques	0.758	STRICT	trophic	trophique	EXPANSION-1
tros	tros	0.748	STRICT	tros	tro	EXPANSION-1
trou	trou	1.000	STRICT	trou	trous	EXPANSION-1
trouvère	trouvère	0.763	STRICT	trouvère	trouvères	EXPANSION-1
tré	tré	0.833	STRICT	tré	trés	EXPANSION-1
tsar	tsar	0.793	STRICT	tsar	tsars	EXPANSION-1
tss	tss	0.823	STRICT	tss	tsss	EXPANSION-1
tuareg	touareg	0.799	STRICT	tuareg	touaregs	EXPANSION-1
tumbleweed	tumbleweed	0.769	STRICT	tumbleweeds	tumbleweed	EXPANSION-1
tutsi	tutsis	0.786	STRICT	tutsi	tutsi	EXPANSION-1
twilight	twilight	0.730	STRICT	twilights	twilight	EXPANSION-1
téméraire	téméraire	0.853	STRICT	téméraire	téméraires	EXPANSION-1
unexplored	inexplorées	0.768	STRICT	unexplored	inexplorée	EXPANSION-1
uzbek	ouzbek	0.823	STRICT	uzbek	ouzbeks	EXPANSION-1
vair	vairon	0.781	STRICT	vair	vairons	EXPANSION-1
valli	valli	0.785	STRICT	valli	vallis	EXPANSION-1
valse	valse	0.785	STRICT	valse	valses	EXPANSION-1
varenne	varenne	0.822	STRICT	varenne	varennes	EXPANSION-1
velvet	velvet	0.788	STRICT	velvets	velvet	EXPANSION-1
venne	venne	1.000	STRICT	venne	venner	EXPANSION-1
venner	venner	0.781	STRICT	venner	venne	EXPANSION-1
vespa	vespa	0.810	STRICT	vespa	vespas	EXPANSION-1
vesper	vespas	0.822	STRICT	vesper	vespa	EXPANSION-1
vespers	vespas	0.763	STRICT	vesper	vespa	EXPANSION-1
vesper	vesper	0.822	STRICT	vespers	vesper	EXPANSION-1
vestale	vestale	0.813	STRICT	vestale	vestales	EXPANSION-1
vester	veston	0.822	STRICT	vester	vestons	EXPANSION-1
vestige	vestige	0.796	STRICT	vestige	vestiges	EXPANSION-1
vex	vexera	0.763	STRICT	vex	vexer	EXPANSION-1
vex	vexeras	0.763	STRICT	vex	vexer	EXPANSION-1
vexed	vexera	0.713	STRICT	vex	vexer	EXPANSION-1
vexed	vexeras	0.713	STRICT	vex	vexer	EXPANSION-1
vexing	vexera	0.692	STRICT	vex	vexer	EXPANSION-1
vexing	vexeras	0.692	STRICT	vex	vexer	EXPANSION-1
vexes	vexera	0.723	STRICT	vex	vexer	EXPANSION-1
vexes	vexeras	0.723	STRICT	vex	vexer	EXPANSION-1
vex	vexante	0.763	STRICT	vex	vexant	EXPANSION-1
vex	vexants	0.822	STRICT	vex	vexant	EXPANSION-1
vex	vexantes	0.763	STRICT	vex	vexant	EXPANSION-1
vexed	vexante	0.850	STRICT	vex	vexant	EXPANSION-1
vexed	vexants	0.769	STRICT	vex	vexant	EXPANSION-1
vexed	vexantes	0.850	STRICT	vex	vexant	EXPANSION-1
vexing	vexante	0.707	STRICT	vex	vexant	EXPANSION-1
vexing	vexants	0.751	STRICT	vex	vexant	EXPANSION-1
vexing	vexantes	0.707	STRICT	vex	vexant	EXPANSION-1
vexes	vexante	0.743	STRICT	vex	vexant	EXPANSION-1
vexes	vexants	0.763	STRICT	vex	vexant	EXPANSION-1
vexes	vexantes	0.743	STRICT	vex	vexant	EXPANSION-1
vex	vex	1.000	STRICT	vexed	vex	EXPANSION-1
vida	vida	0.770	STRICT	vida	vidas	EXPANSION-1
vielle	vielle	0.770	STRICT	vielle	vielles	EXPANSION-1
vigne	vignes	0.815	STRICT	vigne	vigne	EXPANSION-1
vigne	vine	1.000	STRICT	vigne	vines	EXPANSION-1
vignette	vignette	0.849	STRICT	vignette	vignettes	EXPANSION-1
viti	viti	0.711	STRICT	viti	vitis	EXPANSION-1
viva	viva	0.770	STRICT	vivas	viva	EXPANSION-1
vogue	vogue	0.833	STRICT	vogue	vogues	EXPANSION-1
volt	volts	0.760	STRICT	volt	volt	EXPANSION-1
volt	volte	0.760	STRICT	volt	volt	EXPANSION-1
volt	volta	0.615	STRICT	volt	volt	EXPANSION-1
volt	voltes	0.760	STRICT	volt	volt	EXPANSION-1
volts	volte	0.615	STRICT	volt	volt	EXPANSION-1
volts	volta	0.578	PASS	volt	volt	EXPANSION-1
volts	voltes	0.615	STRICT	volt	volt	EXPANSION-1
voltaire	voltaire	0.825	STRICT	voltaire	voltaires	EXPANSION-1
volte	volte	0.760	STRICT	volte	voltes	EXPANSION-1
voodoo	vaudou	0.770	STRICT	voodoo	vaudous	EXPANSION-1
vortex	vortex	1.000	STRICT	vortexes	vortex	EXPANSION-1
vote	voter	0.647	STRICT	vote	vote	EXPANSION-1
vote	voté	0.647	STRICT	vote	vote	EXPANSION-1
vote	votes	0.833	STRICT	vote	vote	EXPANSION-1
vote	votent	0.833	STRICT	vote	vote	EXPANSION-1
vote	votez	0.647	STRICT	vote	vote	EXPANSION-1
vote	votant	0.647	STRICT	vote	vote	EXPANSION-1
vote	vota	0.647	STRICT	vote	vote	EXPANSION-1
vote	votait	0.647	STRICT	vote	vote	EXPANSION-1
votes	voter	0.602	STRICT	vote	vote	EXPANSION-1
votes	voté	0.602	STRICT	vote	vote	EXPANSION-1
votes	votez	0.602	STRICT	vote	vote	EXPANSION-1
votes	votant	0.602	STRICT	vote	vote	EXPANSION-1
votes	vota	0.602	STRICT	vote	vote	EXPANSION-1
votes	votait	0.602	STRICT	vote	vote	EXPANSION-1
voting	voter	0.542	PASS	vote	vote	EXPANSION-1
voting	voté	0.542	PASS	vote	vote	EXPANSION-1
voting	votez	0.542	PASS	vote	vote	EXPANSION-1
voting	votant	0.540	PASS	vote	vote	EXPANSION-1
voting	vota	0.522	PASS	vote	vote	EXPANSION-1
voting	votait	0.552	PASS	vote	vote	EXPANSION-1
voted	voter	0.592	PASS	vote	vote	EXPANSION-1
voted	voté	0.592	PASS	vote	vote	EXPANSION-1
voted	votez	0.592	PASS	vote	vote	EXPANSION-1
voted	votant	0.592	PASS	vote	vote	EXPANSION-1
voted	vota	0.592	PASS	vote	vote	EXPANSION-1
voted	votait	0.592	PASS	vote	vote	EXPANSION-1
vou	vou	1.000	STRICT	vou	vous	EXPANSION-1
véronique	véronique	0.777	STRICT	véronique	véroniques	EXPANSION-1
warner	horn	0.815	STRICT	warner	horns	EXPANSION-1
western	ouest	0.822	STRICT	westerns	ouest	EXPANSION-1
winchester	winchester	0.733	STRICT	winchester	winchesters	EXPANSION-1
womanizer	womanizer	0.733	STRICT	womanizers	womanizer	EXPANSION-1
xss	x	0.563	PASS	xss	xs	EXPANSION-1
yali	yali	0.793	STRICT	yali	yalis	EXPANSION-1
you	you	1.000	STRICT	you	yous	EXPANSION-1
zazou	zazou	0.785	STRICT	zazou	zazous	EXPANSION-1
zelle	zelle	1.000	STRICT	zelle	zeller	EXPANSION-1
zeller	zeller	0.781	STRICT	zeller	zelle	EXPANSION-1
zen	zen	1.000	STRICT	zen	zens	EXPANSION-1
zizi	zizi	0.821	STRICT	zizi	zizis	EXPANSION-1
zouave	zouave	0.793	STRICT	zouave	zouaves	EXPANSION-1
zulu	zoulou	1.000	STRICT	zulu	zoulous	EXPANSION-1
éclair	éclaira	0.676	STRICT	éclair	éclaire	EXPANSION-1
air	ère	1.000	STRICT	air	ères	EXPANSION-1
arrest	restera	0.763	STRICT	arrest	rester	EXPANSION-1
arrest	restée	0.822	STRICT	arrest	rester	EXPANSION-1
arrest	restés	0.822	STRICT	arrest	rester	EXPANSION-1
arrest	restons	0.822	STRICT	arrest	rester	EXPANSION-1
arrested	restera	0.723	STRICT	arrest	rester	EXPANSION-1
arrested	restée	0.756	STRICT	arrest	rester	EXPANSION-1
arrested	restés	0.756	STRICT	arrest	rester	EXPANSION-1
arrested	restons	0.778	STRICT	arrest	rester	EXPANSION-1
arrests	restera	0.713	STRICT	arrest	rester	EXPANSION-1
arrests	restée	0.763	STRICT	arrest	rester	EXPANSION-1
arrests	restés	0.763	STRICT	arrest	rester	EXPANSION-1
arrests	restons	0.763	STRICT	arrest	rester	EXPANSION-1
arresting	restera	0.692	STRICT	arrest	rester	EXPANSION-1
arresting	restée	0.753	STRICT	arrest	rester	EXPANSION-1
arresting	restés	0.753	STRICT	arrest	rester	EXPANSION-1
arresting	restons	0.765	STRICT	arrest	rester	EXPANSION-1
arrest	restées	0.822	STRICT	arrest	resté	EXPANSION-1
arrested	restées	0.756	STRICT	arrest	resté	EXPANSION-1
arrests	restées	0.763	STRICT	arrest	resté	EXPANSION-1
arresting	restées	0.753	STRICT	arrest	resté	EXPANSION-1
arrest	restants	0.822	STRICT	arrest	restant	EXPANSION-1
arrest	restantes	0.847	STRICT	arrest	restant	EXPANSION-1
arrest	restante	0.847	STRICT	arrest	restant	EXPANSION-1
arrested	restants	0.778	STRICT	arrest	restant	EXPANSION-1
arrested	restantes	0.763	STRICT	arrest	restant	EXPANSION-1
arrested	restante	0.763	STRICT	arrest	restant	EXPANSION-1
arrests	restants	0.763	STRICT	arrest	restant	EXPANSION-1
arrests	restantes	0.753	STRICT	arrest	restant	EXPANSION-1
arrests	restante	0.753	STRICT	arrest	restant	EXPANSION-1
arresting	restants	0.751	STRICT	arrest	restant	EXPANSION-1
arresting	restantes	0.707	STRICT	arrest	restant	EXPANSION-1
arresting	restante	0.707	STRICT	arrest	restant	EXPANSION-1
be	bis	0.716	STRICT	be	bi	EXPANSION-1
be	bias	0.558	PASS	be	bi	EXPANSION-1
be	bie	1.000	STRICT	be	bi	EXPANSION-1
be	bia	0.558	PASS	be	bi	EXPANSION-1
be	bier	0.598	PASS	be	bi	EXPANSION-1
be	bient	1.000	STRICT	be	bi	EXPANSION-1
been	bias	0.494	PASS	be	bi	EXPANSION-1
been	bie	0.556	PASS	be	bi	EXPANSION-1
been	bia	0.494	PASS	be	bi	EXPANSION-1
been	bier	0.524	PASS	be	bi	EXPANSION-1
been	bient	0.556	PASS	be	bi	EXPANSION-1
being	bias	0.506	PASS	be	bi	EXPANSION-1
being	bie	0.682	STRICT	be	bi	EXPANSION-1
being	bia	0.506	PASS	be	bi	EXPANSION-1
being	bier	0.530	PASS	be	bi	EXPANSION-1
being	bient	0.682	STRICT	be	bi	EXPANSION-1
beak	bic	1.000	STRICT	beaks	bic	EXPANSION-1
bean	binent	1.000	STRICT	beans	binent	EXPANSION-1
bean	bines	1.000	STRICT	beans	bines	EXPANSION-1
beanie	béni	0.785	STRICT	beanie	bénis	EXPANSION-1
beat	bittent	1.000	STRICT	beats	bittent	EXPANSION-1
bee	bis	0.716	STRICT	bee	bi	EXPANSION-1
bee	bias	0.558	PASS	bee	bi	EXPANSION-1
bee	bie	1.000	STRICT	bee	bi	EXPANSION-1
bee	bia	0.558	PASS	bee	bi	EXPANSION-1
bee	bier	0.598	PASS	bee	bi	EXPANSION-1
bee	bient	1.000	STRICT	bee	bi	EXPANSION-1
bees	bias	0.509	PASS	bee	bi	EXPANSION-1
bees	bie	0.716	STRICT	bee	bi	EXPANSION-1
bees	bia	0.509	PASS	bee	bi	EXPANSION-1
bees	bier	0.539	PASS	bee	bi	EXPANSION-1
bees	bient	0.716	STRICT	bee	bi	EXPANSION-1
bees	bison	0.781	STRICT	bees	bisons	EXPANSION-1
bee	bison	0.645	STRICT	bees	bisons	EXPANSION-1
beef	biffaient	0.781	STRICT	beef	biffer	EXPANSION-1
beefing	biffaient	0.719	STRICT	beef	biffer	EXPANSION-1
beefed	biffaient	0.716	STRICT	beef	biffer	EXPANSION-1
beefs	biffaient	0.716	STRICT	beef	biffer	EXPANSION-1
beeves	biffaient	0.588	PASS	beef	biffer	EXPANSION-1
beef	biffent	1.000	STRICT	beefing	biffent	EXPANSION-1
beef	biffes	1.000	STRICT	beefing	biffes	EXPANSION-1
beefy	biffer	0.785	STRICT	beefy	biffe	EXPANSION-1
been	bines	0.733	STRICT	be	bines	EXPANSION-1
beet	bittent	1.000	STRICT	beets	bittent	EXPANSION-1
bell	bellas	0.781	STRICT	bell	bella	EXPANSION-1
bells	bellas	0.716	STRICT	bell	bella	EXPANSION-1
belling	bellas	0.683	STRICT	bell	bella	EXPANSION-1
belled	bellas	0.716	STRICT	bell	bella	EXPANSION-1
benny	béni	0.787	STRICT	benny	bénis	EXPANSION-1
bet	bêtas	0.781	STRICT	bet	bêta	EXPANSION-1
betting	bêtas	0.521	PASS	bet	bêta	EXPANSION-1
bets	bêtas	0.716	STRICT	bet	bêta	EXPANSION-1
betted	bêtas	0.604	STRICT	bet	bêta	EXPANSION-1
bisque	bisque	1.000	STRICT	bisque	bisques	EXPANSION-1
bless	blessés	0.822	STRICT	bless	blessé	EXPANSION-1
bless	blessée	0.822	STRICT	bless	blessé	EXPANSION-1
bless	blessées	0.822	STRICT	bless	blessé	EXPANSION-1
blessed	blessés	0.763	STRICT	bless	blessé	EXPANSION-1
blessed	blessée	0.763	STRICT	bless	blessé	EXPANSION-1
blessed	blessées	0.763	STRICT	bless	blessé	EXPANSION-1
blessing	blessés	0.753	STRICT	bless	blessé	EXPANSION-1
blessing	blessée	0.753	STRICT	bless	blessé	EXPANSION-1
blessing	blessées	0.753	STRICT	bless	blessé	EXPANSION-1
blesses	blessés	0.756	STRICT	bless	blessé	EXPANSION-1
blesses	blessée	0.756	STRICT	bless	blessé	EXPANSION-1
blesses	blessées	0.756	STRICT	bless	blessé	EXPANSION-1
blest	blessés	0.763	STRICT	bless	blessé	EXPANSION-1
blest	blessée	0.763	STRICT	bless	blessé	EXPANSION-1
blest	blessées	0.763	STRICT	bless	blessé	EXPANSION-1
bless	blessera	0.763	STRICT	bless	blesser	EXPANSION-1
blessed	blessera	0.713	STRICT	bless	blesser	EXPANSION-1
blessing	blessera	0.692	STRICT	bless	blesser	EXPANSION-1
blesses	blessera	0.723	STRICT	bless	blesser	EXPANSION-1
blest	blessera	0.713	STRICT	bless	blesser	EXPANSION-1
bless	blessantes	0.763	STRICT	bless	blessant	EXPANSION-1
bless	blessante	0.763	STRICT	bless	blessant	EXPANSION-1
bless	blessants	0.822	STRICT	bless	blessant	EXPANSION-1
blessed	blessantes	0.850	STRICT	bless	blessant	EXPANSION-1
blessed	blessante	0.850	STRICT	bless	blessant	EXPANSION-1
blessed	blessants	0.769	STRICT	bless	blessant	EXPANSION-1
blessing	blessantes	0.707	STRICT	bless	blessant	EXPANSION-1
blessing	blessante	0.707	STRICT	bless	blessant	EXPANSION-1
blessing	blessants	0.751	STRICT	bless	blessant	EXPANSION-1
blesses	blessantes	0.743	STRICT	bless	blessant	EXPANSION-1
blesses	blessante	0.743	STRICT	bless	blessant	EXPANSION-1
blesses	blessants	0.763	STRICT	bless	blessant	EXPANSION-1
blest	blessantes	0.850	STRICT	bless	blessant	EXPANSION-1
blest	blessante	0.850	STRICT	bless	blessant	EXPANSION-1
blest	blessants	0.769	STRICT	bless	blessant	EXPANSION-1
blessings	blesse	0.739	STRICT	blessing	blesse	EXPANSION-1
blessings	blessé	0.709	STRICT	blessing	blesse	EXPANSION-1
blessings	blesser	0.709	STRICT	blessing	blesse	EXPANSION-1
blessings	blessant	0.707	STRICT	blessing	blesse	EXPANSION-1
blessings	blessent	0.739	STRICT	blessing	blesse	EXPANSION-1
blessings	blesses	0.739	STRICT	blessing	blesse	EXPANSION-1
blessings	blessa	0.692	STRICT	blessing	blesse	EXPANSION-1
blessings	blessez	0.709	STRICT	blessing	blesse	EXPANSION-1
blessings	blessait	0.717	STRICT	blessing	blesse	EXPANSION-1
blessings	blessés	0.709	STRICT	blessing	blessé	EXPANSION-1
blessings	blessée	0.709	STRICT	blessing	blessé	EXPANSION-1
blessings	blessées	0.709	STRICT	blessing	blessé	EXPANSION-1
blessings	blessera	0.669	STRICT	blessing	blesser	EXPANSION-1
blessings	blessantes	0.692	STRICT	blessing	blessant	EXPANSION-1
blessings	blessante	0.692	STRICT	blessing	blessant	EXPANSION-1
blessings	blessants	0.707	STRICT	blessing	blessant	EXPANSION-1
bloc	bloc	0.748	STRICT	bloc	blocs	EXPANSION-1
blot	blatter	0.634	STRICT	blot	blatte	EXPANSION-1
blot	blattes	0.793	STRICT	blot	blatte	EXPANSION-1
blotting	blatter	0.535	PASS	blot	blatte	EXPANSION-1
blotted	blatter	0.582	PASS	blot	blatte	EXPANSION-1
blots	blatter	0.592	PASS	blot	blatte	EXPANSION-1
blues	blouse	1.000	STRICT	blues	blouses	EXPANSION-1
blues	blousons	0.822	STRICT	blues	blouser	EXPANSION-1
blues	blousés	0.822	STRICT	blues	blouser	EXPANSION-1
blues	blousée	0.822	STRICT	blues	blouser	EXPANSION-1
blue	blousons	0.716	STRICT	blues	blouser	EXPANSION-1
blue	blousés	0.716	STRICT	blues	blouser	EXPANSION-1
blue	blousée	0.716	STRICT	blues	blouser	EXPANSION-1
blued	blousons	0.707	STRICT	blues	blouser	EXPANSION-1
blued	blousés	0.707	STRICT	blues	blouser	EXPANSION-1
blued	blousée	0.707	STRICT	blues	blouser	EXPANSION-1
bluing	blousons	0.673	STRICT	blues	blouser	EXPANSION-1
bluing	blousés	0.660	STRICT	blues	blouser	EXPANSION-1
bluing	blousée	0.660	STRICT	blues	blouser	EXPANSION-1
blueing	blousons	0.673	STRICT	blues	blouser	EXPANSION-1
blueing	blousés	0.660	STRICT	blues	blouser	EXPANSION-1
