tier	combo	coverage	coherence	uses_filler	novel	en	fr
A	0.781	0.75	0.49	0	0	cheap	type
A	0.781	0.6	0.235	0	0	lights	lasse
A	0.781	0.6	0.396	0	0	bright	bras
A	0.781	0.75	0.405	0	0	scheme	ski
A	0.781	1.0	0.284	0	0	exclusive	exclusive
A	0.781	0.78	0.361	0	0	extension	externe
A	0.781	0.75	0.455	0	1	kelly	quel
A	0.781	0.6	0.432	0	0	writes	race
A	0.781	0.75	0.576	0	0	asset	cette
A	0.781	0.6	0.49	0	0	cheaper	type
A	0.781	0.6	0.64	0	0	fights	face
A	0.781	1.0	0.309	0	0	chuck	tchèque
A	0.781	1.0	0.321	0	0	rookie	requis
B	0.779	0.6	0.17	0	0	grade	gré
B	0.779	0.6	0.359	0	0	roads	roses
B	0.779	0.86	0.097	0	0	treasury	tricherie
B	0.779	0.6	0.342	0	0	blade	blé
B	0.779	0.6	0.599	0	0	codes	cause
B	0.778	0.6	0.379	0	0	diet	date
B	0.778	0.6	0.233	0	0	bias	basse
B	0.776	0.8	0.003	0	0	church	tchatche
B	0.776	0.67	0.415	0	0	expected	experts
B	0.775	0.83	0.292	0	0	expert	expo
B	0.775	1.0	0.244	0	0	fleet	flûte
B	0.775	0.6	0.411	0	0	praise	pré
B	0.775	0.83	0.194	0	0	succeed	oxyde
B	0.775	0.6	0.396	0	0	grows	gros
B	0.772	1.0	0.347	0	0	left	lift
B	0.772	1.0	0.416	0	0	bread	bride
B	0.772	1.0	0.417	0	0	desk	disque
B	0.772	0.67	0.347	0	0	expenses	expose
B	0.772	0.83	0.296	0	0	scratch	sketch
B	0.771	1.0	0.263	0	0	oral	orale
B	0.771	0.6	0.304	0	0	fluid	flou
B	0.771	0.67	0.388	0	0	suspected	spectre
B	0.77	1.0	0.556	0	0	last	liste
B	0.77	1.0	0.3	0	0	funny	finie
B	0.77	1.0	0.17	0	0	fully	folie
B	0.77	1.0	0.427	0	0	stuck	stock
B	0.77	1.0	0.27	0	0	threat	traite
B	0.77	1.0	0.24	0	0	breath	brèche
B	0.77	1.0	0.219	0	0	trash	triche
B	0.77	1.0	0.237	0	0	crap	crêpes
B	0.77	1.0	0.367	0	0	elite	élite
B	0.77	1.0	0.369	0	0	gulf	golf
B	0.77	1.0	0.237	0	1	murphy	méfie
B	0.769	0.6	0.27	0	0	find	fade
B	0.769	0.6	0.27	0	0	found	fade
B	0.769	0.6	0.434	0	0	point	pote
B	0.769	0.6	0.27	0	0	round	rade
B	0.769	0.6	0.396	0	0	brown	bras
B	0.769	0.6	0.396	0	0	grown	gros
B	0.769	0.88	0.542	1	0	temporary	on prairie
B	0.769	0.6	0.403	0	0	mount	mate
B	0.769	0.6	0.313	0	0	cents	saine
B	0.768	0.6	0.908	0	0	forward	for
B	0.768	0.6	0.233	0	0	disease	disent
B	0.768	0.88	0.346	0	0	literary	librairie
B	0.768	0.6	0.316	0	0	sheriff	chef
B	0.767	0.6	0.313	0	0	senate	saine
B	0.767	0.86	0.286	0	0	racist	résiste
B	0.766	0.67	0.399	0	0	head	aides
B	0.766	0.67	0.327	0	0	issue	chou
B	0.766	0.67	0.609	1	0	hell	elle
B	0.766	0.67	0.763	1	0	heal	il
B	0.765	0.6	0.333	0	0	street	site
B	0.765	1.0	0.316	0	0	district	district
B	0.765	0.75	0.369	0	0	forced	fautes
B	0.765	1.0	0.453	0	0	electric	électrique
B	0.765	0.6	0.599	0	0	courses	cause
B	0.764	0.75	0.333	0	0	military	métairie
B	0.764	0.62	0.235	0	0	superior	soupir
B	0.764	1.0	0.275	0	0	collective	collectives
B	0.763	1.0	0.416	0	0	box	boxes
B	0.763	1.0	0.177	0	0	glad	glandes
B	0.763	1.0	0.302	0	0	block	bloque
B	0.763	1.0	0.397	0	0	copy	copie
B	0.763	0.6	0.359	0	0	fields	file
B	0.763	0.6	0.196	0	0	pleased	plie
B	0.763	1.0	0.531	0	0	buddy	bandits
B	0.763	1.0	0.321	0	0	rocky	requis
B	0.763	0.6	0.313	0	0	sends	saine
B	0.762	0.6	0.369	0	0	settle	celle
B	0.762	1.0	0.388	0	0	terrorist	terroristes
B	0.761	0.67	0.679	0	0	when	n
B	0.761	0.67	0.609	1	0	well	elle
B	0.761	0.67	0.296	0	0	few	fou
B	0.761	0.67	0.204	0	0	week	hic
B	0.761	0.67	0.455	0	0	yet	êtes
B	0.761	0.67	0.856	0	0	yes	s
B	0.761	0.67	0.705	0	0	view	vous
B	0.761	0.67	0.21	0	0	walk	oc
B	0.761	0.8	0.543	0	0	prince	prince
B	0.761	1.0	0.485	1	0	entry	un tri
B	0.761	0.67	0.204	0	0	weak	hic
B	0.761	0.67	0.455	0	0	wet	êtes
B	0.761	0.67	0.763	1	0	wheel	il
B	0.761	0.67	0.039	0	0	yep	hep
B	0.761	0.83	0.27	0	0	streams	strip
B	0.76	0.67	0.609	1	0	else	elle
B	0.76	0.67	0.244	0	0	players	plaise
B	0.76	0.8	0.219	0	0	played	plaide
B	0.76	0.67	0.379	0	0	guess	gay
B	0.76	0.67	0.131	0	0	east	hisse
B	0.76	0.67	0.679	0	0	ten	n
B	0.76	0.67	0.384	0	0	feet	fi
B	0.76	0.8	0.334	0	0	sold	solde
B	0.76	0.8	0.296	0	0	train	traîne
B	0.76	0.8	0.244	0	0	plays	plaise
B	0.76	0.8	0.526	0	0	waste	ouest
B	0.76	0.67	0.327	0	0	shoot	chou
B	0.76	0.8	0.333	0	0	taste	test
B	0.76	0.8	0.334	0	0	plane	plaine
B	0.76	0.8	0.233	0	0	folks	fox
B	0.76	0.8	0.42	0	0	grace	grèce
B	0.76	0.67	0.147	0	0	tool	houle
B	0.76	0.67	0.392	0	0	loose	loup
B	0.76	0.8	0.334	0	0	plain	plaine
B	0.76	0.67	0.206	0	0	sheet	chie
B	0.76	0.8	0.29	0	0	brave	brève
B	0.76	0.8	0.24	0	0	phrase	fraises
B	0.76	0.67	0.42	0	0	sauce	os
B	0.76	0.8	0.346	0	0	explosion	exploser
B	0.76	0.67	0.432	0	0	boot	bout
B	0.76	0.67	0.543	0	0	poster	poste
B	0.76	0.8	0.33	0	0	grain	graines
B	0.76	0.8	0.233	0	0	spray	spray
B	0.76	0.67	0.311	0	1	sri	ri
B	0.758	0.8	0.288	0	0	break	briques
B	0.758	0.8	0.396	0	0	grand	grande
B	0.758	0.8	0.009	0	0	frame	frime
B	0.758	0.8	0.437	0	0	tries	traces
B	0.758	0.8	0.333	0	0	stake	stick
B	0.758	0.6	0.403	0	0	tends	thèse
B	0.758	0.8	0.217	0	0	tribe	trappe
B	0.757	0.67	0.516	0	0	need	ni
B	0.757	0.67	0.679	0	0	end	n
B	0.757	0.67	0.825	0	0	order	or
B	0.757	0.67	0.296	0	0	food	fou
B	0.757	0.67	0.763	1	0	deal	il
B	0.757	0.67	0.379	0	0	dead	dès
B	0.757	0.6	0.908	0	0	foreign	for
B	0.757	0.6	0.156	0	0	seven	sève
B	0.757	0.67	0.369	0	0	bed	baie
B	0.757	0.67	0.17	0	0	deep	hip
B	0.757	1.0	0.347	0	0	festival	festival
B	0.757	0.6	0.244	0	0	session	sèches
B	0.757	1.0	0.296	0	0	domestic	domestiques
B	0.757	0.67	0.384	0	0	feed	fi
B	0.757	0.67	0.551	0	0	fed	fait
B	0.757	0.67	0.361	0	0	drew	roue
B	0.757	0.67	0.286	0	0	mood	mou
B	0.757	0.6	0.263	0	0	fallen	folles
B	0.757	0.67	0.427	0	0	weed	oui
B	0.757	0.67	0.361	0	0	rude	roue
B	0.757	1.0	0.271	0	0	detective	détective
B	0.756	0.86	0.403	0	1	designed	design
B	0.756	0.75	0.17	0	0	exception	excepte
B	0.755	1.0	0.302	0	0	black	bloque
B	0.755	1.0	0.411	0	0	looks	luxe
B	0.755	1.0	0.454	1	0	unless	en laisse
B	0.755	0.8	0.187	0	0	belief	bluff
B	0.755	0.8	0.42	0	0	belong	bloc
B	0.755	0.62	0.422	0	0	boundary	batterie
B	0.753	1.0	0.369	0	0	more	mots
B	0.753	0.67	0.17	0	0	where	ouais
B	0.753	0.67	0.267	0	0	care	quais
B	0.753	1.0	0.503	0	0	four	faut
B	0.753	0.67	0.392	0	0	lose	loup
B	0.753	0.71	0.472	0	0	previous	privée
B	0.753	0.67	0.551	0	0	fair	fait
B	0.753	0.71	0.443	0	0	movement	mouvements
B	0.753	0.67	0.206	0	0	rare	raie
B	0.753	0.67	0.27	0	0	pair	paix
B	0.753	0.67	0.369	0	0	bear	baie
B	0.753	0.67	0.388	0	0	crew	coup
B	0.753	0.67	0.369	0	0	grew	goût
B	0.753	0.67	0.327	0	0	shoes	chou
B	0.753	0.67	0.315	0	0	roof	ouf
B	0.753	0.71	0.231	0	0	baseball	bémol
B	0.753	0.67	0.384	0	0	fees	fi
B	0.753	0.67	0.709	1	0	keys	qui
B	0.753	0.67	0.039	0	0	rep	hep
B	0.753	1.0	0.292	0	0	shore	chauds
B	0.753	0.67	0.369	0	0	bare	baie
B	0.753	0.67	0.516	0	0	knees	ni
B	0.752	0.8	0.127	0	0	believe	clive
B	0.752	0.86	0.17	0	0	training	training
B	0.752	0.86	0.17	0	0	buildings	buildings
B	0.752	1.0	0.17	0	0	jumping	jumping
B	0.751	0.6	0.108	0	0	northern	nonne
B	0.751	0.8	0.17	0	0	stocks	saxe
B	0.75	0.9	0.43	0	0	technology	technologie
B	0.75	1.0	0.152	0	0	squad	squat
B	0.749	0.86	0.612	1	0	interest	on reste
B	0.749	0.86	0.614	1	0	suggest	on geste
B	0.749	0.86	0.397	0	0	exists	existent
B	0.748	1.0	0.532	0	0	stop	stop
B	0.748	0.6	0.447	0	0	claim	clé
B	0.748	1.0	0.427	0	0	stock	stock
B	0.748	0.6	0.592	0	0	meaning	mine
B	0.748	0.6	0.342	0	0	blame	blé
B	0.748	1.0	0.369	0	0	golf	golf
B	0.748	0.6	0.457	0	0	files	phase
B	0.748	1.0	0.384	0	0	cleaning	clinique
B	0.748	0.8	0.122	0	0	risks	rixe
B	0.748	0.67	0.206	0	0	recipe	répit
B	0.748	0.71	0.229	0	0	pleasant	plaisait
B	0.748	1.0	0.411	0	0	prof	prof
B	0.747	1.0	0.472	0	0	march	matchs
B	0.747	0.86	0.38	0	0	global	global
B	0.747	0.86	0.129	0	0	terrible	thermale
B	0.747	0.75	0.233	0	0	exercise	extase
B	0.747	0.71	0.292	0	0	experts	expo
B	0.747	1.0	0.461	0	0	marks	max
B	0.747	0.67	0.415	0	0	expecting	experts
B	0.747	0.75	0.397	0	0	existed	existent
B	0.747	0.8	0.367	0	0	delete	élite
B	0.746	0.6	0.24	0	0	talking	toc
B	0.746	0.8	0.269	0	0	tried	trahi
B	0.746	0.6	0.359	0	0	feeling	file
B	0.746	0.6	0.392	0	0	calling	col
B	0.746	0.6	0.487	0	0	telling	tels
B	0.746	0.6	0.369	0	0	selling	celle
B	0.746	0.8	0.233	0	0	links	lynx
B	0.746	0.75	0.2	0	0	connected	connecte
B	0.746	0.75	0.17	0	0	accepted	excepte
B	0.746	0.6	0.263	0	0	falling	folles
B	0.746	0.75	0.34	0	0	collected	collecte
B	0.746	0.6	0.256	0	0	seeking	sic
B	0.746	0.6	0.27	0	0	ruling	roule
B	0.746	0.8	0.42	0	0	tasks	taxe
B	0.746	0.67	0.284	0	0	bearing	berne
B	0.746	0.6	0.202	0	0	beings	bise
B	0.746	0.6	0.214	0	0	ceiling	cils
B	0.746	1.0	0.545	1	0	deadly	d lie
B	0.746	0.62	0.194	0	0	succeeded	oxyde
B	0.745	0.62	0.242	0	0	produced	redoute
B	0.745	0.71	0.27	0	0	personnel	panel
B	0.745	0.8	0.413	0	0	chest	geste
B	0.745	0.8	0.288	0	0	sticks	sexes
B	0.744	0.67	0.607	0	0	seen	si
B	0.744	0.67	0.316	0	0	soon	sou
B	0.744	0.67	0.607	0	0	scene	si
B	0.744	0.88	0.292	0	0	explain	explose
B	0.744	0.67	0.399	0	0	edge	aides
B	0.744	0.67	0.286	0	0	moon	mou
B	0.744	0.86	0.388	0	0	elected	lecteur
B	0.744	0.67	0.446	0	0	directed	direct
B	0.744	1.0	0.333	0	0	premier	premier
B	0.744	0.8	0.179	0	1	badly	bali
B	0.744	0.67	0.267	0	0	ken	quais
B	0.744	0.67	0.709	1	0	keen	qui
B	0.744	0.67	0.644	0	0	noon	nous
B	0.743	0.8	0.686	0	0	place	place
B	0.743	0.8	0.461	0	0	makes	max
B	0.743	0.8	0.42	0	0	takes	taxe
B	0.743	0.8	0.512	0	0	growth	grosse
B	0.743	0.8	0.432	0	0	coach	catch
B	0.743	0.8	0.173	0	0	broke	braque
B	0.743	0.67	0.609	1	0	fell	elle
B	0.743	1.0	0.513	1	0	angry	en gris
B	0.743	0.8	0.442	0	0	plate	plate
B	0.743	0.8	0.495	0	0	stayed	stade
B	0.743	0.8	0.17	0	0	cloud	claude
B	0.743	0.6	0.432	0	0	speaks	x
B	0.743	0.86	0.296	0	0	reflect	reflète
B	0.743	0.8	0.503	0	0	slave	slave
B	0.743	0.6	0.347	0	0	menu	mène
B	0.743	0.6	0.275	0	0	venue	veine
B	0.743	0.8	0.131	0	0	snake	snack
B	0.743	0.67	0.403	0	0	leaf	lie
B	0.743	0.8	0.437	0	0	trace	traces
B	0.743	0.8	0.233	0	0	lakes	lynx
B	0.743	0.78	0.346	0	0	libraries	librairie
B	0.742	0.67	0.446	0	0	directors	direct
B	0.742	0.83	0.292	0	0	explore	expo
B	0.741	0.75	0.541	0	0	control	contrôle
B	0.741	0.75	0.908	0	0	formed	for
B	0.741	0.89	0.518	0	0	existence	existence
B	0.741	0.71	0.437	0	0	extent	excite
B	0.741	0.8	0.254	0	0	rarely	relie
B	0.741	0.83	0.543	1	0	dated	d aides
B	0.741	0.67	0.41	0	0	resist	reste
B	0.741	0.67	0.541	0	0	controller	contrôle
B	0.74	1.0	0.074	0	0	not	nattes
B	0.74	0.6	0.296	0	0	people	pipe
B	0.74	1.0	0.17	0	0	got	gâte
B	0.74	1.0	0.17	0	0	lot	latte
B	0.74	1.0	0.369	0	0	top	tape
B	0.74	0.6	0.17	0	0	level	lève
B	0.74	1.0	0.556	0	0	lost	liste
B	0.74	1.0	0.325	0	0	shot	chatte
B	0.74	1.0	0.106	0	0	dog	dague
B	0.74	0.6	0.497	0	0	legal	ligue
B	0.74	1.0	0.089	0	0	shop	chape
B	0.74	1.0	0.369	0	0	pop	pape
B	0.74	1.0	0.338	0	0	picked	pacte
B	0.74	1.0	0.461	0	0	mix	max
B	0.74	1.0	0.374	0	0	don	dan
B	0.74	0.75	0.313	0	0	dollar	dalle
B	0.74	1.0	0.665	0	0	calm	came
B	0.74	1.0	0.457	0	0	lock	lac
B	0.74	0.75	0.367	0	0	soccer	sacs
B	0.74	1.0	0.347	0	0	shock	chaque
B	0.74	0.8	0.252	0	0	newly	nourri
B	0.74	1.0	0.338	0	0	pot	pâte
B	0.74	1.0	0.427	0	0	cop	cap
B	0.74	1.0	0.009	0	0	knock	nac
B	0.74	1.0	0.116	0	0	rob	rab
B	0.74	1.0	0.416	0	0	con	cane
B	0.74	0.75	0.427	0	0	copper	cap
B	0.74	1.0	0.416	0	0	khan	cane
B	0.74	1.0	0.227	0	0	cock	cac
B	0.74	1.0	0.27	0	0	rod	rade
B	0.738	0.8	0.152	0	0	kind	caïd
B	0.738	0.62	0.275	0	0	ceremony	serbie
B	0.737	0.67	0.449	0	0	them	aimes
B	0.737	0.67	0.679	0	0	then	n
B	0.737	0.67	0.415	0	0	expensive	experts
B	0.736	0.8	0.495	0	0	stand	stade
B	0.736	0.8	0.442	0	0	plant	plate
B	0.736	0.8	0.281	0	0	grant	gratte
B	0.736	0.8	0.27	0	0	print	prête
B	0.736	0.8	0.27	0	0	punch	patch
B	0.736	0.8	0.118	0	0	candy	caddie
B	0.735	0.67	0.214	0	0	strike	traque
B	0.735	0.8	0.254	0	0	roughly	relie
B	0.735	0.8	0.24	0	0	breach	brèche
B	0.734	0.8	0.577	0	0	story	série
B	0.734	0.67	0.429	1	1	whenever	un ève
B	0.734	1.0	0.382	0	0	plastic	plastique
B	0.734	0.89	0.27	0	0	extensive	extensive
B	0.734	0.71	0.139	0	0	premium	primé
B	0.734	1.0	0.403	0	0	destiny	destiné
B	0.734	1.0	0.442	0	0	examine	examine
B	0.733	1.0	0.007	0	0	been	bine
B	0.733	1.0	0.294	0	0	could	coude
B	0.733	1.0	0.296	0	0	full	foule
B	0.733	1.0	0.17	0	0	book	bouc
B	0.733	1.0	0.41	0	0	bit	bit
B	0.733	1.0	0.599	0	0	cause	cause
B	0.733	0.8	0.231	0	0	front	fret
B	0.733	1.0	0.233	0	0	miss	miss
B	0.733	1.0	0.17	0	0	bill	bile
B	0.733	1.0	0.162	0	0	kill	kil
B	0.733	1.0	0.35	0	0	pick	pique
B	0.733	0.67	0.27	0	0	closed	clause
B	0.733	1.0	0.451	0	0	fish	fiche
B	0.733	1.0	0.333	0	0	sit	site
B	0.733	1.0	0.256	0	0	sick	sic
B	0.733	1.0	0.361	0	0	pull	poule
B	0.733	1.0	0.359	0	0	fill	file
B	0.733	1.0	0.296	0	0	nick	nique
B	0.733	1.0	0.49	0	0	tip	type
B	0.733	1.0	0.219	0	0	tall	taule
B	0.733	0.75	0.527	0	0	miller	mille
B	0.733	1.0	0.347	0	0	rid	ride
B	0.733	1.0	0.27	0	0	bush	bouche
B	0.733	1.0	0.369	0	0	fought	fautes
B	0.733	0.8	0.321	0	0	jimmy	demie
B	0.733	1.0	0.459	0	0	kit	quitte
B	0.733	1.0	0.181	0	0	bid	bide
B	0.733	1.0	0.527	0	0	mill	mille
B	0.733	0.8	0.427	0	0	exit	exact
B	0.733	1.0	0.359	0	0	bull	boule
B	0.733	1.0	0.296	0	0	rip	ripe
B	0.733	1.0	0.007	0	0	bin	bine
B	0.733	1.0	0.189	0	0	dig	digue
B	0.733	1.0	0.35	0	1	pic	pique
B	0.733	1.0	0.277	0	0	piss	pisse
B	0.733	1.0	0.0	0	0	lip	lippe
B	0.732	0.67	0.361	0	0	through	roue
B	0.732	0.67	0.311	0	0	three	ri
B	0.732	0.67	0.379	0	0	death	dès
B	0.732	0.67	0.361	0	0	threw	roue
B	0.732	1.0	0.242	0	0	aggressive	agressive
B	0.732	0.67	0.141	0	0	rifle	rafle
B	0.731	1.0	0.292	0	0	magazine	magazines
B	0.731	0.62	0.474	0	0	territory	théorie
B	0.731	1.0	0.29	0	0	galaxy	galaxie
B	0.731	0.75	0.388	0	0	inspector	spectre
B	0.73	1.0	0.319	0	0	but	battent
B	0.73	1.0	0.416	0	0	can	cane
B	0.73	1.0	0.202	0	0	what	watts
B	0.73	1.0	0.369	0	0	some	sam
B	0.73	1.0	0.137	0	0	good	gode
B	0.73	1.0	0.436	0	0	back	bac
B	0.73	0.75	0.231	0	0	never	nef
B	0.73	1.0	0.17	0	0	love	lave
B	0.73	1.0	0.829	0	0	man	man
B	0.73	1.0	0.665	0	0	come	came
B	0.73	1.0	0.051	0	0	big	bègue
B	0.73	1.0	0.095	0	0	team	dîme
B	0.73	0.67	0.531	0	0	let	laid
B	0.73	1.0	0.374	0	0	done	dan
B	0.73	1.0	0.24	0	0	took	toc
B	0.73	1.0	0.359	0	0	run	rhône
B	0.73	1.0	0.17	0	0	fuck	fac
B	0.73	1.0	0.17	0	0	room	rhume
B	0.73	1.0	0.091	0	0	wrong	rogne
B	0.73	1.0	0.407	0	0	turn	tonnes
B	0.73	1.0	0.47	0	0	act	actes
B	0.73	1.0	0.316	0	0	fun	fan
B	0.73	1.0	0.479	0	0	easy	ici
B	0.73	1.0	0.333	0	0	cut	côtes
B	0.73	0.75	0.369	0	0	summer	sam
B	0.73	1.0	0.488	0	0	term	tome
B	0.73	1.0	0.254	0	0	gone	conne
B	0.73	1.0	0.233	0	0	learn	laine
B	0.73	1.0	0.427	0	0	cup	cap
B	0.73	1.0	0.437	0	0	damn	dame
B	0.73	0.75	0.359	0	0	cover	cave
B	0.73	1.0	0.428	0	0	pass	passent
B	0.73	1.0	0.099	0	0	shall	châle
B	0.73	1.0	0.333	0	0	fit	faites
B	0.73	1.0	0.428	0	0	cash	cache
B	0.73	1.0	0.316	0	0	fan	fan
B	0.73	1.0	0.457	0	0	lack	lac
B	0.73	1.0	0.457	0	0	luck	lac
B	0.73	1.0	0.472	0	0	mass	masse
B	0.73	0.75	0.442	0	0	murder	mode
B	0.73	1.0	0.156	0	0	serve	sève
B	0.73	1.0	0.233	0	0	bus	basse
B	0.73	1.0	0.651	0	1	louis	lui
B	0.73	1.0	0.17	0	0	push	poche
B	0.73	0.75	0.416	0	0	dude	doute
B	0.73	1.0	0.315	0	0	bag	bague
B	0.73	1.0	0.487	0	0	till	tels
B	0.73	1.0	0.325	0	0	shut	chatte
B	0.73	1.0	0.281	0	0	van	vannes
B	0.73	1.0	0.06	0	1	tough	taffe
B	0.73	0.75	0.479	0	0	easier	ici
B	0.73	1.0	0.17	0	0	taught	dot
B	0.73	1.0	0.204	0	0	pack	pac
B	0.73	0.75	0.47	0	0	actor	actes
B	0.73	1.0	0.316	0	0	cook	coq
B	0.73	0.75	0.225	0	0	measure	mèche
B	0.73	1.0	0.428	0	0	kiss	caisse
B	0.73	0.88	0.439	1	0	describe	d crabe
B	0.73	0.75	0.829	0	0	manner	man
B	0.73	1.0	0.403	0	0	matt	mate
B	0.73	1.0	0.437	0	0	dumb	dame
B	0.73	1.0	0.451	0	0	burn	bonne
B	0.73	1.0	0.427	0	0	cap	cap
B	0.73	1.0	0.286	0	0	rush	roches
B	0.73	0.75	0.455	0	0	killer	quel
B	0.73	0.75	0.499	0	0	mirror	maire
B	0.73	0.75	0.347	0	0	duke	duc
B	0.73	1.0	0.39	0	1	mac	mac
B	0.73	0.75	0.547	0	0	suffer	sauf
B	0.73	1.0	0.284	0	1	tag	tag
B	0.73	0.67	0.087	0	0	crimes	crame
B	0.73	1.0	0.367	0	0	suck	sacs
B	0.73	1.0	0.047	0	0	deck	teck
B	0.73	1.0	0.225	0	0	mum	môme
B	0.73	1.0	0.17	0	0	nurse	noce
B	0.73	1.0	0.313	0	0	shell	gel
B	0.73	1.0	0.347	0	0	log	longue
B	0.73	0.75	0.233	0	0	tube	tubes
B	0.73	0.71	0.292	0	0	expand	expo
B	0.73	1.0	0.369	0	0	sum	sam
B	0.73	1.0	0.319	0	0	bat	battent
B	0.73	0.75	0.49	0	0	deeper	type
B	0.73	1.0	0.168	0	0	beef	pif
B	0.73	1.0	0.319	0	0	butt	battent
B	0.73	1.0	0.437	0	0	pin	peine
B	0.73	1.0	0.369	0	0	tap	tape
B	0.73	1.0	0.26	0	0	pit	pète
B	0.73	1.0	0.426	0	0	dirt	dette
B	0.73	1.0	0.338	0	0	pat	pâte
B	0.73	0.75	0.422	0	0	fever	vivent
B	0.73	1.0	0.032	0	0	dish	dèche
B	0.73	1.0	0.315	0	0	bug	bague
B	0.73	1.0	0.17	0	0	wrap	rap
B	0.73	1.0	0.521	1	0	ethics	est x
B	0.73	1.0	0.252	0	0	ram	ram
B	0.73	0.75	0.359	0	0	runner	rhône
B	0.73	1.0	0.437	0	0	dam	dame
B	0.73	1.0	0.476	0	0	rat	rate
B	0.73	1.0	0.25	0	0	pearl	pelle
B	0.73	1.0	0.17	0	0	rap	rap
B	0.729	0.8	0.427	0	0	struck	stock
B	0.729	0.62	0.443	0	0	movements	mouvements
B	0.729	0.71	0.298	0	0	pollution	pelouse
B	0.729	1.0	0.495	0	0	stored	stade
B	0.728	0.8	0.237	0	0	maybe	méfie
B	0.728	0.8	0.505	0	0	style	style
B	0.728	0.8	0.507	0	0	lady	lundi
B	0.728	0.8	0.539	0	0	count	carte
B	0.728	0.8	0.304	0	0	prime	primes
B	0.728	0.8	0.256	0	0	smoke	smic
B	0.728	0.8	0.455	0	0	prize	prises
B	0.728	0.8	0.212	0	0	quote	couette
B	0.728	0.8	0.124	0	0	nasty	nantis
B	0.728	0.8	0.505	0	0	stole	style
B	0.728	0.8	0.367	0	0	athlete	élite
B	0.726	1.0	0.586	0	0	football	but bol
B	0.726	1.0	0.27	0	0	effective	effective
B	0.726	1.0	0.233	0	0	crystal	cristal
B	0.725	1.0	0.551	0	1	business	business
B	0.725	1.0	0.572	0	0	country	country
B	0.725	1.0	0.437	0	0	building	building
B	0.725	1.0	0.313	0	0	son	saine
B	0.725	1.0	0.353	0	0	song	sonne
B	0.725	1.0	0.403	0	0	design	design
B	0.725	0.8	0.355	0	0	jobs	jazz
B	0.725	1.0	0.313	0	0	sun	saine
B	0.725	1.0	0.143	0	0	gun	gaine
B	0.725	0.67	0.534	1	0	generally	on relie
B	0.725	1.0	0.333	0	0	foot	faites
B	0.725	0.75	0.602	0	0	properties	promise
B	0.725	0.78	0.292	0	0	explained	explose
B	0.725	0.67	0.432	0	0	branch	branches
B	0.725	0.75	0.455	0	0	colour	quel
B	0.725	0.67	0.17	0	0	breaks	breaks
B	0.725	0.86	0.403	0	0	designer	design
B	0.725	0.83	0.445	1	0	enemies	un mise
B	0.725	1.0	0.047	0	1	listing	listing
B	0.725	1.0	0.227	0	1	timing	timing
B	0.725	1.0	0.399	0	0	parallel	parallèle
B	0.725	0.67	0.273	0	0	beliefs	blesse
B	0.725	1.0	0.42	0	0	pub	pub
B	0.725	1.0	0.476	0	0	dressing	dressing
B	0.724	0.75	0.369	0	0	fight	fat
B	0.724	1.0	0.0	0	0	professor	professer
B	0.724	0.8	0.416	0	0	brand	bride
B	0.723	0.67	0.17	0	0	crying	crâne
B	0.722	0.67	0.501	0	0	creature	crise
B	0.721	0.8	0.17	0	0	brings	brise
B	0.721	0.67	0.577	0	0	scary	série
B	0.721	0.67	0.304	0	0	grades	grise
B	0.721	0.67	0.556	0	0	clouds	classe
B	0.72	0.88	0.445	0	0	program	programmes
B	0.72	0.67	0.252	0	0	china	tchad
B	0.72	0.75	0.436	0	0	profile	profil
B	0.72	0.88	0.445	0	0	programme	programmes
B	0.72	0.67	0.074	0	1	graham	grimes
B	0.72	0.67	0.427	0	0	stroke	stock
B	0.72	0.67	0.141	0	0	rival	rafle
B	0.72	0.88	0.286	0	0	sandwich	sandwich
B	0.719	0.67	0.432	0	0	culture	catch
B	0.719	0.8	0.217	0	0	trump	trappe
B	0.719	0.78	0.388	0	0	extremely	extrême
B	0.719	0.8	0.089	0	0	frank	frac
B	0.719	1.0	0.534	1	0	lovely	les lie
B	0.719	0.89	0.449	0	0	strategy	stratégie
B	0.719	0.83	0.141	0	0	bible	babel
B	0.719	0.83	0.256	0	0	pilot	palette
B	0.719	0.8	0.27	0	0	clubs	clause
B	0.719	0.83	0.355	0	0	roman	romaine
B	0.719	0.67	0.432	0	0	capture	catch
B	0.719	0.67	0.577	0	0	summary	série
B	0.719	0.67	0.577	0	0	salary	série
B	0.719	0.8	0.42	0	0	tanks	taxe
B	0.719	0.83	0.313	0	1	noble	nobel
B	0.719	0.83	0.342	0	0	trophy	trophée
B	0.719	0.83	0.133	0	0	mason	mécène
B	0.718	0.67	0.254	0	0	approved	prouvent
B	0.718	1.0	0.747	1	0	pizza	but ce
B	0.717	0.75	0.616	0	0	power	par
B	0.717	1.0	0.518	0	0	wall	vol
B	0.717	0.67	0.316	0	0	tonight	tenant
B	0.717	0.75	0.17	0	0	lies	las
B	0.717	0.67	0.296	0	0	classic	claque
B	0.717	0.75	0.646	0	0	lawyer	lors
B	0.717	1.0	0.317	0	0	surely	chili
B	0.717	0.8	0.17	0	0	fairly	folie
B	0.717	0.8	0.179	0	0	barely	bali
B	0.717	0.67	0.42	0	0	belongs	bloc
B	0.717	0.86	0.397	0	0	exhibit	existent
B	0.717	0.67	0.206	0	0	variable	verbale
B	0.716	0.67	0.709	1	0	keep	qui
B	0.716	0.67	0.286	0	0	move	mou
