en	fr	old_combo	prosody	meaning	tier
dear	dits	0.786	0.887	0.749	GOLD
dear	dis	0.786	0.887	0.719	GOLD
ray	ré	0.786	0.664	0.457	A
ray	rez	0.786	0.664	0.428	A
restaurant	restantes	0.786	0.827	0.313	A
lay	lé	0.786	0.898	0.644	GOLD
lay	les	0.786	0.898	0.684	GOLD
mayor	mes	0.786	0.898	0.418	A
stream	string	0.786	0.735	0.408	A
weekly	oui pli	0.786	0.933	0.285	A
tie	tas	0.786	0.898	0.430	A
tie	ta	0.786	0.898	0.461	GOLD
shower	chats	0.786	0.898	0.182	A
tower	tas	0.786	0.898	0.326	A
tower	ta	0.786	0.898	0.317	A
gear	gui	0.786	0.887	0.451	GOLD
rear	rit	0.786	0.679	0.433	A
rear	ris	0.786	0.679	0.385	A
rear	rient	0.786	0.679	0.379	A
newly	nié lies	0.786	0.858	0.569	GOLD
aspect	respectent	0.786	0.909	0.513	GOLD
aspect	respecte	0.786	0.909	0.572	GOLD
layer	lé	0.786	0.898	0.331	A
layer	les	0.786	0.898	0.379	A
string	stream	0.786	0.792	0.408	A
bye	bats	0.786	0.898	0.172	A
bye	bat	0.786	0.898	0.207	A
bye	baies	0.786	0.799	0.570	GOLD
mo	mots	0.786	0.898	0.519	GOLD
mo	mot	0.786	0.898	0.653	GOLD
mo	meaux	0.786	0.898	0.510	GOLD
routine	roux chine	0.786	0.852	0.284	A
bow	bot	0.786	0.898	0.299	A
bow	beaux	0.786	0.898	0.461	GOLD
bow	beau	0.786	0.898	0.433	A
mi	mât	0.786	0.898	0.803	GOLD
mi	mas	0.786	0.821	0.732	GOLD
mi	ma	0.786	0.898	0.804	GOLD
pie	pas	0.786	0.898	0.786	GOLD
pie	pa	0.786	0.898	0.786	GOLD
platforms	plateformes	0.786	0.865	0.972	GOLD
platforms	plateforme	0.786	0.865	0.898	GOLD
shy	chats	0.786	0.898	0.307	A
cow	ka	0.786	0.898	0.403	A
cow	cas	0.786	0.898	0.325	A
cow	ca	0.786	0.898	0.376	A
flexible	flexibles	0.786	0.891	0.971	GOLD
deer	dits	0.786	0.887	0.403	A
deer	dis	0.786	0.887	0.387	A
edges	haie jazz	0.786	0.857	0.248	A
lo	lots	0.786	0.898	0.599	GOLD
lo	lot	0.786	0.898	0.582	GOLD
toe	tôt	0.786	0.898	0.278	A
toe	taux	0.786	0.898	0.420	A
diesel	dises houle	0.786	0.955	0.261	A
sheer	chie	0.786	0.887	0.582	GOLD
distress	détresse	0.786	0.797	0.933	GOLD
sigh	çà	0.786	0.898	0.660	GOLD
sigh	ça	0.786	0.898	0.705	GOLD
sigh	sa	0.786	0.898	0.597	GOLD
pi	pas	0.786	0.898	0.663	GOLD
pi	pa	0.786	0.898	0.742	GOLD
terrace	terrasses	0.786	0.761	0.924	GOLD
terrace	terrasse	0.786	0.761	0.941	GOLD
owl	halles	0.786	0.890	0.445	A
owl	halle	0.786	0.890	0.487	GOLD
dough	do	0.786	0.700	0.439	A
ti	tas	0.786	0.898	0.881	GOLD
ti	ta	0.786	0.898	0.730	GOLD
doe	do	0.786	0.700	0.612	GOLD
pier	pis	0.786	0.887	0.523	GOLD
pier	pie	0.786	0.887	0.516	GOLD
pier	pi	0.786	0.887	0.526	GOLD
salty	sortit	0.786	0.873	0.439	A
salty	sortis	0.786	0.873	0.467	GOLD
salty	sorties	0.786	0.873	0.454	GOLD
mysteries	maîtrise	0.786	0.827	0.617	GOLD
owes	oses	0.786	0.890	0.265	A
owes	osent	0.786	0.890	0.257	A
owes	ose	0.786	0.855	0.290	A
tow	tôt	0.786	0.898	0.333	A
tow	taux	0.786	0.898	0.409	A
scenery	sonnerie	0.786	0.795	0.480	GOLD
like	laïques	0.785	0.988	0.722	GOLD
make	mes hic	0.785	0.941	0.478	GOLD
much	matchs	0.785	0.977	0.359	A
much	matches	0.785	0.977	0.347	A
much	match	0.785	0.977	0.370	A
even	ive haines	0.785	0.985	0.681	GOLD
still	styles	0.785	0.981	0.272	A
still	style	0.785	0.981	0.283	A
take	té hic	0.785	0.988	0.621	GOLD
life	live	0.785	0.801	0.759	GOLD
best	peste	0.785	0.977	0.542	GOLD
money	manie	0.785	0.941	0.399	A
try	trahit	0.785	0.816	0.576	GOLD
try	trahis	0.785	0.816	0.538	GOLD
try	trahi	0.785	0.816	0.525	GOLD
line	lacs haines	0.785	0.929	0.385	A
five	fat ive	0.785	0.988	0.233	A
course	corses	0.785	0.845	0.661	GOLD
course	corse	0.785	0.845	0.595	GOLD
body	bandits	0.785	0.941	0.174	A
body	bandit	0.785	0.941	0.301	A
plan	plane	0.785	0.977	0.409	A
six	sexes	0.785	0.977	0.397	A
six	sexe	0.785	0.977	0.406	A
list	listes	0.785	0.981	0.951	GOLD
list	liste	0.785	0.981	0.929	GOLD
ready	redis	0.785	0.830	0.476	GOLD
baby	bibi	0.785	0.873	0.455	GOLD
clear	clercs	0.785	0.841	0.352	A
clear	clerc	0.785	0.841	0.310	A
clear	clairs	0.785	0.841	0.645	GOLD
gave	gué ive	0.785	0.988	0.474	GOLD
board	borde	0.785	0.852	0.505	GOLD
cost	caste	0.785	0.932	0.310	A
main	mes haines	0.785	0.939	0.553	GOLD
town	down	0.785	0.801	0.333	A
force	forces	0.785	0.845	0.903	GOLD
force	forcent	0.785	0.845	0.406	A
wife	oies if	0.785	0.931	0.266	A
film	films	0.785	0.981	0.950	GOLD
film	filme	0.785	0.981	0.871	GOLD
books	boxe	0.785	0.977	0.358	A
books	box	0.785	0.806	0.315	A
save	ses ive	0.785	0.914	0.403	A
stuff	staff	0.785	0.977	0.332	A
tax	taxes	0.785	0.977	0.981	GOLD
tax	taxe	0.785	0.977	0.956	GOLD
match	matchs	0.785	0.977	0.911	GOLD
match	matches	0.785	0.977	0.891	GOLD
code	que ode	0.785	0.902	0.361	A
sign	çà haines	0.785	0.986	0.308	A
safe	ses if	0.785	0.914	0.294	A
risk	risques	0.785	0.821	0.972	GOLD
risk	risquent	0.785	0.821	0.830	GOLD
risk	risque	0.785	0.821	0.980	GOLD
track	traque	0.785	0.817	0.542	GOLD
pressure	brèche	0.785	0.833	0.435	A
cross	crasse	0.785	0.772	0.374	A
sale	cl	0.785	0.986	0.411	A
plus	places	0.785	0.977	0.542	GOLD
plus	placent	0.785	0.977	0.454	GOLD
plus	place	0.785	0.977	0.565	GOLD
floor	flore	0.785	0.845	0.312	A
worst	ouest	0.785	0.977	0.360	A
sweet	souhaites	0.785	0.861	0.649	GOLD
sweet	souhaitent	0.785	0.861	0.656	GOLD
sweet	souhaite	0.785	0.861	0.664	GOLD
trip	tripes	0.785	0.821	0.849	GOLD
fully	folies	0.785	0.925	0.382	A
fully	folie	0.785	0.925	0.518	GOLD
drug	drague	0.785	0.831	0.507	GOLD
nine	na haines	0.785	0.986	0.415	A
coffee	confie	0.785	0.941	0.273	A
worry	oies rient	0.785	0.842	0.274	A
lake	lé hic	0.785	0.988	0.248	A
score	scores	0.785	0.864	0.967	GOLD
click	clique	0.785	0.981	0.725	GOLD
click	clic	0.785	0.981	0.906	GOLD
gain	gué haines	0.785	0.986	0.360	A
weird	oui ode	0.785	0.781	0.489	GOLD
stick	steaks	0.785	0.730	0.311	A
stick	steak	0.785	0.746	0.359	A
fix	fixes	0.785	0.981	0.948	GOLD
fix	fixent	0.785	0.981	0.932	GOLD
fix	fixe	0.785	0.981	0.829	GOLD
wine	oies haines	0.785	0.986	0.260	A
port	portes	0.785	0.845	0.314	A
rain	rez haines	0.785	0.829	0.322	A
proof	prouvent	0.785	0.821	0.903	GOLD
proof	prouve	0.785	0.821	0.923	GOLD
fake	fées hic	0.785	0.988	0.534	GOLD
faster	faste	0.785	0.977	0.883	GOLD
fault	volts	0.785	0.977	0.378	A
truck	traque	0.785	0.817	0.410	A
truck	track	0.785	0.817	0.321	A
mode	me ode	0.785	0.902	0.384	A
id	hait dits	0.785	0.916	0.419	A
salt	soldes	0.785	0.993	0.455	GOLD
salt	solde	0.785	0.993	0.429	A
load	le ode	0.785	0.902	0.352	A
plot	plantes	0.785	0.977	0.357	A
lane	lé haines	0.785	0.986	0.344	A
crash	crache	0.785	0.817	0.248	A
ships	chips	0.785	0.955	0.137	A
surely	jolis	0.785	0.840	0.654	GOLD
surely	joli	0.785	0.840	0.593	GOLD
quit	couette	0.785	0.977	0.266	A
loud	lacs ode	0.785	0.912	0.419	A
semi	semis	0.785	0.865	0.616	GOLD
porn	bornes	0.785	0.841	0.393	A
mini	mie nient	0.785	0.984	0.599	GOLD
boost	buste	0.785	0.977	0.420	A
crack	craque	0.785	0.817	0.477	GOLD
knife	naïfs	0.785	0.988	0.148	A
knife	naïf	0.785	0.988	0.158	A
rail	réels	0.785	0.829	0.219	A
rail	réelles	0.785	0.829	0.218	A
rail	réelle	0.785	0.829	0.231	A
buddy	baux dits	0.785	0.980	0.648	GOLD
marry	maris	0.785	0.770	0.378	A
marry	marient	0.785	0.770	0.877	GOLD
marry	marie	0.785	0.770	0.422	A
sake	ses hic	0.785	0.941	0.619	GOLD
silly	sis lies	0.785	0.984	0.533	GOLD
sucks	saxe	0.785	0.977	0.306	A
fraud	frotte	0.785	0.821	0.309	A
fraud	fronde	0.785	0.817	0.330	A
fraud	fraudes	0.785	0.821	0.982	GOLD
daddy	dédie	0.785	0.941	0.623	GOLD
epic	haie piques	0.785	0.988	0.478	GOLD
rally	rallye	0.785	0.646	0.995	A
billy	bis lies	0.785	0.933	0.482	GOLD
shake	chez hic	0.785	0.941	0.391	A
trap	trappes	0.785	0.817	0.894	GOLD
trap	trappe	0.785	0.817	0.912	GOLD
packed	pacte	0.785	0.977	0.437	A
ruin	roux haines	0.785	0.829	0.292	A
edit	aident êtes	0.785	0.963	0.445	A
beast	pistes	0.785	0.977	0.490	GOLD
drag	drague	0.785	0.831	0.516	GOLD
clip	clips	0.785	0.981	0.907	GOLD
brick	briques	0.785	0.821	0.894	GOLD
brick	brique	0.785	0.821	0.871	GOLD
brick	break	0.785	0.746	0.278	A
errors	aires aise	0.785	0.728	0.470	GOLD
pissed	pistes	0.785	0.981	0.565	GOLD
pissed	piste	0.785	0.981	0.543	GOLD
pissed	peste	0.785	0.977	0.648	GOLD
bored	borde	0.785	0.852	0.429	A
flip	flippe	0.785	0.981	0.900	GOLD
suite	souhaites	0.785	0.861	0.542	GOLD
suite	souhaitent	0.785	0.861	0.545	GOLD
suite	souhaite	0.785	0.861	0.536	GOLD
crush	crash	0.785	0.782	0.190	A
crush	crache	0.785	0.817	0.343	A
grammar	grammes	0.785	0.829	0.502	GOLD
grammar	gramme	0.785	0.829	0.532	GOLD
shine	chats haines	0.785	0.986	0.388	A
rocky	raz qui	0.785	0.815	0.421	A
crop	crampes	0.785	0.817	0.189	A
sweat	souhaites	0.785	0.899	0.340	A
disc	disques	0.785	0.981	0.664	GOLD
disc	disque	0.785	0.981	0.509	GOLD
eaten	hit haines	0.785	0.758	0.424	A
ct	sidi	0.785	0.932	0.403	A
drum	drames	0.785	0.831	0.409	A
drum	drame	0.785	0.831	0.420	A
grip	grippe	0.785	0.833	0.923	GOLD
mice	maïs	0.785	0.988	0.404	A
chick	tchèques	0.785	0.977	0.306	A
chick	tchèque	0.785	0.977	0.301	A
coke	que oc	0.785	0.902	0.358	A
fairy	ferrées	0.785	0.770	0.429	A
fairy	ferrée	0.785	0.770	0.464	GOLD
pale	pl	0.785	0.986	0.453	GOLD
beard	bis ode	0.785	0.771	0.269	A
reign	rez haines	0.785	0.829	0.375	A
shorts	shirts	0.785	0.778	0.561	GOLD
guinea	gui nient	0.785	0.984	0.425	A
graph	graphe	0.785	0.829	0.992	GOLD
ferry	ferrées	0.785	0.770	0.331	A
ferry	ferrée	0.785	0.770	0.313	A
ferry	ferré	0.785	0.770	0.223	A
disk	disques	0.785	0.981	0.564	GOLD
disk	disque	0.785	0.981	0.413	A
messed	must	0.785	0.829	0.453	GOLD
sail	cl	0.785	0.986	0.289	A
wrist	restes	0.785	0.817	0.308	A
wrist	restent	0.785	0.817	0.284	A
wrist	reste	0.785	0.817	0.278	A
crude	croûte	0.785	0.821	0.558	GOLD
puppy	papy	0.785	0.672	0.436	A
puppy	papi	0.785	0.941	0.401	A
clause	closes	0.785	0.981	0.249	A
clause	close	0.785	1.000	0.317	A
clause	clauses	0.785	0.981	0.961	GOLD
dale	dl	0.785	0.986	0.714	GOLD
ruby	rubis	0.785	0.830	0.822	GOLD
dame	dm	0.785	0.986	0.457	GOLD
skirt	skate	0.785	0.955	0.286	A
feared	fis ode	0.785	0.812	0.436	A
amen	emmène	0.785	0.862	0.497	GOLD
guild	guilde	0.785	0.981	0.909	GOLD
sphere	sphères	0.785	0.841	0.844	GOLD
sphere	sphère	0.785	0.841	0.848	GOLD
fucks	fax	0.785	0.977	0.404	A
bunny	béni	0.785	0.941	0.393	A
bunny	bannis	0.785	0.941	0.249	A
bunny	banni	0.785	0.941	0.352	A
node	ne ode	0.785	0.902	0.279	A
messy	messie	0.785	0.957	0.239	A
lowered	lots ode	0.785	0.929	0.324	A
mickey	mie qui	0.785	0.984	0.489	GOLD
cf	sis oeuf	0.785	0.981	0.490	GOLD
freed	frites	0.785	0.821	0.202	A
freed	frite	0.785	0.821	0.287	A
creep	grippe	0.785	0.837	0.499	GOLD
grill	grêle	0.785	0.829	0.350	A
exploit	exploitent	0.785	0.825	0.855	GOLD
exploit	exploite	0.785	0.825	0.925	GOLD
merry	mairies	0.785	0.786	0.385	A
merry	mairie	0.785	0.786	0.386	A
naughty	notés	0.785	0.819	0.533	GOLD
shave	chez ive	0.785	0.914	0.276	A
flush	flash	0.785	0.782	0.407	A
bliss	blesse	0.785	0.977	0.726	GOLD
sailor	cl	0.785	0.986	0.389	A
surrey	séries	0.785	0.770	0.621	GOLD
surrey	série	0.785	0.770	0.680	GOLD
cedar	sidi	0.785	0.798	0.496	GOLD
crab	crabes	0.785	0.817	0.317	A
crab	crabe	0.785	0.817	0.447	A
gram	grammes	0.785	0.829	0.861	GOLD
gram	gramme	0.785	0.829	0.887	GOLD
stud	stades	0.785	0.977	0.548	GOLD
stud	stade	0.785	0.977	0.850	GOLD
pact	pacte	0.785	0.977	0.996	GOLD
flawed	flottes	0.785	0.981	0.471	GOLD
flawed	flotte	0.785	0.981	0.521	GOLD
grease	grises	0.785	0.833	0.339	A
fest	vestes	0.785	0.977	0.641	GOLD
starred	stands	0.785	0.913	0.289	A
sticker	steaks	0.785	0.730	0.295	A
sticker	steak	0.785	0.746	0.335	A
plaque	plaques	0.785	0.977	0.955	GOLD
drummer	drames	0.785	0.831	0.281	A
drummer	drame	0.785	0.831	0.293	A
gin	jean	0.785	0.735	0.443	A
sushi	sushis	0.785	0.941	0.979	GOLD
borne	bornes	0.785	0.845	0.930	GOLD
capped	capte	0.785	0.977	0.792	GOLD
sane	ses haines	0.785	0.939	0.544	GOLD
bawdy	bondi	0.785	0.941	0.618	GOLD
bawdy	bondie	0.785	0.941	0.733	GOLD
bawdy	bondies	0.785	0.941	0.850	GOLD
bawdy	bondis	0.785	0.941	0.618	GOLD
bawdy	bondit	0.785	0.941	0.572	GOLD
dummy	demi	0.785	0.941	0.454	GOLD
dummy	demie	0.785	0.941	0.450	A
dummy	demies	0.785	0.941	0.444	A
dummy	demis	0.785	0.941	0.402	A
messy	minci	0.785	0.941	0.356	A
messy	mincie	0.785	0.941	0.341	A
messy	mincies	0.785	0.941	0.473	GOLD
messy	mincis	0.785	0.941	0.432	A
messy	mincit	0.785	0.941	0.475	GOLD
midi	midis	0.785	0.944	0.750	GOLD
piqued	picte	0.785	1.000	0.636	GOLD
putty	petit	0.785	0.832	0.504	GOLD
putty	petits	0.785	0.832	0.456	GOLD
boots	poutsent	0.785	0.977	0.459	GOLD
boots	poutses	0.785	0.977	0.431	A
boots	poutse	0.785	0.977	0.495	GOLD
crazy	crédits	0.784	0.754	0.248	A
crazy	crédit	0.784	0.754	0.190	A
tonight	tenace	0.784	0.869	0.324	A
sunset	sets set	0.784	0.942	0.076	A
traced	trust	0.784	0.884	0.389	A
proven	prouvant	0.783	0.791	0.894	GOLD
myself	massa elfe	0.782	0.891	0.326	A
necessary	naissant ceci	0.782	0.783	0.491	GOLD
exposed	exposent	0.782	0.877	0.938	GOLD
exposed	expose	0.782	0.861	0.854	GOLD
meantime	mina tam	0.782	0.897	0.637	GOLD
orchestra	orchestre	0.782	0.761	0.996	GOLD
expose	exposés	0.782	0.857	0.851	GOLD
expose	exposées	0.782	0.857	0.869	GOLD
textbook	tex tchèques	0.782	0.932	0.257	A
genome	gin dôme	0.782	0.896	0.237	A
get	ghetto	0.781	0.798	0.324	A
any	ethnies	0.781	0.763	0.401	A
any	ethnie	0.781	0.778	0.608	GOLD
any	ennemis	0.781	0.854	0.471	GOLD
said	suède	0.781	0.858	0.653	GOLD
very	verts	0.781	0.758	0.717	GOLD
very	vert	0.781	0.758	0.731	GOLD
many	mènent	0.781	0.909	0.553	GOLD
many	mène	0.781	0.909	0.559	GOLD
many	men	0.781	0.909	0.481	GOLD
best	bêtes	0.781	0.934	0.397	A
best	bête	0.781	0.934	0.507	GOLD
better	bêtes	0.781	0.904	0.435	A
school	saoule	0.781	0.916	0.513	GOLD
school	coulent	0.781	0.776	0.365	A
school	coule	0.781	0.975	0.344	A
again	gaine	0.781	0.908	0.421	A
team	intimes	0.781	0.865	0.361	A
team	intime	0.781	0.865	0.312	A
keep	équipes	0.781	0.865	0.349	A
keep	équipe	0.781	0.865	0.355	A
keep	clips	0.781	0.916	0.289	A
please	plis	0.781	0.921	0.741	GOLD
please	plie	0.781	0.921	0.684	GOLD
please	pli	0.781	0.921	0.770	GOLD
free	offrit	0.781	0.654	0.620	A
free	furie	0.781	0.702	0.358	A
free	fruits	0.781	0.729	0.220	A
let	lettres	0.781	0.975	0.549	GOLD
let	lettre	0.781	0.975	0.602	GOLD
let	houlette	0.781	0.865	0.727	GOLD
called	cols	0.781	0.975	0.480	GOLD
called	collent	0.781	0.975	0.506	GOLD
called	colle	0.781	0.975	0.543	GOLD
yet	miettes	0.781	0.975	0.577	GOLD
yet	diète	0.781	0.975	0.213	A
mean	mini	0.781	0.798	0.460	GOLD
seen	sinon	0.781	0.798	0.582	GOLD
seen	ciné	0.781	0.798	0.634	GOLD
men	miennes	0.781	0.916	0.533	GOLD
small	sols	0.781	0.916	0.606	GOLD
small	sole	0.781	0.916	0.628	GOLD
small	sol	0.781	0.916	0.481	GOLD
yes	pièces	0.781	0.975	0.617	GOLD
yes	pièce	0.781	0.975	0.594	GOLD
yes	nièce	0.781	0.975	0.627	GOLD
order	ordres	0.781	0.805	0.890	GOLD
says	saisons	0.781	0.798	0.487	GOLD
course	écosse	0.781	0.779	0.528	GOLD
means	mises	0.781	0.929	0.716	GOLD
means	mise	0.781	0.929	0.703	GOLD
means	mines	0.781	0.975	0.360	A
talk	stocks	0.781	0.975	0.265	A
talk	stock	0.781	0.975	0.272	A
food	foudres	0.781	0.975	0.359	A
food	foudre	0.781	0.975	0.377	A
true	trouves	0.781	0.736	0.687	GOLD
lost	ost	0.781	0.905	0.392	A
room	roumains	0.781	0.678	0.307	A
room	roumain	0.781	0.678	0.328	A
leave	olives	0.781	0.865	0.155	A
leave	olive	0.781	0.865	0.229	A
leave	livres	0.781	0.975	0.443	A
north	nord	0.781	0.853	0.921	GOLD
short	chiottes	0.781	0.852	0.320	A
check	chèques	0.781	0.975	0.817	GOLD
west	est	0.781	0.739	0.581	GOLD
ready	raids	0.781	0.745	0.235	A
ready	raide	0.781	0.745	0.506	GOLD
self	sels	0.781	0.975	0.484	GOLD
self	selles	0.781	0.975	0.565	GOLD
self	selle	0.781	0.975	0.634	GOLD
cost	quote	0.781	0.934	0.240	A
field	files	0.781	0.975	0.195	A
field	file	0.781	0.975	0.209	A
field	fil	0.781	0.975	0.549	GOLD
seems	six	0.781	0.915	0.383	A
force	fox	0.781	0.845	0.207	A
record	raids	0.781	0.761	0.268	A
record	raide	0.781	0.761	0.448	A
record	raid	0.781	0.761	0.247	A
sense	seine	0.781	0.975	0.637	GOLD
sense	scènes	0.781	0.975	0.399	A
sense	scène	0.781	0.975	0.573	GOLD
guess	graisses	0.781	0.916	0.429	A
guess	graisse	0.781	0.916	0.478	GOLD
brought	bottes	0.781	0.916	0.432	A
brought	botte	0.781	0.916	0.538	GOLD
east	schiste	0.781	0.905	0.571	GOLD
east	pistes	0.781	0.905	0.510	GOLD
east	piste	0.781	0.905	0.570	GOLD
sent	sets	0.781	0.929	0.399	A
sent	set	0.781	0.929	0.617	GOLD
sent	sept	0.781	0.929	0.606	GOLD
cool	écoule	0.781	0.865	0.697	GOLD
source	sauces	0.781	0.929	0.342	A
source	sauce	0.781	0.929	0.394	A
blue	blouse	0.781	0.921	0.282	A
felt	fêtes	0.781	0.929	0.420	A
felt	fête	0.781	0.929	0.474	GOLD
felt	faîtes	0.781	0.929	0.623	GOLD
green	gris	0.781	0.750	0.439	A
step	sep	0.781	0.927	0.575	GOLD
led	plaide	0.781	0.975	0.882	GOLD
send	seine	0.781	0.975	0.482	GOLD
send	scènes	0.781	0.975	0.246	A
send	scène	0.781	0.975	0.399	A
lord	lors	0.781	0.853	0.562	GOLD
lord	laure	0.781	0.853	0.480	GOLD
met	émettent	0.781	0.865	0.866	GOLD
release	lys	0.781	0.975	0.345	A
release	lisses	0.781	0.975	0.419	A
release	lisse	0.781	0.975	0.460	GOLD
lose	blouse	0.781	0.975	0.127	A
seem	ciment	0.781	0.798	0.408	A
super	souples	0.781	0.975	0.604	GOLD
bed	bled	0.781	0.767	0.245	A
rules	roulent	0.781	0.662	0.500	A
rules	roule	0.781	0.807	0.602	GOLD
ten	traînent	0.781	0.916	0.720	GOLD
ten	traîne	0.781	0.916	0.634	GOLD
ten	tiennes	0.781	0.916	0.864	GOLD
truth	trous	0.781	0.736	0.275	A
truth	trou	0.781	0.736	0.547	GOLD
piece	épices	0.781	0.865	0.523	GOLD
piece	puisses	0.781	0.858	0.586	GOLD
speak	sic	0.781	0.916	0.479	GOLD
speak	piques	0.781	0.975	0.511	GOLD
speak	pique	0.781	0.975	0.558	GOLD
peace	épices	0.781	0.865	0.356	A
peace	puisses	0.781	0.858	0.501	GOLD
store	stop	0.781	0.845	0.260	A
store	stocks	0.781	0.845	0.399	A
store	stock	0.781	0.845	0.482	GOLD
expect	respectent	0.781	0.920	0.379	A
expect	respecte	0.781	0.920	0.433	A
kept	quête	0.781	0.929	0.489	GOLD
feet	fuites	0.781	0.858	0.292	A
feet	fuite	0.781	0.858	0.354	A
feet	frites	0.781	0.916	0.201	A
agree	gris	0.781	0.712	0.599	GOLD
scene	sinon	0.781	0.798	0.503	GOLD
scene	ciné	0.781	0.798	0.603	GOLD
letter	lèvres	0.781	0.853	0.405	A
letter	lèvre	0.781	0.853	0.499	GOLD
floor	flottes	0.781	0.865	0.338	A
floor	flotte	0.781	0.865	0.451	GOLD
meant	mènent	0.781	0.975	0.644	GOLD
meant	mène	0.781	0.975	0.667	GOLD
meant	mettent	0.781	0.929	0.597	GOLD
reach	rites	0.781	0.807	0.367	A
reach	rite	0.781	0.807	0.574	GOLD
reach	riches	0.781	0.761	0.338	A
rule	roulé	0.781	0.678	0.657	A
beach	bits	0.781	0.975	0.190	A
beach	bites	0.781	0.975	0.206	A
beach	bite	0.781	0.975	0.279	A
calls	cols	0.781	0.975	0.340	A
calls	collent	0.781	0.975	0.388	A
calls	colle	0.781	0.975	0.406	A
dream	rimes	0.781	0.831	0.271	A
dream	rime	0.781	0.831	0.519	GOLD
feels	files	0.781	0.975	0.273	A
feels	file	0.781	0.975	0.259	A
feels	fil	0.781	0.975	0.466	GOLD
carry	cris	0.781	0.675	0.341	A
carry	crient	0.781	0.675	0.319	A
carry	crie	0.781	0.675	0.303	A
caused	codes	0.781	0.914	0.236	A
caused	code	0.781	0.934	0.284	A
fell	faibles	0.781	0.929	0.494	GOLD
fell	faible	0.781	0.929	0.501	GOLD
tree	tueries	0.781	0.702	0.378	A
tree	tuerie	0.781	0.702	0.332	A
vs	vis	0.781	0.774	0.664	GOLD
cent	sets	0.781	0.929	0.255	A
cent	set	0.781	0.929	0.322	A
cent	sept	0.781	0.929	0.395	A
forced	ost	0.781	0.812	0.476	GOLD
fresh	frais	0.781	0.736	0.698	GOLD
draw	drop	0.781	0.753	0.343	A
draw	drogues	0.781	0.731	0.191	A
draw	drogue	0.781	0.731	0.110	A
ex	tex	0.781	0.905	0.464	GOLD
ex	sexes	0.781	0.905	0.469	GOLD
ex	sexe	0.781	0.905	0.491	GOLD
bet	embête	0.781	0.865	0.619	GOLD
leaves	lisent	0.781	0.929	0.413	A
leaves	lise	0.781	0.929	0.404	A
tells	thèses	0.781	0.929	0.575	GOLD
tells	thèse	0.781	0.929	0.572	GOLD
tells	tels	0.781	0.975	0.373	A
cells	sels	0.781	0.975	0.285	A
cells	selles	0.781	0.975	0.262	A
cells	selle	0.781	0.975	0.283	A
orders	hordes	0.781	0.790	0.365	A
orders	horde	0.781	0.790	0.473	GOLD
sport	potes	0.781	0.908	0.345	A
cheap	types	0.781	0.916	0.178	A
cheap	type	0.781	0.916	0.153	A
crew	croûte	0.781	0.736	0.312	A
proof	proue	0.781	0.736	0.598	GOLD
suit	scouts	0.781	0.916	0.239	A
suit	scout	0.781	0.916	0.257	A
grew	groupes	0.781	0.750	0.292	A
grew	groupe	0.781	0.750	0.303	A
grew	group	0.781	0.750	0.256	A
sets	set	0.781	0.975	0.878	GOLD
sets	sept	0.781	0.975	0.453	GOLD
sets	cette	0.781	0.975	0.430	A
tech	tex	0.781	0.975	0.518	GOLD
tech	tchèques	0.781	0.916	0.244	A
tech	tchèque	0.781	0.916	0.242	A
trees	tri	0.781	0.736	0.444	A
shared	chères	0.781	0.853	0.409	A
shared	chère	0.781	0.853	0.377	A
shared	chers	0.781	0.853	0.486	GOLD
taught	toto	0.781	0.783	0.432	A
appeal	piles	0.781	0.908	0.147	A
appeal	pile	0.781	0.908	0.233	A
ms	messes	0.781	0.885	0.477	GOLD
ms	messe	0.781	0.885	0.690	GOLD
pool	poulets	0.781	0.798	0.310	A
route	croûte	0.781	0.657	0.394	A
storm	tomes	0.781	0.908	0.386	A
storm	tome	0.781	0.889	0.375	A
storm	sommes	0.781	0.844	0.374	A
cute	coûtent	0.781	0.916	0.303	A
cute	coûte	0.781	0.916	0.252	A
leads	lisent	0.781	0.934	0.500	GOLD
leads	lise	0.781	0.934	0.494	GOLD
fault	folles	0.781	0.975	0.550	GOLD
fault	folle	0.781	0.975	0.570	GOLD
pure	pioche	0.781	0.841	0.701	GOLD
falls	folles	0.781	0.975	0.388	A
falls	folle	0.781	0.975	0.409	A
falls	fol	0.781	0.975	0.388	A
false	folles	0.781	0.975	0.557	GOLD
false	folle	0.781	0.975	0.582	GOLD
false	fol	0.781	0.975	0.521	GOLD
scored	codes	0.781	0.908	0.329	A
scored	code	0.781	0.889	0.370	A
cream	rimes	0.781	0.854	0.297	A
salt	sols	0.781	0.975	0.362	A
shares	chères	0.781	0.881	0.279	A
shares	chère	0.781	0.881	0.251	A
shares	chers	0.781	0.881	0.450	A
deals	dix	0.781	0.915	0.408	A
deals	dises	0.781	0.929	0.372	A
deals	disent	0.781	0.929	0.442	A
sees	ciseaux	0.781	0.798	0.572	GOLD
sees	assises	0.781	0.865	0.646	GOLD
guest	est	0.781	0.739	0.422	A
rent	rênes	0.781	0.807	0.315	A
rent	rennes	0.781	0.807	0.238	A
rent	reines	0.781	0.807	0.306	A
scenes	six	0.781	0.915	0.298	A
scenes	seine	0.781	0.931	0.416	A
fruit	routes	0.781	0.854	0.127	A
fruit	route	0.781	0.854	0.153	A
fruit	foutent	0.781	0.916	0.266	A
scheme	skis	0.781	0.921	0.245	A
