en	fr	score	tier	gold_en	gold_fr	src_tier
explicit	explicite	0.789	STRICT	explicit	explicites	DUAL-S
explode	exploser	0.792	STRICT	explode	explose	DUAL-S
explode	explosé	0.792	STRICT	explode	explose	DUAL-S
explode	explosent	0.836	STRICT	explode	explose	DUAL-S
explode	explosa	0.792	STRICT	explode	explose	DUAL-S
explode	explosant	0.792	STRICT	explode	explose	DUAL-S
explode	explosait	0.792	STRICT	explode	explose	DUAL-S
explode	explosez	0.792	STRICT	explode	explose	DUAL-S
explode	exploses	0.836	STRICT	explode	explose	DUAL-S
exploded	explose	0.730	STRICT	explode	explose	DUAL-S
exploded	exploser	0.753	STRICT	explode	explose	DUAL-S
exploded	explosé	0.753	STRICT	explode	explose	DUAL-S
exploded	explosent	0.792	STRICT	explode	explose	DUAL-S
exploded	explosa	0.756	STRICT	explode	explose	DUAL-S
exploded	explosant	0.766	STRICT	explode	explose	DUAL-S
exploded	explosait	0.753	STRICT	explode	explose	DUAL-S
exploded	explosez	0.753	STRICT	explode	explose	DUAL-S
exploded	exploses	0.792	STRICT	explode	explose	DUAL-S
exploding	explose	0.714	STRICT	explode	explose	DUAL-S
exploding	exploser	0.750	STRICT	explode	explose	DUAL-S
exploding	explosé	0.750	STRICT	explode	explose	DUAL-S
exploding	explosent	0.773	STRICT	explode	explose	DUAL-S
exploding	explosa	0.737	STRICT	explode	explose	DUAL-S
exploding	explosant	0.749	STRICT	explode	explose	DUAL-S
exploding	explosait	0.757	STRICT	explode	explose	DUAL-S
exploding	explosez	0.750	STRICT	explode	explose	DUAL-S
exploding	exploses	0.773	STRICT	explode	explose	DUAL-S
explodes	explose	0.801	STRICT	explode	explose	DUAL-S
explodes	exploser	0.769	STRICT	explode	explose	DUAL-S
explodes	explosé	0.769	STRICT	explode	explose	DUAL-S
explodes	explosent	0.863	STRICT	explode	explose	DUAL-S
explodes	explosa	0.769	STRICT	explode	explose	DUAL-S
explodes	explosant	0.769	STRICT	explode	explose	DUAL-S
explodes	explosait	0.769	STRICT	explode	explose	DUAL-S
explodes	explosez	0.769	STRICT	explode	explose	DUAL-S
explodes	exploses	0.863	STRICT	explode	explose	DUAL-S
explode	explose	0.770	STRICT	explode	exploser	DUAL-S
explode	explosée	0.792	STRICT	explode	exploser	DUAL-S
explode	explosera	0.756	STRICT	explode	exploser	DUAL-S
explode	explosés	0.792	STRICT	explode	exploser	DUAL-S
explode	explosées	0.792	STRICT	explode	exploser	DUAL-S
explode	exploserait	0.756	STRICT	explode	exploser	DUAL-S
explode	explosaient	0.792	STRICT	explode	exploser	DUAL-S
exploded	explosée	0.753	STRICT	explode	exploser	DUAL-S
exploded	explosera	0.731	STRICT	explode	exploser	DUAL-S
exploded	explosés	0.753	STRICT	explode	exploser	DUAL-S
exploded	explosées	0.753	STRICT	explode	exploser	DUAL-S
exploded	exploserait	0.731	STRICT	explode	exploser	DUAL-S
exploded	explosaient	0.753	STRICT	explode	exploser	DUAL-S
exploding	explosée	0.750	STRICT	explode	exploser	DUAL-S
exploding	explosera	0.710	STRICT	explode	exploser	DUAL-S
exploding	explosés	0.750	STRICT	explode	exploser	DUAL-S
exploding	explosées	0.750	STRICT	explode	exploser	DUAL-S
exploding	exploserait	0.726	STRICT	explode	exploser	DUAL-S
exploding	explosaient	0.757	STRICT	explode	exploser	DUAL-S
explodes	explosée	0.769	STRICT	explode	exploser	DUAL-S
explodes	explosera	0.731	STRICT	explode	exploser	DUAL-S
explodes	explosés	0.769	STRICT	explode	exploser	DUAL-S
explodes	explosées	0.769	STRICT	explode	exploser	DUAL-S
explodes	exploserait	0.731	STRICT	explode	exploser	DUAL-S
explodes	explosaient	0.769	STRICT	explode	exploser	DUAL-S
exploit	exploiter	0.712	STRICT	exploit	exploit	DUAL-S
exploit	exploitant	0.712	STRICT	exploit	exploit	DUAL-S
exploit	exploite	0.802	STRICT	exploit	exploit	DUAL-S
exploit	exploité	0.712	STRICT	exploit	exploit	DUAL-S
exploit	exploits	0.736	STRICT	exploit	exploit	DUAL-S
exploit	exploités	0.712	STRICT	exploit	exploit	DUAL-S
exploit	exploitées	0.712	STRICT	exploit	exploit	DUAL-S
exploit	exploitée	0.712	STRICT	exploit	exploit	DUAL-S
exploit	exploitent	0.802	STRICT	exploit	exploit	DUAL-S
exploit	exploitait	0.712	STRICT	exploit	exploit	DUAL-S
exploit	exploitaient	0.712	STRICT	exploit	exploit	DUAL-S
exploit	exploitez	0.712	STRICT	exploit	exploit	DUAL-S
exploited	exploit	0.704	STRICT	exploit	exploit	DUAL-S
exploited	exploiter	0.678	STRICT	exploit	exploit	DUAL-S
exploited	exploitant	0.678	STRICT	exploit	exploit	DUAL-S
exploited	exploite	0.705	STRICT	exploit	exploit	DUAL-S
exploited	exploité	0.678	STRICT	exploit	exploit	DUAL-S
exploited	exploits	0.704	STRICT	exploit	exploit	DUAL-S
exploited	exploités	0.678	STRICT	exploit	exploit	DUAL-S
exploited	exploitées	0.678	STRICT	exploit	exploit	DUAL-S
exploited	exploitée	0.678	STRICT	exploit	exploit	DUAL-S
exploited	exploitent	0.705	STRICT	exploit	exploit	DUAL-S
exploited	exploitait	0.678	STRICT	exploit	exploit	DUAL-S
exploited	exploitaient	0.678	STRICT	exploit	exploit	DUAL-S
exploited	exploitez	0.678	STRICT	exploit	exploit	DUAL-S
exploits	exploit	0.704	STRICT	exploit	exploit	DUAL-S
exploits	exploiter	0.683	STRICT	exploit	exploit	DUAL-S
exploits	exploitant	0.683	STRICT	exploit	exploit	DUAL-S
exploits	exploite	0.712	STRICT	exploit	exploit	DUAL-S
exploits	exploité	0.683	STRICT	exploit	exploit	DUAL-S
exploits	exploits	0.704	STRICT	exploit	exploit	DUAL-S
exploits	exploités	0.683	STRICT	exploit	exploit	DUAL-S
exploits	exploitées	0.683	STRICT	exploit	exploit	DUAL-S
exploits	exploitée	0.683	STRICT	exploit	exploit	DUAL-S
exploits	exploitent	0.712	STRICT	exploit	exploit	DUAL-S
exploits	exploitait	0.683	STRICT	exploit	exploit	DUAL-S
exploits	exploitaient	0.683	STRICT	exploit	exploit	DUAL-S
exploits	exploitez	0.683	STRICT	exploit	exploit	DUAL-S
exploiting	exploit	0.691	STRICT	exploit	exploit	DUAL-S
exploiting	exploiter	0.647	STRICT	exploit	exploit	DUAL-S
exploiting	exploitant	0.646	STRICT	exploit	exploit	DUAL-S
exploiting	exploite	0.664	STRICT	exploit	exploit	DUAL-S
exploiting	exploité	0.647	STRICT	exploit	exploit	DUAL-S
exploiting	exploits	0.691	STRICT	exploit	exploit	DUAL-S
exploiting	exploités	0.647	STRICT	exploit	exploit	DUAL-S
exploiting	exploitées	0.647	STRICT	exploit	exploit	DUAL-S
exploiting	exploitée	0.647	STRICT	exploit	exploit	DUAL-S
exploiting	exploitent	0.664	STRICT	exploit	exploit	DUAL-S
exploiting	exploitait	0.653	STRICT	exploit	exploit	DUAL-S
exploiting	exploitaient	0.653	STRICT	exploit	exploit	DUAL-S
exploiting	exploitez	0.647	STRICT	exploit	exploit	DUAL-S
exploring	explorant	0.830	STRICT	explore	explorant	DUAL-S
explored	explorant	0.852	STRICT	explore	explorant	DUAL-S
explores	explorant	0.842	STRICT	explore	explorant	DUAL-S
explore	explorateurs	0.824	STRICT	explore	explorateur	DUAL-S
exploring	explorateur	0.738	STRICT	explore	explorateur	DUAL-S
exploring	explorateurs	0.738	STRICT	explore	explorateur	DUAL-S
explored	explorateur	0.771	STRICT	explore	explorateur	DUAL-S
explored	explorateurs	0.771	STRICT	explore	explorateur	DUAL-S
explores	explorateur	0.760	STRICT	explore	explorateur	DUAL-S
explores	explorateurs	0.760	STRICT	explore	explorateur	DUAL-S
explore	explorateur	0.824	STRICT	explore	explorateurs	DUAL-S
explore	explore	0.868	STRICT	explore	explorer	DUAL-S
explore	exploré	0.886	STRICT	explore	explorer	DUAL-S
explore	explorant	0.886	STRICT	explore	explorer	DUAL-S
explore	explorent	1.000	STRICT	explore	explorer	DUAL-S
explore	explorées	0.886	STRICT	explore	explorer	DUAL-S
explore	explorée	0.886	STRICT	explore	explorer	DUAL-S
explore	explorés	0.886	STRICT	explore	explorer	DUAL-S
explore	explorez	0.886	STRICT	explore	explorer	DUAL-S
explore	explora	0.886	STRICT	explore	explorer	DUAL-S
explore	explorons	0.886	STRICT	explore	explorer	DUAL-S
explore	explorait	0.886	STRICT	explore	explorer	DUAL-S
explore	explorera	0.842	STRICT	explore	explorer	DUAL-S
exploring	explorer	0.832	STRICT	explore	explorer	DUAL-S
exploring	explore	0.742	STRICT	explore	explorer	DUAL-S
exploring	exploré	0.832	STRICT	explore	explorer	DUAL-S
exploring	explorent	0.859	STRICT	explore	explorer	DUAL-S
exploring	explorées	0.832	STRICT	explore	explorer	DUAL-S
exploring	explorée	0.832	STRICT	explore	explorer	DUAL-S
exploring	explorés	0.832	STRICT	explore	explorer	DUAL-S
exploring	explorez	0.832	STRICT	explore	explorer	DUAL-S
exploring	explora	0.819	STRICT	explore	explorer	DUAL-S
exploring	explorons	0.840	STRICT	explore	explorer	DUAL-S
exploring	explorait	0.838	STRICT	explore	explorer	DUAL-S
exploring	explorera	0.784	STRICT	explore	explorer	DUAL-S
explored	explorer	0.841	STRICT	explore	explorer	DUAL-S
explored	explore	0.762	STRICT	explore	explorer	DUAL-S
explored	exploré	0.841	STRICT	explore	explorer	DUAL-S
explored	explorent	0.886	STRICT	explore	explorer	DUAL-S
explored	explorées	0.841	STRICT	explore	explorer	DUAL-S
explored	explorée	0.841	STRICT	explore	explorer	DUAL-S
explored	explorés	0.841	STRICT	explore	explorer	DUAL-S
explored	explorez	0.841	STRICT	explore	explorer	DUAL-S
explored	explora	0.842	STRICT	explore	explorer	DUAL-S
explored	explorons	0.852	STRICT	explore	explorer	DUAL-S
explored	explorait	0.841	STRICT	explore	explorer	DUAL-S
explored	explorera	0.812	STRICT	explore	explorer	DUAL-S
explores	explorer	0.841	STRICT	explore	explorer	DUAL-S
explores	explore	0.762	STRICT	explore	explorer	DUAL-S
explores	exploré	0.841	STRICT	explore	explorer	DUAL-S
explores	explorent	0.886	STRICT	explore	explorer	DUAL-S
explores	explorées	0.841	STRICT	explore	explorer	DUAL-S
explores	explorée	0.841	STRICT	explore	explorer	DUAL-S
explores	explorés	0.841	STRICT	explore	explorer	DUAL-S
explores	explorez	0.841	STRICT	explore	explorer	DUAL-S
explores	explora	0.842	STRICT	explore	explorer	DUAL-S
explores	explorons	0.842	STRICT	explore	explorer	DUAL-S
explores	explorait	0.841	STRICT	explore	explorer	DUAL-S
explores	explorera	0.812	STRICT	explore	explorer	DUAL-S
explorers	explorant	0.842	STRICT	explorer	explorant	DUAL-S
explorer	explorateurs	0.824	STRICT	explorer	explorateur	DUAL-S
explorers	explorateur	0.760	STRICT	explorer	explorateur	DUAL-S
explorers	explorateurs	0.760	STRICT	explorer	explorateur	DUAL-S
explorer	explorateur	0.824	STRICT	explorer	explorateurs	DUAL-S
explorer	explore	0.868	STRICT	explorer	explorer	DUAL-S
explorer	exploré	0.886	STRICT	explorer	explorer	DUAL-S
explorer	explorant	0.886	STRICT	explorer	explorer	DUAL-S
explorer	explorent	1.000	STRICT	explorer	explorer	DUAL-S
explorer	explorées	0.886	STRICT	explorer	explorer	DUAL-S
explorer	explorée	0.886	STRICT	explorer	explorer	DUAL-S
explorer	explorés	0.886	STRICT	explorer	explorer	DUAL-S
explorer	explorez	0.886	STRICT	explorer	explorer	DUAL-S
explorer	explora	0.886	STRICT	explorer	explorer	DUAL-S
explorer	explorons	0.886	STRICT	explorer	explorer	DUAL-S
explorer	explorait	0.886	STRICT	explorer	explorer	DUAL-S
explorer	explorera	0.842	STRICT	explorer	explorer	DUAL-S
explorers	explorer	0.841	STRICT	explorer	explorer	DUAL-S
explorers	explore	0.762	STRICT	explorer	explorer	DUAL-S
explorers	exploré	0.841	STRICT	explorer	explorer	DUAL-S
explorers	explorent	0.886	STRICT	explorer	explorer	DUAL-S
explorers	explorées	0.841	STRICT	explorer	explorer	DUAL-S
explorers	explorée	0.841	STRICT	explorer	explorer	DUAL-S
explorers	explorés	0.841	STRICT	explorer	explorer	DUAL-S
explorers	explorez	0.841	STRICT	explorer	explorer	DUAL-S
explorers	explora	0.842	STRICT	explorer	explorer	DUAL-S
explorers	explorons	0.842	STRICT	explorer	explorer	DUAL-S
explorers	explorait	0.841	STRICT	explorer	explorer	DUAL-S
explorers	explorera	0.812	STRICT	explorer	explorer	DUAL-S
explorer	explorer	0.886	STRICT	explorers	explorer	DUAL-S
explore	explorer	0.886	STRICT	explores	explore	DUAL-S
explosion	explosions	0.760	STRICT	explosion	explosion	DUAL-S
explosions	explosion	0.731	STRICT	explosion	explosion	DUAL-S
explosions	explosions	0.731	STRICT	explosion	explosion	DUAL-S
explosion	explosion	0.760	STRICT	explosion	explosions	DUAL-S
explosive	explosifs	0.767	STRICT	explosive	explosif	DUAL-S
explosives	explosif	0.735	STRICT	explosive	explosif	DUAL-S
explosives	explosifs	0.735	STRICT	explosive	explosif	DUAL-S
explosive	explosif	0.767	STRICT	explosive	explosifs	DUAL-S
explosive	explosives	0.821	STRICT	explosive	explosive	DUAL-S
explosives	explosive	0.741	STRICT	explosive	explosive	DUAL-S
explosives	explosives	0.741	STRICT	explosive	explosive	DUAL-S
explosive	explosive	0.821	STRICT	explosive	explosives	DUAL-S
expo	expos	0.885	STRICT	expo	expo	DUAL-S
expos	expo	0.822	STRICT	expo	expo	DUAL-S
expos	expos	0.822	STRICT	expo	expo	DUAL-S
export	exporte	0.868	STRICT	export	exporter	DUAL-S
export	exporté	0.762	STRICT	export	exporter	DUAL-S
export	exportés	0.762	STRICT	export	exporter	DUAL-S
export	exportent	0.868	STRICT	export	exporter	DUAL-S
export	exportée	0.762	STRICT	export	exporter	DUAL-S
export	exportées	0.762	STRICT	export	exporter	DUAL-S
export	exportait	0.762	STRICT	export	exporter	DUAL-S
export	exportant	0.762	STRICT	export	exporter	DUAL-S
export	exportez	0.762	STRICT	export	exporter	DUAL-S
exports	exporter	0.726	STRICT	export	exporter	DUAL-S
exports	exporte	0.762	STRICT	export	exporter	DUAL-S
exports	exporté	0.726	STRICT	export	exporter	DUAL-S
exports	exportés	0.726	STRICT	export	exporter	DUAL-S
exports	exportent	0.762	STRICT	export	exporter	DUAL-S
exports	exportée	0.726	STRICT	export	exporter	DUAL-S
exports	exportées	0.726	STRICT	export	exporter	DUAL-S
exports	exportait	0.726	STRICT	export	exporter	DUAL-S
exports	exportant	0.726	STRICT	export	exporter	DUAL-S
exports	exportez	0.726	STRICT	export	exporter	DUAL-S
exported	exporter	0.663	STRICT	export	exporter	DUAL-S
exported	exporte	0.695	STRICT	export	exporter	DUAL-S
exported	exporté	0.663	STRICT	export	exporter	DUAL-S
exported	exportés	0.663	STRICT	export	exporter	DUAL-S
exported	exportent	0.695	STRICT	export	exporter	DUAL-S
exported	exportée	0.663	STRICT	export	exporter	DUAL-S
exported	exportées	0.663	STRICT	export	exporter	DUAL-S
exported	exportait	0.663	STRICT	export	exporter	DUAL-S
exported	exportant	0.663	STRICT	export	exporter	DUAL-S
exported	exportez	0.663	STRICT	export	exporter	DUAL-S
exporting	exporter	0.629	STRICT	export	exporter	DUAL-S
exporting	exporte	0.647	STRICT	export	exporter	DUAL-S
exporting	exporté	0.629	STRICT	export	exporter	DUAL-S
exporting	exportés	0.629	STRICT	export	exporter	DUAL-S
exporting	exportent	0.647	STRICT	export	exporter	DUAL-S
exporting	exportée	0.629	STRICT	export	exporter	DUAL-S
exporting	exportées	0.629	STRICT	export	exporter	DUAL-S
exporting	exportait	0.635	STRICT	export	exporter	DUAL-S
exporting	exportant	0.627	STRICT	export	exporter	DUAL-S
exporting	exportez	0.629	STRICT	export	exporter	DUAL-S
expos	exposé	0.782	STRICT	expos	expos	DUAL-S
expos	expose	0.825	STRICT	expos	expos	DUAL-S
expos	exposer	0.782	STRICT	expos	expos	DUAL-S
expos	exposés	0.782	STRICT	expos	expos	DUAL-S
expos	exposées	0.782	STRICT	expos	expos	DUAL-S
expos	exposée	0.782	STRICT	expos	expos	DUAL-S
expos	exposant	0.782	STRICT	expos	expos	DUAL-S
expos	exposent	0.900	STRICT	expos	expos	DUAL-S
expos	exposait	0.782	STRICT	expos	expos	DUAL-S
expos	exposez	0.782	STRICT	expos	expos	DUAL-S
expos	exposa	0.782	STRICT	expos	expos	DUAL-S
expo	exposé	0.773	STRICT	expos	expos	DUAL-S
expo	expose	0.742	STRICT	expos	expos	DUAL-S
expo	exposer	0.773	STRICT	expos	expos	DUAL-S
expo	exposés	0.773	STRICT	expos	expos	DUAL-S
expo	expo	0.885	STRICT	expos	expos	DUAL-S
expo	exposées	0.773	STRICT	expos	expos	DUAL-S
expo	exposée	0.773	STRICT	expos	expos	DUAL-S
expo	exposant	0.773	STRICT	expos	expos	DUAL-S
expo	exposent	0.822	STRICT	expos	expos	DUAL-S
expo	exposait	0.793	STRICT	expos	expos	DUAL-S
expo	exposez	0.773	STRICT	expos	expos	DUAL-S
expo	exposa	0.773	STRICT	expos	expos	DUAL-S
expose	exposé	0.782	STRICT	expose	exposer	DUAL-S
expose	expose	0.825	STRICT	expose	exposer	DUAL-S
expose	exposés	0.782	STRICT	expose	exposer	DUAL-S
expose	exposées	0.782	STRICT	expose	exposer	DUAL-S
expose	exposée	0.782	STRICT	expose	exposer	DUAL-S
expose	exposant	0.782	STRICT	expose	exposer	DUAL-S
expose	exposent	0.900	STRICT	expose	exposer	DUAL-S
expose	exposait	0.782	STRICT	expose	exposer	DUAL-S
expose	exposera	0.742	STRICT	expose	exposer	DUAL-S
expose	exposez	0.782	STRICT	expose	exposer	DUAL-S
expose	exposa	0.782	STRICT	expose	exposer	DUAL-S
expose	exposerait	0.742	STRICT	expose	exposer	DUAL-S
exposed	exposer	0.739	STRICT	expose	exposer	DUAL-S
exposed	exposé	0.739	STRICT	expose	exposer	DUAL-S
exposed	expose	0.713	STRICT	expose	exposer	DUAL-S
exposed	exposés	0.739	STRICT	expose	exposer	DUAL-S
exposed	exposées	0.739	STRICT	expose	exposer	DUAL-S
exposed	exposée	0.739	STRICT	expose	exposer	DUAL-S
exposed	exposant	0.753	STRICT	expose	exposer	DUAL-S
exposed	exposent	0.782	STRICT	expose	exposer	DUAL-S
exposed	exposait	0.739	STRICT	expose	exposer	DUAL-S
exposed	exposera	0.715	STRICT	expose	exposer	DUAL-S
exposed	exposez	0.739	STRICT	expose	exposer	DUAL-S
exposed	exposa	0.742	STRICT	expose	exposer	DUAL-S
exposed	exposerait	0.715	STRICT	expose	exposer	DUAL-S
exposing	exposer	0.737	STRICT	expose	exposer	DUAL-S
exposing	exposé	0.737	STRICT	expose	exposer	DUAL-S
exposing	expose	0.695	STRICT	expose	exposer	DUAL-S
exposing	exposés	0.737	STRICT	expose	exposer	DUAL-S
exposing	exposées	0.737	STRICT	expose	exposer	DUAL-S
exposing	exposée	0.737	STRICT	expose	exposer	DUAL-S
exposing	exposant	0.735	STRICT	expose	exposer	DUAL-S
exposing	exposent	0.760	STRICT	expose	exposer	DUAL-S
exposing	exposait	0.744	STRICT	expose	exposer	DUAL-S
exposing	exposera	0.691	STRICT	expose	exposer	DUAL-S
exposing	exposez	0.737	STRICT	expose	exposer	DUAL-S
exposing	exposa	0.722	STRICT	expose	exposer	DUAL-S
exposing	exposerait	0.710	STRICT	expose	exposer	DUAL-S
exposes	exposer	0.739	STRICT	expose	exposer	DUAL-S
exposes	exposé	0.739	STRICT	expose	exposer	DUAL-S
exposes	expose	0.775	STRICT	expose	exposer	DUAL-S
exposes	exposés	0.739	STRICT	expose	exposer	DUAL-S
exposes	exposées	0.739	STRICT	expose	exposer	DUAL-S
exposes	exposée	0.739	STRICT	expose	exposer	DUAL-S
exposes	exposant	0.742	STRICT	expose	exposer	DUAL-S
exposes	exposent	0.845	STRICT	expose	exposer	DUAL-S
exposes	exposait	0.739	STRICT	expose	exposer	DUAL-S
exposes	exposera	0.715	STRICT	expose	exposer	DUAL-S
exposes	exposez	0.739	STRICT	expose	exposer	DUAL-S
exposes	exposa	0.742	STRICT	expose	exposer	DUAL-S
exposes	exposerait	0.715	STRICT	expose	exposer	DUAL-S
exposure	exposé	0.765	STRICT	exposure	exposer	DUAL-S
exposure	expose	0.738	STRICT	exposure	exposer	DUAL-S
exposure	exposés	0.765	STRICT	exposure	exposer	DUAL-S
exposure	exposées	0.765	STRICT	exposure	exposer	DUAL-S
exposure	exposée	0.765	STRICT	exposure	exposer	DUAL-S
exposure	exposant	0.765	STRICT	exposure	exposer	DUAL-S
exposure	exposent	0.813	STRICT	exposure	exposer	DUAL-S
exposure	exposait	0.765	STRICT	exposure	exposer	DUAL-S
exposure	exposera	0.728	STRICT	exposure	exposer	DUAL-S
exposure	exposez	0.765	STRICT	exposure	exposer	DUAL-S
exposure	exposa	0.765	STRICT	exposure	exposer	DUAL-S
exposure	exposerait	0.728	STRICT	exposure	exposer	DUAL-S
exposures	exposer	0.742	STRICT	exposure	exposer	DUAL-S
exposures	exposé	0.742	STRICT	exposure	exposer	DUAL-S
exposures	expose	0.775	STRICT	exposure	exposer	DUAL-S
exposures	exposés	0.742	STRICT	exposure	exposer	DUAL-S
exposures	exposées	0.742	STRICT	exposure	exposer	DUAL-S
exposures	exposée	0.742	STRICT	exposure	exposer	DUAL-S
exposures	exposant	0.742	STRICT	exposure	exposer	DUAL-S
exposures	exposent	0.845	STRICT	exposure	exposer	DUAL-S
exposures	exposait	0.742	STRICT	exposure	exposer	DUAL-S
exposures	exposera	0.701	STRICT	exposure	exposer	DUAL-S
exposures	exposez	0.742	STRICT	exposure	exposer	DUAL-S
exposures	exposa	0.742	STRICT	exposure	exposer	DUAL-S
exposures	exposerait	0.701	STRICT	exposure	exposer	DUAL-S
expr	expres	0.822	STRICT	expr	expr	DUAL-S
expr	exprés	0.763	STRICT	expr	expr	DUAL-S
express	expresse	1.000	STRICT	express	express	DUAL-S
express	expres	0.797	STRICT	express	express	DUAL-S
express	expresses	1.000	STRICT	express	express	DUAL-S
expressed	express	0.717	STRICT	express	express	DUAL-S
expressed	expresse	0.886	STRICT	express	express	DUAL-S
expressed	expres	0.755	STRICT	express	express	DUAL-S
expressed	expresses	0.886	STRICT	express	express	DUAL-S
expressing	express	0.680	STRICT	express	express	DUAL-S
expressing	expresse	0.859	STRICT	express	express	DUAL-S
expressing	expres	0.736	STRICT	express	express	DUAL-S
expressing	expresses	0.859	STRICT	express	express	DUAL-S
expresses	express	0.710	STRICT	express	express	DUAL-S
expresses	expresse	0.886	STRICT	express	express	DUAL-S
expresses	expres	0.755	STRICT	express	express	DUAL-S
expresses	expresses	0.886	STRICT	express	express	DUAL-S
expressed	exprès	0.823	STRICT	express	exprès	DUAL-S
expressing	exprès	0.800	STRICT	express	exprès	DUAL-S
expresses	exprès	0.823	STRICT	express	exprès	DUAL-S
express	exprès	0.870	STRICT	expressing	exprès	DUAL-S
expression	expressions	0.775	STRICT	expression	expression	DUAL-S
expressions	expression	0.744	STRICT	expression	expression	DUAL-S
expressions	expressions	0.744	STRICT	expression	expression	DUAL-S
expression	expression	0.775	STRICT	expressions	expressions	DUAL-S
expressive	expressifs	0.838	STRICT	expressive	expressif	DUAL-S
expressos	espresso	0.787	STRICT	expresso	espresso	DUAL-S
expressos	expresso	0.877	STRICT	expresso	expresso	DUAL-S
exterior	exterieure	0.741	STRICT	exterior	exterieur	DUAL-S
exterior	exterieurs	0.741	STRICT	exterior	exterieur	DUAL-S
exteriors	exterieur	0.715	STRICT	exterior	exterieur	DUAL-S
exteriors	exterieure	0.715	STRICT	exterior	exterieur	DUAL-S
exteriors	exterieurs	0.715	STRICT	exterior	exterieur	DUAL-S
extort	extorqué	0.793	STRICT	extort	extorquer	DUAL-S
extort	extorqués	0.793	STRICT	extort	extorquer	DUAL-S
extort	extorque	0.837	STRICT	extort	extorquer	DUAL-S
extort	extorquent	0.837	STRICT	extort	extorquer	DUAL-S
extort	extorquée	0.793	STRICT	extort	extorquer	DUAL-S
extort	extorquées	0.793	STRICT	extort	extorquer	DUAL-S
extort	extorquait	0.793	STRICT	extort	extorquer	DUAL-S
extort	extorquai	0.793	STRICT	extort	extorquer	DUAL-S
extort	extorquez	0.793	STRICT	extort	extorquer	DUAL-S
extorted	extorquer	0.750	STRICT	extort	extorquer	DUAL-S
extorted	extorqué	0.750	STRICT	extort	extorquer	DUAL-S
extorted	extorqués	0.750	STRICT	extort	extorquer	DUAL-S
extorted	extorque	0.786	STRICT	extort	extorquer	DUAL-S
extorted	extorquent	0.786	STRICT	extort	extorquer	DUAL-S
extorted	extorquée	0.750	STRICT	extort	extorquer	DUAL-S
extorted	extorquées	0.750	STRICT	extort	extorquer	DUAL-S
extorted	extorquait	0.750	STRICT	extort	extorquer	DUAL-S
extorted	extorquai	0.750	STRICT	extort	extorquer	DUAL-S
extorted	extorquez	0.750	STRICT	extort	extorquer	DUAL-S
extorting	extorquer	0.750	STRICT	extort	extorquer	DUAL-S
extorting	extorqué	0.750	STRICT	extort	extorquer	DUAL-S
extorting	extorqués	0.750	STRICT	extort	extorquer	DUAL-S
extorting	extorque	0.783	STRICT	extort	extorquer	DUAL-S
extorting	extorquent	0.783	STRICT	extort	extorquer	DUAL-S
extorting	extorquée	0.750	STRICT	extort	extorquer	DUAL-S
extorting	extorquées	0.750	STRICT	extort	extorquer	DUAL-S
extorting	extorquait	0.750	STRICT	extort	extorquer	DUAL-S
extorting	extorquai	0.750	STRICT	extort	extorquer	DUAL-S
extorting	extorquez	0.750	STRICT	extort	extorquer	DUAL-S
extorts	extorquer	0.757	STRICT	extort	extorquer	DUAL-S
extorts	extorqué	0.757	STRICT	extort	extorquer	DUAL-S
extorts	extorqués	0.757	STRICT	extort	extorquer	DUAL-S
extorts	extorque	0.793	STRICT	extort	extorquer	DUAL-S
extorts	extorquent	0.793	STRICT	extort	extorquer	DUAL-S
extorts	extorquée	0.757	STRICT	extort	extorquer	DUAL-S
extorts	extorquées	0.757	STRICT	extort	extorquer	DUAL-S
extorts	extorquait	0.757	STRICT	extort	extorquer	DUAL-S
extorts	extorquai	0.757	STRICT	extort	extorquer	DUAL-S
extorts	extorquez	0.757	STRICT	extort	extorquer	DUAL-S
extortion	extorsions	0.775	STRICT	extortion	extorsion	DUAL-S
extra	extras	0.837	STRICT	extra	extra	DUAL-S
extras	extra	0.786	STRICT	extra	extra	DUAL-S
extras	extras	0.786	STRICT	extra	extra	DUAL-S
extract	extraits	0.745	STRICT	extract	extrait	DUAL-S
extract	extraite	0.812	STRICT	extract	extrait	DUAL-S
extract	extraites	0.812	STRICT	extract	extrait	DUAL-S
extracted	extrait	0.711	STRICT	extract	extrait	DUAL-S
extracted	extraits	0.711	STRICT	extract	extrait	DUAL-S
extracted	extraite	0.718	STRICT	extract	extrait	DUAL-S
extracted	extraites	0.718	STRICT	extract	extrait	DUAL-S
extracts	extrait	0.711	STRICT	extract	extrait	DUAL-S
extracts	extraits	0.711	STRICT	extract	extrait	DUAL-S
extracts	extraite	0.718	STRICT	extract	extrait	DUAL-S
extracts	extraites	0.718	STRICT	extract	extrait	DUAL-S
extracting	extrait	0.697	STRICT	extract	extrait	DUAL-S
extracting	extraits	0.697	STRICT	extract	extrait	DUAL-S
extracting	extraite	0.703	STRICT	extract	extrait	DUAL-S
extracting	extraites	0.703	STRICT	extract	extrait	DUAL-S
extract	extrait	0.745	STRICT	extract	extraits	DUAL-S
extractive	extractives	0.807	STRICT	extractive	extractive	DUAL-S
extractor	extracteurs	0.752	STRICT	extractor	extracteur	DUAL-S
extractors	extracteur	0.729	STRICT	extractor	extracteur	DUAL-S
extractors	extracteurs	0.729	STRICT	extractor	extracteur	DUAL-S
