word	mate	shared
deductions	deduction	2
deer	cerf	2
deer	suede	2
deer	stag	2
deer	doe	2
defaulted	defaulting	2
defaulting	defaulted	2
defeat	defeats	2
defeat	defeated	2
defeated	defeat	2
defeated	defeats	2
defeats	defeat	2
defeats	defeated	2
defection	desertion	2
defend	defending	3
defending	defend	3
deferred	delayed	2
defiance	distrust	2
define	defined	6
define	defining	5
define	defines	3
define	definition	3
defined	define	6
defined	defines	3
defined	defining	3
defines	define	3
defines	defined	3
defines	defining	3
defining	define	5
defining	definition	4
defining	defined	3
defining	defines	3
defining	definitions	2
definition	defining	4
definition	define	3
definition	definitions	2
definitions	definition	2
definitions	defining	2
deflation	deflationary	2
deflationary	deflation	2
deformation	distortions	4
deformation	distortion	4
deformation	deformations	4
deformation	warp	4
deformation	strain	2
deformations	deformation	4
deformations	distortions	4
deformations	distortion	4
deformations	warp	4
deformations	strain	2
deformed	distorted	2
deformed	warped	2
defunct	deceased	2
defy	defying	2
defying	defy	2
degenerate	degenerates	2
degenerates	degenerate	2
degradation	deteriorated	7
degradation	deterioration	7
degradation	deteriorating	5
degradation	degraded	3
degrade	degrading	3
degraded	gradients	6
degraded	deteriorated	6
degraded	gradient	6
degraded	deteriorating	3
degraded	degradation	3
degraded	deterioration	3
degrading	degrade	3
degree	degrees	2
degrees	degree	2
delay	delays	3
delay	delayed	3
delayed	delays	3
delayed	delay	3
delayed	deferred	2
delays	delayed	3
delays	delay	3
delegate	delegates	5
delegate	delegated	5
delegate	delegating	4
delegated	delegates	5
delegated	delegate	5
delegated	delegating	4
delegates	delegate	5
delegates	delegated	5
delegates	delegating	4
delegating	delegates	4
delegating	delegate	4
delegating	delegated	4
delia	della	3
deliberate	deliberately	3
deliberate	deliberated	3
deliberated	deliberate	3
deliberated	deliberately	3
deliberately	deliberate	3
deliberately	deliberated	3
deliberation	deliberations	2
deliberations	deliberation	2
delicacies	delights	2
delicacies	delight	2
delicate	dainty	3
delicious	delightful	3
delight	delights	2
delight	delicacies	2
delightful	delicious	3
delights	delicacies	2
delights	delight	2
delimited	delineated	4
delineated	delimited	4
delinquent	delinquents	2
delinquents	delinquent	2
delirious	delusional	4
delirious	delirium	4
delirium	delusional	4
delirium	delirious	4
deliverable	deliverables	2
deliverables	deliverable	2
deliveries	delivery	2
delivery	deliveries	2
della	delia	3
delores	dolores	2
delusional	delirious	4
delusional	delirium	4
demeaning	humiliate	2
demo	demonstration	5
demo	demos	5
demo	demonstrations	3
demo	manifestation	2
democrat	démocrate	4
democrat	democrats	4
democrat	democratic	4
democratic	democrat	4
democratic	démocrate	4
democratic	democrats	4
democrats	democrat	4
democrats	démocrate	4
democrats	democratic	4
demographic	demographics	3
demographic	demography	2
demographics	demographic	3
demographics	demography	2
demography	demographics	2
demography	demographic	2
demoiselle	maiden	2
demolition	demolitions	2
demolitions	demolition	2
demon	devil	3
demon	daemon	3
demon	diable	2
demons	diables	2
demons	devils	2
demonstrate	demonstrating	2
demonstrating	demonstrate	2
demonstration	demo	5
demonstration	demos	5
demonstration	demonstrations	3
demonstration	manifestation	3
demonstration	protesting	2
demonstration	protest	2
demonstration	protests	2
demonstrations	demo	3
demonstrations	demos	3
demonstrations	demonstration	3
demonstrations	manifestation	2
demonstrator	protester	2
demonstrators	protestors	2
demonstrators	protesters	2
demos	demonstration	5
demos	demo	5
demos	demonstrations	3
demos	manifestation	2
denis	dennis	2
dennis	denis	2
denounce	denounces	3
denounces	denounce	3
densities	density	2
density	densities	2
dent	dents	2
dentist	dentists	2
dentists	dentist	2
dentition	dents	2
dents	dentition	2
dents	dent	2
deny	decline	3
deny	decrease	2
deny	declining	2
departure	departures	3
departures	departure	3
depend	depends	4
dependable	reliable	2
dependant	dependent	4
dependence	dependency	2
dependence	dependencies	2
dependencies	dependence	2
dependencies	dependency	2
dependency	dependence	2
dependency	dependencies	2
dependent	dependant	4
depends	depend	4
deplore	deploring	3
deploring	deplore	3
deploy	deploying	4
deploy	deploys	3
deploy	deployment	3
deploying	deploy	4
deploying	deploys	3
deploying	deployment	3
deployment	deploy	3
deployment	deploying	3
deployment	deploys	3
deploys	deploy	3
deploys	deploying	3
deploys	deployment	3
deportation	deportations	2
deportations	deportation	2
deported	deportees	2
deportees	deported	2
deposit	depot	3
depositary	depository	2
depositor	depositors	2
depositors	depositor	2
depository	depositary	2
depot	deposit	3
deprecated	discouraged	4
deprecated	outdated	4
deprecated	discourage	4
depreciation	disability	2
depressed	depressive	6
depression	depressions	2
depressions	depression	2
depressive	depressed	6
deprivation	privations	2
deprivation	privation	2
deprive	depriving	3
depriving	deprive	3
deranged	disturbed	2
deranged	disrupted	2
derivation	diversion	2
derivative	derived	4
derivative	derivatives	3
derivatives	derived	3
derivatives	derivative	3
derived	derivative	4
derived	derivatives	3
descend	down	2
descendant	descending	3
descendant	descendent	3
descendants	descendents	2
descendent	descending	3
descendent	descendant	3
descendents	descendants	2
descending	descendant	3
descending	descendent	3
descending	decreasing	3
descending	decrease	3
described	describes	4
describes	described	4
description	descriptive	3
descriptive	description	3
desert	deserted	4
deserted	desert	4
desertion	defection	2
design	drawing	2
design	draw	2
designated	nominated	2
designated	nominee	2
designer	drawer	2
desire	desires	3
desired	désirée	3
desired	desiree	3
desired	désiré	2
desiree	désirée	3
desiree	desired	3
desiree	désiré	2
desires	desire	3
desiring	desirous	4
desirous	desiring	4
despicable	ignoble	3
despicable	vil	3
despicable	vile	2
dessert	desserts	2
desserts	dessert	2
destin	destiny	3
destination	destinations	2
destinations	destination	2
destiny	destin	3
destroy	destroying	3
destroyed	destroys	4
destroyer	destructive	6
destroyer	destroyers	6
destroyers	destructive	6
destroyers	destroyer	6
destroying	destroy	3
destroys	destroyed	4
destructive	destroyer	6
destructive	destroyers	6
detachment	detachments	2
detachments	detachment	2
detail	details	2
details	detail	2
detained	detainee	2
detainee	detained	2
detainees	prisoners	3
detect	detects	3
detect	detecting	3
detecting	detects	3
detecting	detect	3
detective	inspector	3
detectives	inspectors	2
detects	detect	3
detects	detecting	3
deter	dissuade	2
deter	discourage	2
detergent	detergents	2
detergents	detergent	2
deteriorated	degradation	7
deteriorated	deterioration	7
deteriorated	degraded	6
deteriorated	deteriorating	5
deteriorated	gradients	4
deteriorated	gradient	4
deteriorating	deteriorated	5
deteriorating	degradation	5
deteriorating	deterioration	5
deteriorating	degraded	3
deterioration	degradation	7
deterioration	deteriorated	7
deterioration	deteriorating	5
deterioration	degraded	3
determinant	determine	2
determinant	determining	2
determine	determining	3
determine	determinant	2
determine	determines	2
determines	determine	2
determines	determining	2
determining	determine	3
determining	determinant	2
determining	determines	2
detonator	detonators	2
detonators	detonator	2
detour	detours	3
detour	deviation	3
detours	detour	3
detours	deviation	3
detroit	strait	2
develop	developing	2
developer	developers	2
developers	developer	2
developing	develop	2
deviant	deviate	2
deviate	deviant	2
deviation	detour	3
deviation	detours	3
devil	diable	3
devil	demon	3
devil	daemon	3
devils	diables	2
devils	demons	2
devote	dedicate	2
devote	dedicating	2
devote	dedicates	2
devoted	dedicated	6
devour	devouring	4
devouring	devour	4
dhs	dus	2
diabetes	diabetic	3
diabetes	diabetics	2
diabetic	diabetes	3
diabetic	diabetics	2
diabetics	diabetes	2
diabetics	diabetic	2
diable	devil	3
diable	demon	2
diable	daemon	2
diables	devils	2
diables	demons	2
diagnose	diagnostics	3
diagnose	diagnosing	3
diagnose	diagnostic	3
diagnose	diagnosis	3
diagnose	diagnoses	2
diagnoses	diagnostic	4
diagnoses	diagnosis	4
diagnoses	diagnostics	4
diagnoses	diagnosing	2
diagnoses	diagnose	2
diagnosing	diagnostics	3
diagnosing	diagnostic	3
diagnosing	diagnose	3
diagnosing	diagnosis	3
diagnosing	diagnoses	2
diagnosis	diagnostic	5
diagnosis	diagnostics	5
diagnosis	diagnoses	4
diagnosis	diagnosing	3
diagnosis	diagnose	3
diagnostic	diagnosis	5
diagnostic	diagnostics	5
diagnostic	diagnoses	4
diagnostic	diagnosing	3
diagnostic	diagnose	3
diagnostics	diagnostic	5
diagnostics	diagnosis	5
diagnostics	diagnoses	4
diagnostics	diagnosing	3
diagnostics	diagnose	3
diagram	graphics	2
diagram	graphic	2
diagram	diagrams	2
diagrams	graphics	2
diagrams	graphic	2
diagrams	diagram	2
dialect	dialects	2
dialects	dialect	2
dialog	dialogue	3
dialog	dialogues	3
dialog	dialogs	3
dialogs	dialog	3
dialogs	dialogue	3
dialogs	dialogues	3
dialogue	dialog	3
dialogue	dialogues	3
dialogue	dialogs	3
dialogues	dialog	3
dialogues	dialogue	3
dialogues	dialogs	3
diameter	diameters	2
diameters	diameter	2
diamond	diamonds	3
diamonds	diamond	3
diarrhea	diarrhoea	2
diarrhoea	diarrhea	2
diary	calendar	2
diary	calendars	2
diaz	díaz	2
dick	cock	2
dictate	dictating	3
dictate	dictates	3
dictated	dictation	4
dictates	dictating	3
dictates	dictate	3
dictating	dictate	3
dictating	dictates	3
dictation	dictated	4
dictatorship	dictatorships	2
dictatorships	dictatorship	2
dictionaries	dictionary	2
dictionaries	dictionnaire	2
dictionary	dictionaries	2
dictionary	dictionnaire	2
dictionnaire	dictionaries	2
dictionnaire	dictionary	2
died	deceased	4
died	dead	2
died	death	2
diet	dietary	2
diet	dietetic	2
dietary	diet	2
dietary	dietetic	2
dietetic	diet	2
dietetic	dietary	2
diff	difference	2
differ	differs	2
difference	diff	2
differential	differentials	3
differentials	differential	3
differs	differ	2
difficult	hardcore	2
difficulties	difficulty	2
difficulty	difficulties	2
diffuse	diffused	4
diffuse	diffusion	2
diffused	diffuse	4
diffusion	diffuse	2
digest	digesting	3
digesting	digest	3
diligence	attendance	2
dilute	diluted	4
diluted	dilute	4
dimension	dimensions	2
dimensions	dimension	2
diminished	decreased	3
diminished	decrease	3
dimitri	dmitri	2
dinar	dinars	2
dinars	dinar	2
diner	dinner	2
dinner	diner	2
dinosaur	dinosaurs	2
dinosaurs	dinosaur	2
diode	diodes	2
diodes	diode	2
dioxin	dioxins	2
dioxins	dioxin	2
diplomat	diplomats	3
diplomat	diplomatic	3
diplomatic	diplomats	4
diplomatic	diplomat	3
diplomats	diplomatic	4
diplomats	diplomat	3
direct	directly	4
directly	direct	4
disability	depreciation	2
disadvantage	disadvantages	2
disadvantage	downside	2
disadvantages	disadvantage	2
disadvantages	downside	2
disagree	disagreement	2
disagree	disagreements	2
disagreeable	distasteful	4
disagreeable	unpleasant	2
disagreement	disagree	2
disagreement	disagreements	2
disagreements	disagree	2
disagreements	disagreement	2
disappear	disappearing	4
disappear	disappears	4
disappear	disappearance	2
disappearance	disappearing	3
disappearance	disappearances	2
disappearance	disappear	2
disappearances	disappearing	2
disappearances	disappearance	2
disappearing	disappear	4
disappearing	disappears	3
disappearing	disappearance	3
disappearing	disappearances	2
disappears	disappear	4
disappears	disappearing	3
disappoint	disappointing	4
disappoint	disappointment	3
disappointing	disappointment	5
disappointing	disappoint	4
disappointing	deception	4
disappointing	disillusionment	3
disappointing	disappointments	3
disappointment	disappointing	5
disappointment	disappoint	3
disappointment	deception	3
disappointment	disappointments	3
disappointment	disillusionment	2
disappointments	deception	3
disappointments	disappointment	3
disappointments	disappointing	3
disappointments	disillusionment	2
disarmed	unarmed	2
disarray	dismay	2
disarray	distress	2
disassemble	dismantle	3
disassemble	dismount	3
disassemble	dismantling	2
disassemble	dismantlement	2
disassemble	disassembly	2
disassembled	disbanded	3
disassembled	dismantled	3
disassembly	dismantling	2
disassembly	disassemble	2
disassembly	dismantle	2
disassembly	dismount	2
disaster	catastrophes	5
disaster	catastrophe	4
disaster	disasters	3
disaster	sinister	3
disaster	spooky	2
disasters	catastrophes	3
disasters	disaster	3
disasters	catastrophe	2
disasters	sinister	2
disastrous	catastrophic	4
disbanded	dissolved	5
disbanded	dismantled	4
disbanded	dissolves	3
disbanded	dissolve	3
disbanded	disassembled	3
disc	disk	2
disc	diskette	2
discern	discerning	2
discern	discernment	2
discernible	perceptible	2
discerning	discernment	2
discerning	discern	2
discernment	discerning	2
discernment	discern	2
discharge	junkyard	2
discipline	disciplined	3
disciplined	discipline	3
disco	discotheque	2
disco	discothèque	2
disconnect	disconnection	2
disconnection	disconnect	2
discord	dissension	2
discotheque	disco	2
discotheque	discothèque	2
discothèque	discotheque	2
discothèque	disco	2
discourage	discouraged	7
discourage	deprecated	4
discourage	discourages	4
discourage	dissuade	4
discourage	discouraging	2
discourage	deter	2
discouraged	discourage	7
discouraged	deprecated	4
discouraged	dissuade	3
discouraged	discourages	3
discouraged	discouraging	2
discourages	discourage	4
discourages	discouraged	3
discourages	dissuade	3
discouraging	discouraged	2
discouraging	discourage	2
discover	discovery	5
discover	discoveries	3
discover	discovered	3
discover	discovering	3
discovered	discovery	5
discovered	discoveries	5
discovered	discover	3
discoveries	discovery	5
discoveries	discovered	5
discoveries	discover	3
discovering	discovery	3
discovering	discover	3
discovery	discoveries	5
discovery	discovered	5
discovery	discover	5
discovery	discovering	3
discredit	discredited	3
discredit	discrediting	3
discredited	discredit	3
discredited	discrediting	3
discrediting	discredited	3
discrediting	discredit	3
discreet	discrete	4
discrete	discreet	4
discs	diskettes	2
discs	disks	2
discs	diskette	2
discuss	discussion	2
discussion	debates	4
discussion	discussions	3
discussion	debate	2
discussion	discuss	2
discussions	discussion	3
discussions	debates	3
disgrace	dishonour	2
disgrace	dishonor	2
disguise	disguises	2
disguises	disguise	2
dishonor	dishonour	2
dishonor	disgrace	2
dishonour	dishonor	2
dishonour	disgrace	2
disillusionment	deception	3
disillusionment	disappointing	3
disillusionment	disappointments	2
disillusionment	disappointment	2
disinfect	disinfecting	2
disinfect	disinfection	2
disinfectant	disinfectants	2
disinfectants	disinfectant	2
disinfecting	disinfect	2
disinfecting	disinfection	2
disinfection	disinfecting	2
disinfection	disinfect	2
disintegrate	disintegration	4
disintegrate	decadence	2
disintegrate	decay	2
disintegration	disintegrate	4
disintegration	decadence	2
disintegration	decay	2
disk	diskette	3
disk	disc	2
disk	diskettes	2
disk	disks	2
diskette	disk	3
diskette	diskettes	3
diskette	disks	3
diskette	disc	2
diskette	discs	2
diskettes	disks	3
diskettes	diskette	3
diskettes	discs	2
diskettes	disk	2
disks	diskettes	3
disks	diskette	3
disks	discs	2
disks	disk	2
dismantle	dismantling	3
dismantle	disassemble	3
dismantle	dismantlement	3
dismantle	dismount	3
dismantle	disassembly	2
dismantled	disbanded	4
dismantled	disassembled	3
dismantled	dissolved	2
dismantlement	dismantling	3
dismantlement	dismantle	3
dismantlement	disassemble	2
dismantlement	dismount	2
dismantling	dismantlement	3
dismantling	dismantle	3
dismantling	disassemble	2
dismantling	disassembly	2
dismantling	dismount	2
dismay	disarray	2
dismay	distress	2
dismount	disassemble	3
dismount	dismantle	3
dismount	dismantling	2
dismount	dismantlement	2
dismount	disassembly	2
disobedience	disobeying	2
disobedience	disobey	2
disobey	disobedience	2
disobey	disobeying	2
disobeying	disobedience	2
disobeying	disobey	2
disorder	disordered	2
disorder	disorderly	2
disorder	disorganized	2
disorder	disturbance	2
disordered	disorderly	3
disordered	disorganized	3
disordered	disorder	2
disorderly	disordered	3
disorderly	disorganized	3
disorderly	disorder	2
disorganized	disordered	3
disorganized	disorderly	3
disorganized	disorder	2
disparities	disparity	2
disparity	disparities	2
dispatch	expedition	2
dispelled	dissipated	2
dispersal	dispersing	2
dispersal	dispersion	2
dispersal	disperse	2
disperse	dispersed	5
disperse	dispersing	3
disperse	dispersion	2
disperse	dispersal	2
dispersed	disperse	5
dispersed	dispersing	2
dispersing	disperse	3
dispersing	dispersed	2
dispersing	dispersion	2
dispersing	dispersal	2
dispersion	dispersing	2
dispersion	disperse	2
dispersion	dispersal	2
displaced	misplaced	4
disrupted	deranged	2
disrupted	disturbed	2
dissatisfied	unsatisfied	3
dissect	dissected	3
dissect	dissecting	3
dissect	dissection	2
dissected	dissect	3
dissected	dissecting	3
dissected	dissection	2
dissecting	dissect	3
dissecting	dissected	3
dissecting	dissection	2
dissection	dissect	2
dissection	dissected	2
dissection	dissecting	2
dissension	discord	2
dissent	dissident	4
dissent	dissidence	4
dissent	dissidents	4
dissent	dissenting	4
dissenting	dissent	4
dissenting	dissident	4
dissenting	dissidence	4
dissenting	dissidents	4
dissidence	dissent	4
dissidence	dissident	4
dissidence	dissidents	4
dissidence	dissenting	4
dissident	dissent	4
dissident	dissidence	4
dissident	dissidents	4
dissident	dissenting	4
dissidents	dissent	4
dissidents	dissident	4
dissidents	dissidence	4
dissidents	dissenting	4
dissipated	dispelled	2
dissolution	dissolve	2
dissolution	dissolved	2
dissolve	dissolved	4
dissolve	dissolves	3
dissolve	disbanded	3
dissolve	dissolution	2
dissolved	disbanded	5
dissolved	dissolve	4
dissolved	dissolves	3
dissolved	dissolution	2
dissolved	dismantled	2
dissolves	disbanded	3
dissolves	dissolve	3
dissolves	dissolved	3
dissuade	discourage	4
dissuade	discouraged	3
dissuade	discourages	3
dissuade	deter	2
distance	remoteness	2
distance	distances	2
distances	distance	2
distances	remoteness	2
distasteful	disagreeable	4
distasteful	unpleasant	2
distillate	distillates	2
distillates	distillate	2
distilleries	distillery	2
distillery	distilleries	2
distinct	separate	2
distinction	distinguishing	4
distinction	distinguish	4
distinction	distinctions	3
distinction	distinctive	2
distinctions	distinction	3
distinctions	distinguishing	3
distinctions	distinguish	3
distinctive	distinction	2
distinctive	distinguishing	2
distinctive	distinguish	2
distinguish	distinction	4
distinguish	distinguishing	4
distinguish	distinctions	3
distinguish	distinctive	2
distinguishing	distinction	4
distinguishing	distinguish	4
distinguishing	distinctions	3
distinguishing	distinctive	2
distorted	deformed	2
distorted	warped	2
distortion	deformation	4
distortion	distortions	4
distortion	deformations	4
distortion	warp	4
distortion	strain	2
distortions	deformation	4
distortions	distortion	4
distortions	deformations	4
distortions	warp	4
distortions	strain	2
distress	disarray	2
distress	dismay	2
distribute	distributes	2
distribute	distributing	2
distributes	distributing	2
distributes	distribute	2
distributing	distributes	2
distributing	distribute	2
distributor	distributors	2
distributor	reseller	2
distributor	dealers	2
distributors	dealers	2
distributors	distributor	2
distrust	defiance	2
disturbance	disorder	2
disturbed	deranged	2
disturbed	disrupted	2
ditch	divides	2
ditch	divide	2
diuretic	diuretics	2
diuretics	diuretic	2
divergence	divergences	2
divergences	divergence	2
divergent	diverging	3
diverging	divergent	3
diverse	diversified	4
diverse	various	3
diverse	varied	2
diversified	diverse	4
diversified	varied	2
diversified	various	2
diversion	derivation	2
divide	divides	2
divide	ditch	2
dividend	dividends	2
dividends	dividend	2
divides	divide	2
divides	ditch	2
divorce	divorced	7
divorce	divorcée	5
divorce	divorcing	3
divorce	divorces	3
divorced	divorce	7
divorced	divorcée	5
divorced	divorcing	3
divorced	divorces	3
divorces	divorced	3
divorces	divorce	3
divorces	divorcing	3
divorcing	divorced	3
divorcing	divorce	3
divorcing	divorces	3
divorcée	divorce	5
divorcée	divorced	5
dmitri	dimitri	2
doctoral	doctorates	3
doctoral	doctorate	3
doctorate	doctorates	3
doctorate	doctoral	3
doctorates	doctoral	3
doctorates	doctorate	3
documentaries	documentary	2
documentary	documentaries	2
dodger	dodgers	2
dodgers	dodger	2
doe	deer	2
dollar	dollars	2
dollars	dollar	2
dolores	delores	2
dolphin	dauphin	2
dolphin	dolphins	2
dolphins	dauphin	2
dolphins	dolphin	2
domain	zone	2
dome	dôme	2
domestic	domestique	2
domestique	domestic	2
dominance	dominant	5
dominance	domination	5
dominance	dominating	4
dominance	dominate	3
dominance	predominance	2
dominant	dominance	5
dominant	domination	5
dominant	dominating	4
dominant	dominate	3
dominate	dominating	5
dominate	domination	5
dominate	dominance	3
dominate	dominant	3
dominate	dominates	3
dominates	dominating	3
dominates	dominate	3
dominates	domination	3
dominating	domination	6
dominating	dominate	5
dominating	dominance	4
dominating	dominant	4
dominating	dominates	3
domination	dominating	6
domination	dominance	5
domination	dominant	5
domination	dominate	5
domination	dominates	3
dominguez	domínguez	2
dominic	dominique	2
dominic	dominica	2
dominica	dominique	2
dominica	dominic	2
dominique	dominica	2
dominique	dominic	2
domino	dominoes	2
domino	dominos	2
dominoes	domino	2
dominoes	dominos	2
dominos	dominoes	2
dominos	domino	2
domínguez	dominguez	2
don	donate	4
don	donations	4
don	donation	4
don	donner	3
donate	donner	5
donate	donations	5
donate	donation	5
donate	don	4
donate	donne	3
donation	donate	5
donation	donations	5
donation	don	4
donation	donner	3
donations	donate	5
donations	donation	5
donations	don	4
donations	donner	3
donne	donate	3
donne	donner	3
donner	donate	5
donner	donne	3
donner	donations	3
donner	donation	3
donner	don	3
donor	donors	4
donors	donor	4
donut	doughnuts	2
donut	donuts	2
donut	doughnut	2
donuts	doughnuts	2
donuts	donut	2
donuts	doughnut	2
doris	dory	2
dorm	dormitories	2
dorm	dormitory	2
dorm	dorms	2
dormitories	dorm	2
dormitories	dormitory	2
dormitories	dorms	2
dormitory	dorm	2
dormitory	dormitories	2
dormitory	dorms	2
dorms	dorm	2
dorms	dormitories	2
dorms	dormitory	2
dorothea	dorothy	3
dorothea	dorothée	3
dorothy	dorothea	3
dorothy	dorothée	3
dorothée	dorothea	3
dorothée	dorothy	3
dory	doris	2
doré	dorée	3
dorée	doré	3
dosage	dose	3
dosage	dosing	2
dosage	doses	2
dose	dosage	3
dose	dosing	2
dose	doses	2
doses	dosage	2
doses	dose	2
dosing	dosage	2
dosing	dose	2
dot	dowry	2
double	doubling	4
double	dual	4
double	doubles	3
double	duplicate	3
double	doubly	2
doubles	double	3
doubles	doubling	3
doubles	dual	3
doubles	duplicate	3
doubling	double	4
doubling	doubles	3
doubling	dual	3
doubling	duplicate	3
doubling	doubly	2
doubly	double	2
doubly	doubling	2
doubt	doubts	4
doubt	doubting	4
doubtful	dubious	3
doubting	doubt	4
doubting	doubts	4
doubts	doubt	4
doubts	doubting	4
doughnut	doughnuts	2
doughnut	donuts	2
doughnut	donut	2
doughnuts	donuts	2
doughnuts	donut	2
doughnuts	doughnut	2
doux	softness	2
doux	sweetness	2
down	descend	2
downside	disadvantages	2
downside	disadvantage	2
dowry	dot	2
doyen	dean	2
dozen	dozens	4
dozen	tens	4
dozens	dozen	4
dozens	tens	4
drachma	drachmas	2
drachmas	drachma	2
draco	drago	2
drago	draco	2
dragon	dragons	2
dragons	dragon	2
drain	draining	3
drain	drying	2
drain	drainage	2
drainage	drying	2
drainage	draining	2
drainage	drain	2
draining	drain	3
draining	drying	2
draining	drainage	2
drama	dramatic	3
drama	dramatique	3
drama	dramatiques	2
dramatic	drama	3
dramatic	dramatique	3
dramatic	dramatiques	2
dramatique	dramatic	3
dramatique	drama	3
dramatique	dramatiques	2
dramatiques	dramatic	2
dramatiques	drama	2
dramatiques	dramatique	2
draw	drawing	3
draw	design	2
draw	draws	2
drawer	designer	2
drawing	draw	3
drawing	design	2
drawing	draws	2
draws	drawing	2
draws	draw	2
dreadful	terrible	3
dreadful	awful	2
dreadful	horrible	2
dream	dreams	2
dreams	dream	2
drift	drifting	4
drifting	drift	4
drogue	drug	2
drogue	drugs	2
drone	bourdon	2
drone	drones	2
drones	drone	2
drones	bourdon	2
drug	drugs	2
drug	drogue	2
drugs	drug	2
drugs	drogue	2
drying	drainage	2
drying	draining	2
drying	drain	2
dryland	arid	2
dsm	mds	2
dual	double	4
dual	duplicate	4
dual	doubling	3
dual	doubles	3
dual	duplicating	2
dual	duplication	2
dubious	doubtful	3
due	dus	3
duel	duels	2
duels	duel	2
dungeon	dungeons	2
dungeons	dungeon	2
dupe	duper	2
duped	deceived	2
duped	dupes	2
duper	dupe	2
dupes	duped	2
dupes	deceived	2
duplicate	duplicating	4
duplicate	dual	4
duplicate	duplication	4
duplicate	double	3
duplicate	doubling	3
duplicate	doubles	3
duplicating	duplicate	4
duplicating	duplication	4
duplicating	dual	2
duplication	duplicating	4
duplication	duplicate	4
duplication	dual	2
durable	sustainable	3
dus	due	3
dus	dhs	2
dyke	dam	2
dynamic	dynamism	4
dynamic	dynamics	4
dynamics	dynamism	4
dynamics	dynamic	4
dynamism	dynamic	4
dynamism	dynamics	4
dysfunction	dysfunctions	4
dysfunction	dysfunctional	4
dysfunctional	dysfunction	4
dysfunctional	dysfunctions	4
dysfunctions	dysfunction	4
dysfunctions	dysfunctional	4
décor	decoration	3
décor	decorations	3
décor	decorating	3
décor	decor	3
démocrate	democrat	4
démocrate	democrats	4
démocrate	democratic	4
désiré	désirée	2
désiré	desiree	2
désiré	desired	2
désirée	desiree	3
désirée	desired	3
désirée	désiré	2
díaz	diaz	2
dôme	dome	2
eagle	aigle	2
ecclesiastical	clerk	2
ecclesiastical	clerc	2
ecclesiastical	cleric	2
ece	gsc	2
ece	sgc	2
echo	echoes	3
echoes	echo	3
eclipse	eclipsed	3
eclipsed	eclipse	3
economic	economical	3
economic	economy	3
economical	economy	3
economical	economic	3
economy	economical	3
economy	economic	3
ecosystem	ecosystems	2
ecosystems	ecosystem	2
ecuador	equator	2
ecuador	équateur	2
ecuadorian	ecuadorians	3
ecuadorians	ecuadorian	3
edc	ced	2
eddie	eddy	2
eddy	eddie	2
edge	ridge	2
editor	writer	4
editor	screenwriter	2
edmond	edmund	2
edmund	edmond	2
edouard	edward	3
edouard	édouard	3
edouard	eduard	2
eduard	edward	2
eduard	édouard	2
eduard	edouard	2
edward	édouard	3
edward	edouard	3
edward	eduard	2
effect	effects	2
effects	effect	2
effluent	effluents	2
effluents	effluent	2
ego	egos	2
egos	ego	2
egypt	égypte	2
eight	huit	2
eject	ejection	2
ejection	eject	2
elaborate	elaborated	3
elaborated	elaborate	3
election	elections	4
elections	election	4
elector	electorate	2
elector	electors	2
electorate	electors	3
electorate	elector	2
electors	electorate	3
electors	elector	2
electric	electrical	2
electrical	electric	2
electrician	electricians	2
electricians	electrician	2
electrode	electrodes	2
electrodes	electrode	2
electrolyte	electrolytes	3
electrolyte	electrolytic	3
electrolytes	electrolytic	3
electrolytes	electrolyte	3
electrolytic	electrolytes	3
electrolytic	electrolyte	3
electronic	electronics	3
electronics	electronic	3
elementary	primaries	2
elementary	primary	2
elf	elves	3
eligible	allowable	4
eligible	admissible	2
elisabeth	élisabeth	3
elisabeth	elizabeth	3
elise	élise	2
elite	elitist	4
elite	elites	4
elites	elite	4
elites	elitist	4
elitist	elite	4
elitist	elites	4
elizabeth	elisabeth	3
elizabeth	élisabeth	3
ellen	helene	4
ellen	hélène	4
ellen	helen	4
ellen	helena	3
elliot	elliott	2
elliott	elliot	2
elves	elf	3
embryo	embryos	4
embryo	embryonic	4
embryonic	embryo	4
embryonic	embryos	4
embryos	embryo	4
embryos	embryonic	4
emc	cem	3
emc	emf	3
emerald	emeralds	2
emeralds	emerald	2
emf	emc	3
emf	cem	3
emigrant	emigrated	2
emigrants	émigrés	2
emigrated	emigrant	2
emigration	migration	3
emigration	migrations	3
emil	émile	3
emil	emile	3
emile	émile	3
emile	emil	3
emilia	émilie	3
emilia	emily	3
emilia	emilie	3
emilie	émilie	3
emilie	emily	3
emilie	emilia	3
emily	émilie	3
emily	emilie	3
emily	emilia	3
emir	amir	2
emoji	emoticon	2
emoticon	emoji	2
emotion	emotions	5
emotion	emotional	4
emotional	emotions	4
emotional	emotion	4
emotions	emotion	5
emotions	emotional	4
emperor	emperors	2
emperors	emperor	2
employer	employers	2
employers	employer	2
encode	encoder	4
encode	coding	4
encode	coder	3
encode	encoding	3
encode	codification	2
encoded	coded	4
encoder	encode	4
encoder	coder	3
encoder	encoding	3
encoder	coding	3
encoding	coder	3
encoding	encoder	3
encoding	encode	3
encoding	coding	3
encrypting	crypto	2
encrypting	cryptography	2
encryption	cryptography	2
encryption	crypto	2
enemies	enemy	4
enemy	enemies	4
energies	energy	4
energy	energies	4
enforced	forced	3
enforced	forcible	2
engineer	engineers	2
engineers	engineer	2
engraving	gravure	2
engraving	gravures	2
