word	mate	mate_homophone	shared
finals	final	fatal	4
finance	funding	fanent in	4
financed	funded	fanent aide	4
finances	funding	fanent in	3
financing	funding	fanent in	4
flabby	flask	flasque	2
flaccid	flask	flasque	2
flange	flask	flasque	2
flashes	flash	flashes	2
flaw	fault	folle	2
flaw	fault	folles	2
fled	flees	plisse	2
flexibility	flexible	flexible	3
flexibility	flexible	flexibles	3
flower	fleur	fleur	3
flower	fleur	fleurs	3
flowers	fleur	fleur	2
flowers	fleur	fleurs	2
fluids	fluid	flou	2
fluids	fluid	floue ode	2
flutes	flute	flûte	2
flutes	flute	flûtes	2
flux	flow	flots	2
folle	fous	fou	3
folle	fous	fous	3
folle	fools	foule	3
folle	fools	foules	3
fonts	police	police	2
fonts	police	polices	2
foot	football	fait bol	2
footwear	shoe	chou	2
footwear	shoe	choux	2
forcible	forced	ost	2
forest	forestry	foresterie	5
forestier	forestry	foresterie	5
forests	forestry	foresterie	5
foret	forestry	foresterie	4
forging	forge	forge	2
forging	forge	forges	2
formatting	format	format	3
formatting	format	formes	3
formulae	formula	formelle	2
formulae	formule	formule	2
formulae	formule	formules	2
formulas	formula	formelle	2
formulas	formule	formule	2
formulas	formule	formules	2
forte	fort	fort	3
forte	fort	forte	3
forte	fort	fortes	3
forte	fort	forts	3
forte	forts	fort	3
forte	forts	forte	3
forte	forts	forts	3
fortresses	fortress	faut rosse	2
fortresses	fortress	forteresse	2
fortresses	fortress	forteresses	2
fortunes	fortune	faut chine	2
fortunes	fortune	fortune	2
fortunes	fortune	fortunes	2
forêt	forestry	foresterie	4
foul	fault	folle	4
foul	fault	folles	4
foul	fester	fester	3
foundries	foundry	fonderie	2
fourche	fork	phoque	4
fourche	fork	phoques	4
fourche	forks	fox	4
fractured	fracture	traquent chez	2
fragile	frail	frêle	4
fragility	frail	frêle	3
francais	french	fraîches	4
franck	frank	frac	2
français	french	fraîches	4
françaises	french	fraîches	4
frauds	fake	fac	2
frauds	fake	fées hic	2
frauds	fraud	fraude	2
frauds	fraud	fraudes	2
frederic	frédéric	frédéric	4
frederic	friedrich	friedrich	4
frederick	frédéric	frédéric	4
frederick	friedrich	friedrich	4
fridge	frigo	frigo	4
fridges	frigo	frigo	4
fringes	fringe	freine	3
frustration	frustrated	frais trait aide	4
frustration	frustrated	frustrés	4
frustrations	frustrated	frais trait aide	3
frustrations	frustrated	frustrés	3
fui	flees	plisse	2
fuit	flees	plisse	2
functionalities	feature	fient chez	2
functionalities	features	fiche	2
functionality	feature	fient chez	2
functionality	features	fiche	2
fundraising	funding	fanent in	4
furie	fury	fia rient	3
furious	fous	fou	2
furious	fous	fous	2
furious	fools	foule	2
furious	fools	foules	2
furs	fur	fait	2
fédérale	federal	fait airelles	4
fées	fairy	ferrée	3
fées	fée	fée	3
fées	fée	fées	3
galaxie	galaxy	galaxies	2
galleries	gallery	galerie	4
galleries	gallery	gallerie	4
gardens	garden	gand haine	2
gardes	guard	garde	4
gardes	guard	gardes	4
gardes	garde	garde	3
gardes	garde	gardes	3
gardien	guard	garde	5
gardien	guard	gardes	5
gardien	garde	garde	3
gardien	garde	gardes	3
gars	guys	gaz	2
gars	guy	gars	2
gastronomic	greedy	crédit	2
gems	gem	gem	2
gems	gem	gemme	2
gems	gem	gemmes	2
gemstone	gem	gem	3
gemstone	gem	gemme	3
gemstone	gem	gemmes	3
gemstones	gem	gem	2
gemstones	gem	gemme	2
gemstones	gem	gemmes	2
genus	sex	secte	2
genus	sex	sexe	2
genus	sex	sexes	2
genus	sex	vexe	2
genus	sex	vexent	2
genus	sex	vexes	2
genus	sexes	sexe	2
genus	sexes	sexes	2
georgia	georgie	georgie	2
georgian	georgie	georgie	2
gfp	pfm	pfm	2
ginger	rouge	rouge	2
ginger	rouge	rouges	2
ginger	roux	rousse	2
ginger	roux	rousses	2
ginger	roux	roux	2
ginger	red	raid	2
ginger	red	raide	2
ginger	red	raids	2
ginger	reds	raids	2
ginger	rufous	rousse	2
ginger	rufous	rousses	2
ginger	rouges	rouge	2
ginger	rouges	rouges	2
glorious	glory	glorieux	4
gourmand	greedy	crédit	3
gourmet	greedy	crédit	2
grains	grain	graines	2
grains	grain	green	2
grammes	gramme	gram	3
grammes	gramme	gramme	3
grammes	gramme	grammes	3
grammes	gram	gram	3
grammes	gram	gramme	3
grammes	gram	grammes	3
grams	gramme	gram	3
grams	gramme	gramme	3
grams	gramme	grammes	3
grams	gram	gram	3
grams	gram	gramme	3
grams	gram	grammes	3
granada	grenade	grenade	3
granada	grenade	grenades	3
grandes	grand	grande	4
grandes	grand	grandes	4
grandes	great	gré	4
grandes	grande	grande	4
grandes	grande	grandes	4
grandes	grosse	gros	2
grandes	grosse	grosse	2
grandiose	grand	grande	3
grandiose	grand	grandes	3
grandiose	great	gré	2
graphic	graph	graphe	7
graphics	graph	graphe	7
graphs	graph	graphe	5
gras	grasse	graisse	6
gras	grasse	graisses	6
gras	grasse	grasse	6
gras	grease	graisse	5
gras	grease	graisses	5
gras	grease	grasse	5
grasses	grass	grasses	2
gravier	gravel	graal	2
gravier	gravel	grêle	2
gravitation	gravity	gravi	3
gravitational	gravity	gravi	3
greasy	grasse	graisse	6
greasy	grasse	graisses	6
greasy	grasse	grasse	6
greasy	grease	graisse	5
greasy	grease	graisses	5
greasy	grease	grasse	5
greco	gréco	gréco	2
greeks	grecque	grec	4
greeks	grecque	grecque	4
greeks	grecque	grecques	4
greeks	grecque	grecs	4
greeks	greek	crique	4
greeks	greek	grec	4
greeks	greek	grecque	4
greeks	greek	grecques	4
greeks	greek	grecs	4
grenada	grenade	grenade	3
grenada	grenade	grenades	3
grenades	grenade	grenade	2
grenades	grenade	grenades	2
grids	grill	gril	2
grilled	grill	gril	9
grilles	grill	gril	2
grilling	grill	gril	9
grills	grill	gril	9
grise	grey	gré	3
grise	gray	gré	3
growing	grow	gros	2
grégory	grégoire	grégoire	3
grégory	gregory	grec	3
guarded	monitored	manient aide	2
guardian	guard	garde	5
guardian	guard	gardes	5
guardian	garde	garde	3
guardian	garde	gardes	3
guardians	guard	garde	2
guardians	guard	gardes	2
guards	guard	garde	4
guards	guard	gardes	4
guards	garde	garde	3
guards	garde	gardes	3
haircut	cup	cap	2
heavy	heavyweight	heavyweight	2
helen	ellen	ellen	4
helena	ellen	ellen	3
helene	ellen	ellen	4
honey	chéri	chéri	3
honey	chéri	chérie	3
honey	cherie	cherie	3
honey	cherie	chéri	3
honey	cherie	chérie	3
honey	chérie	chéri	3
honey	chérie	chérie	3
horns	cornes	cornes	2
horns	cornes	cors	2
horny	cornea	cornée	2
horrible	dreadful	trait folle	2
huit	eight	évitent	2
hélène	ellen	ellen	4
icc	sci	ça	2
impression	printing	prennent in	5
impression	printed	prennent aide	3
includes	include	un clou	3
increasing	crescent	crescent	2
indebtedness	debt	dette	3
indebtedness	debt	dettes	3
indebtedness	debts	dette	3
indebtedness	debts	dettes	3
indirectly	indirect	indirects	4
injecting	inject	injecte	3
injection	inject	injecte	2
insects	insect	insecte	2
insects	insect	insectes	2
insistent	stressing	stresser	2
insisting	stressing	stresser	2
inspirational	inspire	s pas	5
inspires	inspire	s pas	4
inspiring	inspire	s pas	5
installation	install	haines taule	2
installing	install	haines taule	4
installs	install	haines taule	3
interests	interest	aident reste	2
intrigues	intrigue	intrigue	2
intrigues	intrigue	intrigues	2
introduces	introduced	un redoute	3
invest	investing	investit	2
investment	investing	investit	3
investments	investing	investit	3
investor	investors	investissent	2
irc	cree	cri	3
irc	cree	crie	3
irc	cree	crier	3
irc	cree	cris	3
irc	scream	escrime	3
ist	mst	mst	2
jacket	vest	veste	2
jacket	vest	vestes	2
jacket	vest	zeste	2
jacket	vest	zestes	2
jacket	coat	côte	2
jams	jam	dame	2
jeremiah	jeremy	jeremy	3
jeremiah	jérémie	jérémy	2
jeremiah	jérémy	jérémy	2
jewel	bijou	bijou	2
joël	joel	geôles	2
karin	karine	karine	2
karting	kart	kart	2
keys	key	qui	4
kiwis	kiwi	kiwi	2
kiwis	kiwi	kiwis	2
knights	knight	nattes	2
knot	node	nos	2
kévin	kevin	caisse	2
lab	laboratory	librairie	4
labels	label	lesquels	4
labia	lip	lippe	3
labia	lips	lisse	3
labo	laboratory	librairie	3
laboratories	laboratory	librairie	3
labs	laboratory	librairie	3
lackeys	lackey	acquis	2
lackeys	lackey	laqué	2
larva	larvae	lavis	3
larval	larvae	lavis	3
latin	latino	latino	4
latin	latino	latinos	4
latina	latino	latino	5
latina	latino	latinos	5
latinos	latino	latino	2
latinos	latino	latinos	2
laurence	lawrence	lord	3
laurent	lawrence	lord	3
legends	legend	laide	2
legions	legion	lient gêne	2
legitimate	legit	laid jette	2
lentils	lens	lens	3
lentils	lenses	laines aise	3
lentils	lenses	lens	3
leo	leon	liane	5
leonardo	leonard	laine	3
lesbians	lesbian	lesbienne	2
lever	lifting	lifting	4
lever	lift	lift	3
lever	lift	loft	3
leverage	lifting	lifting	2
levies	levy	lez vies	2
levies	levy	lève	2
levies	levy	lèvent	2
levée	lift	lift	3
levée	lift	loft	3
levée	lifting	lifting	3
león	leon	liane	3
liberation	release	lisse	3
lilies	lily	louis	2
linoleum	lino	lino	2
liters	litre	lire	2
liters	litre	litre	2
liters	litre	litres	2
liters	litre	lutter	2
liters	liter	litre	2
liters	liter	litres	2
litres	litre	lire	2
litres	litre	litre	2
litres	litre	litres	2
litres	litre	lutter	2
litres	liter	litre	2
litres	liter	litres	2
littéraire	literary	librairies	2
logos	logo	logo	2
logos	logo	logos	2
loyal	fidèle	fidèle	4
loyal	fidèle	fidèles	4
luc	luke	loup	2
lucia	lucie	lucie	3
lucia	lucy	lucie	3
lucia	lucy	souci	3
luge	sledge	sledge	2
lunar	lunaire	lunaire	3
luring	lure	lourd	2
légendes	legend	laide	2
légion	legion	lient gêne	2
léo	leon	liane	3
léon	leon	liane	5
léonard	leonard	laine	3
machines	machinery	machinerie	2
mackerel	macs	max	2
macroeconomic	macro	macro	4
macroeconomics	macro	macro	3
macros	macro	macro	2
madam	dame	dm	2
madam	madame	même	2
mademoiselle	melle	melle	4
mag	mags	max	2
magical	magic	magique	3
mai	may	mes	3
maille	mesh	mèche	3
maille	mesh	mèches	3
maitre	master	mas tes	3
maitre	master	mate	3
maitre	master	must	3
mal	evil	eiffel	2
males	men	maine	4
males	men	miennes	4
males	men	mène	4
males	men	mènent	4
males	male	mêle	3
males	male	mêlent	3
males	man	manne	2
malian	mali	mali	4
malice	menace	main hisse	3
malice	menace	mène	3
malien	mali	mali	4
mama	mommy	mamie	6
mama	mommy	mimi	6
mama	mom	môme	6
mama	mum	môme	6
manifestation	protests	proteste	4
manifestation	protests	protester	4
manifestation	protest	proteste	4
manifestation	protest	protester	4
manifesto	manifest	manifeste	2
manifesto	manifest	manifestent	2
manifesto	manifest	manifestes	2
manifests	manifest	manifeste	2
manifests	manifest	manifestent	2
manifests	manifest	manifestes	2
mannequin	model	mal	4
manual	manuel	manuel	2
manuals	manuel	manuel	2
maoists	maoist	maoïste	2
maoists	maoist	maoïstes	2
marais	marsh	marche	2
march	mars	mises	2
marche	mars	mises	2
margaret	marguerite	marguerite	3
margarita	marguerite	marguerite	3
maria	marie	marie	5
maria	marie	mi	5
maria	mary	mairie	5
maria	mary	marie	5
marin	marine	marine	4
marin	marine	marines	4
maroon	brunette	brunette	2
maroon	brune	brune	2
maroon	brune	brunes	2
marron	brunette	brunette	2
marron	brune	brune	2
marron	brune	brunes	2
marshes	marsh	marche	3
martyrdom	martyr	mater	2
martyred	martyr	mater	2
martín	martina	martine	3
martín	martin	marne	3
martín	martine	martine	3
maría	marie	marie	3
maría	marie	mi	3
maría	mary	mairie	3
maría	mary	marie	3
masculine	men	maine	5
masculine	men	miennes	5
masculine	men	mène	5
masculine	men	mènent	5
masculine	male	mêle	4
masculine	male	mêlent	4
masculine	man	manne	3
masks	masque	masque	3
masks	masque	masques	3
masks	mask	masque	3
masks	mask	masques	3
masques	masque	masque	3
masques	masque	masques	3
masques	mask	masque	3
masques	mask	masques	3
mathieu	matthew	matou	2
mathieu	matt	mate	2
mathieu	matt	maths	2
matthieu	matt	mate	4
matthieu	matt	maths	4
matthieu	matthew	matou	4
matthieu	mat	mate	3
matthieu	mat	maths	3
maturity	mature	met chaud	5
maxim	max	max	6
maxim	maxine	maxine	6
maxim	maxi	maxi	4
maxim	maximum	maxime	2
maxim	maximum	maximum	2
maxime	max	max	6
maxime	maxine	maxine	6
maxime	maxi	maxi	4
maxime	maximum	maxime	2
maxime	maximum	maximum	2
mayi	may	mes	2
mayonnaise	mayo	mes	2
mayor	maire	maire	2
mayor	maire	maires	2
mayors	maire	maire	2
mayors	maire	maires	2
measure	measures	mais aise	4
measure	measures	mèche	4
measurement	measures	mais aise	4
measurement	measures	mèche	4
measurements	measures	mais aise	4
measurements	measures	mèche	4
measuring	measures	mais aise	3
measuring	measures	mèche	3
medals	medal	met elle	2
medals	medal	mille	2
medication	medicine	met scène	4
medications	medicine	met scène	3
medicines	medicine	met scène	3
medium	middle	mille	5
meilleur	better	pair	4
mellow	moist	monte	2
melodies	mélodie	mélodie	3
melodies	mélodie	mélodies	3
melodies	melody	mie ledit	3
melodies	melody	mêler	3
members	member	mêmes	2
membership	member	mêmes	2
memory	memories	maîtrise	2
memory	memories	méprise	2
menacing	menace	main hisse	5
menacing	menace	mène	5
mentalities	mindset	man cette	2
mentality	mindset	man cette	2
mercenaries	mercenary	mercenaire	2
mercenaries	mercenary	mercenaires	2
mercure	mercury	mercury	2
meshes	mesh	mèche	3
meshes	mesh	mèches	3
metallic	metal	met elle	6
metals	metal	met elle	5
metrics	metric	met reg	2
meunier	miller	mille	2
meunier	miller	mêler	2
mexicans	mexican	mexicaine	4
mexicans	mexican	mexicaines	4
mic	micro	macro	4
microphone	micro	macro	4
microphones	micro	macro	3
mics	micro	macro	3
midfielder	middle	mille	5
milano	milan	moine	2
millet	mil	mille	2
millet	mil	milles	2
minet	minette	minette	3
miriam	mary	mairie	4
miriam	mary	marie	4
miriam	marie	marie	3
miriam	marie	mi	3
mischief	menace	main hisse	2
mischief	menace	mène	2
mixing	mix	mix	2
mixing	mixture	mixte	2
mixing	mixture	mixtes	2
mocking	mockery	moquerie	3
mockingbird	mockery	moquerie	2
mockup	model	mal	2
modeling	model	mal	6
modelling	model	mal	3
modem	modern	man	4
modem	modern	mot haine	4
modernism	modern	man	4
modernism	modern	mot haine	4
modernity	modern	man	4
modernity	modern	mot haine	4
modestly	modest	mot est	3
modestly	modeste	modeste	3
modestly	modeste	modestes	3
molle	mou	mou	2
monopolies	monopoly	mon appelait	4
monopolistic	monopoly	mon appelait	4
monstrous	monster	monte	4
monstrous	monster	mânes tes	4
moon	lunaire	lunaire	2
moor	maure	maure	2
moorish	maure	maure	2
moors	maure	maure	2
morality	morale	mal	4
morality	moral	morales	4
morals	morale	mal	4
morals	moral	morales	4
mortals	mortal	mortel	3
mortals	mortal	mortelle	3
mortals	mortal	mortels	3
mortuary	morgue	morgue	2
mother	mommy	mamie	6
mother	mommy	mimi	6
mother	mom	môme	6
mother	mum	môme	6
motion	movement	mouvement	4
motion	movement	mouvements	4
movements	movement	mouvement	3
movements	movement	mouvements	3
moïse	moses	moses	2
mums	mothers	mes aise	2
mums	moms	meuse	2
murder	murders	met aise	2
muted	mute	miettes	3
muted	mute	mute	3
myriam	mary	mairie	4
myriam	mary	marie	4
myriam	marie	marie	3
myriam	marie	mi	3
mysterious	mystery	mairie	5
mysterious	mystery	mais tri	5
mysterious	mysteries	mais cerise	4
mysterious	mysteries	maîtrise	4
mystic	mystique	mystic	2
mystic	mystique	mystique	2
mystical	mystique	mystic	2
mystical	mystique	mystique	2
mystère	mystery	mairie	4
mystère	mystery	mais tri	4
mystère	mysteries	mais cerise	4
mystère	mysteries	maîtrise	4
mémorial	memorial	memorial	3
nan	nah	na	2
nautical	nautique	nautique	2
nautical	nautique	nautiques	2
negro	nègre	nègre	4
negro	nègre	nègres	4
negroes	nègre	nègre	3
negroes	nègre	nègres	3
news	new	nous	5
nid	nest	naissante	3
nid	nest	nest	3
nid	nest	nette	3
nid	nest	nettes	3
nid	nests	nest	3
nigga	nègre	nègre	4
nigga	nègre	nègres	4
nigger	nègre	nègre	4
nigger	nègre	nègres	4
niggers	nègre	nègre	3
niggers	nègre	nègres	3
ninjas	ninja	in je	2
nis	nei	nis	2
niño	nino	nino	2
nobility	noble	nobel	3
nobility	gentry	gentry	2
nobles	noble	nobel	3
noblesse	noble	nobel	3
noires	noire	noir	4
noires	noire	noire	4
noires	noire	noires	4
noires	noire	noirs	4
noires	noir	noir	4
noires	noir	noire	4
noires	noir	noires	4
noires	noir	noirs	4
nord	northern	nos haine	3
nord	north	nord	3
nordic	northern	nos haine	4
nordic	north	nord	3
nordiques	northern	nos haine	2
notables	notable	nobel	4
noteworthy	notable	nobel	2
noticeable	notable	nobel	4
noticed	noted	notes	2
nuclear	nucléaire	nucléaire	2
nuclear	nucléaire	nucléaires	2
nul	null	nil	5
october	oct	actes	2
octobre	oct	actes	2
offers	offer	offre	3
offers	offer	offres	3
offers	offering	offres	2
orbits	orbit	orbite	2
orbits	orbit	orbites	2
ordained	ordered	hordes	3
ordeal	torture	tôt chez	2
orderly	ordered	hordes	2
ordinance	orders	horde	2
ordinance	orders	ordres	2
ordinances	orders	horde	3
ordinances	orders	ordres	3
ordinate	ordered	hordes	2
organise	organize	organise	3
organising	organize	organise	3
organism	organ	organe	3
organism	organ	organes	3
organism	organ	orgue	3
organism	corps	cor	2
organism	corps	corps	2
organism	corps	corses	2
organism	corps	encore	2
organized	organised	organise	4
organizer	organize	organise	2
organizing	organize	organise	3
origins	origin	aurait gêne	2
orthodoxy	orthodox	hochet axe	3
osc	sco	sco	2
pacific	peaceful	pis folle	4
pacifique	peaceful	pis folle	4
package	parcel	parcelle	2
package	parcel	pas elle	2
pans	pots	passent	2
pape	pope	pop	2
papes	pope	pop	2
parasite	pests	pest	4
parasite	pests	peste	4
parasite	pest	pest	4
parasite	pest	peste	4
parasite	pest	pestent	4
parasite	pest	pestes	4
parasites	pests	pest	2
parasites	pests	peste	2
parasites	pest	pest	2
parasites	pest	peste	2
parasites	pest	pestent	2
parasites	pest	pestes	2
parasitic	pests	pest	4
parasitic	pests	peste	4
parasitic	pest	pest	4
parasitic	pest	peste	4
parasitic	pest	pestent	4
parasitic	pest	pestes	4
parcels	parcel	parcelle	2
parcels	parcel	pas elle	2
partial	partly	bat lis	5
partial	partly	partis	5
partially	partly	bat lis	5
partially	partly	partis	5
pass	passes	pas aise	5
passe	passes	pas aise	5
passing	passes	pas aise	4
passions	passion	bichonne	2
passions	passion	panne	2
passports	passport	pas pote	2
pastels	pastel	pastel	2
pastels	pastel	pastels	2
pasteur	pastor	pas tes	2
pasteur	pastor	piste	2
pasteur	pastor	pistes	2
pasteur	preacher	prient chez	2
pasteur	preacher	prises	2
paying	pay	pays	5
payroll	pay	pays	4
pays	pay	pays	4
peeing	pipi	pipi	4
peeing	pee	pi	4
peeing	pee	pie	4
peeing	pee	pies	4
peeing	pee	pipi	4
peeing	pee	pis	4
peeing	pee	pisse	4
peers	peer	pires	2
peers	pair	pair	2
peers	pair	paire	2
peers	pair	paires	2
peers	pair	pairs	2
peers	pair	perd	2
peers	pair	perds	2
peers	pair	pers	2
peers	pair	pierre	2
peers	pair	père	2
peers	pair	pères	2
penal	criminal	criminels	4
penguins	penguin	pain gouine	2
peppers	pepper	pepper	6
peptides	peptide	peptide	2
peptides	peptide	peptides	2
perdrix	partridge	partridge	2
perished	peri	pays	2
perished	peri	peri	2
perished	peri	péri	2
personal	personnel	pinson elle	4
perspectives	perspective	paix piquent ive	2
perspectives	perspective	perspective	2
perspectives	perspective	perspectives	2
perspectives	perspective	spectre	2
perspectives	prospect	prospect	2
perspectives	prospect	prospects	2
perspectives	prospects	prospects	2
perspectives	prospects	prospectus	2
pessimism	pessimist	pessimiste	3
pessimism	pessimist	pessimistes	3
pessimistic	pessimist	pessimiste	3
pessimistic	pessimist	pessimistes	3
pestilence	pests	pest	2
pestilence	pests	peste	2
pestilence	pest	pest	2
pestilence	pest	peste	2
pestilence	pest	pestent	2
pestilence	pest	pestes	2
philip	philippe	philip	2
philip	philippe	philippe	2
phobias	phobia	phobie	2
phobias	phobia	phobies	2
phone	telephone	tels	2
photographic	photograph	photographes	2
photographing	photograph	photographes	2
photography	photograph	photographes	3
picking	pick	pique	2
picking	pick	piques	2
picks	peaks	pics	2
picks	peaks	pique	2
picks	peaks	piques	2
pickup	pick	pique	2
pickup	pick	piques	2
pigs	porcine	porcine	4
pillars	pillar	pilé	2
pince	clips	clip	2
pine	pin	peine	2
pinnacle	peak	pic	2
pinnacle	peak	pics	2
pinnacle	peak	pique	2
pinnacle	peak	piquent	2
pinnacle	peak	piques	2
pip	pep	pep	2
piss	pipi	pipi	3
piss	pee	pi	3
piss	pee	pie	3
piss	pee	pies	3
piss	pee	pipi	3
piss	pee	pis	3
piss	pee	pisse	3
pissing	pipi	pipi	3
pissing	pee	pi	3
pissing	pee	pie	3
pissing	pee	pies	3
pissing	pee	pipi	3
pissing	pee	pis	3
pissing	pee	pisse	3
pius	pie	pa	2
pius	pie	pas	2
pixels	pixel	pics elle	2
pizzas	pizza	peut ses	2
plague	pests	pest	2
plague	pests	peste	2
plague	pest	pest	2
plague	pest	peste	2
plague	pest	pestent	2
plague	pest	pestes	2
plantation	planting	planent in	3
plantations	planting	planent in	3
platinum	platine	platine	3
platinum	platine	platines	3
platter	plate	plate	2
platter	plate	plates	2
playoffs	playoff	playoff	2
playoffs	playoff	playoffs	2
pleasures	pleasure	plaie	2
pleasures	pleasure	plais	2
pledges	promises	promis aise	4
pledges	promises	promise	4
pledges	pledge	plaide	2
pliers	clips	clip	2
plugin	plugins	plugins	2
plumes	pen	benne	2
plumes	pen	bennes	2
plumes	pen	peine	2
plumes	pen	peinent	2
plumes	pen	peines	2
plumes	pen	pen	2
plumes	pen	penne	2
plumes	pen	pennes	2
plumes	pen	prennent	2
plumes	plume	plume	2
plumes	plume	plumes	2
plz	pls	pls	2
pointes	peaks	pics	3
pointes	peaks	pique	3
pointes	peaks	piques	3
pointes	piques	pique	2
pointes	piques	piques	2
poivre	pepper	pepper	5
poles	pole	pôle	8
poles	pole	pôles	8
poles	posts	poste	4
poles	pôle	pôle	4
policemen	police	police	4
policemen	police	polices	4
policemen	policeman	police	3
policemen	policeman	polis mène	3
policy	policies	polis aise	2
policy	policies	précises	2
polis	poli	poli	5
polis	poli	polie	5
polis	poli	polies	5
polis	poli	polis	5
polish	pole	pôle	6
polish	pole	pôles	6
polish	pôle	pôle	3
polish	posts	poste	2
polished	poli	poli	5
polished	poli	polie	5
polished	poli	polies	5
polished	poli	polis	5
polite	poli	poli	5
polite	poli	polie	5
polite	poli	polies	5
polite	poli	polis	5
politeness	poli	poli	4
politeness	poli	polie	4
politeness	poli	polies	4
politeness	poli	polis	4
politics	policies	polis aise	2
politics	policies	précises	2
polonaise	pole	pôle	3
polonaise	pole	pôles	3
pomegranate	grenade	grenade	3
pomegranate	grenade	grenades	3
pont	passerelle	passerelle	2
popes	pope	pop	2
pops	pop	pape	2
pops	pop	papes	2
porno	pornography	bon agrafer	2
porno	porn	porno	2
pornographic	pornography	bon agrafer	3
pornographic	porn	porno	2
portable	mobile	mobile	2
portier	porter	pote	3
portier	porter	potes	3
portier	porter	pour	3
posing	pose	pauses	5
posing	pose	posent	5
posing	pose	poses	5
posing	poses	posent	5
posing	poses	poses	5
poster	posters	poste	2
pote	pal	pâle	2
poteau	pôle	pôle	4
poteau	pole	pôle	4
poteau	pole	pôles	4
poultry	poule	poule	3
poultry	poule	poulet	3
poultry	poule	poulets	3
poultry	poulet	poule	3
practicing	practice	braquent hisse	4
practicing	practice	précoce	4
practicing	practices	précise	3
practicing	practical	pactole	3
practise	practice	braquent hisse	4
practise	practice	précoce	4
practise	practices	précise	3
practise	practical	pactole	3
practised	practiced	braquent est	3
practised	practiced	péquiste	3
practising	practice	braquent hisse	2
practising	practice	précoce	2
prays	praying	prenne	3
prays	pray	pré	3
prays	prayer	prière	3
prays	prayer	prières	3
prays	prayer	prêtre	3
prays	prayer	prêtres	3
preaches	preaching	prient chine	2
preaches	preach	prises	2
precedent	previous	pris os	4
precedent	previous	privilège	4
precedents	previous	pris os	4
precedents	previous	privilège	4
predator	predators	prêtait aise	2
predatory	predators	prêtait aise	2
predefined	preset	pris êtes	3
predefined	preset	précède	3
prefer	prefers	prêt aise	4
preference	preferences	prêt rhin six	2
preferred	preferences	prêt rhin six	2
preferring	prefers	prêt aise	4
prejudices	prejudice	prêt jouent hisse	3
premieres	premier	première	4
premieres	premier	premières	4
premieres	premiere	premiere	4
premieres	premiere	première	4
premieres	premiere	premières	4
premiums	premium	prime	3
premiums	premium	primes	3
premiums	premium	primes rimes	3
preparing	prepare	primaire	3
preparing	prepares	primaire	3
prescribes	prescribed	prescrits	3
president	presidency	près don ci	3
pressures	pressure	prêche	2
prime	premium	prime	2
prime	premium	primes	2
prime	premium	primes rimes	2
princesses	princess	princess	3
princesses	princess	princesse	3
princesses	princess	princesses	3
print	printed	prennent aide	6
print	printing	prennent in	5
printers	printing	prennent in	6
printers	printer	brin tes	5
printers	printed	prennent aide	2
priority	priorities	braillard hisse	4
problematic	problem	problèmes	3
products	product	pros acte	2
profits	profit	profite	3
progression	progress	presse	3
progression	progress	progresse	3
promenade	ride	rade	2
promis	promises	promis aise	5
promis	promises	promise	5
promis	pledge	plaide	2
promise	promises	promis aise	5
promise	promises	promise	5
promise	pledge	plaide	2
promised	promises	promis aise	5
promised	promises	promise	5
promised	pledge	plaide	2
promotions	promotion	prochaine	2
proofs	proof	proue	2
proofs	proof	prouve	2
proofs	proof	prouvent	2
prophecies	prophecy	précis	2
prophesy	prophecy	précis	2
proposing	propose	proposes	2
prospecting	exploration	explorer	3
prospecting	exploration	exploré morne	3
protective	protector	prêt excès	3
protectors	protector	prêt excès	3
proteins	protein	protéine	3
proteins	protein	protéines	3
protesting	protests	proteste	5
protesting	protests	protester	5
protesting	protest	proteste	5
protesting	protest	protester	5
protestors	protesters	prêtais thèse	3
prunes	prune	prune	3
prunes	prune	prunes	3
pts	pls	pls	2
publish	post	pe ost	2
publish	post	poste	2
publish	post	postes	2
publishing	post	pe ost	2
publishing	post	poste	2
publishing	post	postes	2
pungent	piquant	piquante	2
punishment	penalty	pain haleter	3
punishments	penalty	pain haleter	2
putin	poutine	poutine	2
puzzled	perplexed	perplexe	2
puzzled	perplexed	perplexes	2
péter	pet	bette	3
péter	pet	peinte	3
péter	pet	peintes	3
péter	pet	pente	3
péter	pet	pet	3
péter	pet	pinte	3
péter	pet	pintent	3
péter	pet	prêtent	3
péter	pet	prêtes	3
péter	pet	pète	3
questionnaire	quiz	cuisent	2
quizzes	quiz	cuisent	2
quote	estimate	est me	2
québécois	quebec	quebec	3
québécois	quebec	québec	3
québécois	québec	quebec	3
québécois	québec	québec	3
rachid	rashid	rachid	2
rachid	rashid	rashid	2
railroad	rail	réelle	2
railway	rail	réelle	2
rallies	rally	rallie	2
rallies	rally	rallyes	2
rap	rapper	rap	2
raphaël	raphael	rafael	3
raphaël	raphael	raphael	3
raphaël	raphael	raphaël	3
raphaël	rafael	rafael	3
raphaël	rafael	raphael	3
raphaël	rafael	raphaël	3
rappers	rapper	rap	2
raul	raúl	raul	2
raul	raúl	raúl	2
reality	realities	réalise	2
reasonableness	reasonably	ries anobli	3
reasonableness	reasonable	risible	3
reasonableness	sensible	saines belle	2
receipt	received	rives	7
receipt	roger	rat chez	5
receipts	received	rives	5
receipts	revenue	revenues	5
receipts	roger	rat chez	4
receipts	revenues	revenues	3
receiver	receptor	ries opté	2
receiving	receive	ries ive	5
