seed	hops	quality	loop
dj	6	0.930	en:dj ~ fr:djinn ≈ en:gene ~ en:genes ≈ fr:jean ~ en:jean ≈ fr:djinns
drama	4	0.826	en:drama ~ fr:drames ≈ en:drum ~ en:drums ≈ fr:drame
drama	5	0.859	en:drama ~ fr:drames ≈ en:drum ~ en:drums ≈ fr:drame ~ en:dramma
dress	3	0.901	en:dress ≈ fr:dresse ~ en:dresses ≈ fr:dressage
dress	4	0.926	en:dress ≈ fr:dresse ~ en:dresses ≈ fr:dressage ~ en:dressage
drugs	4	0.833	en:drugs ~ fr:drogues ≈ en:draw ~ en:drawing ≈ fr:drogue
drugs	4	0.825	en:drugs = fr:drogues ≈ en:draw ~ en:drawing ≈ fr:drogue
drum	4	0.834	en:drum ~ en:drums ≈ fr:drame ~ fr:drames ≈ en:drummer
drum	5	0.863	en:drum ~ en:drums ≈ fr:drame ~ fr:drames ≈ en:drummer ~ en:drumheller
drums	5	0.890	en:drums ~ en:drummer ≈ fr:drames ~ fr:drame ≈ en:drum = fr:batterie
drums	5	0.884	en:drums ~ en:drummer ≈ fr:drames ~ fr:drame ≈ en:drum ~ en:drumstick
drying	4	0.843	en:drying ~ en:dried ≈ fr:drap ode ~ fr:drap ≈ en:dry
drying	5	0.864	en:drying ~ en:dried ≈ fr:drap ode ~ fr:drap ≈ en:dry = fr:sécher
dual	4	0.871	en:dual ~ fr:pair ≈ en:pierre ~ fr:pierre ≈ en:pair
ed	3	0.912	en:ed ≈ fr:aides = en:aid ≈ fr:éd
ed	3	0.912	en:ed ≈ fr:aide = en:aid ≈ fr:éd
effects	4	0.866	en:effects ~ en:effect ≈ fr:affecte ~ en:affect ≈ fr:affect
effects	4	0.866	en:effects ~ en:effect ≈ fr:affecte ~ fr:affect ≈ en:affect
el	3	0.873	en:el ≈ fr:el ~ en:il ≈ fr:il
elbow	4	0.896	en:elbow = fr:coude ≈ en:cooed ~ en:coot ≈ fr:coudes
elbow	4	0.896	en:elbow = fr:coudes ≈ en:cooed ~ en:coot ≈ fr:coude
enforced	5	0.826	en:enforced ~ en:enforce ≈ fr:un fausse ~ fr:fausse ≈ en:forced = fr:forcée
errors	4	0.930	en:errors = fr:erreurs ≈ en:air ~ fr:air ≈ en:error
errors	4	0.918	en:errors ~ fr:erreurs ≈ en:air ~ fr:air ≈ en:error
estate	5	0.838	en:estate ~ en:property ≈ fr:appris ~ fr:apprise ≈ en:properties = fr:propriétés
estate	5	0.825	en:estate ~ en:property ≈ fr:appris ~ fr:apprise ≈ en:properties ~ fr:propriétés
eve	4	0.910	en:eve ≈ fr:ives ~ fr:ive ≈ en:eva = fr:ève
examination	3	0.796	en:examination ≈ fr:examen échine ~ fr:examen ≈ en:examined
examination	4	0.835	en:examination ≈ fr:examen échine ~ fr:examen ≈ en:examined = fr:examinés
except	4	0.839	en:except ~ fr:excepte ≈ en:exception ~ en:exceptions ≈ fr:excepté
except	4	0.836	en:except ~ fr:excepté ≈ en:exceptions ~ en:exception ≈ fr:excepte
exception	3	0.832	en:exception ≈ fr:excepte ~ en:except ≈ fr:exception
exception	3	0.819	en:exception ≈ fr:excepte ~ fr:excepté ≈ en:exceptions
exceptions	4	0.862	en:exceptions = fr:exception ≈ en:except ~ fr:excepte ≈ en:exception
exceptions	4	0.850	en:exceptions = fr:exception ≈ en:except ~ fr:excepté ≈ en:exception
exclude	5	0.919	en:exclude ~ fr:exclu ≈ en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclus
exclude	5	0.918	en:exclude ~ fr:exclu ≈ en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclut
excluded	4	0.905	en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclues ≈ en:exclude
excluded	4	0.904	en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclus ≈ en:exclude
excluding	4	0.858	en:excluding ~ fr:excluant ≈ en:exclusion ~ fr:exclus ≈ en:exclude
excluding	5	0.903	en:excluding ~ fr:exclut ≈ en:exclude ~ fr:exclu ≈ en:excluded ~ en:excludes
exclusion	3	0.817	en:exclusion ≈ fr:exclus haine ~ en:exclude ≈ fr:exclus
exclusion	3	0.817	en:exclusion ≈ fr:exclus haine ~ en:exclude ≈ fr:exclues
exhibit	4	0.849	en:exhibit = fr:exposer ≈ en:expose ~ fr:expose ≈ en:exhibitions
exhibit	4	0.843	en:exhibit ~ en:exhibitions ≈ fr:expose ~ en:expose ≈ fr:exposer
exhibited	4	0.849	en:exhibited = fr:exposées ≈ en:expose ~ fr:expose ≈ en:exhibitions
exhibited	4	0.844	en:exhibited ~ en:exhibitions ≈ fr:expose ~ en:expose ≈ fr:exposées
exhibits	5	0.869	en:exhibits ~ en:exhibitions ≈ fr:expose ~ en:expose ≈ fr:exposées = en:exhibited
exhibits	5	0.869	en:exhibits ~ en:exhibitions ≈ fr:expose ~ en:expose ≈ fr:exposer = en:exhibit
exist	4	0.881	en:exist ~ fr:existence ≈ en:exit arse ~ en:exit ≈ fr:existent
exist	4	0.841	en:exist = fr:existent ≈ en:exists ~ en:existence ≈ fr:existence
existed	3	0.866	en:existed ≈ fr:exit aide ~ en:exit art ≈ fr:existantes
existed	4	0.885	en:existed ≈ fr:exit aide ~ en:exit art ≈ fr:existantes ~ fr:existant
existence	4	0.873	en:existence ~ en:exist ≈ fr:existe ~ fr:existent ≈ en:exists
existence	4	0.873	en:existence ~ en:exist ≈ fr:existe ~ fr:existent ≈ en:exists
exists	4	0.866	en:exists = fr:existe ≈ en:exist ~ en:existence ≈ fr:existence
exists	4	0.866	en:exists = fr:existe ≈ en:exist ~ fr:existence ≈ en:existence
exit	5	0.890	en:exit = fr:sortir ≈ en:sort ~ fr:sort ≈ en:sortie ~ fr:sortie
exit	6	0.897	en:exit ~ en:exit arse ≈ fr:existence ~ en:exist ≈ fr:existait = en:existed ≈ fr:exit aide
exit arse	5	0.889	en:exit arse ≈ fr:existence ~ en:exist ≈ fr:existe ~ fr:existent ≈ en:exit
exit arse	5	0.889	en:exit arse ≈ fr:existence ~ en:exist ≈ fr:existe ~ fr:existent ≈ en:exit
exit art	4	0.905	en:exit art ≈ fr:existantes ~ en:existed ≈ fr:exit aide ~ en:exit
exit art	4	0.899	en:exit art ≈ fr:existantes ~ en:existed ≈ fr:exit aide ~ en:exiting
expertise	5	0.884	en:expertise ~ fr:expertises ≈ en:expenses ~ en:expense ≈ fr:experts ~ en:expert
expertise	5	0.884	en:expertise ~ fr:expertises ≈ en:expenses ~ en:expense ≈ fr:experts ~ fr:expert
explain	4	0.836	en:explain ~ en:explained ≈ fr:explose ~ fr:exploser ≈ en:explanation
explain	4	0.834	en:explain ~ en:explained ≈ fr:explosent ~ fr:exploser ≈ en:explanation
explained	4	0.872	en:explained ~ en:explains ≈ fr:explose ~ fr:explosent ≈ en:explain
explained	4	0.869	en:explained ~ en:explain ≈ fr:explosent ~ fr:explose ≈ en:explains
explaining	4	0.861	en:explaining ~ en:explains ≈ fr:explosent ~ fr:explose ≈ en:explained
explaining	4	0.865	en:explaining ~ en:explains ≈ fr:explose ~ fr:explosent ≈ en:explain
explains	4	0.855	en:explains ~ en:explained ≈ fr:explose ~ fr:explosent ≈ en:explain
explains	4	0.847	en:explains ~ en:explain ≈ fr:explosent ~ fr:explose ≈ en:explained
explanation	4	0.835	en:explanation ~ en:explain ≈ fr:explosent ~ fr:exploser ≈ en:explanations
explanation	4	0.852	en:explanation ~ en:explain ≈ fr:explosent ~ fr:explose ≈ en:explained
explanations	4	0.829	en:explanations ~ en:explain ≈ fr:explosent ~ fr:exploser ≈ en:explanation
explanations	4	0.842	en:explanations ~ en:explain ≈ fr:explosent ~ fr:explose ≈ en:explained
explode	5	0.903	en:explode ~ fr:explose ≈ en:explore ~ en:explored ≈ fr:explosent ~ fr:exploser
explode	5	0.896	en:explode ~ fr:explose ≈ en:explore ~ en:explored ≈ fr:explosent ~ fr:explosé
exploration	4	0.904	en:exploration ~ fr:exploration ≈ en:explore ~ fr:explore ≈ en:exploring
exploration	4	0.902	en:exploration ~ fr:exploration ≈ en:explore ~ fr:explore ≈ en:explored
explore	3	0.931	en:explore ≈ fr:explorent ~ en:explorer ≈ fr:explore
explore	3	0.913	en:explore ≈ fr:explorent ~ fr:explorer ≈ en:exploring
explored	4	0.918	en:explored = fr:exploré ≈ en:explorer ~ fr:explorer ≈ en:exploring
explored	4	0.904	en:explored ~ en:exploring ≈ fr:explore ~ en:explore ≈ fr:exploré
explorer	3	0.931	en:explorer ≈ fr:explorent ~ fr:explorer ≈ en:explore
explorer	3	0.930	en:explorer ≈ fr:explorent ~ en:explore ≈ fr:explorer
exploring	4	0.917	en:exploring = fr:explorer ≈ en:explore ~ fr:explore ≈ en:explored
exploring	4	0.917	en:exploring ~ en:explored ≈ fr:explore ~ en:explore ≈ fr:explorer
explosive	4	0.831	en:explosive ~ fr:exploser ≈ en:explanation ~ en:explain ≈ fr:explosent
explosive	4	0.818	en:explosive ~ fr:exploser ≈ en:explanations ~ en:explain ≈ fr:explosent
exports	5	0.913	en:exports ~ fr:exporte ≈ en:expert ~ fr:experte ≈ en:export ~ fr:exportés
exports	5	0.910	en:exports ~ fr:exporte ≈ en:expert ~ fr:experte ≈ en:export = fr:exportations
express	4	0.865	en:express ≈ fr:expresse ~ fr:express ≈ en:expressions ~ en:expresses
express	4	0.835	en:express ~ fr:express ≈ en:expressions ~ en:expressing ≈ fr:expresse
expressing	3	0.915	en:expressing ≈ fr:exprès in ~ fr:exprès ≈ en:expressed
expressing	4	0.936	en:expressing ≈ fr:exprès in ~ fr:exprès ≈ en:express = fr:exprimer
expression	4	0.872	en:expression ~ fr:expression ≈ en:express ~ fr:express ≈ en:expressions
expression	4	0.862	en:expression ~ fr:expressions ≈ en:express ~ fr:express ≈ en:expressions
expressions	4	0.908	en:expressions ~ fr:expressions ≈ en:express = fr:expresse ≈ en:expressing
expressions	4	0.908	en:expressions ~ fr:expressions ≈ en:express = fr:expresse ≈ en:expressing
extend	4	0.942	en:extend ~ en:extending ≈ fr:axent haines in ~ fr:axent haines aide ≈ en:extended
extend	4	0.931	en:extend ~ en:extended ≈ fr:axent haines aide ~ fr:axent haines in ≈ en:extending
extending	3	0.931	en:extending ≈ fr:axent haines in ~ fr:axent haines aide ≈ en:extended
extending	4	0.937	en:extending ≈ fr:axent haines in ~ fr:axent haines aide ≈ en:extended ~ en:extends
extends	4	0.942	en:extends ~ en:extending ≈ fr:axent haines in ~ fr:axent haines aide ≈ en:extended
extends	4	0.937	en:extends ~ en:extended ≈ fr:axent haines aide ~ fr:axent haines in ≈ en:extending
extension	4	0.853	en:extension ~ en:extensions ≈ fr:externe ~ fr:externes ≈ en:extend
extension	5	0.877	en:extension ~ en:extensions ≈ fr:externe ~ fr:externes ≈ en:extend ~ en:extending
extensions	4	0.871	en:extensions ~ en:extension ≈ fr:externe ~ fr:externes ≈ en:extend
extensions	5	0.892	en:extensions ~ en:extension ≈ fr:externe ~ fr:externes ≈ en:extend ~ en:extending
extensively	3	0.911	en:extensively ≈ fr:axent haines flux ~ fr:axent haines ive ≈ en:extensive
extensively	4	0.933	en:extensively ≈ fr:axent haines flux ~ fr:axent haines ive ≈ en:extensive ~ fr:extensive
fake	5	0.871	en:fake = fr:fausse ≈ en:forced ~ en:forcing ≈ fr:faux in ~ fr:faux
fall	3	0.920	en:fall ≈ fr:folles ~ fr:folle ≈ en:falls
fall	3	0.920	en:fall ≈ fr:folle ~ fr:folles ≈ en:falls
falling	4	0.928	en:falling ~ en:falls ≈ fr:folles ~ fr:folle ≈ en:fall
falling	4	0.928	en:falling ~ en:falls ≈ fr:folles ~ fr:folle ≈ en:fall
falls	5	0.924	en:falls ~ en:falling ≈ fr:folles ~ fr:folle ≈ en:fall ~ en:fallen
falls	5	0.924	en:falls ~ en:falling ≈ fr:folles ~ fr:folle ≈ en:fall ~ en:fallen
false	4	0.847	en:false = fr:fausse ≈ en:forced ~ en:forcing ≈ fr:faux in
false	5	0.871	en:false = fr:fausse ≈ en:forced ~ en:forcing ≈ fr:faux in ~ fr:faux
fastest	3	0.886	en:fastest ≈ fr:fats test ~ fr:fats tes ≈ en:faster
fastest	4	0.885	en:fastest ≈ fr:fats test ~ fr:fats tes ≈ en:faster ~ fr:faste
fate	5	0.872	en:fate = fr:destin ≈ en:destiny ~ fr:destins ≈ en:destined ~ fr:destine
fathers	5	0.908	en:fathers = fr:pères ≈ en:pairs ~ en:pair ≈ fr:père ~ en:vader
fathers	5	0.908	en:fathers = fr:pères ≈ en:pairs ~ en:pair ≈ fr:père ~ en:vader
fed	4	0.820	en:fed = fr:nourris ≈ en:duty ~ en:duties ≈ fr:nourri
fed	4	0.820	en:fed = fr:nourri ≈ en:duties ~ en:duty ≈ fr:nourris
feel	3	0.906	en:feel ≈ fr:files ~ fr:file ≈ en:feels
feel	3	0.906	en:feel ≈ fr:file ~ fr:files ≈ en:feels
feeler	3	0.982	en:feeler ≈ fr:filer ~ fr:files ≈ en:feel
feeler	3	0.909	en:feeler ≈ fr:filer ~ fr:files ≈ en:feels
feeling	4	0.923	en:feeling ~ en:feel ≈ fr:files ~ fr:file ≈ en:feels
feeling	4	0.923	en:feeling ~ en:feel ≈ fr:file ~ fr:files ≈ en:feels
feelings	5	0.910	en:feelings ~ en:feeling ≈ fr:file ~ fr:files ≈ en:feel ~ fr:feeling
feelings	5	0.864	en:feelings ~ en:feeling ≈ fr:file ~ fr:files ≈ en:feels ~ fr:feeling
feels	4	0.912	en:feels ~ en:feeling ≈ fr:file ~ fr:files ≈ en:feel
feels	5	0.970	en:feels ~ en:feel ≈ fr:files ~ fr:filer ≈ en:feeler ~ en:feltre
fell	4	0.875	en:fell ~ en:fallen ≈ fr:folles ~ fr:folle ≈ en:falls
fell	5	0.944	en:fell ~ en:falls ≈ fr:folles ~ fr:folle ≈ en:fall ~ fr:fall
felony	5	0.918	en:felony = fr:crime ≈ en:creamy ~ en:cream ≈ fr:crimes ~ en:brott
felony	5	0.918	en:felony = fr:crime ≈ en:creamy ~ en:cream ≈ fr:crimes ~ fr:brott
felt	4	0.921	en:felt ~ en:feel ≈ fr:files ~ fr:file ≈ en:feels
felt	4	0.921	en:felt ~ en:feel ≈ fr:file ~ fr:files ≈ en:feels
fi	4	0.907	en:fi ~ fr:fie ≈ en:fee ~ en:fees ≈ fr:fi
fi	5	0.907	en:fi ~ fr:fie ≈ en:fee ~ en:fees ≈ fr:fi ~ en:fie
file	4	0.941	en:file ~ fr:file ≈ en:feel ~ en:feels ≈ fr:files
file	4	0.941	en:file ~ fr:file ≈ en:feel ~ en:feels ≈ fr:files
filed	4	0.897	en:filed ~ fr:file ≈ en:feel ~ en:feels ≈ fr:files
filed	4	0.897	en:filed ~ fr:file ≈ en:feel ~ en:feels ≈ fr:files
files	4	0.941	en:files ~ fr:files ≈ en:feel ~ en:feels ≈ fr:file
files	4	0.930	en:files ~ fr:files ≈ en:feel ~ en:feeling ≈ fr:file
fitted	5	0.839	en:fitted ~ fr:laid ≈ en:let ~ en:letting ≈ fr:laid in ~ en:laid
fleet	5	0.915	en:fleet = fr:flotte ≈ en:floored ~ en:floor ≈ fr:flottes = en:fleets
fleet	5	0.908	en:fleet = fr:flotte ≈ en:floored ~ en:floor ≈ fr:flottes ~ en:flota
flock	6	0.891	en:flock ~ fr:horde ≈ en:order ~ fr:ordre ≈ en:ordering ~ en:ordered ≈ fr:hordes
flock	6	0.888	en:flock ~ fr:hordes ≈ en:order ~ fr:ordre ≈ en:ordering ~ en:ordered ≈ fr:horde
flood	4	0.869	en:flood ~ en:flooding ≈ fr:flot in ~ fr:flot ≈ en:flooded
flood	5	0.885	en:flood ~ en:flooding ≈ fr:flot in ~ fr:flot ≈ en:flooded ~ fr:inondation
flow	4	0.879	en:flow ~ fr:flow ≈ en:flown ~ en:flew ≈ fr:flux
flow	4	0.867	en:flow = fr:flow ≈ en:flown ~ en:flew ≈ fr:flux
flows	4	0.869	en:flows ~ fr:flow ≈ en:flown ~ en:flew ≈ fr:flux
flows	4	0.867	en:flows = fr:flux ≈ en:flew ~ en:flown ≈ fr:flow
flues	3	0.915	en:flues ≈ fr:flouze ~ fr:flou ≈ en:flume
flues	4	0.920	en:flues ≈ fr:flouze ~ fr:flou ≈ en:flume ~ fr:fluo
fold	5	0.971	en:fold = fr:pli ≈ en:plea ~ en:pleas ≈ fr:plisse ~ fr:plié
fold	5	0.941	en:fold = fr:pli ≈ en:plea ~ en:pleas ≈ fr:plie ~ fr:plier
fool	3	0.902	en:fool ≈ fr:foules ~ fr:foule ≈ en:fools
fool	3	0.890	en:fool ≈ fr:foules ~ fr:foule ≈ en:foolish
foolish	4	0.894	en:foolish ~ en:fool ≈ fr:foules ~ fr:foule ≈ en:fools
foolish	4	0.894	en:foolish ~ en:fool ≈ fr:foule ~ fr:foules ≈ en:fools
fools	5	0.929	en:fools ~ en:fool ≈ fr:full ~ en:full ≈ fr:folles ~ fr:imbéciles
footballer	4	0.972	en:footballer ≈ fr:fait bolée ~ fr:fait bol ≈ en:football ~ fr:football
footballer	4	0.960	en:footballer ≈ fr:fait bolée ~ fr:fait bol ≈ en:football = fr:football
forces	3	0.880	en:forces ≈ fr:faux aise ~ fr:fausses ≈ en:force
forces	3	0.882	en:forces ≈ fr:faux aise ~ fr:fausse ≈ en:force
forcing	3	0.847	en:forcing ≈ fr:faux in ~ fr:fausse ≈ en:forced
forcing	4	0.908	en:forcing ≈ fr:faux in ~ fr:fausse ≈ en:force = fr:forcer
ford	5	0.897	en:ford ~ fr:coupe ≈ en:coup ~ en:coups ≈ fr:coupes ~ en:coupe
foresaw	4	0.915	en:foresaw ~ en:foresee ≈ fr:foncé ~ fr:fonceuse ≈ en:foresees
foresaw	5	0.902	en:foresaw ~ en:foresee ≈ fr:foncé ~ fr:fonceuse ≈ en:foresees ~ en:foretold
foresee	3	0.939	en:foresee ≈ fr:foncé ~ fr:fonceuse ≈ en:foresees
foresee	4	0.917	en:foresee ≈ fr:foncé ~ fr:fonceuse ≈ en:foresees ~ en:foreseeable
foresees	3	0.939	en:foresees ≈ fr:fonceuse ~ fr:foncé ≈ en:foresee
foresees	4	0.919	en:foresees ≈ fr:fonceuse ~ fr:foncé ≈ en:foresee ~ en:foretold
formerly	5	0.856	en:formerly ~ en:previously ≈ fr:privilégie ~ fr:privilèges ≈ en:previous = fr:précédentes
formerly	5	0.856	en:formerly ~ en:previously ≈ fr:privilégie ~ fr:privilèges ≈ en:previous = fr:précédente
fortunate	4	0.941	en:fortunate ≈ fr:faut chaînette ~ fr:faut chenet lis ≈ en:fortunately ~ fr:fortunato
fortunate	4	0.941	en:fortunate ≈ fr:faut chaînette ~ fr:faut chenet lis ≈ en:fortunately ~ en:fortunato
fortunately	3	0.961	en:fortunately ≈ fr:faut chenet lis ~ fr:faut chaînette ≈ en:fortunate
fortunately	4	0.963	en:fortunately ≈ fr:faut chenet lis ~ fr:faut chaînette ≈ en:fortunate ~ fr:fortunato
founded	4	0.887	en:founded ~ en:founders ≈ fr:fanent aise ~ fr:fanent in ≈ en:founding
founded	5	0.899	en:founded ~ en:founders ≈ fr:fanent aise ~ fr:fanent in ≈ en:founding = fr:fondatrice
founder	4	0.902	en:founder ~ en:founders ≈ fr:fanent aise ~ fr:fanent in ≈ en:founding
founder	5	0.914	en:founder ~ en:founders ≈ fr:fanent aise ~ fr:fanent in ≈ en:founding ~ en:founded
founders	3	0.880	en:founders ≈ fr:fanent aise ~ fr:fanent in ≈ en:founding
founders	4	0.901	en:founders ≈ fr:fanent aise ~ fr:fanent in ≈ en:founding ~ en:founded
friendship	3	0.940	en:friendship ≈ fr:freinent chipe ~ fr:freinent chips ≈ en:friendships
friendship	4	0.954	en:friendship ≈ fr:freinent chipe ~ fr:freinent chips ≈ en:friendships ~ fr:amitiés
gender	5	0.915	en:gender ~ fr:sexes ≈ en:sexy ~ fr:sexy ≈ en:sex ~ fr:sexe
gender	5	0.910	en:gender ~ fr:sexes ≈ en:sexy ~ fr:sexy ≈ en:sex = fr:sexe
gene	4	0.905	en:gene ≈ fr:gins ~ fr:gin dôme ≈ en:genome ~ fr:gènes
gene	4	0.905	en:gene ≈ fr:gin ~ fr:gin dôme ≈ en:genome ~ fr:gènes
genes	5	0.922	en:genes ~ en:gene ≈ fr:gins ~ fr:gin dôme ≈ en:genome ~ fr:gènes
genes	5	0.921	en:genes ~ en:gene ≈ fr:gin ~ fr:gin dôme ≈ en:genome ~ fr:gènes
gin	4	0.943	en:gin ~ fr:gins ≈ en:gene ~ en:genes ≈ fr:gin
gin	5	0.945	en:gin ~ fr:gins ≈ en:gene ~ en:genes ≈ fr:gin ~ fr:gin dôme
glue	5	0.925	en:glue = fr:colle ≈ en:call ~ en:calls ≈ fr:collent ~ fr:colles
glue	5	0.925	en:glue = fr:colle ≈ en:call ~ en:calls ≈ fr:collent ~ fr:colles
gown	4	0.880	en:gown ~ fr:dresse ≈ en:dress ~ fr:dressage ≈ en:dresses
gown	4	0.871	en:gown ~ en:dresses ≈ fr:dressage ~ en:dress ≈ fr:dresse
grab	5	0.817	en:grab ~ en:grabs ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ fr:grabe
grab	5	0.815	en:grab ~ en:grabs ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ en:grable
grabbed	5	0.813	en:grabbed ~ en:grabs ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ en:grable
grabbed	5	0.813	en:grabbed ~ en:grab ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ en:grable
grabs	5	0.823	en:grabs ~ en:grab ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ en:grabe
grabs	5	0.821	en:grabs ~ en:grab ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ en:grable
grains	4	0.873	en:grains ~ fr:graines ≈ en:green ~ fr:green ≈ en:grain
grains	4	0.873	en:grains ~ en:grain ≈ fr:green ~ en:green ≈ fr:graines
gray	4	0.879	en:gray = fr:grise ≈ en:agrees ~ en:agree ≈ fr:gris
gray	4	0.879	en:gray = fr:gris ≈ en:agree ~ en:agrees ≈ fr:grise
grey	4	0.879	en:grey = fr:grise ≈ en:agrees ~ en:agree ≈ fr:gris
grey	4	0.879	en:grey = fr:gris ≈ en:agree ~ en:agrees ≈ fr:grise
grip	5	0.836	en:grip ~ fr:grippe ≈ en:grape ~ fr:grappes ≈ en:grasp ~ en:gripping
grip	5	0.831	en:grip ~ fr:grippe ≈ en:grape ~ fr:grappes ≈ en:grasp ~ en:grips
grippe	5	0.852	en:grippe ~ fr:grippe ≈ en:grape ~ fr:grappes ≈ en:grasp ~ en:gripping
grippe	5	0.846	en:grippe ~ fr:grippe ≈ en:grape ~ fr:grappes ≈ en:grasp ~ en:grips
group	3	0.936	en:group ≈ fr:groupes ~ en:groups ≈ fr:groupe
group	3	0.936	en:group ≈ fr:groupes ~ en:groups ≈ fr:group
herself	4	0.886	en:herself ~ en:myself ≈ fr:mas elfes ~ fr:elfes ≈ en:self
herself	4	0.910	en:herself ~ en:myself ≈ fr:mas elfes ~ fr:aimes elfes ≈ en:himself
himself	3	0.935	en:himself ≈ fr:aimes elfes ~ fr:mas elfes ≈ en:myself
himself	4	0.913	en:himself ≈ fr:aimes elfes ~ fr:ions elfes ≈ en:yourself ~ en:myself
installed	3	0.923	en:installed ≈ fr:haines solde ~ fr:haines taule ≈ en:install
installed	4	0.936	en:installed ≈ fr:haines solde ~ fr:haines taule ≈ en:install ~ fr:installe
jean	3	0.928	en:jean ≈ fr:gin ~ en:gin ≈ fr:jean
jean	3	0.916	en:jean ≈ fr:gins ~ en:gin ≈ fr:jean
jeers	5	0.912	en:jeers ~ fr:folle ≈ en:fall ~ en:fallen ≈ fr:folles ~ en:folle
jeers	5	0.912	en:jeers ~ fr:folle ≈ en:fall ~ en:fallen ≈ fr:folles ~ en:folle
jinn	5	0.952	en:jinn ≈ fr:gin ~ en:gin ≈ fr:jean ~ en:jean ≈ fr:djinns
jinn	5	0.942	en:jinn ≈ fr:gin ~ en:gin ≈ fr:jean = en:jean ≈ fr:djinns
kindness	4	0.911	en:kindness ≈ fr:cannes noces ~ fr:cannes lis ≈ en:kindly = fr:gentiment
kindness	4	0.901	en:kindness ≈ fr:cannes noces ~ fr:cannes lis ≈ en:kindly ~ fr:gentiment
kopje	4	0.912	en:kopje ≈ fr:copie ~ fr:copies ≈ en:copy = fr:exemplaire
landlord	4	0.836	en:landlord ~ en:renter ≈ fr:reines ~ fr:reine ≈ en:rent
landlord	5	0.857	en:landlord ~ en:renter ≈ fr:reines ~ fr:reine ≈ en:rent ~ en:rents
largely	5	0.794	en:largely ~ en:mostly ≈ fr:but lie ~ fr:et lie ≈ en:widely ~ en:predominantly
largest	4	0.809	en:largest ~ en:large ≈ fr:large ~ en:big ≈ fr:big
largest	4	0.809	en:largest ~ fr:large ≈ en:large ~ en:big ≈ fr:big
lay	5	0.882	en:lay ~ fr:laid ≈ en:let ~ en:letting ≈ fr:laid in ~ en:lays
lay	5	0.881	en:lay ~ fr:laid ≈ en:let ~ en:letting ≈ fr:laid in ~ en:laid
lays	4	0.870	en:lays ~ fr:laid in ≈ en:letting ~ en:let ≈ fr:laid
lays	4	0.873	en:lays ~ fr:laid ≈ en:let ~ en:letting ≈ fr:laid in
leading	5	0.874	en:leading ~ en:lead ≈ fr:liquide ~ fr:liquides ≈ en:leader ~ fr:leder
leading	5	0.874	en:leading ~ en:lead ≈ fr:liquide ~ fr:liquides ≈ en:leader ~ en:leder
league	3	0.919	en:league ≈ fr:ligues = en:leagues ≈ fr:ligue
leagues	3	0.919	en:leagues ≈ fr:ligue = en:league ≈ fr:ligues
learned	4	0.836	en:learned ~ fr:apprise ≈ en:properties ~ en:property ≈ fr:appris
learned	4	0.834	en:learned = fr:apprise ≈ en:properties ~ en:property ≈ fr:appris
leg	4	0.959	en:leg ≈ fr:legs ~ fr:kaki ≈ en:kaki ~ en:noga
leg	4	0.959	en:leg ≈ fr:legs ~ fr:kaki ≈ en:kaki ~ fr:noga
lend	5	0.943	en:lend ~ en:lender ≈ fr:lin des ~ fr:lin dos ≈ en:lenders = fr:prêteurs
lend	5	0.936	en:lend ~ en:lender ≈ fr:lin des ~ fr:lin dos ≈ en:lenders ~ fr:prêteurs
lender	3	0.953	en:lender ≈ fr:lin des ~ fr:lin dos ≈ en:lenders
lender	4	0.952	en:lender ≈ fr:lin des ~ fr:lin dos ≈ en:lenders = fr:prêteurs
lenders	3	0.953	en:lenders ≈ fr:lin dos ~ fr:lin des ≈ en:lender
lenders	4	0.952	en:lenders ≈ fr:lin dos ~ fr:lin des ≈ en:lender = fr:prêteurs
letters	5	0.879	en:letters ≈ fr:laid aise ~ fr:laid in ≈ en:letting ~ en:let ≈ fr:lettres
letters	5	0.879	en:letters ≈ fr:laid aise ~ fr:laid in ≈ en:letting ~ en:let ≈ fr:lettres
letting	3	0.855	en:letting ≈ fr:laid in ~ fr:laid ≈ en:let
letting	4	0.892	en:letting ≈ fr:laid in ~ fr:laid ≈ en:let ~ fr:let
lifted	4	0.830	en:lifted ~ en:lift ≈ fr:lift ~ en:lifting ≈ fr:lifting
lifted	4	0.830	en:lifted ~ en:lift ≈ fr:lift ~ fr:lifting ≈ en:lifting
lord	3	0.941	en:lord ≈ fr:lords ~ en:lords ≈ fr:lord
lord	3	0.913	en:lord ≈ fr:lords ~ en:lording ≈ fr:lord
lording	4	0.943	en:lording ~ fr:lords ≈ en:lord ~ fr:lord ≈ en:lords
lording	4	0.931	en:lording ~ fr:lords ≈ en:lord = fr:lord ≈ en:lords
lords	4	0.947	en:lords ~ fr:lords ≈ en:lord ~ fr:lord ≈ en:lording
