seed	hops	quality	loop
exceptions	4	0.891	en:exceptions ~ en:exception ≈ fr:excepté = en:except ≈ fr:excepte
exclude	5	0.919	en:exclude ~ fr:exclu ≈ en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclus
exclude	5	0.918	en:exclude ~ fr:exclu ≈ en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclut
excluded	4	0.905	en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclues ≈ en:exclude
excluded	4	0.904	en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclus ≈ en:exclude
excluding	4	0.858	en:excluding ~ fr:excluant ≈ en:exclusion ~ fr:exclus ≈ en:exclude
excluding	5	0.903	en:excluding ~ fr:exclut ≈ en:exclude ~ fr:exclu ≈ en:excluded ~ en:excludes
exclusion	3	0.817	en:exclusion ≈ fr:exclus haine ~ en:exclude ≈ fr:exclus
exclusion	3	0.817	en:exclusion ≈ fr:exclus haine ~ en:exclude ≈ fr:exclues
exhibit	5	0.882	en:exhibit ~ en:exhibitions ≈ fr:expose ~ en:expose ≈ fr:exposent ~ fr:exposer
exhibit	5	0.865	en:exhibit ~ en:exhibitions ≈ fr:expose ~ en:expose ≈ fr:exposées = en:exhibited
exhibited	4	0.849	en:exhibited = fr:exposées ≈ en:expose ~ fr:expose ≈ en:exhibitions
exhibited	4	0.844	en:exhibited ~ en:exhibitions ≈ fr:expose ~ en:expose ≈ fr:exposées
exhibits	5	0.869	en:exhibits ~ en:exhibitions ≈ fr:expose ~ en:expose ≈ fr:exposées = en:exhibited
exhibits	5	0.822	en:exhibits ~ en:exhibitions ≈ fr:expose ~ en:exposed ≈ fr:expo ~ fr:expositions
exist	4	0.881	en:exist ~ fr:existence ≈ en:exit arse ~ en:exit ≈ fr:existent
exist	4	0.841	en:exist = fr:existent ≈ en:exists ~ en:existence ≈ fr:existence
existed	3	0.866	en:existed ≈ fr:exit aide ~ en:exit art ≈ fr:existantes
existed	4	0.885	en:existed ≈ fr:exit aide ~ en:exit art ≈ fr:existantes ~ fr:existant
existence	4	0.873	en:existence ~ en:exist ≈ fr:existe ~ fr:existent ≈ en:exists
existence	4	0.871	en:existence ~ en:exist ≈ fr:existe = en:exists ≈ fr:existence
exists	4	0.866	en:exists = fr:existe ≈ en:exist ~ fr:existence ≈ en:existence
exists	4	0.866	en:exists = fr:existe ≈ en:exist ~ en:existence ≈ fr:existence
exit arse	5	0.889	en:exit arse ≈ fr:existence ~ en:exist ≈ fr:existe ~ fr:existent ≈ en:exit
exit arse	6	0.903	en:exit arse ≈ fr:existence ~ en:exist ≈ fr:existe ~ fr:existent ≈ en:exit ~ en:exiting
exit art	4	0.905	en:exit art ≈ fr:existantes ~ en:existed ≈ fr:exit aide ~ en:exit
exit art	4	0.899	en:exit art ≈ fr:existantes ~ en:existed ≈ fr:exit aide ~ en:exiting
expertise	5	0.884	en:expertise ~ fr:expertises ≈ en:expenses ~ en:expense ≈ fr:experts ~ en:expert
expertise	5	0.884	en:expertise ~ fr:expertises ≈ en:expenses ~ en:expense ≈ fr:experts ~ fr:expert
explain	4	0.836	en:explain ~ en:explained ≈ fr:explose ~ fr:exploser ≈ en:explanation
explain	4	0.834	en:explain ~ en:explained ≈ fr:explosent ~ fr:exploser ≈ en:explanation
explained	4	0.872	en:explained ~ en:explains ≈ fr:explose ~ fr:explosent ≈ en:explain
explained	4	0.869	en:explained ~ en:explain ≈ fr:explosent ~ fr:explose ≈ en:explains
explaining	4	0.861	en:explaining ~ en:explains ≈ fr:explosent ~ fr:explose ≈ en:explained
explaining	4	0.865	en:explaining ~ en:explains ≈ fr:explose ~ fr:explosent ≈ en:explain
explains	4	0.855	en:explains ~ en:explained ≈ fr:explose ~ fr:explosent ≈ en:explain
explains	4	0.847	en:explains ~ en:explain ≈ fr:explosent ~ fr:explose ≈ en:explained
explanation	4	0.835	en:explanation ~ en:explain ≈ fr:explosent ~ fr:exploser ≈ en:explanations
explanation	4	0.852	en:explanation ~ en:explain ≈ fr:explosent ~ fr:explose ≈ en:explained
explanations	4	0.829	en:explanations ~ en:explain ≈ fr:explosent ~ fr:exploser ≈ en:explanation
explanations	4	0.842	en:explanations ~ en:explain ≈ fr:explosent ~ fr:explose ≈ en:explained
explode	5	0.903	en:explode ~ fr:explose ≈ en:explore ~ en:explored ≈ fr:explosent ~ fr:exploser
explode	5	0.896	en:explode ~ fr:explose ≈ en:explore ~ en:explored ≈ fr:explosent ~ fr:explosé
exploration	4	0.887	en:exploration ~ en:exploring ≈ fr:explorent ~ fr:explore ≈ en:explored
exploration	4	0.900	en:exploration ~ en:exploring ≈ fr:explore ~ fr:explorent ≈ en:explored
explore	3	0.913	en:explore ≈ fr:explorent ~ fr:explorer ≈ en:exploring
explore	3	0.931	en:explore ≈ fr:explorent ~ en:explorer ≈ fr:explore
explored	4	0.918	en:explored = fr:exploré ≈ en:explorer ~ fr:explorer ≈ en:exploring
explored	4	0.904	en:explored ~ en:exploring ≈ fr:explore ~ en:explore ≈ fr:exploré
explorer	4	0.912	en:explorer ~ fr:explorent ≈ en:explore ~ en:explored ≈ fr:explore
explorer	4	0.921	en:explorer ~ fr:explorer ≈ en:exploring ~ en:explored ≈ fr:explorent
exploring	5	0.938	en:exploring ~ en:explored ≈ fr:explore ~ en:explore ≈ fr:explorent ~ fr:explorer
exploring	5	0.934	en:exploring ~ en:explored ≈ fr:explore ~ en:explore ≈ fr:explorent ~ en:explores
explosive	4	0.831	en:explosive ~ fr:exploser ≈ en:explanation ~ en:explain ≈ fr:explosent
explosive	4	0.818	en:explosive ~ fr:exploser ≈ en:explanations ~ en:explain ≈ fr:explosent
exports	5	0.913	en:exports ~ fr:exporte ≈ en:expert ~ fr:experte ≈ en:export ~ fr:exportés
exports	5	0.910	en:exports ~ fr:exporte ≈ en:expert ~ fr:experte ≈ en:export = fr:exportations
express	4	0.865	en:express ≈ fr:expresse ~ fr:express ≈ en:expressions ~ en:expresses
express	4	0.835	en:express ~ fr:express ≈ en:expressions ~ en:expressing ≈ fr:expresse
expressing	3	0.915	en:expressing ≈ fr:exprès in ~ fr:exprès ≈ en:expressed
expressing	4	0.936	en:expressing ≈ fr:exprès in ~ fr:exprès ≈ en:express = fr:exprimer
expression	4	0.862	en:expression ~ fr:expressions ≈ en:express ~ fr:express ≈ en:expressions
expression	4	0.850	en:expression ~ fr:expressions ≈ en:express = fr:express ≈ en:expressions
expressions	4	0.908	en:expressions ~ fr:expressions ≈ en:express = fr:expresse ≈ en:expressing
expressions	4	0.907	en:expressions ~ fr:expressions ≈ en:express ~ fr:expresse ≈ en:expressing
extend	4	0.942	en:extend ~ en:extending ≈ fr:axent haines in ~ fr:axent haines aide ≈ en:extended
extend	4	0.931	en:extend ~ en:extended ≈ fr:axent haines aide ~ fr:axent haines in ≈ en:extending
extending	3	0.931	en:extending ≈ fr:axent haines in ~ fr:axent haines aide ≈ en:extended
extending	4	0.937	en:extending ≈ fr:axent haines in ~ fr:axent haines aide ≈ en:extended ~ en:extends
extends	4	0.942	en:extends ~ en:extending ≈ fr:axent haines in ~ fr:axent haines aide ≈ en:extended
extends	4	0.937	en:extends ~ en:extended ≈ fr:axent haines aide ~ fr:axent haines in ≈ en:extending
extension	4	0.853	en:extension ~ en:extensions ≈ fr:externe ~ fr:externes ≈ en:extend
extension	5	0.877	en:extension ~ en:extensions ≈ fr:externe ~ fr:externes ≈ en:extend ~ en:extending
extensions	4	0.871	en:extensions ~ en:extension ≈ fr:externe ~ fr:externes ≈ en:extend
extensions	5	0.892	en:extensions ~ en:extension ≈ fr:externe ~ fr:externes ≈ en:extend ~ en:extending
extensively	3	0.911	en:extensively ≈ fr:axent haines flux ~ fr:axent haines ive ≈ en:extensive
extensively	4	0.933	en:extensively ≈ fr:axent haines flux ~ fr:axent haines ive ≈ en:extensive ~ fr:extensive
fake	5	0.871	en:fake = fr:fausse ≈ en:forced ~ en:forcing ≈ fr:faux in ~ fr:faux
fall	3	0.920	en:fall ≈ fr:folles ~ fr:folle ≈ en:falls
fall	3	0.920	en:fall ≈ fr:folle ~ fr:folles ≈ en:falls
falling	5	0.942	en:falling ~ en:falls ≈ fr:folles ~ fr:folle ≈ en:fall ~ fr:fall
falling	5	0.932	en:falling ~ en:falls ≈ fr:folles ~ fr:folle ≈ en:fall = fr:tomber
falls	5	0.924	en:falls ~ en:falling ≈ fr:folles ~ fr:folle ≈ en:fall ~ en:fallen
false	4	0.847	en:false = fr:fausse ≈ en:forced ~ en:forcing ≈ fr:faux in
false	5	0.871	en:false = fr:fausse ≈ en:forced ~ en:forcing ≈ fr:faux in ~ fr:faux
fastest	3	0.886	en:fastest ≈ fr:fats test ~ fr:fats tes ≈ en:faster
fastest	4	0.885	en:fastest ≈ fr:fats test ~ fr:fats tes ≈ en:faster ~ fr:faste
fathers	5	0.908	en:fathers = fr:pères ≈ en:pairs ~ en:pair ≈ fr:père ~ en:vader
fed	4	0.820	en:fed = fr:nourris ≈ en:duty ~ en:duties ≈ fr:nourri
fed	4	0.820	en:fed = fr:nourri ≈ en:duties ~ en:duty ≈ fr:nourris
feel	3	0.906	en:feel ≈ fr:files ~ fr:file ≈ en:feels
feel	3	0.906	en:feel ≈ fr:file ~ fr:files ≈ en:feels
feeler	3	0.982	en:feeler ≈ fr:filer ~ fr:files ≈ en:feel
feeler	3	0.909	en:feeler ≈ fr:filer ~ fr:files ≈ en:feels
feeling	4	0.923	en:feeling ~ en:feel ≈ fr:files ~ fr:file ≈ en:feels
feeling	4	0.923	en:feeling ~ en:feel ≈ fr:file ~ fr:files ≈ en:feels
feelings	5	0.910	en:feelings ~ en:feeling ≈ fr:file ~ fr:files ≈ en:feel ~ fr:feeling
feelings	5	0.864	en:feelings ~ en:feeling ≈ fr:file ~ fr:files ≈ en:feels ~ fr:feeling
feels	4	0.912	en:feels ~ en:feeling ≈ fr:file ~ fr:files ≈ en:feel
feels	5	0.970	en:feels ~ en:feel ≈ fr:files ~ fr:filer ≈ en:feeler ~ en:feltre
fell	4	0.930	en:fell ~ en:falls ≈ fr:folles ~ fr:folle ≈ en:fall
fell	4	0.930	en:fell ~ en:falls ≈ fr:folle ~ fr:folles ≈ en:fall
felony	5	0.918	en:felony = fr:crime ≈ en:creamy ~ en:cream ≈ fr:crimes ~ en:brott
felony	5	0.918	en:felony = fr:crime ≈ en:creamy ~ en:cream ≈ fr:crimes ~ fr:brott
felt	4	0.921	en:felt ~ en:feel ≈ fr:files ~ fr:file ≈ en:feels
felt	4	0.921	en:felt ~ en:feel ≈ fr:file ~ fr:files ≈ en:feels
fi	4	0.907	en:fi ~ fr:fie ≈ en:fee ~ en:fees ≈ fr:fi
fi	5	0.907	en:fi ~ fr:fie ≈ en:fee ~ en:fees ≈ fr:fi ~ en:fie
file	4	0.941	en:file ~ fr:file ≈ en:feel ~ en:feels ≈ fr:files
file	4	0.925	en:file ~ fr:files ≈ en:feel ~ en:feels ≈ fr:file
filed	4	0.897	en:filed ~ fr:file ≈ en:feel ~ en:feels ≈ fr:files
filed	4	0.926	en:filed ~ fr:file ≈ en:feeler ~ en:feel ≈ fr:files
files	4	0.941	en:files ~ fr:files ≈ en:feel ~ en:feels ≈ fr:file
files	4	0.930	en:files ~ fr:files ≈ en:feel ~ en:feeling ≈ fr:file
fitted	5	0.839	en:fitted ~ fr:laid ≈ en:let ~ en:letting ≈ fr:laid in ~ en:laid
fleet	5	0.915	en:fleet = fr:flotte ≈ en:floored ~ en:floor ≈ fr:flottes = en:fleets
fleet	5	0.908	en:fleet = fr:flotte ≈ en:floored ~ en:floor ≈ fr:flottes ~ fr:flota
flock	6	0.891	en:flock ~ fr:horde ≈ en:order ~ fr:ordre ≈ en:ordering ~ en:ordered ≈ fr:hordes
flock	6	0.892	en:flock ~ fr:horde ≈ en:ordered ~ fr:ordre ≈ en:ordering ~ en:order ≈ fr:hordes
flood	4	0.869	en:flood ~ en:flooding ≈ fr:flot in ~ fr:flot ≈ en:flooded
flood	5	0.885	en:flood ~ en:flooding ≈ fr:flot in ~ fr:flot ≈ en:flooded ~ fr:inondation
flues	3	0.915	en:flues ≈ fr:flouze ~ fr:flou ≈ en:flume
flues	4	0.920	en:flues ≈ fr:flouze ~ fr:flou ≈ en:flume ~ fr:fluo
fold	5	0.971	en:fold = fr:pli ≈ en:plea ~ en:pleas ≈ fr:plisse ~ fr:plié
fold	5	0.941	en:fold = fr:pli ≈ en:plea ~ en:pleas ≈ fr:plie ~ fr:plier
folder	5	0.896	en:folder ~ fr:files ≈ en:feel ~ en:feels ≈ fr:file ~ en:files
folder	5	0.896	en:folder ~ fr:files ≈ en:feels ~ en:feel ≈ fr:file ~ en:files
fool	3	0.902	en:fool ≈ fr:foules ~ fr:foule ≈ en:fools
fool	3	0.890	en:fool ≈ fr:foules ~ fr:foule ≈ en:foolish
foolish	4	0.894	en:foolish ~ en:fool ≈ fr:foules ~ fr:foule ≈ en:fools
foolish	4	0.894	en:foolish ~ en:fool ≈ fr:foule ~ fr:foules ≈ en:fools
fools	5	0.929	en:fools ~ en:fool ≈ fr:full ~ en:full ≈ fr:folles ~ fr:imbéciles
footballer	3	0.963	en:footballer ≈ fr:fait bolée ~ fr:fait bol ≈ en:football
footballer	4	0.952	en:footballer ≈ fr:fait bolée ~ fr:fait bol ≈ en:football ~ en:voetbal
forces	3	0.882	en:forces ≈ fr:faux aise ~ fr:fausse ≈ en:force
forces	4	0.912	en:forces ≈ fr:faux aise ~ fr:fausse ≈ en:force ~ fr:force
forcing	3	0.847	en:forcing ≈ fr:faux in ~ fr:fausse ≈ en:forced
forcing	4	0.908	en:forcing ≈ fr:faux in ~ fr:fausse ≈ en:force = fr:forcer
foresaw	4	0.915	en:foresaw ~ en:foresee ≈ fr:foncé ~ fr:fonceuse ≈ en:foresees
foresaw	5	0.902	en:foresaw ~ en:foresee ≈ fr:foncé ~ fr:fonceuse ≈ en:foresees ~ en:foretold
foresee	3	0.939	en:foresee ≈ fr:foncé ~ fr:fonceuse ≈ en:foresees
foresee	4	0.917	en:foresee ≈ fr:foncé ~ fr:fonceuse ≈ en:foresees ~ en:foreseeable
foresees	3	0.939	en:foresees ≈ fr:fonceuse ~ fr:foncé ≈ en:foresee
foresees	4	0.919	en:foresees ≈ fr:fonceuse ~ fr:foncé ≈ en:foresee ~ en:foretold
forked	6	0.806	en:forked ~ fr:plates ≈ en:plot ~ en:plots ≈ fr:places ~ fr:place ≈ en:plates
formerly	5	0.856	en:formerly ~ en:previously ≈ fr:privilégie ~ fr:privilèges ≈ en:previous = fr:précédentes
formerly	5	0.856	en:formerly ~ en:previously ≈ fr:privilégie ~ fr:privilèges ≈ en:previous = fr:précédente
fortunate	4	0.941	en:fortunate ≈ fr:faut chaînette ~ fr:faut chenet lis ≈ en:fortunately ~ fr:fortunato
fortunate	4	0.941	en:fortunate ≈ fr:faut chaînette ~ fr:faut chenet lis ≈ en:fortunately ~ en:fortunato
fortunately	3	0.961	en:fortunately ≈ fr:faut chenet lis ~ fr:faut chaînette ≈ en:fortunate
fortunately	4	0.963	en:fortunately ≈ fr:faut chenet lis ~ fr:faut chaînette ≈ en:fortunate ~ en:fortunato
founded	4	0.887	en:founded ~ en:founders ≈ fr:fanent aise ~ fr:fanent in ≈ en:founding
founded	5	0.899	en:founded ~ en:founders ≈ fr:fanent aise ~ fr:fanent in ≈ en:founding = fr:fondatrice
founder	4	0.902	en:founder ~ en:founders ≈ fr:fanent aise ~ fr:fanent in ≈ en:founding
founder	5	0.914	en:founder ~ en:founders ≈ fr:fanent aise ~ fr:fanent in ≈ en:founding ~ en:founded
founders	3	0.880	en:founders ≈ fr:fanent aise ~ fr:fanent in ≈ en:founding
founders	4	0.901	en:founders ≈ fr:fanent aise ~ fr:fanent in ≈ en:founding ~ en:founded
friendship	3	0.940	en:friendship ≈ fr:freinent chipe ~ fr:freinent chips ≈ en:friendships
friendship	4	0.954	en:friendship ≈ fr:freinent chipe ~ fr:freinent chips ≈ en:friendships ~ fr:amitiés
gender	5	0.915	en:gender ~ fr:sexes ≈ en:sexy ~ fr:sexy ≈ en:sex ~ fr:sexe
gender	5	0.910	en:gender ~ fr:sexes ≈ en:sexy ~ fr:sexy ≈ en:sex = fr:sexe
gene	4	0.905	en:gene ≈ fr:gins ~ fr:gin dôme ≈ en:genome ~ fr:gènes
gene	4	0.905	en:gene ≈ fr:gin ~ fr:gin dôme ≈ en:genome ~ fr:gènes
genes	5	0.922	en:genes ~ en:gene ≈ fr:gins ~ fr:gin dôme ≈ en:genome ~ fr:gènes
genes	5	0.921	en:genes ~ en:gene ≈ fr:gin ~ fr:gin dôme ≈ en:genome ~ fr:gènes
gin	4	0.943	en:gin ~ fr:gins ≈ en:gene ~ en:genes ≈ fr:gin
gin	5	0.945	en:gin ~ fr:gins ≈ en:gene ~ en:genes ≈ fr:gin ~ fr:gin dôme
glue	5	0.925	en:glue = fr:colle ≈ en:call ~ en:calls ≈ fr:collent ~ fr:colles
glue	5	0.925	en:glue = fr:colle ≈ en:calls ~ en:call ≈ fr:collent ~ fr:colles
gown	4	0.880	en:gown ~ fr:dresse ≈ en:dress ~ fr:dressage ≈ en:dresses
gown	4	0.871	en:gown ~ en:dresses ≈ fr:dressage ~ en:dress ≈ fr:dresse
grab	5	0.817	en:grab ~ en:grabs ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ en:grabe
grab	5	0.815	en:grab ~ en:grabs ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ en:grable
grabbed	5	0.813	en:grabbed ~ en:grabs ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ en:grable
grabbed	5	0.813	en:grabbed ~ en:grab ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ en:grable
grabs	5	0.823	en:grabs ~ en:grab ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ en:grabe
grabs	5	0.821	en:grabs ~ en:grab ≈ fr:grappe ~ fr:grappes ≈ en:grasp ~ en:grable
gray	4	0.879	en:gray = fr:grise ≈ en:agrees ~ en:agree ≈ fr:gris
gray	4	0.879	en:gray = fr:gris ≈ en:agree ~ en:agrees ≈ fr:grise
grey	4	0.879	en:grey = fr:grise ≈ en:agrees ~ en:agree ≈ fr:gris
grey	4	0.879	en:grey = fr:gris ≈ en:agree ~ en:agrees ≈ fr:grise
grippe	5	0.852	en:grippe ~ fr:grippe ≈ en:grape ~ fr:grappes ≈ en:grasp ~ en:gripping
grippe	5	0.846	en:grippe ~ fr:grippe ≈ en:grape ~ fr:grappes ≈ en:grasp ~ en:grips
group	3	0.936	en:group ≈ fr:groupes ~ en:groups ≈ fr:groupe
group	3	0.936	en:group ≈ fr:groupes ~ en:groups ≈ fr:group
herself	4	0.886	en:herself ~ en:myself ≈ fr:mas elfes ~ fr:elfes ≈ en:self
herself	4	0.910	en:herself ~ en:myself ≈ fr:mas elfes ~ fr:aimes elfes ≈ en:himself
himself	3	0.935	en:himself ≈ fr:aimes elfes ~ fr:mas elfes ≈ en:myself
himself	4	0.913	en:himself ≈ fr:aimes elfes ~ fr:ions elfes ≈ en:yourself ~ en:myself
installed	3	0.923	en:installed ≈ fr:haines solde ~ fr:haines taule ≈ en:install
installed	4	0.936	en:installed ≈ fr:haines solde ~ fr:haines taule ≈ en:install ~ fr:installe
jean	3	0.928	en:jean ≈ fr:gin ~ en:gin ≈ fr:jean
jean	3	0.916	en:jean ≈ fr:gins ~ en:gin ≈ fr:jean
jeers	5	0.912	en:jeers ~ fr:folle ≈ en:fall ~ en:fallen ≈ fr:folles ~ en:folle
jeers	5	0.868	en:jeers ~ fr:folle ≈ en:falls ~ en:falling ≈ fr:folles ~ en:folle
jinn	5	0.952	en:jinn ≈ fr:gin ~ en:gin ≈ fr:jean ~ en:jean ≈ fr:djinns
jinn	5	0.942	en:jinn ≈ fr:gin ~ en:gin ≈ fr:jean = en:jean ≈ fr:djinns
kindness	4	0.911	en:kindness ≈ fr:cannes noces ~ fr:cannes lis ≈ en:kindly = fr:gentiment
kindness	4	0.901	en:kindness ≈ fr:cannes noces ~ fr:cannes lis ≈ en:kindly ~ fr:gentiment
kopje	4	0.912	en:kopje ≈ fr:copie ~ fr:copies ≈ en:copy = fr:exemplaire
largely	5	0.794	en:largely ~ en:mostly ≈ fr:but lie ~ fr:et lie ≈ en:widely ~ en:predominantly
lay	5	0.882	en:lay ~ fr:laid ≈ en:let ~ en:letting ≈ fr:laid in ~ en:lays
lay	5	0.881	en:lay ~ fr:laid ≈ en:let ~ en:letting ≈ fr:laid in ~ en:laid
lays	4	0.870	en:lays ~ fr:laid in ≈ en:letting ~ en:let ≈ fr:laid
lays	4	0.873	en:lays ~ fr:laid ≈ en:let ~ en:letting ≈ fr:laid in
league	3	0.919	en:league ≈ fr:ligues = en:leagues ≈ fr:ligue
leagues	3	0.919	en:leagues ≈ fr:ligue = en:league ≈ fr:ligues
learned	4	0.836	en:learned ~ fr:apprise ≈ en:properties ~ en:property ≈ fr:appris
learned	4	0.834	en:learned = fr:apprise ≈ en:properties ~ en:property ≈ fr:appris
leg	4	0.959	en:leg ≈ fr:legs ~ en:kaki ≈ fr:kaki ~ fr:noga
leg	4	0.959	en:leg ≈ fr:legs ~ en:kaki ≈ fr:kaki ~ en:noga
lend	5	0.943	en:lend ~ en:lender ≈ fr:lin des ~ fr:lin dos ≈ en:lenders = fr:prêteurs
lend	5	0.936	en:lend ~ en:lender ≈ fr:lin des ~ fr:lin dos ≈ en:lenders ~ fr:prêteurs
lender	3	0.953	en:lender ≈ fr:lin des ~ fr:lin dos ≈ en:lenders
lender	4	0.952	en:lender ≈ fr:lin des ~ fr:lin dos ≈ en:lenders = fr:prêteurs
lenders	3	0.953	en:lenders ≈ fr:lin dos ~ fr:lin des ≈ en:lender
lenders	4	0.952	en:lenders ≈ fr:lin dos ~ fr:lin des ≈ en:lender = fr:prêteurs
letters	5	0.879	en:letters ≈ fr:laid aise ~ fr:laid in ≈ en:letting ~ en:let ≈ fr:lettres
letters	6	0.893	en:letters ≈ fr:laid aise ~ fr:laid in ≈ en:letting ~ en:let ≈ fr:lettres ~ en:letras
letting	3	0.855	en:letting ≈ fr:laid in ~ fr:laid ≈ en:let
letting	4	0.892	en:letting ≈ fr:laid in ~ fr:laid ≈ en:let ~ fr:let
lifted	4	0.830	en:lifted ~ en:lift ≈ fr:lift ~ en:lifting ≈ fr:lifting
lifted	4	0.830	en:lifted ~ en:lift ≈ fr:lift ~ fr:lifting ≈ en:lifting
lord	3	0.941	en:lord ≈ fr:lords ~ en:lords ≈ fr:lord
lord	3	0.913	en:lord ≈ fr:lords ~ en:lording ≈ fr:lord
lording	4	0.943	en:lording ~ fr:lords ≈ en:lord ~ fr:lord ≈ en:lords
lording	4	0.931	en:lording ~ fr:lords ≈ en:lord = fr:lord ≈ en:lords
lords	4	0.947	en:lords ~ fr:lords ≈ en:lord ~ fr:lord ≈ en:lording
lords	4	0.934	en:lords ~ fr:lords ≈ en:lord = fr:lord ≈ en:lording
lowest	4	0.825	en:lowest ~ en:low ≈ fr:lots ~ fr:lot ≈ en:lower
lowest	4	0.825	en:lowest ~ en:low ≈ fr:lot ~ fr:lots ≈ en:lower
luckily	5	0.962	en:luckily ~ en:fortunately ≈ fr:faut chenet lis ~ fr:faut chaînette ≈ en:fortunate ~ en:fortunato
luckily	5	0.962	en:luckily ~ en:fortunately ≈ fr:faut chenet lis ~ fr:faut chaînette ≈ en:fortunate ~ fr:fortunato
marks	5	0.846	en:marks = fr:marques ≈ en:mark = fr:marque ≈ en:marked ~ en:marking
marks	5	0.836	en:marks = fr:marques ≈ en:mark = fr:marque ≈ en:markers ~ fr:marks
masks	4	0.885	en:masks ~ en:mask ≈ fr:masque ~ en:masque ≈ fr:masques
masks	4	0.882	en:masks = fr:masques ≈ en:masque ~ fr:masque ≈ en:mask
masque	4	0.928	en:masque ≈ fr:masque = en:mask ≈ fr:masques ~ en:masques
masque	4	0.916	en:masque ≈ fr:masque = en:mask ≈ fr:masques = en:masques
masses	4	0.885	en:masses ~ fr:masses ≈ en:mouse ~ en:mice ≈ fr:masse
masses	4	0.877	en:masses ~ fr:masse ≈ en:mouse ~ en:mice ≈ fr:masses
matches	4	0.799	en:matches ~ fr:matchs ≈ en:matched ~ en:match ≈ fr:matches
matches	4	0.788	en:matches = fr:matchs ≈ en:matched ~ en:match ≈ fr:matches
maxed	4	0.826	en:maxed ~ fr:max ≈ en:max = fr:maximum ≈ en:maximum
maxed	4	0.824	en:maxed ~ fr:max ≈ en:max ~ en:maximum ≈ fr:maximum
meanie	3	0.988	en:meanie ≈ fr:mini ~ fr:minis ≈ en:meany
meanie	4	0.974	en:meanie ≈ fr:mini ~ fr:minis ≈ en:meany ~ en:meher
meany	3	0.988	en:meany ≈ fr:minis ~ fr:mini ≈ en:meanie
meany	4	0.971	en:meany ≈ fr:minis ~ fr:mini ≈ en:meanie ~ fr:mey
meet	3	0.904	en:meet ≈ fr:mythe ~ fr:mythes ≈ en:meets
meet	4	0.909	en:meet ≈ fr:mythe ~ fr:mythes ≈ en:meets ~ fr:rencontres
meet eek	4	0.858	en:meet eek ~ en:meet ≈ fr:mythe ~ fr:mythes ≈ en:meets
meet eek	4	0.854	en:meet eek ~ en:meets ≈ fr:mythe ~ fr:mythes ≈ en:meet
meetly	5	0.890	en:meetly ~ en:meet ≈ fr:mythe ~ fr:mythes ≈ en:meets ~ fr:rencontrez
meme	3	0.910	en:meme ≈ fr:mimes ~ fr:mime ≈ en:memes
meme	4	0.932	en:meme ≈ fr:mimes ~ fr:mime ≈ en:memes ~ fr:memes
mini	4	0.983	en:mini ~ fr:mini ≈ en:meanie ~ en:meany ≈ fr:minis
mini	4	0.974	en:mini ~ fr:minis ≈ en:meany ~ en:meanie ≈ fr:mini
most	5	0.786	en:most ~ en:mostly ≈ fr:but lie ~ fr:et lie ≈ en:widely ~ en:predominantly
movie	4	0.846	en:movie ~ en:film ≈ fr:films ~ en:films ≈ fr:film
movie	4	0.847	en:movie = fr:film ≈ en:films ~ fr:films ≈ en:film
movies	4	0.847	en:movies ~ fr:films ≈ en:film ~ fr:film ≈ en:films
movies	4	0.847	en:movies = fr:films ≈ en:film ~ fr:film ≈ en:films
myself	3	0.870	en:myself ≈ fr:mas elfes ~ fr:et elfes ≈ en:herself
myself	3	0.860	en:myself ≈ fr:mas elfes ~ fr:et elfes ≈ en:yourself
nail	4	0.932	en:nail = fr:clous ≈ en:clue ~ en:clued ≈ fr:clou
nail	4	0.917	en:nail = fr:clou ≈ en:clue ~ en:clues ≈ fr:clous
naive	4	0.819	en:naive ~ fr:naïve ≈ en:knives ~ en:knife ≈ fr:naïfs
naive	4	0.819	en:naive ~ fr:naïve ≈ en:knives ~ en:knife ≈ fr:naïf
net	3	0.927	en:net ≈ fr:nets ~ en:nets ≈ fr:net
net	4	0.923	en:net ≈ fr:nets ~ en:nets ≈ fr:net ~ fr:internaute
norm	6	0.889	en:norm ≈ fr:norme ~ fr:règle ≈ en:regular = fr:ordinaire ≈ en:ordinary ~ fr:normaux
northwestern	4	0.918	en:northwestern ~ en:southwest ≈ fr:cent ouest ~ fr:nœud ouest ≈ en:northwest
northwestern	5	0.935	en:northwestern ~ en:southwest ≈ fr:cent ouest ~ fr:nœud ouest ≈ en:northwest ~ fr:northwest
offset	4	0.857	en:offset ≈ fr:offset ~ en:strips ≈ fr:strip ~ en:strip
offset	4	0.844	en:offset ≈ fr:offset ~ en:strips ≈ fr:strip = en:strip
oldest	4	0.929	en:oldest ≈ fr:elles est ~ fr:elles aise ≈ en:elders ~ en:elder
oldest	4	0.925	en:oldest ≈ fr:elles est ~ fr:elles aise ≈ en:elders ~ fr:âgées
