a	b	hops	quality	subchain
fr:vitesse	fr:spider	2	0.854	≈ fr:vitesse en:speed ≈ fr:spider
fr:vitesse	en:spider	3	0.854	≈ fr:vitesse en:speed ≈ fr:spider = en:spider
fr:vitesse	fr:stade	4	0.854	≈ fr:vitesse en:speed ≈ fr:spider = en:spider ≈ fr:stade
en:speed	en:spider	2	0.854	= en:speed ≈ fr:spider en:spider
en:speed	fr:stade	3	0.854	= en:speed ≈ fr:spider en:spider ≈ fr:stade
fr:spider	fr:stade	2	0.854	≈ fr:spider = en:spider ≈ fr:stade
en:bell	en:ark	5	0.854	en:bell ≈ fr:belle ~ fr:beau ≈ en:bow = fr:arc ≈ en:ark
en:bell	fr:arche	6	0.854	en:bell ≈ fr:belle ~ fr:beau ≈ en:bow = fr:arc ≈ en:ark = fr:arche
en:belle	fr:beau	2	0.854	en:belle ≈ fr:belle ~ fr:beau
en:belle	en:bow	3	0.854	en:belle ≈ fr:belle ~ fr:beau ≈ en:bow
en:belle	fr:arc	4	0.854	en:belle ≈ fr:belle ~ fr:beau ≈ en:bow = fr:arc
en:belle	en:ark	5	0.854	en:belle ≈ fr:belle ~ fr:beau ≈ en:bow = fr:arc ≈ en:ark
en:belle	fr:arche	6	0.854	en:belle ≈ fr:belle ~ fr:beau ≈ en:bow = fr:arc ≈ en:ark = fr:arche
en:betas	en:speed	2	0.854	en:betas ≈ fr:vitesse = en:speed
en:betas	fr:spider	3	0.854	en:betas ≈ fr:vitesse = en:speed ≈ fr:spider
en:betas	en:spider	4	0.854	en:betas ≈ fr:vitesse = en:speed ≈ fr:spider = en:spider
en:betas	fr:stade	5	0.854	en:betas ≈ fr:vitesse = en:speed ≈ fr:spider = en:spider ≈ fr:stade
en:blah	en:white	2	0.854	en:blah ≈ fr:blancs = en:white
en:blah	fr:watts	3	0.854	en:blah ≈ fr:blancs = en:white ≈ fr:watts
en:blah	fr:watt	4	0.854	en:blah ≈ fr:blancs = en:white ≈ fr:watts ~ fr:watt
en:blah	en:what	5	0.854	en:blah ≈ fr:blancs = en:white ≈ fr:watts ~ fr:watt ≈ en:what
en:blah	fr:quoi	6	0.854	en:blah ≈ fr:blancs = en:white ≈ fr:watts ~ fr:watt ≈ en:what = fr:quoi
fr:blancs	fr:watts	2	0.854	≈ fr:blancs en:white ≈ fr:watts
fr:blancs	fr:watt	3	0.854	≈ fr:blancs en:white ≈ fr:watts ~ fr:watt
fr:blancs	en:what	4	0.854	≈ fr:blancs en:white ≈ fr:watts ~ fr:watt ≈ en:what
fr:blancs	fr:quoi	5	0.854	≈ fr:blancs en:white ≈ fr:watts ~ fr:watt ≈ en:what = fr:quoi
en:white	fr:quoi	4	0.854	= en:white ≈ fr:watts fr:watt ≈ en:what = fr:quoi
fr:watts	fr:quoi	3	0.854	≈ fr:watts ~ fr:watt ≈ en:what fr:quoi
fr:watt	fr:quoi	2	0.854	~ fr:watt ≈ en:what = fr:quoi
en:blah	fr:quel	6	0.854	en:blah ≈ fr:blancs = en:white ≈ fr:watts ~ fr:watt ≈ en:what = fr:quel
fr:blancs	fr:quel	5	0.854	≈ fr:blancs en:white ≈ fr:watts ~ fr:watt ≈ en:what = fr:quel
en:blah	fr:quelle	6	0.854	en:blah ≈ fr:blancs = en:white ≈ fr:watts ~ fr:watt ≈ en:what = fr:quelle
fr:blancs	fr:quelle	5	0.854	≈ fr:blancs en:white ≈ fr:watts ~ fr:watt ≈ en:what = fr:quelle
en:white	fr:quelle	4	0.854	= en:white ≈ fr:watts fr:watt ≈ en:what = fr:quelle
fr:watts	fr:quelle	3	0.854	≈ fr:watts ~ fr:watt ≈ en:what fr:quelle
fr:watt	fr:quelle	2	0.854	~ fr:watt ≈ en:what = fr:quelle
en:bo	en:clash	5	0.854	en:bo ≈ fr:beau ~ fr:belle ≈ en:bell = fr:cloche ≈ en:clash
en:bo	fr:clash	6	0.854	en:bo ≈ fr:beau ~ fr:belle ≈ en:bell = fr:cloche ≈ en:clash = fr:clash
fr:beau	en:clash	4	0.854	≈ fr:beau fr:belle ≈ en:bell = fr:cloche ≈ en:clash
fr:beau	fr:clash	5	0.854	≈ fr:beau fr:belle ≈ en:bell = fr:cloche ≈ en:clash = fr:clash
fr:belle	en:clash	3	0.854	~ fr:belle ≈ en:bell fr:cloche ≈ en:clash
fr:belle	fr:clash	4	0.854	~ fr:belle ≈ en:bell fr:cloche ≈ en:clash = fr:clash
en:bell	en:clash	2	0.854	≈ en:bell = fr:cloche ≈ en:clash
en:bell	fr:clash	3	0.854	≈ en:bell = fr:cloche ≈ en:clash fr:clash
fr:cloche	fr:clash	2	0.854	= fr:cloche ≈ en:clash = fr:clash
en:bo	fr:affrontement	6	0.854	en:bo ≈ fr:beau ~ fr:belle ≈ en:bell = fr:cloche ≈ en:clash = fr:affrontement
fr:beau	fr:affrontement	5	0.854	≈ fr:beau fr:belle ≈ en:bell = fr:cloche ≈ en:clash = fr:affrontement
fr:belle	fr:affrontement	4	0.854	~ fr:belle ≈ en:bell fr:cloche ≈ en:clash = fr:affrontement
en:bell	fr:affrontement	3	0.854	≈ en:bell = fr:cloche ≈ en:clash fr:affrontement
fr:cloche	fr:affrontement	2	0.854	= fr:cloche ≈ en:clash = fr:affrontement
en:bob	en:babe	2	0.854	en:bob = fr:bob ≈ en:babe
en:bob	fr:bébé	3	0.854	en:bob = fr:bob ≈ en:babe = fr:bébé
fr:bob	fr:bébé	2	0.854	= fr:bob en:babe = fr:bébé
en:booty	en:fez	2	0.854	en:booty = fr:fesses ≈ en:fez
en:booty	fr:fès	3	0.854	en:booty = fr:fesses ≈ en:fez = fr:fès
en:booty	en:feathers	4	0.854	en:booty = fr:fesses ≈ en:fez = fr:fès ≈ en:feathers
en:booty	fr:plumes	5	0.854	en:booty = fr:fesses ≈ en:fez = fr:fès ≈ en:feathers = fr:plumes
en:bore	fr:belle	2	0.854	en:bore ≈ fr:beau ~ fr:belle
en:bore	en:bell	3	0.854	en:bore ≈ fr:beau ~ fr:belle ≈ en:bell
en:bore	fr:cloche	4	0.854	en:bore ≈ fr:beau ~ fr:belle ≈ en:bell = fr:cloche
en:bore	en:cloth	5	0.854	en:bore ≈ fr:beau ~ fr:belle ≈ en:bell = fr:cloche ≈ en:cloth
en:bore	fr:tissu	6	0.854	en:bore ≈ fr:beau ~ fr:belle ≈ en:bell = fr:cloche ≈ en:cloth = fr:tissu
en:bow	en:clash	5	0.854	en:bow ≈ fr:beau ~ fr:belle ≈ en:bell = fr:cloche ≈ en:clash
en:bow	fr:clash	6	0.854	en:bow ≈ fr:beau ~ fr:belle ≈ en:bell = fr:cloche ≈ en:clash = fr:clash
en:bow	fr:affrontement	6	0.854	en:bow ≈ fr:beau ~ fr:belle ≈ en:bell = fr:cloche ≈ en:clash = fr:affrontement
fr:casse	fr:poser	3	0.854	≈ fr:casse ~ fr:pauses ≈ en:pose fr:poser
fr:pauses	fr:poser	2	0.854	~ fr:pauses ≈ en:pose = fr:poser
en:cats	fr:pauses	2	0.854	en:cats ≈ fr:casse ~ fr:pauses
en:cats	en:pose	3	0.854	en:cats ≈ fr:casse ~ fr:pauses ≈ en:pose
en:cats	fr:pose	4	0.854	en:cats ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:pose
en:cats	en:pause	5	0.854	en:cats ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:pose ≈ en:pause
en:cats	fr:pause	6	0.854	en:cats ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:pose ≈ en:pause = fr:pause
en:cats	fr:interrompre	6	0.854	en:cats ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:pose ≈ en:pause = fr:interrompre
en:cats	fr:suspendre	6	0.854	en:cats ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:pose ≈ en:pause = fr:suspendre
en:chairman	fr:chair	2	0.854	≈ en:chairman ~ en:chair fr:chair
en:chairman	en:flesh	3	0.854	≈ en:chairman ~ en:chair fr:chair = en:flesh
en:paste	fr:test	3	0.854	~ en:paste fr:peste = en:pest ≈ fr:test
en:cinema	en:scene	2	0.854	en:cinema = fr:ciné ≈ en:scene
en:cinema	fr:scène	3	0.854	en:cinema = fr:ciné ≈ en:scene = fr:scène
en:cinema	en:sense	4	0.854	en:cinema = fr:ciné ≈ en:scene = fr:scène ≈ en:sense
en:cinema	en:senses	5	0.854	en:cinema = fr:ciné ≈ en:scene = fr:scène ≈ en:sense ~ en:senses
en:cinema	fr:sain six	6	0.854	en:cinema = fr:ciné ≈ en:scene = fr:scène ≈ en:sense ~ en:senses ≈ fr:sain six
fr:ciné	fr:scène	2	0.854	= fr:ciné en:scene = fr:scène
fr:ciné	en:sense	3	0.854	= fr:ciné en:scene = fr:scène ≈ en:sense
fr:ciné	en:senses	4	0.854	= fr:ciné en:scene = fr:scène ≈ en:sense ~ en:senses
fr:ciné	fr:sain six	5	0.854	= fr:ciné en:scene = fr:scène ≈ en:sense ~ en:senses ≈ fr:sain six
en:scene	en:sense	2	0.854	≈ en:scene = fr:scène en:sense
en:scene	en:senses	3	0.854	≈ en:scene = fr:scène en:sense ~ en:senses
en:scene	fr:sain six	4	0.854	≈ en:scene = fr:scène en:sense ~ en:senses ≈ fr:sain six
fr:scène	en:senses	2	0.854	= fr:scène ≈ en:sense ~ en:senses
fr:scène	fr:sain six	3	0.854	= fr:scène ≈ en:sense ~ en:senses fr:sain six
en:sense	fr:sain six	2	0.854	≈ en:sense ~ en:senses ≈ fr:sain six
en:clash	en:bell	2	0.854	en:clash ≈ fr:cloche = en:bell
en:clash	fr:belle	3	0.854	en:clash ≈ fr:cloche = en:bell ≈ fr:belle
en:clash	fr:beau	4	0.854	en:clash ≈ fr:cloche = en:bell ≈ fr:belle ~ fr:beau
en:clash	en:bow	5	0.854	en:clash ≈ fr:cloche = en:bell ≈ fr:belle ~ fr:beau ≈ en:bow
en:clash	fr:arc	6	0.854	en:clash ≈ fr:cloche = en:bell ≈ fr:belle ~ fr:beau ≈ en:bow = fr:arc
fr:cloche	en:bore	4	0.854	≈ fr:cloche en:bell ≈ fr:belle ~ fr:beau ≈ en:bore
fr:cloche	fr:ennuyer	5	0.854	≈ fr:cloche en:bell ≈ fr:belle ~ fr:beau ≈ en:bore = fr:ennuyer
en:bell	en:bore	3	0.854	= en:bell ≈ fr:belle fr:beau ≈ en:bore
en:bell	fr:ennuyer	4	0.854	= en:bell ≈ fr:belle fr:beau ≈ en:bore = fr:ennuyer
fr:belle	en:bore	2	0.854	≈ fr:belle ~ fr:beau ≈ en:bore
fr:belle	fr:ennuyer	3	0.854	≈ fr:belle ~ fr:beau ≈ en:bore fr:ennuyer
fr:beau	fr:ennuyer	2	0.854	~ fr:beau ≈ en:bore = fr:ennuyer
fr:scoop	fr:soupe	2	0.854	≈ fr:scoop = en:scoop fr:soupe
en:cloth	en:bore	5	0.854	en:cloth ≈ fr:cloche = en:bell ≈ fr:belle ~ fr:beau ≈ en:bore
en:cloth	fr:ennuyer	6	0.854	en:cloth ≈ fr:cloche = en:bell ≈ fr:belle ~ fr:beau ≈ en:bore = fr:ennuyer
en:command	en:order	2	0.854	en:command ≈ fr:commande = en:order
en:command	fr:hordes	3	0.854	en:command ≈ fr:commande = en:order ≈ fr:hordes
en:command	fr:horde	4	0.854	en:command ≈ fr:commande = en:order ≈ fr:hordes ~ fr:horde
en:command	en:ordered	5	0.854	en:command ≈ fr:commande = en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered
en:command	fr:commandés	6	0.854	en:command ≈ fr:commande = en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered = fr:commandés
fr:commande	fr:hordes	2	0.854	≈ fr:commande en:order ≈ fr:hordes
fr:commande	fr:horde	3	0.854	≈ fr:commande en:order ≈ fr:hordes ~ fr:horde
fr:commande	en:ordered	4	0.854	≈ fr:commande en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered
fr:commande	fr:commandés	5	0.854	≈ fr:commande en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered = fr:commandés
en:command	fr:ordonné	6	0.854	en:command ≈ fr:commande = en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered = fr:ordonné
fr:commande	fr:ordonné	5	0.854	≈ fr:commande en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered = fr:ordonné
en:command	fr:commandé	6	0.854	en:command ≈ fr:commande = en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered = fr:commandé
fr:commande	fr:commandé	5	0.854	≈ fr:commande en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered = fr:commandé
en:commander	en:order	2	0.854	en:commander ≈ fr:commande = en:order
en:commander	fr:hordes	3	0.854	en:commander ≈ fr:commande = en:order ≈ fr:hordes
en:commander	fr:horde	4	0.854	en:commander ≈ fr:commande = en:order ≈ fr:hordes ~ fr:horde
en:commander	en:ordered	5	0.854	en:commander ≈ fr:commande = en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered
en:commander	fr:commandés	6	0.854	en:commander ≈ fr:commande = en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered = fr:commandés
en:commander	fr:ordonné	6	0.854	en:commander ≈ fr:commande = en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered = fr:ordonné
en:commander	fr:commandé	6	0.854	en:commander ≈ fr:commande = en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered = fr:commandé
en:coupe	en:pose	5	0.854	en:coupe ≈ fr:coupes = en:cuts ≈ fr:casse ~ fr:pauses ≈ en:pose
en:coupe	fr:poser	6	0.854	en:coupe ≈ fr:coupes = en:cuts ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:poser
fr:coupes	en:pose	4	0.854	≈ fr:coupes en:cuts ≈ fr:casse ~ fr:pauses ≈ en:pose
fr:coupes	fr:poser	5	0.854	≈ fr:coupes en:cuts ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:poser
en:cuts	en:pose	3	0.854	en:cuts ≈ fr:casse ~ fr:pauses ≈ en:pose
en:cuts	fr:poser	4	0.854	= en:cuts ≈ fr:casse fr:pauses ≈ en:pose = fr:poser
en:coupe	fr:pose	6	0.854	en:coupe ≈ fr:coupes = en:cuts ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:pose
fr:coupes	fr:pose	5	0.854	≈ fr:coupes en:cuts ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:pose
en:cuts	fr:pose	4	0.854	en:cuts ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:pose
en:coupe	fr:poses	6	0.854	en:coupe ≈ fr:coupes = en:cuts ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:poses
fr:coupes	fr:poses	5	0.854	≈ fr:coupes en:cuts ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:poses
en:cuts	fr:poses	4	0.854	= en:cuts ≈ fr:casse fr:pauses ≈ en:pose = fr:poses
fr:casse	fr:poses	3	0.854	≈ fr:casse ~ fr:pauses ≈ en:pose fr:poses
fr:pauses	fr:poses	2	0.854	~ fr:pauses ≈ en:pose = fr:poses
fr:shake	fr:chez hic	2	0.854	≈ fr:shake = en:shake ≈ fr:chez hic
en:cuts	en:pause	5	0.854	en:cuts ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:pose ≈ en:pause
en:cuts	fr:pause	6	0.854	en:cuts ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:pose ≈ en:pause = fr:pause
en:cuts	fr:interrompre	6	0.854	en:cuts ≈ fr:casse ~ fr:pauses ≈ en:pose = fr:pose ≈ en:pause = fr:interrompre
en:diet	en:date	2	0.854	= en:diet ≈ fr:date en:date
en:diet	fr:dette	3	0.854	= en:diet ≈ fr:date en:date ≈ fr:dette
en:dough	fr:peste	2	0.854	en:dough ~ en:paste ≈ fr:peste
en:dough	en:pest	3	0.854	en:dough ~ en:paste ≈ fr:peste = en:pest
en:dough	fr:test	4	0.854	en:dough ~ en:paste ≈ fr:peste = en:pest ≈ fr:test
en:dough	en:test	5	0.854	en:dough ~ en:paste ≈ fr:peste = en:pest ≈ fr:test = en:test
en:dough	fr:teste	6	0.854	en:dough ~ en:paste ≈ fr:peste = en:pest ≈ fr:test = en:test ≈ fr:teste
en:paste	en:test	4	0.854	~ en:paste fr:peste = en:pest ≈ fr:test = en:test
en:droop	fr:quest	6	0.854	en:droop ≈ fr:troupes = en:troops ≈ fr:trousse = en:kit ≈ fr:quête ~ fr:quest
en:drupe	fr:quest	6	0.854	en:drupe ≈ fr:troupes = en:troops ≈ fr:trousse = en:kit ≈ fr:quête ~ fr:quest
fr:usine	fr:plate	2	0.854	≈ fr:usine en:plant ≈ fr:plate
fr:usine	en:platform	3	0.854	≈ fr:usine en:plant ≈ fr:plate = en:platform
fr:usine	fr:plateformes	5	0.854	≈ fr:usine en:plant ≈ fr:plate = en:platform ≈ fr:plateforme ~ fr:plateformes
fr:usine	fr:plateforme	5	0.854	≈ fr:usine en:plant ≈ fr:plate = en:platform ≈ fr:plateformes ~ fr:plateforme
en:plant	fr:plateformes	4	0.854	= en:plant ≈ fr:plate en:platform ≈ fr:plateforme ~ fr:plateformes
fr:usine	fr:quai	5	0.854	≈ fr:usine en:plant ≈ fr:plate = en:platform ≈ fr:plateformes ~ fr:quai
en:elder	en:shape	3	0.854	en:elder ~ en:former ≈ fr:forme = en:shape
en:elder	fr:shake	4	0.854	en:elder ~ en:former ≈ fr:forme = en:shape ≈ fr:shake
en:elder	en:shake	5	0.854	en:elder ~ en:former ≈ fr:forme = en:shape ≈ fr:shake = en:shake
en:elder	fr:chez hic	6	0.854	en:elder ~ en:former ≈ fr:forme = en:shape ≈ fr:shake = en:shake ≈ fr:chez hic
en:former	en:shape	2	0.854	~ en:former fr:forme = en:shape
en:former	fr:shake	3	0.854	~ en:former fr:forme = en:shape ≈ fr:shake
en:former	en:shake	4	0.854	~ en:former fr:forme = en:shape ≈ fr:shake = en:shake
en:former	fr:chez hic	5	0.854	~ en:former fr:forme = en:shape ≈ fr:shake = en:shake ≈ fr:chez hic
fr:forme	fr:shake	2	0.854	≈ fr:forme = en:shape fr:shake
fr:forme	en:shake	3	0.854	≈ fr:forme = en:shape fr:shake = en:shake
fr:forme	fr:chez hic	4	0.854	≈ fr:forme = en:shape fr:shake = en:shake ≈ fr:chez hic
en:shape	en:shake	2	0.854	~ en:shape ≈ fr:shake = en:shake
en:shape	fr:chez hic	3	0.854	~ en:shape ≈ fr:shake = en:shake fr:chez hic
en:exam	en:examined	2	0.854	en:exam = fr:examen ≈ en:examined
en:exam	fr:examinés	3	0.854	en:exam = fr:examen ≈ en:examined = fr:examinés
fr:examen	fr:examinés	2	0.854	= fr:examen en:examined = fr:examinés
en:exam	fr:examinées	3	0.854	en:exam = fr:examen ≈ en:examined = fr:examinées
fr:examen	fr:examinées	2	0.854	= fr:examen en:examined = fr:examinées
en:exam	fr:examinée	3	0.854	en:exam = fr:examen ≈ en:examined = fr:examinée
fr:examen	fr:examinée	2	0.854	= fr:examen en:examined = fr:examinée
en:examination	en:examined	2	0.854	en:examination = fr:examen ≈ en:examined
en:examination	fr:examinés	3	0.854	en:examination = fr:examen ≈ en:examined = fr:examinés
en:examination	fr:examinées	3	0.854	en:examination = fr:examen ≈ en:examined = fr:examinées
en:examination	fr:examinée	3	0.854	en:examination = fr:examen ≈ en:examined = fr:examinée
en:finish	en:chairman	2	0.854	en:finish = fr:termine ≈ en:chairman
en:finish	en:chair	3	0.854	en:finish = fr:termine ≈ en:chairman ~ en:chair
en:finish	fr:chair	4	0.854	en:finish = fr:termine ≈ en:chairman ~ en:chair ≈ fr:chair
en:finish	en:flesh	5	0.854	en:finish = fr:termine ≈ en:chairman ~ en:chair ≈ fr:chair = en:flesh
en:finish	fr:flèches	6	0.854	en:finish = fr:termine ≈ en:chairman ~ en:chair ≈ fr:chair = en:flesh ≈ fr:flèches
fr:termine	en:chair	2	0.854	= fr:termine en:chairman ~ en:chair
fr:termine	fr:chair	3	0.854	= fr:termine en:chairman ~ en:chair ≈ fr:chair
fr:termine	en:flesh	4	0.854	= fr:termine en:chairman ~ en:chair ≈ fr:chair = en:flesh
fr:termine	fr:flèches	5	0.854	= fr:termine en:chairman ~ en:chair ≈ fr:chair = en:flesh ≈ fr:flèches
en:finish	fr:flèche	6	0.854	en:finish = fr:termine ≈ en:chairman ~ en:chair ≈ fr:chair = en:flesh ≈ fr:flèche
fr:termine	fr:flèche	5	0.854	= fr:termine en:chairman ~ en:chair ≈ fr:chair = en:flesh ≈ fr:flèche
en:soup	en:scoop	3	0.854	en:soup ≈ fr:soupes ~ fr:soupe ≈ en:scoop
en:soup	fr:scoop	4	0.854	en:soup ≈ fr:soupes ~ fr:soupe ≈ en:scoop = fr:scoop
en:guide	en:gases	2	0.854	en:guide ≈ fr:gaz = en:gases
en:guide	fr:gars aise	3	0.854	en:guide ≈ fr:gaz = en:gases ≈ fr:gars aise
en:glory	en:colors	2	0.854	en:glory ≈ fr:coloris = en:colors
en:glory	fr:cause	3	0.854	en:glory ≈ fr:coloris = en:colors ≈ fr:cause
en:glory	en:causes	4	0.854	en:glory ≈ fr:coloris = en:colors ≈ fr:cause = en:causes
en:glory	fr:cons aise	5	0.854	en:glory ≈ fr:coloris = en:colors ≈ fr:cause = en:causes ≈ fr:cons aise
fr:coloris	fr:cause	2	0.854	≈ fr:coloris en:colors ≈ fr:cause
fr:coloris	en:causes	3	0.854	≈ fr:coloris en:colors ≈ fr:cause = en:causes
fr:coloris	fr:cons aise	4	0.854	≈ fr:coloris en:colors ≈ fr:cause = en:causes ≈ fr:cons aise
en:colors	en:causes	2	0.854	= en:colors ≈ fr:cause en:causes
en:colors	fr:cons aise	3	0.854	= en:colors ≈ fr:cause en:causes ≈ fr:cons aise
fr:groupe	en:bad	4	0.854	≈ fr:groupe en:group ≈ fr:groupes ~ fr:bandes ≈ en:bad
fr:groupe	fr:méchant	5	0.854	≈ fr:groupe en:group ≈ fr:groupes ~ fr:bandes ≈ en:bad = fr:méchant
en:group	fr:méchant	4	0.854	= en:group ≈ fr:groupes fr:bandes ≈ en:bad = fr:méchant
fr:groupes	fr:méchant	3	0.854	≈ fr:groupes ~ fr:bandes ≈ en:bad fr:méchant
fr:bandes	fr:méchant	2	0.854	~ fr:bandes ≈ en:bad = fr:méchant
en:groups	en:bad	5	0.854	en:groups ≈ fr:groupe = en:group ≈ fr:groupes ~ fr:bandes ≈ en:bad
en:groups	fr:méchant	6	0.854	en:groups ≈ fr:groupe = en:group ≈ fr:groupes ~ fr:bandes ≈ en:bad = fr:méchant
en:issue	fr:choux	2	0.854	en:issue ≈ fr:chou ~ fr:choux
en:issue	en:shoe	3	0.854	en:issue ≈ fr:chou ~ fr:choux ≈ en:shoe
en:issue	fr:chaussure	4	0.854	en:issue ≈ fr:chou ~ fr:choux ≈ en:shoe = fr:chaussure
en:issue	fr:soulier	4	0.854	en:issue ≈ fr:chou ~ fr:choux ≈ en:shoe = fr:soulier
en:lie	en:there	2	0.854	~ en:lie fr:là = en:there
en:lie	fr:air	3	0.854	~ en:lie fr:là = en:there ≈ fr:air
en:lie	en:air	4	0.854	~ en:lie fr:là = en:there ≈ fr:air = en:air
en:lie	fr:ère	5	0.854	~ en:lie fr:là = en:there ≈ fr:air = en:air ≈ fr:ère
en:lie	fr:âge	6	0.854	en:lie ≈ fr:là = en:there ≈ fr:air = en:air ≈ fr:ère ~ fr:âge
fr:là	fr:air	2	0.854	≈ fr:là en:there ≈ fr:air
fr:là	en:air	3	0.854	≈ fr:là en:there ≈ fr:air = en:air
fr:là	fr:ère	4	0.854	≈ fr:là en:there ≈ fr:air = en:air ≈ fr:ère
fr:là	fr:âge	5	0.854	≈ fr:là en:there ≈ fr:air = en:air ≈ fr:ère ~ fr:âge
en:there	en:air	2	0.854	= en:there ≈ fr:air en:air
en:there	fr:ère	3	0.854	= en:there ≈ fr:air en:air ≈ fr:ère
en:there	fr:âge	4	0.854	= en:there ≈ fr:air en:air ≈ fr:ère ~ fr:âge
en:lie	fr:age	6	0.854	en:lie ≈ fr:là = en:there ≈ fr:air = en:air ≈ fr:ère ~ fr:age
fr:là	fr:age	5	0.854	≈ fr:là en:there ≈ fr:air = en:air ≈ fr:ère ~ fr:age
en:there	fr:age	4	0.854	= en:there ≈ fr:air en:air ≈ fr:ère ~ fr:age
en:lie	fr:âges	6	0.854	en:lie ≈ fr:là = en:there ≈ fr:air = en:air ≈ fr:ère ~ fr:âges
fr:là	fr:âges	5	0.854	≈ fr:là en:there ≈ fr:air = en:air ≈ fr:ère ~ fr:âges
en:there	fr:âges	4	0.854	= en:there ≈ fr:air en:air ≈ fr:ère ~ fr:âges
en:lies	fr:là	2	0.854	en:lies ~ en:lie ≈ fr:là
en:lies	en:there	3	0.854	en:lies ~ en:lie ≈ fr:là = en:there
en:lies	fr:air	4	0.854	en:lies ~ en:lie ≈ fr:là = en:there ≈ fr:air
en:lies	en:air	5	0.854	en:lies ~ en:lie ≈ fr:là = en:there ≈ fr:air = en:air
en:lies	fr:ère	6	0.854	en:lies ~ en:lie ≈ fr:là = en:there ≈ fr:air = en:air ≈ fr:ère
en:lies	fr:airs	6	0.854	en:lies ~ en:lie ≈ fr:là = en:there ≈ fr:air = en:air ≈ fr:airs
en:lie	fr:airs	5	0.854	~ en:lie fr:là = en:there ≈ fr:air = en:air ≈ fr:airs
fr:là	fr:airs	4	0.854	≈ fr:là = en:there fr:air = en:air ≈ fr:airs
en:there	fr:airs	3	0.854	= en:there ≈ fr:air = en:air fr:airs
en:lies	fr:aires	6	0.854	en:lies ~ en:lie ≈ fr:là = en:there ≈ fr:air = en:air ≈ fr:aires
en:lie	fr:aires	5	0.854	~ en:lie fr:là = en:there ≈ fr:air = en:air ≈ fr:aires
fr:là	fr:aires	4	0.854	≈ fr:là = en:there fr:air = en:air ≈ fr:aires
en:there	fr:aires	3	0.854	= en:there ≈ fr:air = en:air fr:aires
fr:air	fr:aires	2	0.854	≈ fr:air = en:air ≈ fr:aires
en:litter	fr:scoop	2	0.854	en:litter ~ en:scope ≈ fr:scoop
en:litter	en:scoop	3	0.854	en:litter ~ en:scope ≈ fr:scoop = en:scoop
en:litter	fr:soupe	4	0.854	en:litter ~ en:scope ≈ fr:scoop = en:scoop ≈ fr:soupe
en:litter	en:soup	5	0.854	en:litter ~ en:scope ≈ fr:scoop = en:scoop ≈ fr:soupe = en:soup
en:litter	fr:soupes	6	0.854	en:litter ~ en:scope ≈ fr:scoop = en:scoop ≈ fr:soupe = en:soup ≈ fr:soupes
en:scope	en:scoop	2	0.854	~ en:scope fr:scoop = en:scoop
en:scope	fr:soupe	3	0.854	~ en:scope fr:scoop = en:scoop ≈ fr:soupe
en:scope	en:soup	4	0.854	~ en:scope fr:scoop = en:scoop ≈ fr:soupe = en:soup
en:scope	fr:soupes	5	0.854	~ en:scope fr:scoop = en:scoop ≈ fr:soupe = en:soup ≈ fr:soupes
fr:scoop	en:soup	3	0.854	≈ fr:scoop = en:scoop fr:soupe = en:soup
fr:scoop	fr:soupes	4	0.854	≈ fr:scoop = en:scoop fr:soupe = en:soup ≈ fr:soupes
en:scoop	en:soup	2	0.854	= en:scoop ≈ fr:soupe = en:soup
en:scoop	fr:soupes	3	0.854	= en:scoop ≈ fr:soupe = en:soup fr:soupes
fr:soupe	fr:soupes	2	0.854	≈ fr:soupe = en:soup ≈ fr:soupes
en:lot	en:bias	4	0.854	en:lot = fr:lot ≈ en:low = fr:basse ≈ en:bias
en:lot	en:prejudice	5	0.854	en:lot = fr:lot ≈ en:low = fr:basse ≈ en:bias ~ en:prejudice
en:lot	fr:prêt jouent hisse	6	0.854	en:lot = fr:lot ≈ en:low = fr:basse ≈ en:bias ~ en:prejudice ≈ fr:prêt jouent hisse
en:lots	en:low	2	0.854	en:lots = fr:lots ≈ en:low
