en	fr	certifications	example_loop
sports	spots	2	en:sport ≈ fr:spot ~ fr:spots ≈ en:sports
spreading	sprays in	2	en:spreading ≈ fr:sprays in ~ fr:spray ≈ en:spread
spread	spray	2	en:spreading ≈ fr:sprays in ~ fr:spray ≈ en:spread
step	steppe	2	en:step ≈ fr:steppe ~ en:steppe ≈ fr:stop ~ en:stop ≈ fr:step
steppe	stop	2	en:step ≈ fr:steppe ~ en:steppe ≈ fr:stop ~ en:stop ≈ fr:step
stalk	stock	2	en:stock ~ fr:stock ≈ en:stalk ~ en:stalky ≈ fr:stocker ~ fr:stocke
streams	strip	2	en:stream ~ fr:stream ≈ en:strip ~ fr:strip ≈ en:streams
strings	stream	2	en:string ~ fr:string ≈ en:stream ~ fr:stream ≈ en:strings
string	stream	2	en:strings ~ fr:string ≈ en:stream ~ fr:stream ≈ en:string
stripped	stream	2	en:strip ~ fr:strip ≈ en:stream ~ fr:stream ≈ en:stripped ~ en:stripping
successes	secs incise	2	en:successes ≈ fr:secs incise ~ fr:secs ides ≈ en:succeed ~ en:successful
sweating	souhait in	2	en:sweating ≈ fr:souhait in ~ fr:souhait ≈ en:sweat
sweat	souhait	2	en:sweating ≈ fr:souhait in ~ fr:souhait ≈ en:sweat
talkie	toquer	2	en:talkie ≈ fr:toquer ~ fr:toquent ≈ en:talk
talk	toquent	2	en:talkie ≈ fr:toquer ~ fr:toquent ≈ en:talk
talk	toques	2	en:talkie ≈ fr:toquer ~ fr:toques ≈ en:talk
talky	toquer	2	en:talky ≈ fr:toquer ~ fr:toquent ≈ en:talk
technique	techniques	2	en:technique ≈ fr:techniques ~ en:techniques ≈ fr:technique
pest	tests	2	en:tests ~ fr:tests ≈ en:pest = fr:peste ≈ en:test ~ fr:teste
test	peste	2	en:tests ~ fr:tests ≈ en:pest = fr:peste ≈ en:test ~ fr:teste
textbooks	taxent box	2	en:textbooks ≈ fr:taxent box ~ fr:boxe ≈ en:books
books	boxe	2	en:textbooks ≈ fr:taxent box ~ fr:boxe ≈ en:books
treat esse	tristesse	2	en:treat esse ≈ fr:tristesse ~ fr:triste ≈ en:treat = fr:traitez
treat	triste	2	en:treat esse ≈ fr:tristesse ~ fr:triste ≈ en:treat = fr:traitez
treater	traité	2	en:treaty = fr:traité ≈ en:treater ~ en:pact ≈ fr:pacte ~ fr:pact
pact	pacte	2	en:treaty = fr:traité ≈ en:treater ~ en:pact ≈ fr:pacte ~ fr:pact
seats	site	2	en:website ~ fr:site ≈ en:seats ~ en:seat ≈ fr:sites ~ en:websites
seat	sites	2	en:website ~ fr:site ≈ en:seats ~ en:seat ≈ fr:sites ~ en:websites
western	ouais tonnes	2	en:western ≈ fr:ouais tonnes ~ fr:notais tonnes ≈ en:northwestern ~ en:southwest ≈ fr:cent ouest ~ fr:ouest
northwestern	notais tonnes	2	en:western ≈ fr:ouais tonnes ~ fr:notais tonnes ≈ en:northwestern ~ en:southwest ≈ fr:cent ouest ~ fr:ouest
amended	amènent aide	1	en:amended ≈ fr:amènent aide ~ fr:aidait aide ≈ en:edited = fr:modifié
edited	aidait aide	1	en:amended ≈ fr:amènent aide ~ fr:aidait aide ≈ en:edited = fr:modifié
beat	bittent	1	en:bite ~ fr:bite ≈ en:beats ~ en:beat ≈ fr:bittent
breathe	bris	1	en:bris ~ fr:bris ≈ en:breathe ~ en:breath ≈ fr:brèche ~ fr:bryk
breath	brèche	1	en:bris ~ fr:bris ≈ en:breathe ~ en:breath ≈ fr:brèche ~ fr:bryk
checks	tchèque	1	en:check ≈ fr:tchèques ~ fr:tchèque ≈ en:checks
check	tchèque	1	en:checks ~ en:check ≈ fr:tchèque ~ fr:tchèques ≈ en:checked = fr:vérifiés
checked	tchèques	1	en:checks ~ en:check ≈ fr:tchèque ~ fr:tchèques ≈ en:checked = fr:vérifiés
closes	clauses	1	en:close ~ fr:close ≈ en:clause ~ fr:clauses ≈ en:closes
cooed	coudes	1	en:cooed ≈ fr:coudes ~ fr:coude ≈ en:coot
coot	coude	1	en:cooed ≈ fr:coudes ~ fr:coude ≈ en:coot
correctly	corrects lies	1	en:correct ~ en:correctly ≈ fr:corrects lies ~ fr:exacts lies ≈ en:exactly ~ fr:exact
exploring	explore	1	en:explored ~ en:exploring ≈ fr:explore ~ en:explore ≈ fr:exploré
explore	exploré	1	en:explored ~ en:exploring ≈ fr:explore ~ en:explore ≈ fr:exploré
explored	explore	1	en:explorer ≈ fr:exploré = en:explored ≈ fr:explore
expressed	exprès	1	en:expressing ≈ fr:exprès in ~ fr:exprès ≈ en:expressed
express	exprès	1	en:expressing ≈ fr:exprès in ~ fr:exprès ≈ en:express = fr:exprimer
fall	folles	1	en:fall ≈ fr:folles ~ fr:folle ≈ en:falls
falls	folle	1	en:fall ≈ fr:folles ~ fr:folle ≈ en:falls
feels	file	1	en:felt ~ en:feels ≈ fr:file ~ fr:files ≈ en:feel
flues	flouze	1	en:flues ≈ fr:flouze ~ fr:flou ≈ en:flu = fr:grippe ≈ en:creep = fr:fluage
flu	flou	1	en:flues ≈ fr:flouze ~ fr:flou ≈ en:flu = fr:grippe ≈ en:creep = fr:fluage
creep	grippe	1	en:flues ≈ fr:flouze ~ fr:flou ≈ en:flu = fr:grippe ≈ en:creep = fr:fluage
fool	foules	1	en:fool ≈ fr:foules ~ fr:foule ≈ en:fools
fools	foule	1	en:fool ≈ fr:foules ~ fr:foule ≈ en:fools
fool	full	1	en:fools ~ en:fool ≈ fr:full ~ en:full ≈ fr:folles ~ fr:imbéciles
full	folles	1	en:fools ~ en:fool ≈ fr:full ~ en:full ≈ fr:folles ~ fr:imbéciles
call	collent	1	en:glue = fr:colle ≈ en:calls ~ en:call ≈ fr:collent ~ fr:colles
groups	groupe	1	en:group ≈ fr:groupes ~ en:groups ≈ fr:groupe
groups	group	1	en:group ≈ fr:groupes ~ en:groups ≈ fr:group
jean	gin	1	en:jean ≈ fr:gin ~ en:gin ≈ fr:jean
jean	gins	1	en:jean ≈ fr:gins ~ en:gin ≈ fr:jean
kopje	copie	1	en:kopje ≈ fr:copie ~ fr:copies ≈ en:copy = fr:exemplaire
copy	copies	1	en:kopje ≈ fr:copie ~ fr:copies ≈ en:copy = fr:exemplaire
less	laisses	1	en:less ≈ fr:laisses ~ fr:laissent ≈ en:lesser = fr:moindre
lesser	laissent	1	en:less ≈ fr:laisses ~ fr:laissent ≈ en:lesser = fr:moindre
masque	masque	1	en:masque ≈ fr:masque = en:mask ≈ fr:masques
mask	masques	1	en:masque ≈ fr:masque = en:mask ≈ fr:masques
mouse	masses	1	en:masses ~ fr:masses ≈ en:mouse ~ en:mice ≈ fr:masse
mice	masse	1	en:masses ~ fr:masses ≈ en:mouse ~ en:mice ≈ fr:masse
mouse	masse	1	en:masses ~ fr:masse ≈ en:mouse ~ en:mice ≈ fr:masses
mice	masses	1	en:masses ~ fr:masse ≈ en:mouse ~ en:mice ≈ fr:masses
meets	mythe	1	en:meet eek ~ en:meets ≈ fr:mythe ~ fr:mythes ≈ en:meet
meet	mythes	1	en:meet eek ~ en:meets ≈ fr:mythe ~ fr:mythes ≈ en:meet
order	hordes	1	en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered ~ fr:ordre
ordered	horde	1	en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered ~ fr:ordre
order	horde	1	en:order ≈ fr:horde ~ fr:hordes ≈ en:ordered ~ fr:ordre
ordered	hordes	1	en:order ≈ fr:horde ~ fr:hordes ≈ en:ordered ~ fr:ordre
peaks	pique	1	en:peaky ≈ fr:piquer ~ fr:pique ≈ en:peaks
pens	peines	1	en:penalties = fr:peines ≈ en:pens ~ en:pen ≈ fr:peine = en:penalty
pen	peine	1	en:penalties = fr:peines ≈ en:pens ~ en:pen ≈ fr:peine = en:penalty
petit	petit	1	en:petit ≈ fr:petit ~ en:petite ≈ fr:petites ~ fr:petite
petite	petites	1	en:petit ≈ fr:petit ~ en:petite ≈ fr:petites ~ fr:petite
pick	piques	1	en:picked ~ en:pick ≈ fr:piques ~ fr:piquer ≈ en:picky ~ en:pickled
picky	piquer	1	en:picked ~ en:pick ≈ fr:piques ~ fr:piquer ≈ en:picky ~ en:pickled
pissed	pistes	1	en:piece ≈ fr:pisses ~ en:pissed ≈ fr:pistes ~ fr:pistent ≈ en:pieced
pl	piles	1	en:pile ≈ fr:pâle = en:pale ≈ fr:pl ~ en:pl ≈ fr:piles
pl	pile	1	en:pile ≈ fr:pâle = en:pale ≈ fr:pl ~ en:pl ≈ fr:pile
platforms	plateforme	1	en:platforms ≈ fr:plateforme ~ en:platform ≈ fr:plateformes
platform	plateformes	1	en:platforms ≈ fr:plateforme ~ en:platform ≈ fr:plateformes
platforms	plateformes	1	en:platforms ≈ fr:plateformes = en:platform ≈ fr:plateforme
platform	plateforme	1	en:platforms ≈ fr:plateformes = en:platform ≈ fr:plateforme
poop	poupes	1	en:poop ≈ fr:poupes ~ fr:pouffe ≈ en:poof
poof	pouffe	1	en:poop ≈ fr:poupes ~ fr:pouffe ≈ en:poof
previous	privilèges	1	en:predecessor ~ en:previous ≈ fr:privilèges ~ fr:privilégie ≈ en:previously ~ fr:précédentes
previously	privilégie	1	en:predecessor ~ en:previous ≈ fr:privilèges ~ fr:privilégie ≈ en:previously ~ fr:précédentes
presses	précise	1	en:pressies ~ en:pressie ≈ fr:précis ~ fr:précise ≈ en:presses
protects	protectrice	1	en:protecting ~ en:protects ≈ fr:protectrice = en:protector ≈ fr:prêt excès ~ fr:prêt excède ≈ en:protection
proved	prouve	1	en:proves ~ en:prove ≈ fr:prouvent ~ fr:prouve ≈ en:proved
proved	prouvent	1	en:proves ~ en:prove ≈ fr:prouve ~ fr:prouvent ≈ en:proved
strictly	strictes lies	1	en:purely ~ en:strictly ≈ fr:strictes lies ~ fr:exacts lies ≈ en:exactly ~ en:precisely
reader	ride	1	en:reads ~ en:read ≈ fr:rides ~ fr:ride ≈ en:reader ~ en:reading
rouge	rouges	1	en:red ≈ fr:raid ~ fr:raids ≈ en:reds = fr:rouges ≈ en:rouge ~ fr:rouge
rule	roule	1	en:rule ≈ fr:roule ~ fr:roulé ≈ en:ruler = fr:règle
ruler	roulé	1	en:rule ≈ fr:roule ~ fr:roulé ≈ en:ruler = fr:règle
seizes	scies aise	1	en:seas ~ en:seizes ≈ fr:scies aise ~ fr:scies ≈ en:si ~ fr:sse
si	scies	1	en:seas ~ en:seizes ≈ fr:scies aise ~ fr:scies ≈ en:si ~ fr:sse
sec	secs	1	en:sec ≈ fr:secs ~ fr:secs ides ≈ en:succeed ~ en:success ≈ fr:secs ace ~ en:secs
share	chères	1	en:share ≈ fr:chères ~ fr:chère ≈ en:shared
shared	chère	1	en:share ≈ fr:chères ~ fr:chère ≈ en:shared
share	chère	1	en:share ≈ fr:chère ~ fr:chères ≈ en:shared
shared	chères	1	en:share ≈ fr:chère ~ fr:chères ≈ en:shared
sped	speed	1	en:speed ~ fr:speed ≈ en:sped ~ fr:faste ≈ en:faster ~ en:speeder
faster	faste	1	en:speed ~ fr:speed ≈ en:sped ~ fr:faste ≈ en:faster ~ en:speeder
stalk	stocke	1	en:stalky ≈ fr:stocker ~ fr:stocke ≈ en:stalk
stalk	stocks	1	en:stocks ~ fr:stocks ≈ en:stalk ~ en:stalky ≈ fr:stocker ~ fr:stocke
stalk	stockes	1	en:stocks ~ fr:stockes ≈ en:stalk ~ en:stalky ≈ fr:stocker ~ fr:stocke
exclusively	exclusives lies	1	en:strictly ~ en:exclusively ≈ fr:exclusives lies ~ en:exclusive ≈ fr:exclusives ~ fr:exclusivement
exclusive	exclusives	1	en:strictly ~ en:exclusively ≈ fr:exclusives lies ~ en:exclusive ≈ fr:exclusives ~ fr:exclusivement
test	testés	1	en:tested = fr:testés ≈ en:test ~ fr:test ≈ en:tests ~ fr:teste
set	cet	1	en:this = fr:cet ≈ en:set ~ en:sets ≈ fr:cette
sets	cette	1	en:this = fr:cet ≈ en:set ~ en:sets ≈ fr:cette
