src	dst	hops	quality	chain
dissed	tests	6	0.957	en:dissed ≈ fr:test ~ en:test ≈ fr:testes ~ fr:teste ≈ en:tests ~ fr:tests
disses	tester	6	0.973	en:disses ~ en:dissed ≈ fr:test ~ en:test ≈ fr:testent ~ en:testa ≈ fr:tester
disses	teste	6	0.949	en:disses ~ en:dissed ≈ fr:test ~ en:test ≈ fr:tests ~ en:tests ≈ fr:teste
disses	tristesse	6	0.942	en:disses ~ en:dissed ≈ fr:test ~ en:test ≈ fr:tests ~ en:tests ≈ fr:tristesse
dissing	manifestants	6	0.922	en:dissing ≈ fr:dizaines = en:tens ≈ fr:thèse ~ fr:prêtais thèse ≈ en:protesters ~ fr:manifestants
dissing	protester	6	0.920	en:dissing ≈ fr:dizaines = en:tens ≈ fr:thèse ~ fr:prêtais thèse ≈ en:protesters ~ fr:protester
dissing	centres	6	0.913	en:dissing ≈ fr:dizaines = en:tens ≈ fr:thèse ~ fr:sain thèse ≈ en:centers = fr:centres
distract	pacte	6	0.929	en:distract ~ en:distracted ≈ fr:dis traquent aide ~ fr:baissent aide ≈ en:busted ~ en:bucked ≈ fr:pacte
distract	rixe	6	0.924	en:distract ~ en:distracted ≈ fr:dis traquent aide ~ fr:baissent aide ≈ en:busted ~ en:wracked ≈ fr:rixe
distract	reste	6	0.914	en:distract ~ en:distracted ≈ fr:dis traquent aide ~ fr:baissent aide ≈ en:busted ~ en:wrested ≈ fr:reste
distracted	restes restent	6	0.922	en:distracted ≈ fr:dis traquent aide ~ fr:baissent aide ≈ en:busted ~ en:wrested ≈ fr:reste ~ fr:restes restent
distracted	rester	6	0.919	en:distracted ≈ fr:dis traquent aide ~ fr:baissent aide ≈ en:busted ~ en:wrested ≈ fr:reste ~ fr:rester
distracted	séjour	6	0.918	en:distracted ≈ fr:dis traquent aide ~ fr:baissent aide ≈ en:busted ~ en:wrested ≈ fr:reste ~ fr:séjour
distress	matelas	6	0.905	en:distress ≈ fr:dis tresses ~ fr:mais tresses ≈ en:mistress = fr:maîtresse ≈ en:mattress = fr:matelas
distress	pep	5	0.907	en:distress ≈ fr:dis tresses ~ fr:paies pèsent ≈ en:peppers ~ en:pepper ≈ fr:pep
distress	honnêteté	4	0.952	en:distress ≈ fr:dis tresses ~ fr:anis tee ≈ en:honesty ~ fr:honnêteté
distributor	contredire	2	0.909	en:distributor ≈ fr:dissent rebuter ~ fr:contredire
distributor	contredit	2	0.906	en:distributor ≈ fr:dissent rebuter ~ fr:contredit
district	tracts	6	0.851	en:district ~ fr:district ≈ en:distracted ~ en:distract ≈ fr:dis tracts ~ en:tract ≈ fr:tracts
district	fait in	5	0.927	en:district ~ fr:district ≈ en:decreased ~ en:decreasing ≈ fr:décris in ~ fr:fait in
district	entrer	5	0.925	en:district ~ fr:district ≈ en:decreased ~ en:decreasing ≈ fr:décris in ~ fr:entrer
disturbing	set	6	0.935	en:disturbing ≈ fr:dissent open ~ fr:dissent ≈ en:this = fr:cet ≈ en:set ~ fr:set
disturbing	définir	6	0.927	en:disturbing ≈ fr:dissent open ~ fr:dissent ≈ en:this = fr:cet ≈ en:set = fr:définir
disturbing	coquine	6	0.922	en:disturbing ≈ fr:dissent open ~ fr:dissent ≈ en:this = fr:ceci ≈ en:saucy = fr:coquine
dit eager	distance	6	0.894	en:dit eager ≈ fr:distinguer ~ fr:distingue ≈ en:deed egg ~ en:deed arse ≈ fr:distances ~ fr:distance
dit eager	distances	6	0.894	en:dit eager ≈ fr:distinguer ~ fr:distingue ≈ en:deed egg ~ en:deed arse ≈ fr:distance ~ fr:distances
dit eager	dits	6	0.873	en:dit eager ≈ fr:distinguer ~ fr:distingue ≈ en:deed egg ~ en:deed ≈ fr:dit ~ fr:dits
ditty	tirer	3	0.910	en:ditty ≈ fr:titi ~ en:titi ≈ fr:tirer
ditty	tit	2	0.951	en:ditty ≈ fr:titi ~ fr:tit
divvy	devenez	2	0.968	en:divvy ≈ fr:devis ~ fr:devenez
dj	gin	6	0.930	en:dj ~ fr:djinn ≈ en:jean ~ fr:jean ≈ en:gene ~ en:genes ≈ fr:gin
dj	jeans	6	0.930	en:dj ~ fr:djinn ≈ en:jean ~ fr:jean ≈ en:gene ~ en:genes ≈ fr:jeans
dj	sets	6	0.906	en:dj ≈ fr:dit g ~ fr:cet ≈ en:set ~ fr:set ≈ en:sets ~ fr:sets
dm	stupide	6	0.858	en:dm ~ fr:dm ≈ en:dame ~ fr:dame ≈ en:dumb ~ en:stupid ≈ fr:stupide
dm	dam	5	0.903	en:dm ~ fr:dm ≈ en:dame ~ fr:dame ≈ en:dam ~ fr:dam
dm	merde	5	0.893	en:dm ~ fr:dm ≈ en:dame ~ fr:dame ≈ en:damn = fr:merde
do	suédois	6	0.936	en:do ≈ fr:doux = en:sweet ≈ fr:souhaitent ~ fr:souhaite ≈ en:swede = fr:suédois
do	limbourg	6	0.922	en:do ≈ fr:doux = en:sweet ≈ fr:site ~ en:website ≈ fr:limbes hâte ~ fr:limbourg
do	suite	6	0.919	en:do ≈ fr:doux = en:sweet ≈ fr:souhaitent ~ fr:souhaite ≈ en:suite ~ fr:suite
dodgers	infante	4	0.908	en:dodgers ≈ fr:tôt chaise ~ fr:tôt les ≈ en:toddler ~ fr:infante
dodgers	tôt les	2	0.889	en:dodgers ≈ fr:tôt chaise ~ fr:tôt les
doe	distinctes	6	0.890	en:doe ~ en:deem ≈ fr:dîme ~ fr:dîtes ≈ en:deed ~ en:deed irked ≈ fr:distinctes
doe	distance	6	0.888	en:doe ~ en:deem ≈ fr:dîme ~ fr:dîtes ≈ en:deed ~ en:deed arse ≈ fr:distance
doe	distances	6	0.888	en:doe ~ en:deem ≈ fr:dîme ~ fr:dîtes ≈ en:deed ~ en:deed arse ≈ fr:distances
does	eiffel	6	0.898	en:does ~ en:do ≈ fr:doux = en:mild ≈ fr:mal = en:evil ≈ fr:eiffel
does	but chaise	6	0.888	en:does ~ fr:do ≈ en:doe = fr:biche ≈ en:beach ~ en:beaches ≈ fr:but chaise
does	bandes	6	0.863	en:does ~ en:do ≈ fr:doux = en:mild ≈ fr:mal = en:bad ≈ fr:bandes
dog	canyon	3	0.870	en:dog ~ fr:canine ≈ en:canyon ~ fr:canyon
doll	cross	6	0.898	en:doll = fr:poupée ≈ en:poop = fr:crotte ≈ en:crossed ~ en:crosse ≈ fr:cross
doll	crosse	6	0.897	en:doll = fr:poupée ≈ en:poop = fr:crotte ≈ en:crossed ~ en:cross ≈ fr:crosse
doll	crasse	6	0.861	en:doll = fr:poupée ≈ en:poop = fr:crotte ≈ en:crossed ~ en:cross ≈ fr:crasse
domain	pas pote	6	0.895	en:domain = fr:domaine ≈ en:doormen ~ fr:d porte ≈ en:disport ~ en:passport ≈ fr:pas pote
domain	passeports	5	0.880	en:domain = fr:domaine ≈ en:doormen ~ fr:d porte ≈ en:disport ~ fr:passeports
domain	passeport	5	0.877	en:domain = fr:domaine ≈ en:doormen ~ fr:d porte ≈ en:disport ~ fr:passeport
dome	imbécile	5	0.853	en:dome = fr:dôme ≈ en:dumb ~ fr:stupide ≈ en:stupid = fr:imbécile
dome	idiot	5	0.853	en:dome = fr:dôme ≈ en:dumb ~ fr:stupide ≈ en:stupid = fr:idiot
dome	idiote	5	0.853	en:dome = fr:dôme ≈ en:dumb ~ fr:stupide ≈ en:stupid = fr:idiote
domestic	étincelle	3	0.944	en:domestic = fr:domestiques ≈ en:doormat eek ~ fr:étincelle
domestic	voyante	3	0.944	en:domestic = fr:domestiques ≈ en:doormat eek ~ fr:voyante
dominion	d porte	6	0.917	en:dominion ≈ fr:demain in ~ fr:demain ≈ en:domain = fr:domaine ≈ en:doormen ~ fr:d porte
dominion	domaine	4	0.901	en:dominion ≈ fr:demain in ~ fr:demain ≈ en:domain = fr:domaine
dominion	domaines	4	0.845	en:dominion ≈ fr:demain in ~ fr:demain ≈ en:domain ~ fr:domaines
don	de	6	0.941	en:don ~ fr:don ≈ en:dawn = fr:aube ≈ en:of ~ en:de ≈ fr:de
don	n	6	0.902	en:don ~ fr:don ≈ en:dawn = fr:aube ≈ en:of ~ en:den ≈ fr:n
don	den	5	0.932	en:don ~ fr:don ≈ en:dawn = fr:aube ≈ en:of ~ fr:den
done	dam	6	0.897	en:done ≈ fr:damne ~ en:damn ≈ fr:dames ~ fr:dame ≈ en:dam ~ fr:dam
done	barrage	6	0.889	en:done ≈ fr:damne ~ en:damn ≈ fr:dames ~ fr:dame ≈ en:dam = fr:barrage
done	digue	6	0.889	en:done ≈ fr:damne ~ en:damn ≈ fr:dames ~ fr:dame ≈ en:dam = fr:digue
donor	doux	6	0.860	en:donor ~ en:donors ≈ fr:dose ~ fr:doses ≈ en:does ~ en:do ≈ fr:doux
donor	dites	6	0.844	en:donor ~ en:donors ≈ fr:dose ~ fr:doses ≈ en:does ~ en:did ≈ fr:dites
donor	dite	6	0.844	en:donor ~ en:donors ≈ fr:dose ~ fr:doses ≈ en:does ~ en:did ≈ fr:dite
donors	dames	6	0.900	en:donors ~ en:donor ≈ fr:down ~ en:down ≈ fr:damne ~ en:damn ≈ fr:dames
donors	dame	6	0.900	en:donors ~ en:donor ≈ fr:down ~ en:down ≈ fr:damne ~ en:damn ≈ fr:dame
donors	gamme	6	0.880	en:donors ~ en:donor ≈ fr:down ~ en:down ≈ fr:damne ~ en:goddamn ≈ fr:gamme
doom	doutez	3	0.832	en:doom ~ en:doomed ≈ fr:doute ~ fr:doutez
doom	doutes	3	0.828	en:doom ~ en:doomed ≈ fr:doute ~ fr:doutes
doom	doute	2	0.759	en:doom ~ en:doomed ≈ fr:doute
doomed	tommy	5	0.868	en:doomed ~ en:doom ≈ fr:dôme ~ fr:tamis ≈ en:tommy ~ fr:tommy
doomed	dôme	2	0.787	en:doomed ~ en:doom ≈ fr:dôme
door	doux	6	0.883	en:door ~ en:doors ≈ fr:dose ~ fr:doses ≈ en:does ~ en:do ≈ fr:doux
door	dites	6	0.867	en:door ~ en:doors ≈ fr:dose ~ fr:doses ≈ en:does ~ en:did ≈ fr:dites
door	dite	6	0.867	en:door ~ en:doors ≈ fr:dose ~ fr:doses ≈ en:does ~ en:did ≈ fr:dite
doorbell	on der	6	0.851	en:doorbell ~ en:door ≈ fr:dors = en:sleep ≈ fr:slip = en:underwear ≈ fr:on der
doorbell	slip	4	0.881	en:doorbell ~ en:door ≈ fr:dors = en:sleep ≈ fr:slip
doorbell	voyelles	3	0.820	en:doorbell ~ en:door ≈ fr:dors ~ fr:voyelles
doormat eek	domestiques	3	0.884	en:doormat eek ≈ fr:domestique = en:domestic ≈ fr:domestiques
doormat eek	domestique	2	0.946	en:doormat eek ≈ fr:domestiques ~ fr:domestique
doormat eek	maisonneuve	2	0.946	en:doormat eek ≈ fr:domestique ~ fr:maisonneuve
doormen	feeling	6	0.940	en:doormen ≈ fr:domaine = en:field ≈ fr:files ~ fr:file ≈ en:feel ~ fr:feeling
doormen	ressentir	6	0.938	en:doormen ≈ fr:domaine = en:field ≈ fr:files ~ fr:file ≈ en:feel ~ fr:ressentir
doormen	sentir	6	0.937	en:doormen ≈ fr:domaine = en:field ≈ fr:files ~ fr:file ≈ en:feel = fr:sentir
dope	flow	6	0.868	en:dope ~ fr:doue ≈ en:do ~ fr:do ≈ en:dough ~ en:flour ≈ fr:flow
dope	pâte	5	0.916	en:dope ~ fr:doue ≈ en:do ~ fr:do ≈ en:dough = fr:pâte
dope	biche	5	0.916	en:dope ~ fr:doue ≈ en:do ~ fr:do ≈ en:doe = fr:biche
dorks	et axe	6	0.854	en:dorks ≈ fr:docte ~ fr:doc ≈ en:duck ~ en:ducks ≈ fr:axe ~ fr:et axe
dorks	axes	6	0.852	en:dorks ≈ fr:docte ~ fr:doc ≈ en:duck ~ en:ducks ≈ fr:axe ~ fr:axes
dorks	axe	5	0.845	en:dorks ≈ fr:docte ~ fr:doc ≈ en:duck ~ en:ducks ≈ fr:axe
dorky	tendues	6	0.929	en:dorky ≈ fr:toquer ~ fr:toc ≈ en:talks ~ en:talk ≈ fr:tocs ~ fr:tendues
dorky	pendre	6	0.928	en:dorky ≈ fr:toquer ~ fr:toc ≈ en:talks ~ en:talk ≈ fr:tocs ~ fr:pendre
dorky	touchés	6	0.925	en:dorky ≈ fr:toquer ~ fr:toc ≈ en:talks ~ en:talk ≈ fr:toquent ~ fr:touchés
dory	guilde	3	0.883	en:dory ≈ fr:doré = en:gold ≈ fr:guilde
dory	golden	3	0.867	en:dory ≈ fr:doré = en:golden ≈ fr:golden
dory	gaule	3	0.866	en:dory ≈ fr:doré = en:gold ≈ fr:gaule
doses	soft	6	0.930	en:doses ~ fr:doses ≈ en:does ~ en:do ≈ fr:doux = en:soft ≈ fr:soft
doses	site	6	0.899	en:doses ~ fr:doses ≈ en:does ~ en:do ≈ fr:doux = en:sweet ≈ fr:site
doses	souhaites	6	0.894	en:doses ~ fr:doses ≈ en:does ~ en:do ≈ fr:doux = en:sweet ≈ fr:souhaites
dot	grèce	6	0.911	en:dot ~ fr:dote ≈ en:dirt = fr:crasse ≈ en:crass ~ en:cress ≈ fr:grèce
dot	cross	6	0.887	en:dot ~ fr:dote ≈ en:dirt = fr:crasse ≈ en:cross ~ en:crosse ≈ fr:cross
dot	caisse	6	0.885	en:dot ~ fr:dote ≈ en:dirt = fr:crasse ≈ en:crass ~ en:cress ≈ fr:caisse
doubt	max	6	0.842	en:doubt ~ fr:doute ≈ en:dude ~ fr:mec ≈ en:make ~ en:makes ≈ fr:max
doubt	mes hic	6	0.830	en:doubt ~ fr:doute ≈ en:dude ~ fr:mec ≈ en:maker ~ en:make ≈ fr:mes hic
doubt	massive	6	0.818	en:doubt ~ fr:doute ≈ en:dude ~ fr:mec ≈ en:mega ~ en:massive ≈ fr:massive
doubts	max	6	0.840	en:doubts = fr:doute ≈ en:dude ~ fr:mec ≈ en:make ~ en:makes ≈ fr:max
doubts	mes hic	6	0.828	en:doubts = fr:doute ≈ en:dude ~ fr:mec ≈ en:maker ~ en:make ≈ fr:mes hic
doubts	massive	6	0.815	en:doubts = fr:doute ≈ en:dude ~ fr:mec ≈ en:mega ~ en:massive ≈ fr:massive
douche	discuter	6	0.936	en:douche ≈ fr:douches = en:shower ≈ fr:chats ~ fr:chat ≈ en:chat = fr:discuter
douche	discussion	6	0.936	en:douche ≈ fr:douches = en:shower ≈ fr:chats ~ fr:chat ≈ en:chat = fr:discussion
douche	chatte	6	0.935	en:douche ≈ fr:douches = en:shower ≈ fr:chats ~ en:chat ≈ fr:chat ~ fr:chatte
dough	passes	6	0.798	en:dough = fr:pâte ≈ en:popped ~ en:pops ≈ fr:passent = en:pass ≈ fr:passes
dough	pet	5	0.880	en:dough = fr:pâte ≈ en:pint = fr:pinte ≈ en:pet ~ fr:pet
dough	poudre	5	0.870	en:dough = fr:pâte ≈ en:pat ~ fr:pat ≈ en:powder = fr:poudre
down	dam	6	0.899	en:down ≈ fr:damne ~ en:damn ≈ fr:dames ~ fr:dame ≈ en:dam ~ fr:dam
down	barrage	6	0.890	en:down ≈ fr:damne ~ en:damn ≈ fr:dames ~ fr:dame ≈ en:dam = fr:barrage
down	digue	6	0.890	en:down ≈ fr:damne ~ en:damn ≈ fr:dames ~ fr:dame ≈ en:dam = fr:digue
downs	dm	6	0.908	en:downs ~ en:down ≈ fr:damne ~ en:damn ≈ fr:dame ~ en:dame ≈ fr:dm
downs	dame	6	0.886	en:downs ~ en:down ≈ fr:damne ~ en:damn ≈ fr:dames ~ en:dame ≈ fr:dame
downs	les use	6	0.883	en:downs ~ en:down ≈ fr:damne ~ en:damn ≈ fr:dames = en:ladies ≈ fr:les use
downward	more	6	0.898	en:downward ≈ fr:tan oued ~ fr:oued ≈ en:word = fr:mot ≈ en:more ~ fr:more
downward	mer	6	0.895	en:downward ≈ fr:tan oued ~ fr:oued ≈ en:word = fr:mot ≈ en:more ~ fr:mer
downward	marie	5	0.873	en:downward ≈ fr:tan oued ~ fr:oued ≈ en:wed ~ en:married ≈ fr:marie
dozen	mène	6	0.892	en:dozen ~ en:many ≈ fr:men ~ en:men ≈ fr:maine ~ en:maine ≈ fr:mène
dozen	mine	6	0.853	en:dozen ~ en:many ≈ fr:men ~ en:men ≈ fr:miennes ~ en:mien ≈ fr:mine
dozen	mines	6	0.853	en:dozen ~ en:many ≈ fr:men ~ en:men ≈ fr:miennes ~ en:mien ≈ fr:mines
drafting	entrer	6	0.929	en:drafting ≈ fr:drapent in ~ fr:fait in ≈ en:thirteen ~ en:fourteen ≈ fr:faut in ~ fr:entrer
drafting	prennent in	6	0.928	en:drafting ≈ fr:drapent in ~ fr:fait in ≈ en:thirteen ~ en:fourteen ≈ fr:faut in ~ fr:prennent in
drafting	entré	6	0.923	en:drafting ≈ fr:drapent in ~ fr:fait in ≈ en:thirteen ~ en:fourteen ≈ fr:faut in ~ fr:entré
drag	volontiers	3	0.849	en:drag = fr:glisser ≈ en:gladly = fr:volontiers
dram	binaire	6	0.903	en:dram ≈ fr:drame ~ fr:drames ≈ en:drum = fr:batterie ≈ en:binary = fr:binaire
dram	binaires	6	0.903	en:dram ≈ fr:drame ~ fr:drames ≈ en:drum = fr:batterie ≈ en:binary = fr:binaires
dram	frontière	6	0.887	en:dram ≈ fr:drame ~ fr:drames ≈ en:drum = fr:batterie ≈ en:boundary ~ fr:frontière
drama	body	6	0.896	en:drama ~ fr:drame ≈ en:drum = fr:batterie ≈ en:bawdry ~ en:bawdy ≈ fr:body
drama	ban cerise	6	0.886	en:drama ~ fr:drame ≈ en:drum = fr:batterie ≈ en:boundary ~ en:boundaries ≈ fr:ban cerise
drama	ban doré	6	0.871	en:drama ~ fr:drame ≈ en:drum = fr:batterie ≈ en:boundaries ~ en:boundary ≈ fr:ban doré
draw	troupes	6	0.867	en:draw ~ en:drawing ≈ fr:drogue = en:drug ≈ fr:drague ~ en:drupe ≈ fr:troupes
draw	drague	4	0.826	en:draw ~ en:drawing ≈ fr:drogue = en:drug ≈ fr:drague
draw	féminin	3	0.894	en:draw ~ en:drawn ≈ fr:donne ~ fr:féminin
drawl	jaunes	6	0.917	en:drawl ≈ fr:drôle ~ en:funny ≈ fr:finie ~ fr:fini ≈ en:teeny ~ fr:jaunes
drawl	mineure	6	0.914	en:drawl ≈ fr:drôle ~ en:funny ≈ fr:finie ~ fr:fini ≈ en:teeny ~ fr:mineure
drawl	troupes	6	0.883	en:drawl ~ en:draw ≈ fr:drogue = en:drug ≈ fr:drague ~ en:drupe ≈ fr:troupes
drawn	troupes	6	0.888	en:drawn ~ en:draw ≈ fr:drogue = en:drug ≈ fr:drague ~ en:drupe ≈ fr:troupes
drawn	drague	6	0.844	en:drawn ~ en:draw ≈ fr:drogues ~ en:drugs ≈ fr:drogue = en:drug ≈ fr:drague
drawn	gardner	5	0.874	en:drawn ~ en:draw ≈ fr:drop ~ en:drop ≈ fr:drape ~ fr:gardner
draws	ben	6	0.956	en:draws ≈ fr:treize = en:thirteen ≈ fr:fait in ~ fr:bennes ≈ en:ben ~ fr:ben
draws	seize	6	0.956	en:draws ≈ fr:treize = en:thirteen ≈ fr:fait in ~ fr:sises ≈ en:seize ~ fr:seize
draws	rse	6	0.952	en:draws ≈ fr:treize = en:thirteen ≈ fr:fait in ~ fr:sises ≈ en:seas ~ fr:rse
dreams	rev	3	0.995	en:dreams ~ fr:rêves ≈ en:rev ~ fr:rev
dreams	rein	3	0.960	en:dreams ~ fr:rêves ≈ en:rev ~ fr:rein
dreg	troupe	6	0.922	en:dreg ≈ fr:drogue = en:drug ≈ fr:drague ~ en:drupe ≈ fr:troupes ~ fr:troupe
dreg	troupeaux	6	0.898	en:dreg ≈ fr:drogue = en:drug ≈ fr:drague ~ en:drupe ≈ fr:troupes ~ fr:troupeaux
dreg	bataillon	6	0.896	en:dreg ≈ fr:drogue = en:drug ≈ fr:drague ~ en:drupe ≈ fr:troupes ~ fr:bataillon
dress	corde	5	0.890	en:dress ~ fr:dresse ≈ en:dresses = fr:robes ≈ en:rope ~ fr:corde
dress	cordes	5	0.880	en:dress ~ fr:dresse ≈ en:dresses = fr:robes ≈ en:ropes = fr:cordes
dress	robes	3	0.929	en:dress ~ fr:dresse ≈ en:dresses = fr:robes
dresses	plaies aise	5	0.915	en:dresses ~ en:dress ≈ fr:adresses = en:addresses ≈ fr:adrets aise ~ fr:plaies aise
dresses	adresses	5	0.909	en:dresses ~ en:dress ≈ fr:adresse ~ en:address ≈ fr:adressent ~ fr:adresses
dresses	adressent	5	0.909	en:dresses ~ en:dress ≈ fr:adresse ~ en:address ≈ fr:adresses ~ fr:adressent
dressing	restera	5	0.881	en:dressing ~ fr:dressing ≈ en:addressing ~ en:addressed ≈ fr:et reste ~ fr:restera
dressing	rester	5	0.879	en:dressing ~ fr:dressing ≈ en:addressing ~ en:addressed ≈ fr:et reste ~ fr:rester
dressing	et reste	4	0.861	en:dressing ~ fr:dressing ≈ en:addressing ~ en:addressed ≈ fr:et reste
drew	féminin	3	0.887	en:drew ~ en:drawn ≈ fr:donne ~ fr:féminin
drew	féminine	3	0.884	en:drew ~ en:drawn ≈ fr:donne ~ fr:féminine
drew	dotée	3	0.874	en:drew ~ en:drawn ≈ fr:donnent ~ fr:dotée
dried	trousses	6	0.871	en:dried ~ en:drying ≈ fr:drague ~ en:drupe ≈ fr:troupes = en:troops ≈ fr:trousses
dried	trousse	6	0.871	en:dried ~ en:drying ≈ fr:drague ~ en:drupe ≈ fr:troupes = en:troops ≈ fr:trousse
dried	troupe	5	0.883	en:dried ~ en:drying ≈ fr:drague ~ en:drupe ≈ fr:troupes ~ fr:troupe
drip	guette	5	0.882	en:drip ≈ fr:trip ~ en:trip ≈ fr:tripes = en:gut ≈ fr:guette
drip	gâte	5	0.882	en:drip ≈ fr:trip ~ en:trip ≈ fr:tripes = en:gut ≈ fr:gâte
drip	beauf	5	0.842	en:drip = fr:goutte ≈ en:goat ~ en:goats ≈ fr:gosse ~ fr:beauf
drive	chauffeurs	3	0.885	en:drive ~ fr:drive ≈ en:drivers ~ fr:chauffeurs
drive	dérivé	3	0.885	en:drive ~ fr:drive ≈ en:derived = fr:dérivé
drive	dérivée	3	0.885	en:drive ~ fr:drive ≈ en:derived = fr:dérivée
drives	grave	5	0.903	en:drives ~ en:drive ≈ fr:drap ive ~ fr:gré ive ≈ en:grave ~ fr:grave
drives	tombe	5	0.893	en:drives ~ en:drive ≈ fr:drap ive ~ fr:gré ive ≈ en:grave = fr:tombe
drives	funèbre	5	0.889	en:drives ~ en:drive ≈ fr:drap ive ~ fr:gré ive ≈ en:grave ~ fr:funèbre
drool	jaunes	6	0.911	en:drool ≈ fr:drôle ~ en:funny ≈ fr:finie ~ fr:fini ≈ en:teeny ~ fr:jaunes
drool	mineure	6	0.908	en:drool ≈ fr:drôle ~ en:funny ≈ fr:finie ~ fr:fini ≈ en:teeny ~ fr:mineure
drool	troisieme	6	0.894	en:drool ≈ fr:drôle ~ fr:drôles ≈ en:drawl ~ en:draws ≈ fr:treize ~ fr:troisieme
droop	true	6	0.948	en:droop ≈ fr:troupes = en:troops ≈ fr:trousses ~ fr:trous ≈ en:true ~ fr:true
droop	vrais	6	0.940	en:droop ≈ fr:troupes = en:troops ≈ fr:trousses ~ fr:trous ≈ en:true = fr:vrais
droop	fourrés	6	0.938	en:droop ≈ fr:troupes ~ fr:troupe ≈ en:troop ~ en:troops ≈ fr:trousse ~ fr:fourrés
drop	drague	6	0.847	en:drop ~ fr:drop ≈ en:draw ~ en:drawing ≈ fr:drogue = en:drug ≈ fr:drague
drop	féminin	5	0.893	en:drop ~ fr:drop ≈ en:draw ~ en:drawn ≈ fr:donne ~ fr:féminin
drop	féminine	5	0.891	en:drop ~ fr:drop ≈ en:draw ~ en:drawn ≈ fr:donne ~ fr:féminine
dropped	drague	6	0.826	en:dropped ~ fr:drop ≈ en:draw ~ en:drawing ≈ fr:drogue = en:drug ≈ fr:drague
dropped	féminin	5	0.867	en:dropped ~ fr:drop ≈ en:draw ~ en:drawn ≈ fr:donne ~ fr:féminin
dropped	féminine	5	0.865	en:dropped ~ fr:drop ≈ en:draw ~ en:drawn ≈ fr:donne ~ fr:féminine
drops	drague	6	0.833	en:drops ~ fr:drop ≈ en:draw ~ en:drawing ≈ fr:drogue = en:drug ≈ fr:drague
drops	féminin	5	0.875	en:drops ~ fr:drop ≈ en:draw ~ en:drawn ≈ fr:donne ~ fr:féminin
drops	féminine	5	0.874	en:drops ~ fr:drop ≈ en:draw ~ en:drawn ≈ fr:donne ~ fr:féminine
dross	trace	2	0.922	en:dross ≈ fr:traces ~ fr:trace
drown	dames	6	0.914	en:drown ≈ fr:down ~ en:down ≈ fr:damne ~ en:damn ≈ fr:dame ~ fr:dames
drown	dame	6	0.914	en:drown ≈ fr:down ~ en:down ≈ fr:damne ~ en:damn ≈ fr:dames ~ fr:dame
drown	gammes	6	0.893	en:drown ≈ fr:down ~ en:down ≈ fr:damne ~ en:goddamn ≈ fr:gamme ~ fr:gammes
drowned	dames	6	0.915	en:drowned ~ en:drown ≈ fr:down ~ en:down ≈ fr:damne ~ en:damn ≈ fr:dames
drowned	dame	6	0.915	en:drowned ~ en:drown ≈ fr:down ~ en:down ≈ fr:damne ~ en:damn ≈ fr:dame
drowned	gamme	6	0.895	en:drowned ~ en:drown ≈ fr:down ~ en:down ≈ fr:damne ~ en:goddamn ≈ fr:gamme
drug	dette	6	0.863	en:drug = fr:drogue ≈ en:dreg ~ en:drat ≈ fr:date ~ en:date ≈ fr:dette
drug	donnes	6	0.843	en:drug = fr:drogue ≈ en:drugs ~ fr:drogues ≈ en:draw ~ en:drawn ≈ fr:donnes
drug	donnent	6	0.843	en:drug = fr:drogue ≈ en:drugs ~ fr:drogues ≈ en:draw ~ en:drawn ≈ fr:donnent
drugs	dette	6	0.863	en:drugs = fr:drogue ≈ en:dreg ~ en:drat ≈ fr:date ~ en:date ≈ fr:dette
drugs	drague	6	0.845	en:drugs ~ fr:drogues ≈ en:draw ~ en:drawing ≈ fr:drogue = en:drug ≈ fr:drague
drugs	féminin	5	0.889	en:drugs ~ fr:drogues ≈ en:draw ~ en:drawn ≈ fr:donne ~ fr:féminin
drum	bandits	6	0.902	en:drum = fr:batterie ≈ en:bawdry ~ en:bawdy ≈ fr:body ~ en:body ≈ fr:bandits
drum	bandit	6	0.902	en:drum = fr:batterie ≈ en:bawdry ~ en:bawdy ≈ fr:body ~ en:body ≈ fr:bandit
drum	bondit	6	0.897	en:drum = fr:batterie ≈ en:bawdry ~ en:bawdy ≈ fr:body ~ en:body ≈ fr:bondit
drums	bandits	6	0.902	en:drums = fr:batterie ≈ en:bawdry ~ en:bawdy ≈ fr:body ~ en:body ≈ fr:bandits
drums	bandit	6	0.902	en:drums = fr:batterie ≈ en:bawdry ~ en:bawdy ≈ fr:body ~ en:body ≈ fr:bandit
drums	bondit	6	0.897	en:drums = fr:batterie ≈ en:bawdry ~ en:bawdy ≈ fr:body ~ en:body ≈ fr:bondit
drupe	true	6	0.948	en:drupe ≈ fr:troupes = en:troops ≈ fr:trousses ~ fr:trous ≈ en:true ~ fr:true
drupe	vrais	6	0.940	en:drupe ≈ fr:troupes = en:troops ≈ fr:trousses ~ fr:trous ≈ en:true = fr:vrais
drupe	fourrés	6	0.938	en:drupe ≈ fr:troupes ~ fr:troupe ≈ en:troop ~ en:troops ≈ fr:trousse ~ fr:fourrés
dry	sexes	6	0.971	en:dry = fr:sec ≈ en:sec ~ en:secs ≈ fr:sexe ~ en:sex ≈ fr:sexes
dry	sexy	6	0.941	en:dry = fr:sec ≈ en:sec ~ en:secs ≈ fr:sexe ~ en:sex ≈ fr:sexy
dry	sectes	6	0.933	en:dry = fr:sec ≈ en:sec ~ en:secs ≈ fr:sexe ~ en:sex ≈ fr:sectes
